,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceShareCapital,1085000,1085000,1085000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000
BalanceShareCapital_yy,,,,,1.38,1.38,1.38,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,1.38,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,3343000,7450000,7450000,7583000,7583000,5691000,5691000,5621000,5621000,5621000,12000000,12000000,12000000,18104000,18104000,18109000,18109000,17395000,17395000,17395000,17395000,16795000
BalanceReserve_yy,,,,,126.85,-23.61,-23.61,-25.88,-25.88,-1.23,110.85,113.49,113.49,222.08,50.87,50.91,50.91,-3.92,-3.92,-3.94,-3.94,-3.45
BalanceReserve_sy,,,,,6.14,5.36,6.06,8.43,5.66,3.57,3.74,6.73,5.69,3.28,4.21,3.97,4.57,4.96,4.12,3.29,3.50,2.05
BalanceReserve_qq,,122.86,,1.79,,-24.95,,-1.23,,,113.49,,,50.87,,0.03,,-3.94,,,,-3.45
BalanceReserve_sq,,4.99,,,,4.65,,-0.01,,,,,,1.97,,0.02,,2.37,,,,1.35
BalanceNonshareCapital,122000,78000,123000,32000,6000,28000,62000,50000,-34000,31000,54000,59000,12000,177000,118000,45000,35000,30000,29000,23000,18000,12000
BalanceNonshareCapital_yy,,,,,-95.18,-64.45,-49.56,54.49,-675.69,11.65,-13.04,18.00,135.29,470.97,118.52,-23.73,191.67,-83.05,-75.42,-48.89,-48.57,-60.00
BalanceNonshareCapital_sy,,,,,-4.18,2.48,-2.97,5.76,-5.72,,0.62,2.03,9.34,4.73,2.94,-17.00,-35.82,-32.54,-23.80,-1.12,-12.64,-1.83
BalanceNonshareCapital_qq,,-36.20,57.61,-73.71,-81.75,370.12,123.64,-19.48,-168.00,191.18,74.19,9.26,-79.66,1375.00,-33.33,-61.86,-22.22,-14.29,-3.33,-20.69,-21.74,-33.33
BalanceNonshareCapital_sq,,0.40,0.54,-2.74,-1.08,2.72,1.96,1.42,-2.00,7.03,0.74,2.43,-0.79,,-4.10,-4.61,-3.24,-9.63,,,0.40,6.44
BalanceNoncurrentLiabilities,1999000,1967000,507000,364000,395000,247000,755000,295000,257000,515000,556000,855000,728000,551000,491000,404000,2889000,2845000,2878000,2560000,2484000,2371000
BalanceNoncurrentLiabilities_yy,,,,,-80.26,-87.45,48.84,-19.01,-34.88,108.61,-26.32,189.83,183.27,6.99,-11.69,-52.75,296.84,416.33,486.15,533.66,-14.02,-16.66
BalanceNoncurrentLiabilities_sy,,,,,-0.49,-1.99,3.55,2.26,6.10,9.52,9.97,8.54,3.35,1.15,1.04,-1.66,-2.48,0.74,-2.26,-11.65,-9.62,-9.44
BalanceNoncurrentLiabilities_qq,,-1.63,-74.22,-28.16,8.35,-37.45,205.68,-60.91,-12.88,100.39,7.96,53.78,-14.85,-24.31,-10.89,-17.72,615.10,-1.52,1.16,-11.05,-2.97,-4.55
BalanceNoncurrentLiabilities_sq,,-0.39,-4.08,-2.40,-0.79,-0.11,-2.56,1.31,-1.18,5.65,-1.06,-1.03,-2.60,-0.56,-1.77,-2.05,-2.49,-1.52,-3.92,-5.30,-0.90,0.11
BalanceNoncurrentTradeLiabilities,1342000,1404000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,-100.00,-100.00,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,-76.53,-74.16,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,4.66,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,-5.79,-75.87,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,149000,170000,138000,184000,143000,135000,280000,257000,219000,477000,518000,801000,674000,497000,437000,294000,2779000,2735000,2768000,2476000,2400000,2287000
BalanceNoncurrentBorrowings_yy,,,,,-3.81,-20.62,102.05,39.93,52.81,254.20,85.26,211.67,207.76,4.19,-15.64,-63.30,312.31,450.30,533.41,742.18,-13.64,-16.38
BalanceNoncurrentBorrowings_sy,,,,,-3.81,5.14,9.15,0.45,-16.54,2.74,11.99,6.62,-11.95,-23.55,-22.16,-22.43,-25.53,0.32,-3.46,-31.31,-15.10,-16.66
BalanceNoncurrentBorrowings_qq,,13.87,-18.43,32.72,-21.97,-6.03,107.62,-8.08,-14.79,117.81,8.60,54.63,-15.86,-26.26,-12.07,-32.72,845.24,-1.58,1.21,-10.55,-3.07,-4.71
BalanceNoncurrentBorrowings_sq,,-5.84,-5.16,-8.23,-1.78,-2.70,-7.10,-12.97,-9.55,3.47,0.13,-14.28,-9.25,-7.40,-8.33,-13.86,-8.53,-4.41,-6.43,-13.57,-3.07,-5.16
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,508000,393000,369000,181000,251000,112000,475000,38000,38000,38000,38000,54000,54000,54000,54000,110000,110000,110000,110000,84000,84000,84000
BalanceNoncurrentOtherLiabilities_yy,,,,,-50.57,-71.44,28.86,-78.96,-84.88,-66.13,-92.00,42.11,42.11,42.11,42.11,103.70,103.70,103.70,103.70,-23.64,-23.64,-23.64
BalanceNoncurrentOtherLiabilities_sy,,,,,2.54,-1.15,0.04,1.62,6.94,4.66,13.34,4.77,6.75,10.43,8.17,5.89,1.64,0.74,-1.33,-5.11,-4.78,-6.94
BalanceNoncurrentOtherLiabilities_qq,,-22.74,-6.15,-51.01,39.18,-55.36,323.37,-92.00,,,,42.11,,,,103.70,,,,-23.64,,
BalanceNoncurrentOtherLiabilities_sq,,5.45,-1.80,0.86,-1.14,0.17,-1.56,9.44,,,,3.69,,,,0.18,,,,-0.95,,
BalanceCurrentLiabilities,4026000,3253000,4457000,2458000,9875000,13662000,14577000,3831000,4018000,17506000,18511000,15903000,14910000,17572000,6603000,4788000,9612000,11663000,16963000,25090000,14032000,11646000
BalanceCurrentLiabilities_yy,,,,,145.30,319.94,227.07,55.88,-59.31,28.13,26.98,315.11,271.08,0.38,-64.33,-69.89,-35.53,-33.63,156.90,424.02,45.98,-0.15
BalanceCurrentLiabilities_sy,,,,,12.24,13.30,10.63,1.75,-0.88,10.62,2.28,4.71,6.99,3.99,-0.93,8.17,8.14,5.61,15.74,5.35,5.93,7.42
BalanceCurrentLiabilities_qq,,-19.18,36.99,-44.86,301.80,38.36,6.70,-73.72,4.88,335.69,5.74,-14.09,-6.24,17.85,-62.42,-27.49,100.75,21.34,45.44,47.91,-44.07,-17.00
BalanceCurrentLiabilities_sq,,6.44,5.69,-7.46,5.15,6.60,1.46,-11.20,8.09,5.65,-2.42,-1.00,-1.43,5.66,0.82,3.27,-3.15,7.03,1.94,-1.07,-0.05,6.04
BalanceCurrentTradePayablesv,,,1598000,588000,2714000,3951000,4128000,1825000,1789000,4706000,5113000,5040000,3012000,6029000,2961000,1652000,3444000,3788000,4418000,6932000,3762000,3341000
BalanceCurrentTradePayablesv_yy,,,,,,,158.41,210.22,-34.09,19.10,23.85,176.16,68.36,28.11,-42.09,-67.22,14.34,-37.17,49.21,319.61,9.23,-11.80
BalanceCurrentTradePayablesv_sy,,,,,,,8.64,6.40,6.19,1.78,5.58,-0.46,-0.92,-1.07,1.12,14.06,13.96,11.49,9.88,-0.14,5.98,4.20
BalanceCurrentTradePayablesv_qq,,,,-63.17,361.39,45.57,4.48,-55.79,-1.97,163.05,8.65,-1.43,-40.24,100.17,-50.89,-44.21,108.47,9.99,16.63,56.90,-45.73,-11.19
BalanceCurrentTradePayablesv_sq,,,,0.06,-0.93,8.48,2.46,-6.03,13.78,2.38,-2.79,1.28,0.36,11.08,0.89,13.94,0.99,9.92,1.42,12.02,2.51,5.86
BalanceCurrentBorrowings,,,152000,165000,4113000,5726000,4521000,35000,278000,1569000,5246000,2258000,2002000,542000,473000,1051000,4277000,3915000,4467000,5864000,2052000,1305000
BalanceCurrentBorrowings_yy,,,,,,,2878.30,-78.85,-93.24,-72.60,16.04,6351.43,620.14,-65.46,-90.98,-53.45,113.64,622.32,844.40,457.94,-52.02,-66.67
BalanceCurrentBorrowings_sy,,,,,,,-15.94,-4.13,1.98,15.87,11.10,20.51,21.16,9.35,5.95,8.46,7.83,-4.23,3.02,17.80,-5.31,-2.88
BalanceCurrentBorrowings_qq,,,,9.02,2385.76,39.20,-21.05,-99.23,694.29,464.39,234.35,-56.96,-11.34,-72.93,-12.73,122.20,306.95,-8.46,14.10,31.27,-65.01,-36.40
BalanceCurrentBorrowings_sq,,,,-11.61,-1.13,-1.33,7.73,-15.55,16.64,2.90,5.31,-5.89,-7.61,1.28,-0.83,1.64,-2.22,0.68,3.39,-2.27,-12.92,3.04
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,4026000,3253000,2708000,1698000,2962000,3630000,4766000,1740000,1452000,8970000,4830000,1807000,1798000,2202000,1072000,682000,703000,738000,1797000,2777000,961000,947000
BalanceCurrentOtherLiabilities_yy,,,,,-26.42,11.57,76.02,2.48,-50.98,147.13,1.34,3.85,23.83,-75.45,-77.81,-62.26,-60.90,-66.49,67.63,307.18,36.70,28.32
BalanceCurrentOtherLiabilities_sy,,,,,4.69,5.87,9.53,4.78,12.28,4.86,0.48,0.57,2.93,11.43,5.31,12.17,17.51,10.34,10.98,16.18,10.77,6.75
BalanceCurrentOtherLiabilities_qq,,-19.18,-16.78,-37.29,74.46,22.54,31.31,-63.49,-16.55,517.77,-46.15,-62.59,-0.50,22.47,-51.32,-36.38,3.08,4.98,143.50,54.54,-65.39,-1.46
BalanceCurrentOtherLiabilities_sq,,6.54,-2.79,-1.73,6.15,8.59,4.50,-4.16,2.68,4.52,0.42,-12.09,,9.88,0.85,8.74,-0.02,9.53,-1.01,6.58,-0.17,-7.08
BalanceReckoning,,,,6000,85000,356000,1162000,231000,499000,2261000,3322000,6798000,8098000,8799000,2097000,1403000,1188000,3222000,6281000,9517000,7257000,6053000
BalanceReckoning_yy,,,,,,,,3750.00,488.33,535.70,185.84,2842.86,1522.85,289.16,-36.88,-79.36,-85.33,-63.38,199.52,578.33,510.86,87.86
BalanceReckoning_sy,,,,,,,,-12.81,-0.10,,-0.32,11.62,0.64,-1.12,-9.16,-15.78,-16.24,-11.68,0.38,-1.69,,30.45
BalanceReckoning_qq,,,,,1313.60,319.34,226.76,-80.12,116.02,353.11,46.93,104.64,19.12,8.66,-76.17,-33.09,-15.32,171.21,94.94,51.52,-23.75,-16.59
BalanceReckoning_sq,,,,,,,7.43,-9.62,1.09,-0.44,1.31,0.61,-0.43,-0.28,-0.72,-9.09,-2.73,,-3.98,-3.99,-1.33,18.90
BalanceTotalEquityAndLiabilities,14618000,13170000,12756000,9575000,17204000,22723000,27328000,17276000,15114000,31066000,33345000,36021000,35254000,37771000,25656000,23732000,30125000,32205000,36080000,45568000,34829000,29732000
BalanceTotalEquityAndLiabilities_yy,,,,,17.69,72.54,114.23,80.42,-12.15,36.72,22.02,108.50,133.25,21.58,-23.06,-34.12,-14.55,-14.74,40.63,92.01,15.61,-7.68
BalanceTotalEquityAndLiabilities_sy,,,,,3.16,5.85,6.89,2.54,4.30,8.30,5.32,6.36,4.02,3.25,-0.19,3.07,2.74,1.77,3.71,2.11,4.32,4.65
BalanceTotalEquityAndLiabilities_qq,,-9.91,-3.14,-24.93,79.67,32.08,20.26,-36.78,-12.51,105.54,7.34,8.03,-2.13,7.14,-32.07,-7.50,26.94,6.90,12.03,26.30,-23.57,-14.63
BalanceTotalEquityAndLiabilities_sq,,1.12,1.88,1.34,1.28,0.38,1.42,-0.38,3.42,1.93,1.70,1.07,1.09,0.89,0.50,0.93,-0.45,0.63,-0.33,-0.14,1.11,1.75
CashflowOperatingCashflow,-2057000,-286000,4720000,-944000,-3000000,-1467000,2968000,6524000,2418000,-4442000,-73000,5278000,6943000,-3056000,1777000,1368000,-4008000,-2592000,-2065000,-117000,4640000,217000
CashflowOperatingCashflow_yy,,,,,-45.84,-413.82,-37.11,791.07,180.60,-202.77,-102.46,-19.10,187.14,31.20,2534.25,-74.08,-157.73,15.18,-216.21,-108.55,215.77,108.37
CashflowOperatingCashflow_sy,,,,,35.08,10.75,-47.61,7.08,-19.09,2.57,13.83,39.04,-37.11,9.68,-19.18,-10.05,11.47,10.53,-33.56,-3.87,-0.23,33.98
CashflowOperatingCashflow_qq,,86.12,1752.99,-120.00,-217.80,51.10,302.32,119.78,-62.94,-283.71,98.36,7330.14,31.55,-144.02,158.15,-23.02,-392.98,35.33,20.33,94.33,4065.81,-95.32
CashflowOperatingCashflow_sq,,85.27,-9.41,48.98,-85.97,60.84,7.88,117.05,-63.70,8.25,78.06,191.37,-84.17,51.35,110.06,24.82,-41.64,-1.51,12.24,92.35,-55.34,-15.25
CashflowAmortization,28000,62000,145000,111000,119000,112000,127000,123000,97000,85000,102000,139000,170000,170000,170000,173000,174000,301000,336000,348000,343000,334000
CashflowAmortization_yy,,,,,328.44,80.40,-12.74,10.30,-18.51,-24.16,-19.65,13.06,75.26,100.00,66.67,24.46,2.35,77.06,97.65,101.16,97.13,10.96
CashflowAmortization_sy,,,,,3.10,5.71,9.07,6.50,5.06,3.70,5.60,6.44,7.99,11.95,10.10,6.49,2.23,3.80,8.65,3.71,3.10,4.57
CashflowAmortization_qq,,123.59,134.18,-23.39,6.80,-5.85,13.28,-3.16,-21.10,-12.37,20.00,36.27,22.30,,,1.76,0.58,72.99,11.63,3.57,-1.44,-2.62
CashflowAmortization_sq,,1.61,0.61,0.83,4.44,1.40,-0.62,3.10,1.10,2.50,3.31,1.05,0.61,,,0.53,0.86,0.80,-0.05,0.81,0.51,1.12
CashflowInvestingCashflow,-427000,-83000,-328000,-107000,-174000,-348000,-533000,-3836000,-60000,-47000,-197000,391000,-202000,-349000,1457000,-48000,-2113000,-89000,36000,-235000,-336000,79000
CashflowInvestingCashflow_yy,,,,,59.21,-318.97,-62.40,-3485.89,65.57,86.51,63.04,110.19,-236.67,-642.55,839.59,-112.28,-946.04,74.50,-97.53,-389.58,84.10,188.76
CashflowInvestingCashflow_sy,,,,,-3.65,-20.66,-39.00,-27.88,6.69,-37.30,-70.19,17.63,15.57,13.78,21.59,-35.08,28.64,-48.40,36.83,1.30,21.25,53.71
CashflowInvestingCashflow_qq,,80.54,-294.81,67.40,-62.87,-99.88,-53.04,-619.76,98.44,21.67,-319.15,298.48,-151.66,-72.77,517.48,-103.29,-4302.08,95.79,140.45,-752.78,-42.98,123.51
CashflowInvestingCashflow_sq,,-68.00,13.32,-62.65,31.43,-26.45,15.26,-82.65,46.20,-43.82,-33.14,15.79,44.52,-8.76,-35.83,-35.53,55.91,-1.08,42.20,-32.15,21.10,3.69
CashflowCapex,217000,83000,158000,288000,374000,348000,-287000,-224000,36000,135000,90000,23000,36000,83000,68000,-2000,104000,220000,74000,34000,,2000
CashflowCapex_yy,,,,,72.73,318.97,-281.95,-177.69,-90.38,-61.24,131.40,110.27,,-38.52,-24.44,-108.70,188.89,165.06,8.82,1800.00,-100.00,-99.09
CashflowCapex_sy,,,,,2.50,-10.74,10.72,27.15,24.57,6.09,77.54,4.11,,-9.64,-23.30,-14.84,3.92,19.81,-11.69,-12.24,38.63,-29.08
CashflowCapex_qq,,-61.63,89.49,82.99,29.84,-6.94,-182.29,21.87,116.08,275.00,-33.33,-74.44,56.52,130.56,-18.07,-102.94,5300.00,111.54,-66.36,-54.05,-100.00,
CashflowCapex_sq,,56.24,-27.50,72.32,-42.92,19.58,-29.16,49.64,-20.88,24.56,-8.81,-7.61,-42.56,60.00,2.10,40.45,-29.67,56.74,-16.98,19.67,-21.30,
CashflowFinancingCashflow,3483000,-591000,-893000,-72000,3891000,1503000,-1365000,-4388000,-123000,906000,2236000,-2115000,-162000,-1587000,-209000,-152000,429000,-399000,-155000,1033000,-1068000,-1053000
CashflowFinancingCashflow_yy,,,,,11.69,354.10,-52.92,-5996.41,-103.16,-39.72,263.79,51.80,-31.71,-275.17,-109.35,92.81,364.81,74.86,25.84,779.61,-348.95,-163.91
CashflowFinancingCashflow_sy,,,,,60.56,-28.26,-0.05,-9.16,-3.76,69.70,0.66,2.55,10.65,-83.06,-41.55,2.92,-18.00,24.22,-12.91,-15.70,-15.57,-10.86
CashflowFinancingCashflow_qq,,-116.98,-50.92,91.94,5506.05,-61.37,-190.83,-221.40,97.20,836.59,146.80,-194.59,92.34,-879.63,86.83,27.27,382.24,-193.01,61.15,766.45,-203.39,1.40
CashflowFinancingCashflow_sq,,-73.59,-8.25,68.47,83.64,-115.17,26.48,-109.22,75.74,-33.14,-33.63,29.72,71.60,-85.84,-116.25,11.29,12.33,,-34.66,-0.92,62.22,-8.46
CashflowShareCapitalCash,3428000,0,171000,-22000,,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,-100.00,,-100.00,100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,-100.00,,-44.28,-100.00,,,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,-100.00,,-113.05,100.00,,,,,,,,,,,,,,,,,
CashflowShareCapitalCash_sq,,-100.00,,-106.52,-26.78,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,999000,-960000,3499000,-1123000,716000,-312000,1070000,-1700000,2235000,-3583000,1966000,3554000,6579000,-4992000,3025000,1168000,-5692000,-3080000,-2184000,681000,3236000,-757000
CashflowNetCashflow_yy,,,,,-28.29,67.46,-69.41,-51.40,211.97,-1046.87,83.71,309.04,194.36,-39.32,53.87,-67.14,-186.52,38.30,-172.20,-41.70,156.85,75.42
CashflowNetCashflow_sy,,,,,-15.60,-5.64,-105.51,15.57,50.59,38.00,57.18,111.96,-5.14,-36.19,40.51,-56.11,-6.34,63.05,-0.17,-59.53,-10.70,11.95
CashflowNetCashflow_qq,,-196.11,464.40,-132.10,163.80,-143.61,442.54,-258.87,231.46,-260.31,154.87,80.77,85.12,-175.88,160.60,-61.39,-587.33,45.89,29.09,131.18,375.18,-123.39
CashflowNetCashflow_sq,,40.49,93.13,72.75,-21.91,23.41,65.46,80.18,-13.64,73.66,-22.75,142.00,-100.95,42.62,62.26,169.93,-108.66,107.50,-65.27,101.53,-76.14,28.90
