,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentAssets_qq,,6.16,30.42,28.01,23.31,-9.58,38.32,13.21,-5.12,-6.81,50.47,-12.03,-7.41,-15.20,56.84,8.83,-10.44,40.49,10.38,7.37,-7.40,4.75,16.99,10.57,6.95,-32.32,-2.24,-4.44,-2.00,8.36,-4.70,0.50
BalanceCurrentAssets_sq,,8.37,-0.43,0.41,-100.00,10.42,-3.55,-1.08,1.93,-4.98,2.85,-0.18,1.80,1.96,-0.32,4.86,2.56,0.44,1.13,1.77,1.38,-1.13,3.86,4.64,4.42,2.47,-2.24,0.96,1.32,3.56,-4.29,0.30
BalanceInventory,,5590000,,,,14912000,,,19437000,12837000,11585000,,10954000,9910000,14405000,16023000,16869000,16612000,18907000,24302000,30288000,28182000,37329000,39134000,53015000,52621000,50187000,51721000,55438000,52985000,53551000,55796000
BalanceInventory_yy,,,,,,166.77,,,,-13.92,,,-43.64,-22.81,24.34,,54.00,67.64,31.25,51.67,79.54,69.65,97.44,61.03,75.04,86.72,34.44,32.16,4.57,0.69,6.70,7.88
BalanceInventory_sy,,,,,,34.11,,,,-4.88,,,-0.07,6.82,17.01,,21.27,21.65,22.04,20.17,15.72,13.26,12.12,13.56,15.00,19.65,23.00,14.97,12.25,9.27,2.24,6.26
BalanceInventory_qq,,,-100.00,,,,-100.00,,,-33.96,-9.75,-100.00,,-9.54,45.36,11.24,5.28,-1.53,13.81,28.54,24.63,-6.95,32.46,4.84,35.47,-0.74,-4.62,3.06,7.19,-4.43,1.07,4.19
BalanceInventory_sq,,,1.64,,,,-0.79,,,-9.58,4.71,-6.31,,-0.79,7.34,-0.06,7.88,0.42,7.61,-4.06,13.05,-2.68,5.20,0.82,8.07,-0.22,6.13,,2.95,-4.43,2.53,-1.76
BalanceCurrentReceivables,,3306000,,,,3443000,,,5748000,14036000,25236000,,25939000,13071000,22022000,31842000,22351000,23918000,39865000,28912000,28691000,30887000,30767000,30265000,33112000,18725000,14083000,10885000,5163000,5473000,5268000,5127000
BalanceCurrentReceivables_yy,,,,,,4.14,,,,307.68,,,351.28,-6.88,-12.73,,-13.83,82.99,81.02,-9.20,28.36,29.14,-22.82,4.68,15.41,-39.38,-54.23,-64.04,-84.41,-70.77,-62.59,-52.90
BalanceCurrentReceivables_sy,,,,,,8.22,,,,7.27,,,0.56,-1.66,-0.08,,11.45,-0.67,9.39,8.48,9.23,1.15,-0.74,2.15,1.50,19.01,1.79,12.14,2.02,-3.52,-0.08,11.46
BalanceCurrentReceivables_qq,,,-100.00,,,,-100.00,,,144.18,79.80,-100.00,,-49.61,68.49,44.59,-29.81,7.01,66.68,-27.47,-0.77,7.65,-0.39,-1.63,9.41,-43.45,-24.79,-22.71,-52.56,5.99,-3.74,-2.67
BalanceCurrentReceivables_sq,,,4.35,,,,2.00,,,-3.98,7.48,4.49,,-5.92,7.27,5.06,3.96,-12.20,16.48,-5.29,5.26,-14.66,9.46,-2.18,4.20,9.47,-8.44,0.02,-8.72,-0.22,-3.74,1.68
BalanceCurrentInvestments,,0,,,,0,,,2918000,4181000,10012000,,996000,480000,6106000,7169000,10180000,10049000,12037000,15194000,11505000,13910000,17030000,22955000,13507000,,,,,,,
BalanceCurrentInvestments_yy,,,,,,-25.71,,,,950411.33,,,-65.87,-88.51,-39.02,,922.21,1991.92,97.15,111.93,13.02,38.42,41.48,51.09,17.40,-100.00,-100.00,-100.00,-100.00,,,
BalanceCurrentInvestments_sy,,,,,,-15.60,,,,,,,-40.97,-21.82,-32.61,,-8.21,-57.44,-65.22,-85.84,-87.92,-43.11,-13.89,18.60,-35.72,157.82,-93.42,-93.30,-19.58,,,
BalanceCurrentInvestments_qq,,,100.00,,,,100.00,,,43.30,139.45,-100.00,,-51.76,1170.95,17.42,41.99,-1.28,19.78,26.22,-24.27,20.90,22.43,34.79,-41.16,-100.00,,,,,,
BalanceCurrentInvestments_sq,,,-13.18,,,,,,,1.25,-7.70,-4.58,,-1.00,-0.81,3.03,0.11,-15.09,-5.35,,-12.24,10.45,-9.94,,-58.64,-4.88,,,,,,
BalanceCash,,3219000,,,,4201000,,,5508000,224000,252000,,283000,8807000,8274000,476000,314000,19308000,6303000,14444000,6240000,7367000,8806000,11561000,11579000,3934000,9174000,7557000,8202000,16177000,11994000,10053000
BalanceCash_yy,,,,,,30.51,,,,-94.67,,,-94.87,3833.11,3180.11,,11.24,119.24,-23.82,2936.42,1884.35,-61.84,39.73,-19.96,85.56,-46.60,4.17,-34.64,-29.17,311.17,30.74,33.04
BalanceCash_sy,,,,,,21.25,,,,-19.06,,,8.89,22.60,-2.56,,-3.73,-12.50,-16.54,-5.88,-1.74,1.67,31.26,7.72,27.47,28.23,33.10,14.24,15.41,12.76,8.82,12.70
BalanceCash_qq,,,-100.00,,,,-100.00,,,-95.93,12.65,-100.00,,3015.18,-6.05,-94.25,-33.89,6039.82,-67.36,129.17,-56.80,18.06,19.53,31.27,0.16,-66.02,133.17,-17.63,8.54,97.23,-25.86,-16.18
BalanceCash_sq,,,-42.63,,,,-30.12,,,13.37,-25.56,30.41,,13.37,-31.41,5.74,-14.30,54.66,-40.07,31.26,-11.40,62.10,-26.62,21.87,-7.00,60.72,-40.71,16.36,1.37,83.89,-46.29,19.92
BalanceOtherCurrentAssets,,51000,,,,90000,,,35000,76000,92000,,253000,317000,297000,107000,98000,94000,136000,85000,77000,104000,186000,150000,88000,44000,195000,210000,159000,97000,405000,602000
BalanceOtherCurrentAssets_yy,,,,,,75.60,,,,-16.00,,,623.26,318.56,223.58,,-61.21,-70.25,-54.30,-20.03,-21.69,10.73,36.88,75.88,14.25,-57.40,5.24,39.40,81.12,118.17,107.28,187.08
BalanceOtherCurrentAssets_sy,,,,,,-2.80,,,,1.52,,,18.58,13.30,12.22,,4.16,12.31,1.15,3.24,-3.44,26.70,29.94,16.72,13.71,22.95,10.95,12.70,9.37,23.62,3.52,21.60
BalanceOtherCurrentAssets_qq,,,-100.00,,,,-100.00,,,116.11,21.32,-100.00,,25.07,-6.21,-64.00,-8.15,-4.07,44.06,-37.00,-10.06,35.65,78.07,-19.05,-41.57,-49.42,339.93,7.23,-24.09,-39.08,317.97,48.51
BalanceOtherCurrentAssets_sq,,,34.33,,,,58.93,,,-7.26,21.32,-8.42,,-15.79,16.56,-14.29,10.49,-19.50,15.71,-4.37,2.53,-4.90,44.64,-3.83,1.36,-14.71,37.97,-2.72,11.40,1.71,12.22,-1.56
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,14734000,15249000,18852000,23156000,27772000,25563000,37905000,42424000,40657000,38480000,54251000,48636000,45614000,40073000,58722000,63952000,58877000,80435000,88131000,94755000,88964000,99147000,113222000,123181000,130909000,95741000,94129000,90791000,90433000,95232000,91424000,92711000
BalanceTotalAssets_yy,,,,,88.49,67.63,101.07,83.21,46.40,50.53,43.12,14.64,12.19,4.14,8.24,31.49,29.08,100.72,50.08,48.17,51.10,23.26,28.47,30.00,47.15,-3.44,-16.86,-26.29,-30.92,-0.53,-2.87,2.11
BalanceTotalAssets_sy,,,,,5.18,17.27,13.10,9.25,12.62,-0.08,-1.21,2.32,1.82,2.82,1.80,4.32,12.45,11.20,16.44,11.88,8.28,10.28,10.08,9.38,10.92,10.79,9.32,5.02,8.57,1.06,2.42,5.85
BalanceTotalAssets_qq,,3.50,23.63,22.83,19.93,-7.96,48.28,11.92,-4.17,-5.35,40.98,-10.35,-6.21,-12.15,46.54,8.91,-7.93,36.61,9.57,7.52,-6.11,11.45,14.20,8.80,6.27,-26.86,-1.68,-3.55,-0.39,5.31,-4.00,1.41
BalanceTotalAssets_sq,,4.04,0.27,1.56,-100.00,6.18,-1.81,-0.43,3.51,-1.46,3.31,-0.58,3.30,3.98,1.05,3.12,2.43,1.58,0.83,1.16,0.74,1.30,3.48,2.30,2.86,2.80,-0.57,0.38,1.00,3.00,-0.64,0.74
BalanceCapital,7926000,8884000,12496000,16435000,17126000,18090000,20762000,23300000,24219000,24329000,26162000,28311000,31567000,31868000,33881000,36053000,39524000,45038000,49507000,54726000,58935000,62858000,68410000,75486000,81527000,84541000,85029000,83996000,82872000,73439000,72567000,69103000
BalanceCapital_yy,,,,,116.07,103.61,66.15,41.77,41.42,34.49,26.01,21.51,30.34,30.99,29.50,27.35,25.21,41.33,46.12,51.79,49.11,39.57,38.18,37.93,38.33,34.50,24.29,11.27,1.65,-13.13,-14.66,-17.73
BalanceCapital_sy,,,,,21.17,8.36,10.20,0.35,6.62,1.42,1.13,2.80,-2.20,6.30,5.10,13.79,12.92,8.17,8.07,7.74,13.20,12.62,13.05,6.61,8.22,9.12,8.86,6.90,6.96,7.62,1.94,4.28
BalanceCapital_qq,,12.09,40.65,31.52,4.20,5.63,14.77,12.22,3.94,0.45,7.54,8.21,11.50,0.95,6.32,6.41,9.63,13.95,9.92,10.54,7.69,6.66,8.83,10.34,8.00,3.70,0.58,-1.22,-1.34,-11.38,-1.19,-4.77
BalanceCapital_sq,,8.96,0.70,0.89,-100.00,5.63,-0.44,-0.82,0.08,1.35,-1.43,1.02,2.97,3.47,0.42,1.93,3.75,1.99,0.31,1.65,1.66,2.70,1.14,0.65,2.78,5.12,-1.23,1.42,2.47,4.45,-1.74,1.57
BalanceShareCapital,1862000,1862000,5000000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000,5978000
BalanceShareCapital_yy,,,,,221.05,221.07,19.56,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sy,,,,,66.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,168.53,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,2000000,,,,2000000,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,-29.61,,,,,,,,,,,,,,,,,,
BalanceReserve,,5351000,,,,9022000,,,12490000,14593000,14487000,,16356000,17995000,17995000,25524000,25524000,26445000,26445000,31519000,31519000,39173000,55716000,56242000,56242000,56379000,56891000,78582000,78581000,78580000,78610000,65870000
BalanceReserve_yy,,,,,,68.63,,,,61.74,,,30.95,23.31,24.21,,56.05,46.96,46.96,23.49,23.49,48.13,110.69,78.44,78.44,43.92,2.11,39.72,39.72,39.38,38.18,-16.18
BalanceReserve_sy,,,,,,13.83,,,,1.66,,,0.86,1.44,1.65,,0.84,1.50,1.14,4.02,4.63,8.03,7.99,11.43,10.60,12.16,10.95,8.79,7.12,6.66,5.91,3.36
BalanceReserve_qq,,,-100.00,,,,-100.00,,,16.84,-0.72,-100.00,,10.02,,41.84,,3.61,,19.19,,24.28,42.23,0.94,,0.24,0.91,38.13,,,0.04,-16.21
BalanceReserve_sq,,,,,,,,,,,,1.36,,,,0.44,,0.01,,2.78,,,,4.21,,0.06,,4.20,,,,3.26
BalanceNonshareCapital,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,,,,,,,
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,-100.00,-100.00,-100.00,,,
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,,,-4.38,,,,,-4.84,-10.01,-13.14,,,
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-100.00,,,,,,
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,,,,,,-5.38,,,,8.97,,,,,,
BalanceNoncurrentLiabilities,880000,774000,648000,,,7000,177000,,862000,921000,963000,,1005000,913000,800000,800000,795000,1140000,986000,15814000,15006000,12301000,22911000,1112000,1131000,1070000,1138000,1198000,1544000,1144000,952000,1346000
BalanceNoncurrentLiabilities_yy,,,,,-100.00,-99.13,-72.69,,,13542.37,444.21,,16.60,-0.84,-16.91,,-20.86,24.86,23.25,1877.42,1786.58,978.83,2222.68,-92.97,-92.46,-91.30,-95.03,7.69,36.52,6.92,-16.33,12.38
BalanceNoncurrentLiabilities_sy,,,,,-62.38,-6.48,-8.58,,,-13.01,-1.33,,5.82,1.46,2.57,,-7.10,-2.17,-7.51,2.77,9.96,20.10,37.57,3.31,-3.86,1.87,-2.47,-4.68,-2.92,-5.26,-4.97,0.48
BalanceNoncurrentLiabilities_qq,,-12.02,-16.31,-100.00,,,2522.22,-100.00,,6.83,4.60,-100.00,,-9.15,-12.36,-0.08,-0.54,43.35,-13.49,1503.19,-5.11,-18.03,86.26,-95.14,1.65,-5.41,6.34,5.32,28.86,-25.91,-16.79,41.46
BalanceNoncurrentLiabilities_sq,,-12.02,-0.32,-1.25,,,-0.70,-3.67,,-6.23,1.62,-2.01,,-7.01,-0.54,0.54,0.02,-4.22,-1.60,-1.82,-0.06,-3.02,-0.56,-0.23,0.58,-4.63,,-4.13,-0.98,-1.24,-2.14,-1.50
BalanceNoncurrentTradeLiabilities,,,,,,,,,282000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,-51.19,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,764000,,,,0,,,,257000,244000,,200000,181000,163000,144000,125000,175000,88000,14877000,13956000,11183000,21917000,,,,,,,,,
BalanceNoncurrentBorrowings_yy,,,,,,-100.00,,,,,,,,-29.27,-33.33,,-37.50,-3.45,-46.15,10237.93,11053.13,6283.26,24921.48,-100.00,-100.00,-100.00,-100.00,,,,,
BalanceNoncurrentBorrowings_sy,,,,,,-28.31,,,,,,,,13.84,6.32,,0.56,-22.80,-16.88,-12.82,-11.04,3.76,37.62,-34.22,-30.23,-4.69,-5.60,,,,,
BalanceNoncurrentBorrowings_qq,,,-100.00,,,,,,,,-4.88,-100.00,,-9.37,-10.34,-11.54,-13.04,40.00,-50.00,16883.69,-6.19,-19.87,95.99,-100.00,,,,,,,,
BalanceNoncurrentBorrowings_sq,,,-6.40,,,,,,,,-2.94,-13.24,,-10.56,-0.29,0.23,-2.04,-10.93,-1.33,-1.83,-1.93,-5.51,-2.86,-7.03,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368000
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,10000,,,,7000,,,580000,664000,719000,,805000,732000,638000,656000,670000,965000,899000,937000,1049000,1118000,993000,1112000,1131000,1070000,1138000,1198000,1544000,1144000,952000,978000
BalanceNoncurrentOtherLiabilities_yy,,,,,,-35.41,,,,9741.93,,,38.77,10.14,-11.34,,-16.73,31.88,40.96,42.89,56.54,15.85,10.53,18.72,7.78,-4.32,14.50,7.69,36.52,6.92,-16.33,-18.37
BalanceNoncurrentOtherLiabilities_sy,,,,,,-2.37,,,,4.04,,,-2.76,-0.78,,,4.02,4.18,0.29,6.17,3.67,4.02,7.83,9.31,7.78,9.07,14.50,2.34,1.53,-4.67,-10.86,-5.53
BalanceNoncurrentOtherLiabilities_qq,,,-100.00,,,,-100.00,,,14.54,8.27,-100.00,,-9.09,-12.86,2.85,2.20,43.98,-6.86,4.26,11.97,6.55,-11.14,11.98,1.65,-5.41,6.34,5.32,28.86,-25.91,-16.79,2.75
BalanceNoncurrentOtherLiabilities_sq,,,-0.50,,,,-0.36,,,-0.84,-1.02,1.75,,-0.76,,2.10,1.40,4.71,0.10,1.46,2.49,-1.09,0.36,5.97,2.56,2.82,2.26,-1.27,-1.09,-1.51,-3.00,3.90
BalanceCurrentLiabilities,5921000,5591000,5683000,6700000,10625000,7467000,16352000,18224000,15576000,13230000,27125000,19263000,13042000,7292000,24041000,27099000,18558000,34257000,37637000,24215000,15023000,23989000,21901000,46583000,48252000,10130000,7962000,5597000,6017000,20649000,17905000,22262000
BalanceCurrentLiabilities_yy,,,,,79.45,33.55,187.74,172.00,46.60,77.19,65.88,5.70,-16.27,-44.88,-11.37,40.68,42.30,369.78,56.55,-10.64,-19.05,-29.97,-41.81,92.37,221.18,-57.77,-63.65,-87.99,-87.53,103.85,124.89,297.75
BalanceCurrentLiabilities_sy,,,,,-15.01,15.94,13.04,12.03,26.39,7.17,10.13,11.88,1.17,-2.26,1.20,0.78,25.23,23.44,22.48,16.38,0.70,-3.49,-2.27,12.29,19.37,14.52,13.81,8.53,6.49,14.70,17.58,12.72
BalanceCurrentLiabilities_qq,,-5.57,1.65,17.90,58.58,-29.73,119.00,11.45,-14.53,-15.06,105.03,-28.99,-32.30,-44.09,229.69,12.72,-31.52,84.59,9.87,-35.66,-37.96,59.67,-8.70,112.69,3.58,-79.01,-21.40,-29.70,7.51,243.18,-13.29,24.33
BalanceCurrentLiabilities_sq,,9.57,1.65,-1.68,-100.00,4.19,-4.02,1.12,1.97,1.20,-1.59,2.67,-2.73,0.22,3.86,10.28,1.36,6.70,2.37,-0.96,-2.37,-0.40,4.82,8.09,3.42,0.63,-1.27,3.33,4.29,2.93,2.03,-0.86
BalanceCurrentTradePayablesv,,825000,,,,925000,,,15576000,1016000,4328000,,1180000,971000,617000,1426000,1052000,1483000,1554000,1674000,2715000,2249000,3392000,1730000,4623000,1429000,2904000,3015000,4108000,5305000,3168000,3784000
BalanceCurrentTradePayablesv_yy,,,,,,12.13,,,,9.91,,,-92.43,-4.51,-85.74,,-10.79,52.83,151.89,17.36,157.97,51.64,118.24,3.37,70.28,-36.45,-14.38,74.26,-11.15,271.11,9.07,25.48
BalanceCurrentTradePayablesv_sy,,,,,,28.38,,,,6.25,,,-6.73,2.76,0.05,,9.42,13.14,15.53,5.86,5.19,5.96,-5.99,8.51,7.38,18.24,30.21,16.01,19.06,19.05,9.20,12.22
BalanceCurrentTradePayablesv_qq,,,-100.00,,,,-100.00,,,-93.48,325.89,-100.00,,-17.73,-36.42,131.14,-26.21,40.94,4.80,7.69,62.19,-17.15,50.82,-48.99,167.16,-69.08,103.18,3.82,36.22,29.15,-40.28,19.44
BalanceCurrentTradePayablesv_sq,,,-4.14,,,,-2.92,,,-11.24,-1.52,-9.11,,5.25,1.32,12.56,,7.70,-3.59,9.88,-2.82,-2.51,-7.24,8.35,7.41,15.59,-0.03,3.82,11.22,6.17,-4.10,6.34
BalanceCurrentBorrowings,,4328000,,,,5852000,,,,7457000,12019000,,10405000,5386000,16150000,17307000,6629000,21785000,23139000,6560000,,6259000,,20359000,28511000,5773000,3001000,,,,,
BalanceCurrentBorrowings_yy,,,,,,35.19,,,,27.43,,,,-27.78,34.37,,-36.29,304.51,43.28,-62.09,-100.00,-71.27,-100.00,210.33,,-7.77,,-100.00,-100.00,-100.00,-100.00,
BalanceCurrentBorrowings_sy,,,,,,8.60,,,,3.57,,,,-16.66,33.82,,27.61,32.70,25.07,10.15,23.28,11.06,0.30,12.26,,8.74,,-0.91,-9.01,5.84,18.61,
BalanceCurrentBorrowings_qq,,,-100.00,,,,-100.00,,,,61.18,-100.00,,-48.24,199.87,7.16,-61.70,228.65,6.21,-71.65,-100.00,,-100.00,,40.05,-79.75,-48.01,-100.00,,,,
BalanceCurrentBorrowings_sq,,,-7.10,,,,-0.54,,,,3.69,-7.32,,-10.89,7.62,-8.14,-3.11,11.94,27.02,-3.43,-5.68,,26.72,,3.38,-37.45,25.12,-6.69,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,433000,,,,690000,,,,4757000,10778000,,1442000,932000,7267000,8349000,10873000,10982000,12910000,15924000,12285000,15442000,18437000,24409000,15056000,2846000,1953000,2489000,1837000,15219000,14577000,17886000
BalanceCurrentOtherLiabilities_yy,,,,,,59.34,,,,589.06,,,,-80.42,-32.57,,653.91,1078.81,77.65,90.73,12.99,40.61,42.81,53.28,22.55,-81.57,-89.41,-89.80,-87.80,434.79,646.46,618.54
BalanceCurrentOtherLiabilities_sy,,,,,,21.30,,,,-3.80,,,,-0.10,4.93,,19.97,24.98,19.42,-0.26,3.17,1.30,18.90,6.52,21.48,9.08,-4.81,8.45,3.28,24.66,17.72,6.99
BalanceCurrentOtherLiabilities_qq,,,-100.00,,,,-100.00,,,,126.59,-100.00,,-35.40,680.10,14.88,30.23,1.00,17.56,23.34,-22.85,25.70,19.40,32.39,-38.32,-81.10,-31.38,27.47,-26.18,728.26,-4.22,22.70
BalanceCurrentOtherLiabilities_sq,,,-25.68,,,,-19.36,,,,-8.40,2.52,,13.72,-7.77,10.29,-3.10,35.20,-18.45,16.01,-5.05,30.26,-1.34,-0.25,-7.62,16.37,-11.32,14.60,-9.82,39.60,-8.99,4.22
BalanceReckoning,,5000,,,,0,,,,0,,,15000,4000,7000,16000,4000,7000,33000,57000,23000,38000,72000,85000,62000,82000,104000,92000,72000,125000,161000,387000
BalanceReckoning_yy,,,,,,-100.00,,,,,,,,,,,-71.46,55.11,397.27,248.24,444.21,456.59,114.45,48.98,162.49,114.14,44.39,8.66,16.88,53.42,54.99,319.92
BalanceReckoning_sy,,,,,,,,,,,,,,,,,,10.00,27.24,,,-5.12,,23.40,27.18,8.76,22.09,8.04,-1.50,2.74,11.11,2.93
BalanceReckoning_qq,,,-100.00,,,,,,,,,,,-70.76,52.26,142.87,-73.61,58.92,388.14,70.09,-58.75,62.53,88.07,18.16,-27.33,32.59,26.81,-11.07,-21.83,74.04,28.11,140.93
BalanceReckoning_sq,,,-24.31,,,,,,,,,,,9.80,-1.10,12.80,,2.73,,-8.62,-1.23,,-0.04,,2.84,-3.93,,,-1.04,6.42,0.12,13.19
BalanceTotalEquityAndLiabilities,14727000,15250000,18827000,23135000,27751000,25563000,37291000,41524000,40657000,38479000,54251000,47574000,45614000,40073000,58722000,63952000,58877000,80435000,88131000,94755000,88964000,99147000,113222000,123181000,130909000,95741000,94129000,90791000,90433000,95232000,91424000,92711000
BalanceTotalEquityAndLiabilities_yy,,,,,88.44,67.63,98.07,79.49,46.51,50.53,45.48,14.57,12.19,4.14,8.24,34.43,29.08,100.72,50.08,48.17,51.10,23.26,28.47,30.00,47.15,-3.44,-16.86,-26.29,-30.92,-0.53,-2.87,2.11
BalanceTotalEquityAndLiabilities_sy,,,,,5.18,17.27,13.10,9.25,12.62,-0.08,-1.21,2.32,1.82,2.82,1.80,4.32,12.45,11.20,16.44,11.88,8.28,10.28,10.08,9.38,10.92,10.79,9.32,5.02,8.57,1.06,2.42,5.85
BalanceTotalEquityAndLiabilities_qq,,3.55,23.46,22.88,19.95,-7.88,45.88,11.35,-2.09,-5.36,40.99,-12.31,-4.12,-12.15,46.54,8.91,-7.93,36.61,9.57,7.52,-6.11,11.45,14.20,8.80,6.27,-26.86,-1.68,-3.55,-0.39,5.31,-4.00,1.41
BalanceTotalEquityAndLiabilities_sq,,4.04,0.27,1.56,-100.00,6.18,-1.81,-0.43,3.51,-1.46,3.31,-0.58,3.30,3.98,1.05,3.12,2.43,1.58,0.83,1.16,0.74,1.30,3.48,2.30,2.86,2.80,-0.57,0.38,1.00,3.00,-0.71,0.36
CashflowOperatingCashflow,,1219000,,,,-5001000,,,1168000,-1393000,1435000,-4471000,-1586000,12533000,-5229000,-6704000,14373000,5536000,-11188000,13282000,-3533000,5505000,1106000,10894000,-16207000,3476000,8710000,1703000,1343000,8380000,-3405000,-904000
CashflowOperatingCashflow_yy,,,,,,-510.30,,,,72.15,,,-235.77,999.81,-464.25,-49.96,1006.39,-55.83,-113.97,298.12,-124.58,-0.56,109.89,-17.98,-358.75,-36.87,687.36,-84.37,108.29,141.12,-139.10,-153.09
CashflowOperatingCashflow_sy,,,,,,-9.53,,,,-5.30,,,52.88,12.65,-46.53,7.40,13.67,22.18,-3.46,38.14,-29.01,26.40,0.39,50.00,18.46,-4.64,-15.71,-19.11,1.57,21.75,18.23,10.68
CashflowOperatingCashflow_qq,,,-100.00,,,,100.00,,,-219.25,203.06,-411.44,64.53,890.37,-141.72,-28.22,314.39,-61.48,-302.09,218.71,-126.60,255.83,-79.91,884.75,-248.77,121.45,150.61,-80.45,-21.12,523.84,-140.64,73.45
CashflowOperatingCashflow_sq,,,-101.02,,,,-103.96,,,119.75,-120.64,176.25,-58.48,105.57,-142.45,149.18,-33.20,164.97,-158.74,186.60,-112.92,329.36,-137.76,182.27,-63.73,192.97,-152.68,134.90,-53.62,315.39,-138.22,196.10
CashflowAmortization,,521000,,,,529000,,,298000,120000,114000,112000,119000,155000,179000,223000,233000,226000,268000,303000,286000,352000,379000,392000,544000,482000,599000,479000,449000,610000,457000,516000
