,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,Price
IPX,421481000.0,389974000.0,8196000.0,19391000.0,3920000.0,13193000.0,5061000.0,12052000.0,7301000.0,9460000.0,,21210000.0,,21210000.0,-2949000.0,13328000.0,13184000.0,918200000.0,62514000.0,709103000.0,,124412000.0,2691000.0,733045000.0,262107000.0,430797000.0,8900000.0,24801000.0,6440000.0,87899000.0,1670006000.0,863131000.0,101057000.0,-21360000.0,39648000.0,100509000.0,130774000.0,,11565000.0,,,65741000.0,601390000.0,251189000.0,387625000.0,,,98604000.0,,1977552000.0,27517000.0,15926000.0,-32948000.0,4012000.0,-40550000.0,0.0,44000.0,8261000.0,1.624142857142857
IQP,6044000.0,3939000.0,,2133000.0,-75000.0,641000.0,723000.0,1233000.0,110000.0,7000.0,-5853000.0,-509000.0,,-509000.0,,-675000.0,-835000.0,,,1018000.0,53000.0,26438000.0,2090000.0,4369000.0,,890000.0,1142000.0,159000.0,150000.0,,37458000.0,22353000.0,,26593000.0,3240000.0,346000.0,,,,,1064000.0,,,,,,3335000.0,0.0,,,,,378000.0,-798000.0,-3184000.0,1289000.0,,-2218000.0,0.5824762641898865
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZO,9241000.0,7406000.0,499000.0,929000.0,-605000.0,36000.0,90000.0,1360000.0,12000.0,163000.0,,-39000.0,,332000.0,,325000.0,325000.0,4765000.0,,4109000.0,,,89000.0,11076000.0,5064000.0,5898000.0,,48000.0,109000.0,,15896000.0,6632000.0,798000.0,,6079000.0,,4926000.0,,3626000.0,,,274000.0,5318000.0,4586000.0,,,,108000.0,,19058000.0,243000.0,149000.0,-49000.0,17000.0,-13000.0,,,-17000.0,29.323420634920637
IZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JWC,90614000.0,63860000.0,3797000.0,6018000.0,16939000.0,1486000.0,-186000.0,18611000.0,3683000.0,9056000.0,,13238000.0,,13238000.0,,13896000.0,13896000.0,424076000.0,19196000.0,373801000.0,14266000.0,26758000.0,19001000.0,714594000.0,44380000.0,599103000.0,549000.0,35849000.0,20517000.0,,1519517000.0,508476000.0,10815000.0,,616494000.0,,292998000.0,,191450000.0,,,164579000.0,620977000.0,461557000.0,50114000.0,,,83393000.0,336182000.0,1503419000.0,21202000.0,3586000.0,6975000.0,-2433000.0,-30833000.0,,,-9576000.0,10.651666666666666
JWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2I,9826000.0,8578000.0,,1939000.0,726000.0,-74000.0,,-1431000.0,-87000.0,-192000.0,,127000.0,,127000.0,,-55000.0,-55000.0,6083000.0,6175000.0,7519000.0,,3319000.0,6273000.0,38961000.0,9999000.0,4165000.0,530000.0,687000.0,,52510000.0,25388000.0,2485000.0,9105000.0,448000.0,4197000.0,,1336000.0,,612000.0,5176000.0,26454000.0,,,,1348000.0,,34427000.0,,,,-498000.0,448000.0,-1191000.0,863000.0,59000.0,,0.0,378000.0,12.939595238095237
KAN,6243000.0,5010000.0,327000.0,,6052000.0,689000.0,1269000.0,5472000.0,663000.0,3149000.0,,2986000.0,,2986000.0,,5372000.0,5372000.0,11395000.0,40365000.0,101961000.0,,21561000.0,2726000.0,642680000.0,3775000.0,0.0,263000.0,272000.0,,610272000.0,276408000.0,,7727000.0,,56633000.0,,69537000.0,,,12413000.0,444565000.0,934000.0,,,2535000.0,244000.0,20731000.0,,,,771000.0,144000.0,-87000.0,126000.0,-908000.0,0.0,,-431000.0,2.083626984126984
KBD,22712000.0,20381000.0,1458000.0,2827000.0,-1954000.0,5743000.0,211000.0,3578000.0,14000.0,556000.0,,-5560000.0,,-5560000.0,,-5714000.0,-5259000.0,70650000.0,157130000.0,25062000.0,,1000.0,18332000.0,15967000.0,45585000.0,3071000.0,1663000.0,,1818000.0,1298000.0,71903000.0,,55036000.0,,3443000.0,,1369000.0,,,35896000.0,24433000.0,69662000.0,,,13709000.0,,137223000.0,,,,731000.0,644000.0,-1248000.0,1341000.0,1562000.0,,,-265000.0,0.9985634920634922
KCH,65161000.0,57609000.0,3023000.0,869000.0,4013000.0,1239000.0,,1545000.0,,279000.0,-5000.0,3928000.0,,3928000.0,,3125000.0,3125000.0,16841000.0,10676000.0,5830000.0,136000.0,227000.0,326000.0,122814000.0,32529000.0,108173000.0,0.0,5297000.0,,,180460000.0,71394000.0,9000000.0,,29679000.0,,15968000.0,,262000.0,,,1535000.0,104356000.0,51893000.0,33394000.0,,,223000.0,,140982000.0,-904000.0,,-82000.0,187000.0,634000.0,,,-7690000.0,2.8588174603174608
KCI,16181000.0,15025000.0,521000.0,-5981000.0,-193000.0,13660000.0,37000.0,13430000.0,359000.0,1402000.0,-91000.0,-1496000.0,,-1496000.0,,1951000.0,171000.0,56767000.0,,167274000.0,,651000.0,151773000.0,14093000.0,84926000.0,1745000.0,2851000.0,,352444000.0,32443000.0,18197000.0,-234000.0,334595000.0,4607000.0,,20589000.0,,,10664000.0,1598000.0,253000.0,78317000.0,,,98000.0,385457000.0,,,,,892000.0,95000.0,-4594000.0,1354000.0,-25838000.0,,,-198000.0,1.8673730158730162
KDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KER,776048000.0,507237000.0,114194000.0,19408000.0,135210000.0,10831000.0,,146041000.0,-5874000.0,99746000.0,,156156000.0,,156156000.0,,287199000.0,229113000.0,1034696000.0,221551000.0,720234000.0,,,98912000.0,2032347000.0,590382000.0,920164000.0,,201918000.0,134840000.0,,8073417000.0,3881863000.0,6687000.0,,1137753000.0,76173000.0,948337000.0,,803796000.0,,45451000.0,82134000.0,2695053000.0,528763000.0,2166291000.0,,,,,7986816000.0,-75784000.0,13713000.0,-90964000.0,95397000.0,160002000.0,,,-138404000.0,27.36253174603175
KGH,2991980000.0,2070643000.0,53487000.0,196888000.0,1550483000.0,396586000.0,99531000.0,1847538000.0,,10830000.0,,1552000000.0,,1552000000.0,,417000000.0,417000000.0,9210885000.0,151197000.0,7246703000.0,7174000.0,1506453000.0,299358000.0,6251563000.0,1840797000.0,1719342000.0,225239000.0,2466185000.0,,7200000.0,21240729000.0,14666234000.0,2000000000.0,,2705000.0,289000000.0,2827000000.0,142000000.0,1867000000.0,,,4767000000.0,4042000000.0,2952000000.0,92000000.0,,,998000000.0,,35068000000.0,132812000.0,,-57516000.0,346503000.0,-4629000.0,,904000000.0,6087900000.0,67.77373015873015
KGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGN,208256000.0,172552000.0,3249000.0,11096000.0,21359000.0,12300000.0,3550000.0,30109000.0,2846000.0,5373000.0,,12694000.0,,12694000.0,,58450000.0,58356000.0,1345441000.0,48984000.0,1512993000.0,8406000.0,31323000.0,345870000.0,76497000.0,110365000.0,13000.0,297376000.0,1482000.0,1810166000.0,1174609000.0,252503000.0,,751348000.0,3615000.0,377316000.0,352597000.0,,,116849000.0,341449000.0,124692000.0,43790000.0,,,68598000.0,,2325690000.0,,,,75286000.0,23795000.0,-11071000.0,22489000.0,-32723000.0,,677000.0,-94513000.0,76.02265873015872
KMP,3502000.0,3146000.0,254000.0,529000.0,-427000.0,140000.0,15000.0,-302000.0,149000.0,98000.0,0.0,9960000.0,,9960000.0,-1077000.0,-1077000.0,,29598000.0,120000.0,66066000.0,,,4330000.0,1223000.0,17963000.0,,1294000.0,3411000.0,31872000.0,49876000.0,5617000.0,-13000.0,21359000.0,365000.0,,3039000.0,,,40000.0,22042000.0,11311000.0,10434000.0,,4080000.0,,13550000.0,,,,,1217000.0,220000.0,-1090000.0,693000.0,0.0,,,-57000.0,5.918126984126984
KOM,186010000.0,163199000.0,18107000.0,3236000.0,1468000.0,125000.0,379000.0,1214000.0,732000.0,840000.0,,5731000.0,,5731000.0,,5171000.0,5094000.0,116743000.0,42896000.0,43798000.0,2000.0,,5872000.0,475657000.0,22028000.0,,13962000.0,941000.0,,354398000.0,127220000.0,957000.0,-499000.0,79662000.0,835000.0,3561000.0,2799000.0,,,1480000.0,208674000.0,138409000.0,58017000.0,,,4972000.0,4416000.0,562796000.0,,,-33457000.0,2412000.0,-87000.0,846000.0,-4848000.0,0.0,2496000.0,11590000.0,10.537492063492065
KPD,51300000.0,38924000.0,3110000.0,5231000.0,-692000.0,836000.0,229000.0,1279000.0,130000.0,364000.0,,1045000.0,,2910000.0,,2331000.0,2331000.0,59011000.0,2381000.0,51972000.0,,,2898000.0,61701000.0,34673000.0,23661000.0,188000.0,4124000.0,227000.0,,121523000.0,54476000.0,5094000.0,,45443000.0,,23099000.0,,14393000.0,,,7081000.0,45375000.0,18674000.0,,,,5438000.0,72000.0,149128000.0,3708000.0,2296000.0,-219000.0,297000.0,-1595000.0,,,-26000.0,16.16961873638344
KPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPX,517115000.0,423294000.0,8340000.0,43297000.0,42184000.0,7101000.0,4750000.0,44535000.0,11842000.0,29719000.0,0.0,36227000.0,,36227000.0,,64558000.0,60113000.0,2066414000.0,1338359000.0,702859000.0,31700000.0,10508000.0,923776000.0,547144000.0,940620000.0,6028000.0,75092000.0,,1287033000.0,2259273000.0,74333000.0,-2979000.0,1072195000.0,2687000.0,25524000.0,6607000.0,,,37822000.0,846138000.0,218814000.0,608564000.0,,14766000.0,82000.0,1287033000.0,,,,,-17502000.0,17691000.0,-28456000.0,41772000.0,21646000.0,,99000.0,-16468000.0,17.76525396825397
KRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRI,6689000.0,2650000.0,,2490000.0,4947000.0,38000.0,39000.0,5570000.0,1651000.0,3123000.0,,4098000.0,,4098000.0,,3734000.0,3662000.0,1910000.0,7303000.0,23967000.0,418000.0,,722000.0,530630000.0,,431496000.0,5744000.0,3822000.0,,368324000.0,157036000.0,12937000.0,-500000.0,107405000.0,1471000.0,389179000.0,,,,4608000.0,32436000.0,588000.0,53854000.0,,,1536000.0,385000.0,726732000.0,,,-8992000.0,128000.0,-72000.0,98000.0,9538000.0,,,-13382000.0,10.044142857142857
KRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KST,176128000.0,168102000.0,8386000.0,1972000.0,-2332000.0,571000.0,515000.0,-2276000.0,57000.0,1121000.0,29000.0,6621000.0,,13084000.0,,6722000.0,6722000.0,238885000.0,96503000.0,170635000.0,908000.0,18764000.0,2832000.0,304975000.0,168224000.0,265247000.0,3754000.0,1515000.0,,464740000.0,288335000.0,5897000.0,-13893000.0,297113000.0,,14821000.0,,,,,80529000.0,85738000.0,82967000.0,,,31651000.0,,574345000.0,,,6781000.0,1242000.0,-674000.0,485000.0,-5181000.0,,,261000.0,27.9239298245614
KSW,439049000.0,390754000.0,15556000.0,27199000.0,5540000.0,10634000.0,8654000.0,7520000.0,,3845000.0,3251000.0,44587000.0,,44587000.0,,35750000.0,35750000.0,456917000.0,110120000.0,211680000.0,,7000.0,307933000.0,128077000.0,129994000.0,15857000.0,677000.0,,1134330000.0,,185076000.0,,375815000.0,,,,,,29518000.0,657202000.0,113476000.0,27113000.0,,,,898053000.0,,,,,225426000.0,12289000.0,-613000.0,711000.0,-237802000.0,,71437000.0,78313000.0,50.876246031746035
KTY,282670000.0,,,,47697000.0,201000.0,12352000.0,35546000.0,369000.0,9376000.0,,26539000.0,,26539000.0,,20568000.0,20630000.0,834181000.0,84232000.0,706882000.0,2153000.0,236000.0,19362000.0,634651000.0,247939000.0,342813000.0,3339000.0,51143000.0,,,1656508000.0,1022635000.0,66964000.0,,-6525000.0,,107118000.0,,20708000.0,,,90109000.0,580708000.0,239070000.0,209265000.0,,,9959000.0,35135000.0,2359593000.0,55083000.0,16003000.0,-13247000.0,13947000.0,-712000.0,,0.0,16972000.0,71.95706349206351
KVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZS,21269000.0,,,,-12001000.0,789000.0,1173000.0,-10922000.0,-63064000.0,409327000.0,,,,,-49000.0,-7748000.0,-7696000.0,19445000.0,270000.0,82000.0,,67000.0,,108191000.0,2023000.0,53431000.0,-3334000.0,2217000.0,5000.0,78637000.0,5471000.0,-40631000.0,58649000.0,,184000.0,,,,,,57000.0,4274000.0,,,769000.0,,0.0,,,,41475000.0,,30000.0,669000.0,-6423000.0,,,21000.0,1.1258888888888887
LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBW,5809000.0,4433000.0,371000.0,940000.0,65000.0,551000.0,329000.0,287000.0,403000.0,390000.0,,35288000.0,,9490000.0,,3411000.0,3411000.0,36017000.0,63233000.0,147996000.0,59000.0,3652000.0,19329000.0,6404000.0,53153000.0,5647000.0,4857000.0,,68895000.0,174536000.0,21854000.0,,,1227000.0,,,,,1550000.0,61385000.0,33992000.0,54781000.0,,,18715000.0,35209000.0,,,,,6564000.0,332000.0,1094000.0,360000.0,-3787000.0,,,-2133000.0,0.7658412698412699
LCC,12058000.0,3049000.0,994000.0,1481000.0,6534000.0,19569000.0,30589000.0,-4486000.0,546000.0,-9282000.0,,5342000.0,,5342000.0,,3651000.0,3356000.0,424848000.0,286000.0,1439377000.0,2080000.0,,10131000.0,152564000.0,59641000.0,117599000.0,160216000.0,2093000.0,,2890885000.0,1410124000.0,,151469000.0,,230038000.0,,796409000.0,,,211023000.0,723058000.0,34718000.0,,,0.0,26850000.0,0.0,,,,7264000.0,396000.0,-35000.0,-7012000.0,-6850000.0,,,-50059000.0,1.2009444444444444
LEN,21349000.0,16082000.0,4908000.0,1707000.0,-1348000.0,454000.0,832000.0,-1726000.0,11000.0,1177000.0,,2618000.0,,2618000.0,,2121000.0,2121000.0,44270000.0,30000.0,36571000.0,,3383000.0,1516000.0,18255000.0,31996000.0,3779000.0,2117000.0,272000.0,,95362000.0,93496000.0,,55985000.0,2951000.0,4020000.0,404000.0,,,627000.0,13552000.0,8048000.0,4471000.0,,,1327000.0,100159000.0,,,,,7694000.0,1074000.0,-109000.0,237000.0,-5646000.0,,,-2437000.0,1.5716587301587301
LKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPP,490848000.0,232684000.0,193983000.0,22742000.0,41439000.0,8974000.0,10594000.0,39819000.0,3753000.0,8085000.0,,35487000.0,,35487000.0,-74000.0,37858000.0,37858000.0,709923000.0,278716000.0,1039202000.0,6176000.0,5810000.0,352426000.0,322756000.0,139876000.0,2008000.0,434905000.0,,434736000.0,422242000.0,3501000.0,-48759000.0,1086581000.0,3678000.0,267254000.0,,,,2564000.0,235898000.0,225329000.0,223251000.0,,,62524000.0,17611000.0,3406568000.0,,,,130016000.0,25401000.0,-30752000.0,33663000.0,-98150000.0,0.0,264000.0,74592000.0,1034.8123015873016
LRK,53885000.0,29287000.0,2751000.0,442000.0,8051000.0,644000.0,98000.0,6959000.0,31000.0,752000.0,,4477000.0,,4477000.0,,3991000.0,3991000.0,354608000.0,370999000.0,26081000.0,73000.0,,33131000.0,407000.0,64947000.0,8237000.0,907000.0,,28403000.0,111000000.0,56581000.0,0.0,224453000.0,,14967000.0,,,,2252000.0,67852000.0,28606000.0,47844000.0,,,49055000.0,,296283000.0,,,,6509000.0,491000.0,-2231000.0,2112000.0,1932000.0,,,411000.0,1.1379285714285716
LRQ,12152000.0,7807000.0,,3988000.0,1231000.0,4000.0,20000.0,590000.0,-50000.0,278000.0,,-4850000.0,,-4850000.0,,-2629000.0,-2665000.0,11997000.0,4194000.0,11709000.0,174000.0,1000.0,868000.0,48000.0,19196000.0,0.0,1374000.0,3703000.0,,157929000.0,528000.0,,17652000.0,195000.0,844000.0,,4264000.0,5000000.0,,4649000.0,10116000.0,335000.0,,,2425000.0,3040000.0,67759000.0,,,,-1603000.0,110000.0,3283000.0,219000.0,29000.0,,,182000.0,6.599560185185186
LSI,4509000.0,3479000.0,113000.0,761000.0,156000.0,165000.0,79000.0,242000.0,421000.0,334000.0,,311000.0,,311000.0,,269000.0,269000.0,16027000.0,8597000.0,7622000.0,,246000.0,9687000.0,1863000.0,5947000.0,132000.0,1939000.0,131000.0,,43612000.0,1638000.0,,13167000.0,,3624000.0,,2736000.0,,,175000.0,8896000.0,241000.0,,,12000.0,,23546000.0,,,,1113000.0,445000.0,-591000.0,541000.0,-458000.0,,,-293000.0,3.696738095238096
LTS,3447868000.0,3040731000.0,169269000.0,66265000.0,171603000.0,7682000.0,21266000.0,158019000.0,31629000.0,-731346000.0,0.0,1298672000.0,,1298672000.0,,1051307000.0,1050993000.0,10872050000.0,489135000.0,10009073000.0,,109200000.0,3358530000.0,2881225000.0,1778595000.0,37202000.0,345904000.0,1419536000.0,9254000.0,3778499000.0,113700000.0,,1003640000.0,982000.0,5415418000.0,,4435141000.0,,,1498318000.0,,176316000.0,,,88539000.0,,15607605000.0,,,,449916000.0,67534000.0,-1107685000.0,532307000.0,352068000.0,,,-434939000.0,18.436523809523806
LTX,64181000.0,52722000.0,2496000.0,5369000.0,3594000.0,281000.0,163000.0,558000.0,-120000.0,493000.0,,14866000.0,,14866000.0,-14000.0,9458000.0,7493000.0,115511000.0,40352000.0,265749000.0,6000.0,5010000.0,276044000.0,68868000.0,88255000.0,8791000.0,34148000.0,,204774000.0,287350000.0,25870000.0,,,18881000.0,,2438000.0,,,23945000.0,102610000.0,36760000.0,39593000.0,,,,260278000.0,,,,,12348000.0,4172000.0,856000.0,719000.0,-1372000.0,0.0,0.0,-7913000.0,22.646
LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWB,276289000.0,200256000.0,12963000.0,18221000.0,44849000.0,572000.0,4000.0,45417000.0,3655000.0,3794000.0,-43000.0,67021000.0,,67021000.0,,54150000.0,53251000.0,1561883000.0,12199000.0,1706166000.0,367000.0,47893000.0,,664073000.0,47284000.0,138365000.0,,216892000.0,,,3505889000.0,2255364000.0,301158000.0,,1455223000.0,10523000.0,696869000.0,18467000.0,16932000.0,700000000.0,,397247000.0,402072000.0,315688000.0,3260000.0,75041000.0,,157498000.0,600000.0,3581570000.0,104591000.0,141278000.0,-180361000.0,181454000.0,-50619000.0,,,11494000.0,
MAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAK,30927000.0,24978000.0,3780000.0,1595000.0,324000.0,736000.0,83000.0,977000.0,125000.0,312000.0,,790000.0,,790000.0,,646000.0,646000.0,90620000.0,16578000.0,70384000.0,,50000.0,6000.0,9605000.0,26750000.0,,1262000.0,,,141629000.0,27750000.0,,33769000.0,,13089000.0,,14157000.0,,,10836000.0,43478000.0,,,,18876000.0,725000.0,162233000.0,,,,2312000.0,1458000.0,-195000.0,402000.0,-2707000.0,,,-9376000.0,4.126746031746031
MBR,10432000.0,,,,1391000.0,132000.0,1894000.0,-931000.0,16000.0,916000.0,,1541000.0,,1541000.0,,1279000.0,1279000.0,,,,46000.0,,583000.0,7881000.0,1166000.0,6651000.0,,623000.0,808000.0,924000.0,172054000.0,83899000.0,36114000.0,,34869000.0,12176000.0,,,,,3657000.0,9298000.0,1699000.0,3187000.0,,,3724000.0,593000.0,171269000.0,,,,-14357000.0,,,,,-9889000.0,
MBW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCI,2733000.0,651000.0,,1806000.0,-2406000.0,16793000.0,223000.0,-11786000.0,2379000.0,5534000.0,,-51753000.0,,-51753000.0,,3766000.0,3766000.0,591741000.0,85839000.0,369000.0,431000.0,13333000.0,56956000.0,,107601000.0,,981000.0,,299342000.0,311033000.0,62347000.0,-8958000.0,973375000.0,,,10345000.0,,,449000.0,102930000.0,655000.0,41000.0,167743000.0,,,122957000.0,,,,,1682000.0,,-592000.0,20000.0,-2431000.0,202000.0,,17413000.0,4.635126984126984
MCP,3294000.0,2715000.0,,,-980000.0,-25000.0,5000.0,-230000.0,2000.0,17000.0,-25000.0,1638000.0,,1638000.0,,459000.0,419000.0,357000.0,166000.0,111000.0,,,546000.0,5114000.0,0.0,4456000.0,0.0,1820000.0,554000.0,,34373000.0,16723000.0,806000.0,-103000.0,16662000.0,4290000.0,2926000.0,,,,0.0,5510000.0,2847000.0,168000.0,,,3296000.0,943000.0,43238000.0,,,372000.0,,24000.0,331000.0,,-1000000.0,,1.6785952380952383
MCR,105485000.0,78139000.0,11813000.0,8093000.0,7440000.0,2040000.0,4525000.0,4955000.0,820000.0,3074000.0,,3013000.0,,3013000.0,,2752000.0,2752000.0,347684000.0,237468000.0,70604000.0,,64000.0,34136000.0,175426000.0,40624000.0,91862000.0,11393000.0,4341000.0,1710000.0,181181000.0,135946000.0,3559000.0,,73594000.0,652000.0,110057000.0,713000.0,52165000.0,,,4736000.0,197391000.0,81829000.0,122782000.0,,,3843000.0,,473929000.0,,14559000.0,2709000.0,-4755000.0,8839000.0,-18204000.0,,,7063000.0,23.544058479532165
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGT,50693000.0,40239000.0,2512000.0,3674000.0,4268000.0,11025000.0,956000.0,14337000.0,75000.0,1996000.0,27000.0,7983000.0,,7983000.0,,6246000.0,6465000.0,106636000.0,2870000.0,102286000.0,,738000.0,,121250000.0,44322000.0,89155000.0,2424000.0,,,56290000.0,30782000.0,981000.0,,32897000.0,4356000.0,38321000.0,,24291000.0,,,10148000.0,71022000.0,31958000.0,18391000.0,,,10117000.0,5717000.0,306404000.0,,12372000.0,1485000.0,-1475000.0,1671000.0,-1701000.0,,0.0,1722000.0,11.77697619047619
MIR,10832000.0,6291000.0,4331000.0,6539000.0,-6329000.0,1514000.0,762000.0,1066000.0,,1897000.0,,336000.0,,336000.0,,429000.0,429000.0,51371000.0,44701000.0,1934000.0,152000.0,1840000.0,68530000.0,6782000.0,17114000.0,,548000.0,,125954000.0,86952000.0,54690000.0,,0.0,,,25954000.0,,,3739000.0,38125000.0,8821000.0,5494000.0,,,189000.0,0.0,,,,,-1709000.0,801000.0,26000.0,86000.0,1697000.0,,,528000.0,0.8067857142857143
MLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNC,280507000.0,233342000.0,3586000.0,7948000.0,35631000.0,682000.0,1304000.0,35009000.0,1629000.0,2047000.0,,34591000.0,,34591000.0,,20973000.0,20973000.0,292515000.0,2473000.0,158187000.0,3806000.0,116381000.0,4757000.0,254334000.0,113169000.0,58794000.0,307000.0,21272000.0,0.0,,827221000.0,420479000.0,51337000.0,-2785000.0,398752000.0,56962000.0,52472000.0,,,,3133000.0,73162000.0,58939000.0,9937000.0,,,4286000.0,,367240000.0,,30577000.0,2999000.0,-7929000.0,8054000.0,-32333000.0,,0.0,19939000.0,127.84603174603176
MNI,70665000.0,57562000.0,2102000.0,1094000.0,9907000.0,390000.0,-273000.0,10570000.0,1537000.0,2362000.0,,-287000.0,,7879000.0,,7242000.0,6787000.0,569353000.0,277853000.0,144345000.0,18784000.0,1440000.0,110297000.0,471000.0,146148000.0,9114000.0,2575000.0,,900000.0,96001000.0,90286000.0,-12169000.0,22133000.0,60964000.0,29516000.0,,,,28509000.0,115761000.0,66926000.0,72347000.0,,,141703000.0,90543000.0,,,,,25362000.0,5774000.0,-14508000.0,6313000.0,-7744000.0,,,-68000.0,2.869301587301587
MOJ,4939000.0,3119000.0,245000.0,1141000.0,434000.0,9000.0,134000.0,309000.0,110000.0,-4000.0,-18000.0,441000.0,,441000.0,,347000.0,347000.0,15382000.0,193000.0,5059000.0,8280000.0,6750000.0,165000.0,16488000.0,6120000.0,8520000.0,126000.0,1710000.0,625000.0,,44697000.0,33321000.0,8559000.0,,23858000.0,,3820000.0,3347000.0,3207000.0,,,313000.0,3387000.0,2771000.0,404000.0,,,3908000.0,157000.0,62948000.0,-344000.0,336000.0,144000.0,327000.0,550000.0,,0.0,12000.0,2.196579365079365
