,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,QuoteCurrent,ShareAmountCurrent,WKCurrent,CWKCurrent,WKGrahamCurrent,CWKGrahamCurrent,PCurrent,CPCurrent,ZCurrent,CZCurrent,ZOCurrent,CZOCurrent,EVCurrent,EVPCurrent,EVEBITCurrent,EVEBITDACurrent,DTAR,CG,LDER,PZAT,PELDR,TSF,ZKO,OSF,NetDebt,NetDebtEBITDA,DebtFin,DebtFinEBITDA,SP1,SP2,CAR,QR,CR,PP,RCLR,KP,PKKO,RN,CRN,CPZ,RZ,CRZ,RMO,RMT,RM,COP,CSP,Price
AMB,74982000.0,,,,-4566000.0,2496000.0,1413000.0,-3483000.0,105000.0,1960000.0,-521000.0,-5486000.0,,-5486000.0,,-2309000.0,-2591000.0,198600000.0,54751000.0,127226000.0,5584000.0,4269000.0,3920000.0,203926000.0,101301000.0,93563000.0,5000.0,6474000.0,3918000.0,27649000.0,389135000.0,233392000.0,25207000.0,67718000.0,71087000.0,31837000.0,27992000.0,389000.0,23806000.0,,,3797000.0,111635000.0,92961000.0,28923000.0,,,694000.0,,422616000.0,23804000.0,3163000.0,-4657000.0,4907000.0,-16854000.0,2464000.0,10573000.0,1790000.0,11500.0,25206644000.0,7400.0,1550.0,710.0,16110.0,15830.0,730.0,590.0,19470.0,1560.0,7350.0,15570.0,980.0,9950.0,7770.0,470.0,1020.0,340.0,2009.0,1260.0,610.0,910.0,860.0,179258000000.0,3550.0,102475000000.0,2029.0,940.0,1260.0,90.0,860.0,1640.0,90.0,740.0,200.0,-7330.0,2840.0,128000.0,139000.0,,,1540.0,2120.0,880.0,,,5.9116594516594505
AMC,371760000.0,277739000.0,31891000.0,47427000.0,14703000.0,34016000.0,32448000.0,16271000.0,5304000.0,12408000.0,-468000.0,22695000.0,,22695000.0,,17425000.0,17583000.0,268697000.0,42743000.0,274106000.0,5807000.0,32382000.0,414323000.0,147739000.0,231865000.0,2624000.0,10356000.0,20591000.0,906000.0,1532327000.0,747227000.0,-23288000.0,309471000.0,2000.0,70927000.0,29461000.0,45999000.0,,,19390000.0,873341000.0,547360000.0,135915000.0,,35780000.0,637000.0,925581000.0,1818089000.0,,,35975000.0,10159000.0,-23634000.0,24844000.0,-16976000.0,,0.0,5954000.0,110000.0,8737500000.0,31510.0,3490.0,-9710.0,,150790.0,730.0,620.0,177260.0,4750.0,23140.0,104890.0,700.0,22060.0,11100.0,600.0,2060.0,310.0,1560.0,1460.0,380.0,1180.0,1300.0,521113000000.0,6310.0,-44649000000.0,-540.0,1100.0,1440.0,90.0,630.0,1000.0,100.0,530.0,0.0,0.0,4950.0,74000.0,137000.0,5880.0,62000.0,2690.0,3510.0,1410.0,136000.0,-1000.0,15.099248917748918
AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APL,25761000.0,22920000.0,1717000.0,459000.0,665000.0,149000.0,263000.0,551000.0,67000.0,205000.0,0.0,238000.0,,-1119000.0,,-1147000.0,-1164000.0,6001000.0,100000.0,5513000.0,,226000.0,162000.0,29466000.0,10170000.0,19141000.0,,77000.0,141000.0,,38567000.0,11116000.0,3282000.0,,6826000.0,1077000.0,342000.0,365000.0,21000.0,,,208000.0,13624000.0,13596000.0,60000.0,,,160000.0,38883000.0,12611000.0,-840000.0,186000.0,657000.0,17000.0,-390000.0,,95000.0,67000.0,220.0,3282000000.0,3100.0,70.0,1550.0,140.0,23990.0,10.0,210.0,1070.0,410.0,530.0,2210.0,90.0,5330.0,3460.0,730.0,2880.0,40.0,14100.0,1810.0,260.0,850.0,1440.0,29273000000.0,13990.0,6521000000.0,3120.0,1700.0,1760.0,0.0,820.0,1190.0,0.0,830.0,140.0,80.0,3820.0,96000.0,125000.0,6320.0,58000.0,2480.0,12590.0,2070.0,154000.0,29000.0,3.1259437229437226
APN,11764000.0,6599000.0,215000.0,2738000.0,2212000.0,305000.0,246000.0,2271000.0,204000.0,-50000.0,,2853000.0,,2853000.0,,2240000.0,2224000.0,28167000.0,4030000.0,35944000.0,,719000.0,385000.0,68451000.0,30871000.0,19850000.0,8155000.0,9287000.0,669000.0,58955000.0,69283000.0,2548000.0,,78293000.0,668000.0,719000.0,,,,,679000.0,10721000.0,7245000.0,,,1497000.0,167000.0,91864000.0,,,2734000.0,526000.0,-1237000.0,617000.0,-49000.0,0.0,,-3583000.0,10600.0,12500000000.0,5540.0,1910.0,3350.0,3160.0,3610.0,2930.0,560.0,18920.0,710.0,14970.0,9030.0,2500.0,12750.0,10200.0,70.0,70.0,20.0,21900.0,2550.0,940.0,110.0,270.0,-14654000000.0,-1320.0,-19677000000.0,-1780.0,2500.0,2540.0,4870.0,7640.0,11570.0,4870.0,2420.0,580.0,1900.0,4540.0,80000.0,38000.0,1560.0,234000.0,1120.0,1660.0,670.0,314000.0,276000.0,6.449801587301589
APR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APT,100586000.0,66335000.0,6937000.0,15083000.0,12231000.0,1059000.0,1415000.0,17167000.0,-252000.0,1343000.0,1182000.0,9330000.0,,9330000.0,402000.0,12182000.0,11604000.0,176900000.0,69208000.0,176698000.0,6623000.0,5446000.0,133132000.0,54789000.0,122798000.0,4522000.0,26069000.0,5519000.0,165903000.0,141632000.0,3511000.0,-7946000.0,223815000.0,3836000.0,77882000.0,8625000.0,28312000.0,,9575000.0,98878000.0,37785000.0,28280000.0,,,52500000.0,,841684000.0,,,,31940000.0,3869000.0,-17896000.0,4159000.0,-12801000.0,17913000.0,7735000.0,5559000.0,24000.0,35107028000.0,5020.0,4780.0,430.0,56190.0,10450.0,2300.0,840.0,28480.0,1410.0,17080.0,25440.0,2430.0,18100.0,13830.0,420.0,720.0,310.0,1830.0,1440.0,760.0,890.0,980.0,114977000000.0,1780.0,50380000000.0,780.0,1100.0,1440.0,140.0,1200.0,1950.0,160.0,1000.0,230.0,310.0,4950.0,74000.0,88000.0,3960.0,92000.0,2470.0,2240.0,1170.0,166000.0,78000.0,15.70845165945166
ARC,60727000.0,49417000.0,6324000.0,-418000.0,5404000.0,31000.0,-143000.0,5578000.0,351000.0,-471000.0,,6400000.0,,6400000.0,,5964000.0,5875000.0,15987000.0,8958000.0,2771000.0,6521000.0,441000.0,4569000.0,8927000.0,18140000.0,0.0,11496000.0,,,96450000.0,44449000.0,732000.0,-273000.0,37774000.0,610000.0,179000.0,,,,8841000.0,63990000.0,24898000.0,9151000.0,,,682000.0,,95570000.0,,,-13392000.0,394000.0,-241000.0,241000.0,177000.0,0.0,,4217000.0,1170.0,7395157000.0,8860.0,130.0,7360.0,160.0,16160.0,70.0,140.0,8430.0,90.0,12380.0,-1520.0,-90.0,-16040.0,-5420.0,360.0,560.0,40.0,1480.0,5620.0,660.0,400.0,2180.0,16837000000.0,8150.0,-19862000000.0,-9610.0,5410.0,5620.0,580.0,2100.0,2670.0,580.0,1510.0,550.0,590.0,4420.0,83000.0,75000.0,4180.0,87000.0,1510.0,11470.0,1330.0,170000.0,95000.0,6.230027417027418
ARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARR,32746000.0,16157000.0,-912000.0,863000.0,2865000.0,209000.0,867000.0,2207000.0,36000.0,594000.0,,1649000.0,,1649000.0,,1981000.0,2003000.0,58698000.0,59776000.0,10062000.0,1747000.0,9247000.0,6490000.0,64887000.0,9785000.0,0.0,3119000.0,262000.0,9743000.0,168632000.0,46869000.0,854000.0,23640000.0,27000.0,10816000.0,,21521000.0,,1796000.0,6019000.0,1780000.0,4307000.0,8222000.0,4000.0,20276000.0,1223000.0,107502000.0,,,,2928000.0,860000.0,-3555000.0,4458000.0,-487000.0,5061000.0,2493000.0,6016000.0,6260.0,4273820000.0,8850.0,710.0,-2850.0,4560.0,30770.0,200.0,980.0,6380.0,1700.0,3680.0,10380.0,340.0,6100.0,4100.0,530.0,1150.0,130.0,1670.0,840.0,520.0,1390.0,1030.0,40967000000.0,3790.0,17607000000.0,1630.0,740.0,840.0,70.0,710.0,810.0,70.0,440.0,-90.0,-70.0,9810.0,37000.0,95000.0,32369.0,11000.0,5020.0,2810.0,1800.0,48000.0,-47000.0,15.61792352092352
ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASB,1152277000.0,1096208000.0,24045000.0,17498000.0,14525000.0,2000.0,,13427000.0,1414000.0,7502000.0,,-10707000.0,,-10707000.0,,-10886000.0,-10366000.0,87182000.0,9724000.0,86245000.0,,49000.0,792000.0,229133000.0,660063000.0,54000.0,70620000.0,47174000.0,,1736439000.0,348324000.0,41558000.0,83291000.0,1280000.0,12697000.0,10823000.0,814000.0,,,481109000.0,599489000.0,171223000.0,,,91138000.0,,1500999000.0,,,,67914000.0,2152000.0,-1109000.0,2115000.0,-1924000.0,41103000.0,0.0,-91504000.0,2540.0,55500000000.0,4680.0,540.0,3260.0,780.0,59700.0,40.0,-160.0,11840.0,150.0,17120.0,1680.0,30.0,11300.0,5640.0,760.0,3230.0,50.0,5790.0,3410.0,250.0,820.0,2680.0,241615000000.0,41770.0,-16807000000.0,-2910.0,3260.0,3410.0,180.0,950.0,1230.0,180.0,740.0,180.0,60.0,6650.0,55000.0,74000.0,13110.0,28000.0,3860.0,42250.0,3540.0,83000.0,9000.0,4.203946608946609
ASE,126490000.0,93724000.0,6664000.0,7494000.0,18608000.0,193000.0,2200000.0,9616000.0,818000.0,1066000.0,-4000.0,15324000.0,,15324000.0,,12559000.0,12593000.0,436469000.0,494622000.0,19990000.0,336000.0,1452000.0,3361000.0,203663000.0,15506000.0,118354000.0,125000.0,113797000.0,0.0,675801000.0,620180000.0,518942000.0,,-6171000.0,150000.0,29376000.0,,24563000.0,,,4281000.0,173285000.0,21306000.0,,,20833000.0,19871000.0,732843000.0,,,16404000.0,1035000.0,-56611000.0,60062000.0,-5733000.0,-3635000.0,5452000.0,-46655000.0,11550.0,48037450000.0,12040.0,960.0,2300.0,5010.0,9090.0,1270.0,800.0,14500.0,1160.0,9950.0,9850.0,1080.0,8490.0,7850.0,150.0,180.0,20.0,1140.0,1310.0,860.0,480.0,600.0,-2819000000.0,-50.0,-81830000000.0,-1360.0,1240.0,1260.0,1140.0,1810.0,2320.0,1150.0,860.0,180.0,370.0,5900.0,62000.0,71000.0,12500.0,29000.0,2410.0,890.0,650.0,91000.0,20000.0,17.248944444444444
ASG,63239000.0,,,,-36096000.0,251000.0,-636000.0,7328000.0,54000.0,601000.0,,963000.0,,963000.0,2352000.0,2666000.0,2421000.0,39043000.0,3123000.0,67305000.0,4369000.0,,16479000.0,380852000.0,121278000.0,271696000.0,12287000.0,,,395157000.0,190741000.0,9603000.0,,139671000.0,-69000.0,35253000.0,871000.0,,,,77655000.0,77640000.0,56780000.0,,,14465000.0,,489885000.0,,,-971000.0,1511000.0,-1436000.0,1001000.0,1585000.0,,,-575000.0,15100.0,15241379000.0,550.0,27570.0,-2009.0,,18220.0,830.0,360.0,41880.0,640.0,23750.0,16500.0,910.0,25960.0,16460.0,900.0,9130.0,2750.0,1310.0,800.0,370.0,1670.0,360.0,56701000000.0,4410.0,17995000000.0,1400.0,210.0,800.0,130.0,650.0,860.0,160.0,490.0,-90.0,1380.0,10710.0,34000.0,70000.0,,,6100.0,7110.0,3280.0,,,
ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST,217607000.0,116874000.0,6103000.0,7811000.0,94785000.0,8648000.0,4374000.0,99060000.0,5423000.0,10219000.0,,155948000.0,,155948000.0,,145714000.0,145718000.0,726487000.0,24488000.0,862241000.0,123000.0,10493000.0,400267000.0,547432000.0,228337000.0,19997000.0,132997000.0,2939000.0,,236768000.0,1043000.0,220343000.0,40278000.0,241000.0,345853000.0,,186677000.0,,,176782000.0,17837000.0,256224000.0,,,91702000.0,,2662403000.0,,,,21987000.0,8138000.0,-17176000.0,28688000.0,-2535000.0,1605000.0,,6100000.0,30400.0,25000000000.0,19460.0,1560.0,-880.0,14180.0,21070.0,1440.0,4840.0,6280.0,6780.0,4480.0,44050.0,2090.0,6500.0,5420.0,490.0,950.0,540.0,1640.0,1480.0,790.0,1050.0,1000.0,110976000000.0,2240.0,83073000000.0,1680.0,960.0,1480.0,40.0,370.0,2210.0,40.0,330.0,250.0,790.0,8810.0,41000.0,158000.0,1050.0,348000.0,1310.0,1230.0,640.0,389000.0,231000.0,37.61666378066378
ATC,432768000.0,326462000.0,54775000.0,20330000.0,31201000.0,10749000.0,11040000.0,30910000.0,368000.0,2913000.0,,28365000.0,,28365000.0,,31148000.0,31148000.0,975858000.0,122871000.0,952966000.0,,5789000.0,64416000.0,854658000.0,389761000.0,343440000.0,11218000.0,222736000.0,14123000.0,2831000.0,452736000.0,554035000.0,,218750000.0,225000.0,492618000.0,,290377000.0,,,130152000.0,649411000.0,384791000.0,82053000.0,,,15295000.0,99340000.0,2032519000.0,,56491000.0,17285000.0,-41339000.0,31149000.0,5814000.0,116985000.0,49309000.0,25439000.0,3580.0,524035000000.0,1180.0,3040.0,20.0,235210.0,3450.0,1040.0,250.0,14170.0,340.0,10460.0,3770.0,1090.0,11010.0,8010.0,480.0,910.0,520.0,1750.0,1600.0,800.0,990.0,1000.0,400963000000.0,1630.0,98372000000.0,400.0,1010.0,1540.0,580.0,1520.0,2380.0,670.0,980.0,280.0,260.0,6420.0,57000.0,67000.0,7300.0,50000.0,3060.0,2930.0,1500.0,107000.0,40000.0,15.242103174603175
ATD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,28234000.0,24919000.0,,2906000.0,472000.0,1412000.0,520000.0,1364000.0,208000.0,22000.0,-299000.0,3279000.0,,3279000.0,0.0,-222000.0,-206000.0,186731000.0,16445000.0,173165000.0,,13933000.0,54967000.0,12213000.0,35937000.0,19210000.0,25827000.0,7480000.0,4980000.0,77375000.0,8600000.0,8430000.0,178343000.0,463000.0,53171000.0,,23178000.0,,,25592000.0,5746000.0,2000.0,,,25350000.0,3766000.0,307877000.0,,,,14047000.0,6057000.0,-13260000.0,2740000.0,2372000.0,-282000.0,6880000.0,-1835000.0,5200.0,86000000000.0,2710.0,1920.0,910.0,5710.0,1180.0,4410.0,0.0,3001340.0,-10.0,63150.0,4760.0,4040.0,-784260.0,26160.0,160.0,190.0,130.0,4560.0,1720.0,950.0,360.0,540.0,-24442000000.0,-1560.0,-37815000000.0,-2420.0,1500.0,1700.0,2870.0,7510.0,8940.0,5000.0,2740.0,390.0,1510.0,1660.0,220000.0,64000.0,5680.0,64000.0,750.0,670.0,350.0,284000.0,220000.0,3.3804920634920634
ATL,56377000.0,38412000.0,,9367000.0,8598000.0,2214000.0,107532000.0,-96719000.0,456000.0,136000.0,,-69579000.0,,-69579000.0,,-64011000.0,-63903000.0,1090235000.0,1240000.0,911012000.0,13565000.0,3465000.0,87539000.0,429484000.0,32703000.0,16967000.0,43013000.0,,115811000.0,1222208000.0,281688000.0,27028000.0,,862033000.0,896237000.0,,644673000.0,,,87514000.0,675961000.0,141355000.0,323400000.0,,,2570000.0,,960667000.0,,,39706000.0,,-939000.0,471000.0,-14588000.0,,0.0,18332000.0,860.0,50322014000.0,9240.0,90.0,-14190.0,,3860.0,220.0,-3970.0,20600.0,-3850.0,1040.0,20020.0,5190.0,-5200.0,-5200.0,710.0,2920.0,1040.0,2170.0,820.0,500.0,2110.0,850.0,316907000000.0,-6720.0,234699000000.0,-4980.0,400.0,820.0,60.0,80.0,740.0,60.0,20.0,-120.0,-1760.0,8060.0,45000.0,1428000.0,220.0,1685000.0,290.0,160.0,100.0,1730000.0,302000.0,3.2935810113519097
ATM,80149000.0,58276000.0,-1063000.0,18798000.0,11453000.0,-54000.0,1352000.0,10047000.0,1127000.0,3658000.0,,7516000.0,,7516000.0,0.0,3146000.0,4464000.0,339010000.0,45742000.0,260006000.0,,54583000.0,712000.0,3861000.0,40850000.0,75000.0,56566000.0,,3137000.0,399617000.0,248617000.0,34723000.0,36644000.0,5556000.0,60209000.0,30111000.0,48390000.0,,,3353000.0,52882000.0,19777000.0,211577000.0,,181000.0,486000.0,377318000.0,,,,17859000.0,5259000.0,2465000.0,1037000.0,-20028000.0,0.0,0.0,-549000.0,9460.0,36343344000.0,6820.0,1390.0,-830.0,21400.0,7880.0,1200.0,270.0,34980.0,460.0,20370.0,10330.0,1310.0,22250.0,10260.0,300.0,450.0,80.0,7060.0,990.0,730.0,1370.0,1250.0,104599000000.0,2860.0,31705000000.0,870.0,910.0,990.0,70.0,830.0,900.0,70.0,760.0,-30.0,-50.0,4650.0,79000.0,108000.0,18980.0,19000.0,3720.0,1060.0,800.0,98000.0,-10000.0,8.260759740259742
ATP,49531000.0,40722000.0,4150000.0,1750000.0,2909000.0,-230000.0,-620000.0,3299000.0,-823000.0,-371000.0,,2847000.0,,2847000.0,,2369000.0,2369000.0,25953000.0,1331000.0,42561000.0,313000.0,81000.0,67207000.0,47638000.0,51102000.0,100000.0,205000.0,325000.0,98565000.0,50607000.0,6092000.0,,53590000.0,,250000.0,8700000.0,46768000.0,,2367000.0,86536000.0,36229000.0,1225000.0,,189000.0,0.0,0.0,158146000.0,,,,-6935000.0,432000.0,691000.0,-2625000.0,10000.0,,,1181000.0,3500.0,6091904000.0,5650.0,620.0,1360.0,2570.0,23430.0,150.0,790.0,4410.0,1270.0,2750.0,11020.0,470.0,8650.0,7200.0,630.0,1710.0,1470.0,480.0,3260.0,910.0,880.0,1150.0,55677000000.0,5970.0,45816000000.0,4910.0,1320.0,3260.0,390.0,5540.0,8170.0,390.0,5150.0,630.0,520.0,4220.0,86000.0,23000.0,5390.0,68000.0,2240.0,5330.0,1580.0,154000.0,131000.0,4.890044011544012
ATR,39452000.0,31395000.0,,5993000.0,2064000.0,138000.0,279000.0,1923000.0,731000.0,338000.0,,2316000.0,,2316000.0,,2857000.0,2437000.0,41717000.0,3248000.0,31821000.0,3095000.0,,5793000.0,66154000.0,2609000.0,34107000.0,28791000.0,891000.0,,102974000.0,59881000.0,4615000.0,,20923000.0,,4539000.0,,,,4825000.0,29750000.0,24165000.0,305000.0,,,1238000.0,,95039000.0,,,6116000.0,577000.0,-3362000.0,3839000.0,317000.0,0.0,,-14839000.0,2080.0,9090079000.0,5870.0,350.0,1750.0,1190.0,15050.0,140.0,1100.0,1890.0,1430.0,1450.0,2130.0,140.0,1490.0,1270.0,590.0,1490.0,230.0,2680.0,1660.0,480.0,830.0,1130.0,61118000000.0,4010.0,448000000.0,30.0,1350.0,1660.0,270.0,1350.0,1410.0,280.0,1060.0,210.0,270.0,2720.0,134000.0,123000.0,25820.0,14000.0,1850.0,4340.0,1300.0,148000.0,25000.0,16.09299927849928
ATS,524000.0,353000.0,0.0,768000.0,-223000.0,1857000.0,3055000.0,-1897000.0,-28786000.0,951000.0,0.0,-841000.0,,-841000.0,,-844000.0,-844000.0,19213000.0,1825000.0,1002000.0,5000.0,30343000.0,596000.0,9086000.0,1234000.0,7839000.0,57000.0,827000.0,,150903000.0,101924000.0,87500000.0,-54400000.0,94356000.0,3139000.0,3222000.0,,,,5796000.0,5434000.0,14000.0,238000.0,,,165000.0,2197000.0,92249000.0,,,-188000.0,0.0,-6997000.0,4000.0,2100000.0,0.0,0.0,-905000.0,450.0,43209091000.0,-10.0,128660.0,-20.0,,0.0,369890.0,10.0,30430.0,0.0,23550.0,450.0,369890.0,-110460.0,-110460.0,1440.0,-3290.0,210.0,3800.0,790.0,340.0,1750.0,-4300.0,1518000000.0,-8630.0,-4000000.0,20.0,-2460.0,-2460.0,0.0,570.0,570.0,0.0,570.0,-610.0,3160.0,-60.0,-6105000.0,-58013000.0,,,-60.0,-90.0,-30.0,,,2.1110750360750363
ATT,338337000.0,298632000.0,19868000.0,25618000.0,-5781000.0,7791000.0,8287000.0,-6277000.0,6134000.0,5053000.0,9000.0,-5187000.0,,-5187000.0,,357742000.0,348172000.0,1040112000.0,182954000.0,2093789000.0,1201000.0,89031000.0,117298000.0,3117451000.0,1165507000.0,1126077000.0,68484000.0,780418000.0,9117000.0,340000.0,11341997000.0,6811077000.0,495977000.0,,2418025000.0,224684000.0,2360660000.0,50223000.0,1563330000.0,,172122000.0,283874000.0,205741000.0,130304000.0,,,129120000.0,1983000.0,5119187000.0,,5482000.0,21484000.0,189057000.0,10817000.0,-14831000.0,0.0,0.0,44980000.0,25680.0,39116421000.0,28410.0,900.0,3150.0,8150.0,31050.0,830.0,-110.0,18780.0,-370.0,379350.0,23020.0,740.0,-62730.0,13540.0,300.0,420.0,180.0,4580.0,1330.0,830.0,790.0,890.0,221198000000.0,3330.0,-104083000000.0,-1570.0,1120.0,1320.0,920.0,1530.0,2200.0,920.0,570.0,200.0,330.0,6830.0,53000.0,76000.0,6820.0,54000.0,1960.0,1230.0,760.0,107000.0,31000.0,16.440743867243867
AUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWB,231472000.0,198418000.0,7865000.0,9793000.0,15396000.0,-214000.0,354000.0,14828000.0,363000.0,5959000.0,192000.0,-651000.0,,-651000.0,,-9288000.0,-9288000.0,28821000.0,25850000.0,46481000.0,,4890000.0,12256000.0,1967000.0,16810000.0,100563000.0,491000.0,2437000.0,17952000.0,154325000.0,44792000.0,4121000.0,-32955000.0,20867000.0,306000.0,95000.0,25000.0,,,8733000.0,135301000.0,113772000.0,7134000.0,,,16363000.0,13000.0,165512000.0,,,16475000.0,7691000.0,-5390000.0,5675000.0,-10464000.0,0.0,0.0,352000.0,1290.0,30992314000.0,1920.0,670.0,250.0,5160.0,8740.0,150.0,260.0,5050.0,480.0,2660.0,1660.0,190.0,3420.0,2210.0,580.0,1400.0,290.0,2990.0,1480.0,540.0,920.0,1050.0,69114000000.0,2970.0,11424000000.0,490.0,1150.0,1480.0,170.0,1190.0,1370.0,220.0,900.0,170.0,110.0,8720.0,42000.0,46000.0,43030.0,8000.0,6020.0,10150.0,3760.0,50000.0,4000.0,2.4407395382395385
AWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,164093000.0,,,,2631000.0,1828000.0,4739000.0,-280000.0,,1793000.0,4370000.0,3148000.0,,3148000.0,,20370000.0,20370000.0,51690000.0,836000.0,124667000.0,235000.0,21778000.0,10823000.0,824968000.0,522659000.0,40878000.0,5800000.0,43713000.0,11959000.0,449103000.0,90878000.0,7183000.0,8310000.0,13540000.0,,340034000.0,,309558000.0,,,37781000.0,509585000.0,134892000.0,40337000.0,20643000.0,54000.0,469422000.0,252000.0,483171000.0,,39329000.0,692000.0,-1140000.0,1190000.0,-26541000.0,4471000.0,,7763000.0,1940.0,36528200000.0,3010.0,650.0,1580.0,1230.0,11140.0,170.0,670.0,2890.0,960.0,2029.0,3890.0,350.0,4059.0,3790.0,690.0,2260.0,380.0,1050.0,3480.0,420.0,810.0,1710.0,228658000000.0,6100.0,71076000000.0,1900.0,2100.0,2910.0,80.0,120.0,1480.0,100.0,160.0,280.0,-38910.0,12920.0,28000.0,221000.0,1610.0,227000.0,1160.0,7730.0,1010.0,278000.0,124000.0,16.751054834054834
BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBD,-1426000.0,,,,-3978000.0,198000.0,1836000.0,-1025000.0,267000.0,11000.0,,-769000.0,,-769000.0,2467000.0,21111000.0,21111000.0,160735000.0,24284000.0,11246000.0,,176231000.0,2400000.0,307050000.0,1865000.0,26984000.0,14536000.0,2024000.0,,373353000.0,11422000.0,52308000.0,192200000.0,10666000.0,156510000.0,,90114000.0,,,2354000.0,78579000.0,5930000.0,50783000.0,,,26486000.0,452375000.0,,,,-15436000.0,,12250000.0,14000.0,-13776000.0,0.0,0.0,-2578000.0,560.0,92061770000.0,2130.0,260.0,2190.0,260.0,0.0,4750.0,-100.0,165770.0,-100.0,50740.0,2060.0,16780.0,-21360.0,-21360.0,510.0,1120.0,340.0,10.0,41620.0,620.0,520.0,15480.0,194822000000.0,-21990.0,137689000000.0,-15540.0,29740.0,39920.0,50.0,100.0,2770.0,160.0,10.0,630.0,,-210.0,-1724000.0,-13929000.0,,,-10.0,-20.0,-10.0,,,0.3916038961038961
