,2010/Q4,2011/Q4,2012/Q4,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
SP1_yy,,9.19,-5.31,22.14,,,,-2.92,5.36,5.80,8.75,6.97,4.45,2.01,3.14,-1.17,1.45,-36.78,-80.73,-314.53,-327.03,-488.78
SP1_sy,,-9.36,-8.68,6.13,,,,8.54,-2.65,1.05,-11.06,-8.11,4.61,-2.11,5.96,10.67,-2.69,9.14,11.72,-11.55,-5.54,-16.99
SP1_qq,,,,,-4.07,0.31,-2.54,3.52,4.11,0.73,0.17,1.83,1.66,-1.61,1.28,-2.43,4.35,-38.69,-69.13,-1185.99,-10.43,-5.00
SP1_sq,,,,,1.13,0.43,6.10,0.72,-9.29,4.25,-6.62,4.06,3.26,-2.45,1.08,8.68,-9.20,9.42,3.47,-13.96,-3.03,-3.84
SP2,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-0.12,-2.06,31.07,,,,-5.67,-1.31,-3.17,-2.92,-1.38,-2.76,-4.90,-3.74,-8.79,-2.83,-53.70,-77.93,-241.81,-247.11,-431.37
SP2_sy,,-11.98,-4.09,7.02,,,,7.18,6.23,8.08,4.01,-4.81,-0.42,-5.04,-0.73,4.24,6.01,1.46,-0.67,-7.86,-13.52,-8.53
SP2_qq,,,,,-2.96,2.06,-2.28,-2.53,1.52,0.13,-2.02,-0.98,0.09,-2.07,-0.82,-6.18,6.63,-53.34,-52.72,-702.84,-10.61,-5.12
SP2_sq,,,,,-7.45,-2.86,5.65,12.84,-8.26,-1.17,1.67,3.27,-4.03,-5.76,6.29,8.44,-2.40,-9.81,4.06,0.59,-8.39,-4.61
CAR,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-29.47,251.69,144.92,,,,-74.71,-81.87,-74.47,-34.14,2.11,-33.47,217.09,-57.45,-15.20,68.71,-74.05,,-81.18,83.27,265.38
CAR_sy,,-38.86,6.45,33.96,,,,-3.60,-6.89,61.76,8.14,39.66,44.02,-4.83,-1.96,-23.05,-26.51,-4.02,,14.63,-25.27,-14.67
CAR_qq,,,,,-62.11,-54.18,26.82,14.90,-72.84,-35.51,227.22,78.14,-82.30,207.36,-56.09,255.00,-64.79,-52.73,69.23,-33.18,242.86,-5.75
CAR_sq,,,,,-6.61,-37.76,34.98,22.88,-9.80,8.12,-9.76,58.70,-6.98,-28.56,-7.04,24.55,-11.16,-6.70,-9.06,52.07,-42.08,6.54
QR,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,4.47,-4.63,51.77,,,,-4.94,0.28,-13.55,-11.28,-7.24,-9.55,-6.59,-4.21,-8.94,-2.56,-48.74,-58.76,-84.78,-81.18,-67.00
QR_sy,,-2.33,-3.78,2.28,,,,2.15,-2.94,6.61,-4.06,-4.72,6.42,-9.28,0.56,1.29,-9.89,-4.33,-6.22,-3.78,-10.01,-0.14
QR_qq,,,,,-3.85,10.38,-6.14,-4.56,1.42,-4.83,-3.68,-0.22,-1.10,-1.72,-1.23,-5.15,5.82,-48.30,-20.53,-64.99,30.84,-9.35
QR_sq,,,,,4.59,-5.04,6.30,-3.26,-0.61,4.30,-4.34,-3.91,11.00,-11.08,6.03,-3.21,-1.24,-5.60,3.94,-0.70,-7.64,4.75
CR,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,4.89,-6.72,45.16,,,,-5.54,-0.08,-13.47,-8.97,-5.54,-7.69,-7.19,-6.90,-11.27,-5.12,-46.21,-56.70,-84.07,-80.98,-67.53
CR_sy,,-7.77,-4.87,2.70,,,,-2.95,-6.44,2.19,2.11,1.26,13.07,-4.26,9.76,6.53,-7.12,9.94,-6.02,-5.21,-10.09,-14.05
CR_qq,,,,,-3.92,10.57,-6.36,-5.04,1.63,-4.25,-1.49,-1.47,-0.68,-3.72,-1.19,-6.09,6.20,-45.42,-20.46,-65.44,26.74,-6.80
CR_sq,,,,,5.63,-6.29,0.14,-2.09,1.83,2.36,0.06,-2.91,13.71,-13.32,14.71,-5.77,-0.86,2.60,-1.94,-4.96,-5.96,-1.92
PP,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-31.13,268.75,133.77,,,,-74.26,-70.27,-75.28,-34.03,2.17,-53.27,186.86,-54.93,-17.07,98.96,-57.57,-9.09,-80.95,32.03,124.41
PP_sy,,-38.94,6.62,31.47,,,,-11.17,-22.91,23.15,-2.32,74.72,51.87,20.05,17.54,-20.91,-6.50,-31.21,-5.33,-12.85,-26.77,-14.67
PP_qq,,,,,-61.27,-49.03,14.97,13.39,-55.25,-57.63,206.86,75.61,-79.53,160.10,-51.79,223.14,-50.90,-44.53,3.29,-32.27,240.27,-5.72
PP_sq,,,,,1.07,-27.84,3.52,17.65,-12.29,15.29,-17.89,110.43,-23.76,-8.87,-19.60,41.60,-9.88,-32.95,10.63,30.35,-24.26,-21.87
RCLR,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,7.72,-18.85,31.65,,,,25.04,9.29,-11.14,-10.51,-8.58,-8.22,-9.72,-1.70,-8.15,-4.53,-48.27,-59.98,-85.09,-85.74,-75.30
RCLR_sy,,-1.47,0.21,-13.91,,,,16.02,3.79,6.65,6.23,-22.65,-16.16,-16.03,-7.94,15.30,2.16,-6.78,-9.72,-6.81,-19.50,-6.05
RCLR_qq,,,,,21.66,18.98,-7.51,-6.60,6.33,-3.26,-6.85,-4.59,6.76,-4.84,1.43,-10.86,10.96,-48.44,-21.53,-66.80,6.15,-10.70
RCLR_sq,,,,,12.13,-1.13,-2.06,6.85,0.32,1.60,-2.45,-22.21,8.74,1.76,6.94,-2.57,-3.65,-7.14,3.56,0.58,-16.77,8.37
KP,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,17.80,-42.91,214.46,,,,-37.06,-8.18,-37.51,-35.30,-25.24,-36.96,-55.43,-57.24,-131.71,-51.31,-1503.31,-2647.40,-11929.84,-8251.08,-369.58
KP_sy,,-16.16,-9.55,15.70,,,,-9.92,-9.92,-1.40,-19.31,-2.43,10.63,-22.60,13.16,15.72,9.41,25.44,-5.62,-16.44,-22.95,-27.49
KP_qq,,,,,-20.58,31.67,-20.14,-24.64,15.87,-10.40,-17.31,-12.92,-2.30,-36.65,-20.66,-164.58,250.00,-1925.81,-44.02,-204.99,-1.64,-5.18
KP_sq,,,,,-2.96,0.68,10.44,-16.51,-2.95,10.19,-9.62,0.94,10.04,-22.90,32.13,3.23,4.04,-11.61,-0.59,-8.61,-4.06,-16.81
PKKO,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,11.64,-37.72,258.76,,,,-37.58,-12.30,-31.42,-40.80,-36.08,-40.82,-55.92,-52.89,-134.12,-54.57,-1101.76,-1891.43,-6198.62,-5605.28,-552.22
PKKO_sy,,-8.83,6.71,-7.08,,,,-2.39,-2.19,2.46,-13.55,-3.62,7.69,-13.45,-19.20,-5.50,-14.91,-11.22,23.94,-4.72,-22.33,-16.78
PKKO_qq,,,,,-19.39,16.89,-16.44,-20.72,13.27,-8.61,-27.86,-14.40,4.87,-31.93,-22.91,-162.00,239.63,-1600.99,-37.86,-117.99,-22.04,-77.83
PKKO_sq,,,,,-0.74,-6.42,17.95,-10.91,-0.54,-1.97,-0.47,-0.67,11.12,-21.21,-7.09,16.17,0.06,-17.79,29.70,-10.69,-18.43,-11.91
RN,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-29.10,41.41,-22.69,,,,-2.99,1.40,-5.30,-5.62,-7.83,-16.27,-12.24,-16.19,-17.75,-12.29,-27.91,-34.26,-71.48,-99.18,-97.59
RN_sy,,-8.14,-19.38,10.81,,,,1.36,0.90,-5.97,6.44,9.10,8.55,12.85,15.87,2.93,-2.53,-3.00,-7.81,3.69,8.45,3.32
RN_qq,,,,,-3.25,0.45,-0.56,0.38,1.12,-6.19,-0.89,-1.97,-8.14,-1.66,-5.36,-3.80,-2.04,-19.17,-13.69,-58.26,-97.20,138.64
RN_sq,,,,,1.41,4.36,-9.68,6.04,0.96,-2.75,2.23,8.69,0.45,1.10,4.97,-3.45,-4.87,0.61,-0.24,8.60,-0.51,-4.15
CRN,126000,178000,126000,163000,168000,167000,168000,168000,166000,177000,178000,182000,198000,201000,213000,221000,226000,279000,324000,775000,27563000,11577000
CRN_yy,,41.27,-29.21,29.37,,,,3.07,-1.19,5.99,5.95,8.33,19.28,13.56,19.66,21.43,14.14,38.81,52.11,250.68,12096.02,4049.46
CRN_sy,,8.99,23.71,-10.00,,,,-0.93,1.96,5.37,-11.50,-8.41,-6.25,-12.50,-8.00,-3.06,2.56,5.82,8.70,-3.16,-8.00,-4.00
CRN_qq,,,,,3.07,-0.60,0.60,,-1.19,6.63,0.56,2.25,8.79,1.52,5.97,3.76,2.26,23.45,16.13,139.20,3456.52,-58.00
CRN_sq,,,,,-5.56,0.49,10.24,,-2.80,3.85,-7.41,-2.00,-0.51,-3.08,-2.65,3.26,5.26,,,-8.00,,4.35
CPZ,177000,231000,202000,189000,185000,170000,166000,157000,151000,166000,172000,179000,199000,208000,220000,235000,242000,353000,506000,1755000,100806000,62017000
CPZ_yy,,30.51,-12.55,-6.44,,,,-16.93,-18.38,-2.35,3.61,14.01,31.79,25.30,27.91,31.28,21.61,69.71,130.00,646.81,41555.37,17468.56
CPZ_sy,,5.19,38.27,-7.14,,,,-8.97,-11.26,-12.00,-20.65,-8.10,1.12,2.27,15.85,11.88,9.23,14.07,6.67,2.05,1.35,3.25
CPZ_qq,,,,,-2.12,-8.11,-2.35,-5.42,-3.82,9.93,3.61,4.07,11.17,4.52,5.77,6.82,2.98,45.87,43.34,246.84,5643.93,-38.48
CPZ_sq,,,,,-3.21,-0.66,3.33,-8.39,-5.63,-1.49,-6.82,6.10,3.83,-0.37,5.56,2.46,1.37,4.05,-1.30,-1.97,0.67,6.00
RZ,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-28.23,70.01,74.28,,,,5.82,13.20,0.21,-19.06,-33.49,-45.26,-35.22,-17.37,1.10,34.63,20.31,0.55,-18.71,-34.48,-40.58
RZ_sy,,-16.77,-11.30,-25.03,,,,67.10,70.99,38.60,20.67,-2.93,-22.40,1.91,14.33,25.53,31.68,10.72,-22.26,-32.33,-34.93,-29.29
RZ_qq,,,,,-4.46,-3.34,4.39,9.77,2.20,-14.43,-15.69,-9.80,-15.89,1.26,7.55,10.37,12.01,-9.51,-10.11,-10.78,-9.72,-17.94
RZ_sq,,,,,12.65,10.87,16.39,14.95,15.27,-10.13,1.33,-7.53,-7.85,18.03,13.68,1.53,-3.33,-0.75,-20.19,-11.63,-7.04,7.85
CRZ,20000,29000,17000,10000,10000,10000,10000,9000,9000,10000,12000,14000,16000,16000,15000,14000,12000,13000,15000,17000,18000,22000
CRZ_yy,,45.00,-41.38,-41.18,,,,-10.00,-10.00,,20.00,55.56,77.78,60.00,25.00,,-25.00,-18.75,,21.43,50.00,69.23
CRZ_sy,,23.08,12.50,31.48,,,,-40.85,-43.75,,-20.83,4.76,36.11,-5.00,-5.26,,-26.53,-5.26,,52.94,52.78,44.44
CRZ_qq,,,,,,,,-10.00,,11.11,20.00,16.67,14.29,,-6.25,-6.67,-14.29,8.33,15.38,13.33,5.88,22.22
CRZ_sq,,,,,,,,-12.50,,11.11,-5.00,15.79,11.36,,-5.26,-5.56,5.88,,27.78,13.04,5.77,-5.45
RMO,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-27.19,23.01,-17.01,,,,8.36,13.19,8.02,4.03,-6.09,-16.74,-14.13,-16.30,-16.70,-11.00,-26.91,-35.46,-72.23,-99.25,-97.92
RMO_sy,,-2.49,-8.13,-7.67,,,,8.87,7.55,2.02,1.06,-3.41,-5.15,-3.27,-5.24,-8.46,-5.17,-2.63,2.68,2.39,1.67,3.32
RMO_qq,,,,,-0.77,-0.75,2.32,7.54,3.65,-5.29,-1.45,-2.93,-8.11,-2.32,-3.94,-3.40,-1.81,-19.78,-15.17,-58.44,-97.36,123.64
RMO_sq,,,,,0.72,2.79,2.14,2.95,-0.50,-2.50,1.18,-1.60,-2.29,-0.57,-0.89,-4.93,1.23,2.08,4.52,-5.21,0.52,3.74
RMT,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,14.11,-20.62,-9.85,,,,-11.03,-9.01,4.17,9.67,12.88,9.47,4.47,4.24,6.99,15.64,-6.88,-26.37,-74.07,-99.44,-98.67
RMT_sy,,-9.29,-13.79,-2.67,,,,8.69,-5.89,-11.85,8.19,0.37,17.46,15.42,5.27,-12.53,-17.86,-9.12,1.28,25.28,37.68,10.82
RMT_qq,,,,,-1.96,-7.71,-1.42,-0.26,0.28,5.65,3.79,2.66,-2.75,0.82,3.56,5.38,5.11,-18.81,-18.12,-62.89,-97.72,91.76
RMT_sq,,,,,3.90,2.43,-15.36,20.67,-10.04,-4.05,3.88,11.94,5.28,-5.72,-5.26,-6.99,-1.14,4.32,5.58,15.06,8.65,-16.04
RM,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-7.34,-2.69,-12.95,,,,-3.60,-0.67,5.72,7.34,4.76,-2.09,-3.88,-5.35,-4.60,2.14,-19.12,-34.47,-75.49,-99.42,-98.50
RM_sy,,-4.08,-15.37,-5.31,,,,15.72,17.14,7.21,8.99,-5.87,-4.51,-1.98,1.21,-1.50,0.27,-2.85,-6.98,9.71,4.90,3.18
RM_qq,,,,,-1.46,-4.86,0.08,2.74,1.54,1.26,1.62,0.27,-5.11,-0.59,0.06,1.07,1.59,-21.27,-18.93,-62.19,-97.61,104.65
RM_sq,,,,,-4.48,7.60,-1.79,14.65,-3.31,-1.52,-0.17,-0.97,-1.92,1.08,3.08,-3.62,-0.15,-2.07,-1.30,13.67,-4.53,-3.68
COP,146000,207000,143000,173000,178000,177000,178000,177000,175000,187000,190000,196000,214000,217000,228000,235000,238000,292000,339000,792000,27581000,11599000
COP_yy,,41.78,-30.92,20.98,,,,2.31,-1.69,5.65,6.74,10.73,22.29,16.04,20.00,19.90,11.21,34.56,48.68,237.02,11488.66,3872.26
COP_sy,,1.48,17.15,1.56,,,,-7.36,-5.96,-2.70,-11.99,-12.58,-8.10,-14.24,-7.39,-3.79,-2.68,9.31,22.69,7.09,10.24,
COP_qq,,,,,2.89,-0.56,0.56,-0.56,-1.13,6.86,1.60,3.16,9.18,1.40,5.07,3.07,1.28,22.69,16.10,133.63,3382.45,-57.95
COP_sq,,,,,-7.36,-1.99,-1.35,3.42,-5.96,1.41,-10.76,2.72,-1.14,-5.36,-3.64,6.72,,6.30,8.15,-6.85,2.94,-3.57
CSP,-31000,-24000,-59000,-16000,-7000,7000,12000,20000,24000,21000,18000,17000,15000,9000,8000,0,-4000,-61000,-167000,-963000,-73225000,-50418000
CSP_yy,,22.58,-145.83,72.88,,,,225.00,442.86,200.00,50.00,-15.00,-37.50,-57.14,-55.56,-100.00,-126.67,-777.78,-2187.50,,-1830525.00,-82552.46
CSP_sy,,-9.68,-50.00,-100.00,,,,,,20.00,-20.83,-52.94,-67.86,-77.78,-57.89,-112.50,-233.33,-50.00,-75.00,,-50.00,-1000.00
CSP_qq,,,,,56.25,200.00,71.43,66.67,20.00,-12.50,-14.29,-5.56,-11.76,-40.00,-11.11,-100.00,,-1425.00,-173.77,-476.65,-7503.84,31.15
CSP_sq,,,,,,,-20.00,41.67,-17.65,28.57,-47.22,-15.79,-43.75,-11.11,,-125.00,,133.33,-50.00,-850.00,-20.00,-100.00
