,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q4,2017/Q4
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,128.70,-29.38,,,,-36.67,6.18,-32.19,-59.91,-327.07,-140.98,-176.94,151.32,202.17,470.99,376.87,26.09,12.51,-3.73,-4.74,-5.38,94.09,12.90,-12.82,-60.03,-22.27
OSF_sy,,-6.92,3.46,,,,-11.35,-8.95,-14.35,14.51,0.30,-2.55,-6.59,-7.47,7.11,20.43,13.56,3.34,10.51,5.82,6.40,2.27,4.10,2.60,7.63,-0.91,-6.90
OSF_qq,,,,-13.69,25.37,20.42,-51.40,44.72,-19.94,-28.81,-375.28,73.88,-50.33,332.54,11.91,-5.17,12.19,5.90,-0.13,-18.86,11.02,5.19,104.85,-52.81,-14.27,,
OSF_sq,,,,-8.39,17.88,-14.62,-3.86,-5.91,10.90,14.15,-15.79,-8.59,6.31,13.07,-2.52,2.77,0.24,2.90,4.24,-1.58,0.79,-1.09,6.11,-3.00,5.72,,
NetDebt,3562000000000,4112000000000,41829000000,79597000000,70555000000,78062000000,75599000000,80854000000,80371000000,79454000000,60941000000,55619000000,46459000000,18170000000,23425095000,20319000000,18869362000,19718097000,22208439000,19218311000,17090135000,17137050000,3639230000,4019994000,2134580000,963037000000,124079000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-46.71,108.02,,,,-330.82,5.56,-293.02,-197.53,65.47,-1094.37,80.76,84.70,167.83,162.91,162.68,425.09,282.34,-426.74,-2266.26,-48.15,-105.68,90.11,99.28,1110.41,-111.35
NetDebtEBITDA_sy,,-14.34,-0.12,,,,-4.44,-8.14,-12.04,-32.06,13.38,45.97,16.15,75.37,37.10,34.69,55.05,55.53,9.13,-9.47,20.79,0.84,-34.40,-32.38,-41.55,135.34,-32.55
NetDebtEBITDA_qq,,,,-107.84,2057.24,81.95,-182.70,96.79,-3900.30,8.06,70.72,-10.91,35.55,26.90,229.82,2.86,-35.79,279.17,52.68,-187.90,-325.71,109.07,-116.71,-53.22,69.19,,
NetDebtEBITDA_sq,,,,-18.32,9.26,13.12,-5.34,-21.48,4.62,-12.63,57.98,1.08,-16.75,31.91,23.50,-0.69,-4.16,32.31,-13.34,-17.61,27.87,10.46,-43.63,-15.07,10.52,,
DebtFin,2310000000000,3124000000000,22926000000,48211000000,48190000000,42916000000,43388000000,49494000000,47089000000,44955000000,34452000000,33144000000,26453000000,5939000000,7570377000,6510000000,6517823000,7360742000,7966580000,6443222000,5591202000,5797424000,-645465000,-763264000,-1570087000,-109078000000,-416588000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-37.57,50.08,,,,-341.70,4.57,-265.58,-200.37,65.99,-1062.71,81.30,91.16,138.78,133.82,138.02,471.27,324.39,-441.92,-2151.82,-53.02,-97.19,105.60,101.61,-745.45,436.35
DebtFinEBITDA_sy,,-66.32,-69.98,,,,415.73,-211.55,-411.94,-1984.77,96.87,519.20,1006.50,826.91,-1.24,55.01,14.09,53.58,29.31,3.48,136.46,20.04,-82.14,-70.29,-60.83,693.19,-2.97
DebtFinEBITDA_qq,,,,-108.66,2306.71,46.46,-186.34,96.58,-3728.77,11.22,70.74,-16.92,38.42,58.03,228.35,1.97,-30.78,309.79,46.71,-182.15,-315.41,109.38,-91.24,64.07,19.32,,
DebtFinEBITDA_sq,,,,56.37,-85.59,-65.99,6631.79,-133.82,59.71,-105.49,803.16,-27.98,-12.89,64.78,-4.47,13.03,-35.88,121.81,-19.56,-9.54,46.51,12.60,-88.03,50.48,93.19,,
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,79.55,-13.40,,,,-57.24,-30.74,-64.94,-65.80,-274.30,-136.66,-189.98,361.37,240.94,649.80,452.82,-21.08,4.44,23.16,19.15,21.95,207.90,15.27,46.56,-43.83,35.40
SP1_sy,,12.40,13.63,,,,-3.14,7.83,5.87,-5.67,-9.99,-21.52,-18.64,-14.89,-2.48,-6.15,-6.05,3.50,-2.14,1.42,-1.60,-6.35,-9.25,-9.07,-10.69,-0.80,3.28
SP1_qq,,,,-13.27,23.32,-14.72,-53.13,40.49,-37.58,-16.80,-338.91,70.45,-53.21,526.61,-27.02,15.26,-1.68,-4.57,-3.43,35.91,-4.88,-2.32,143.82,-49.12,20.94,,
SP1_sq,,,,5.38,-4.00,1.44,-5.61,17.31,-5.74,-9.62,-9.93,2.28,-2.28,-5.45,3.20,-1.57,-2.18,4.16,-2.43,2.02,-5.09,-0.87,-5.44,2.21,-6.78,,
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-7.21,0.23,,,,-23.73,-28.01,-28.15,-7.45,-90.99,-70.42,-64.81,19.06,1028.12,249.60,218.94,-15.48,-0.24,8.50,6.42,6.10,85.19,-1.86,6.70,-39.51,25.06
SP2_sy,,5.45,-1.54,,,,4.59,-9.41,-9.06,-2.86,-7.67,-4.54,-0.64,5.13,1.17,-1.43,-4.55,-1.67,4.03,5.46,3.87,1.59,-0.94,-3.34,-0.34,-6.58,-0.29
SP2_qq,,,,17.08,-10.84,-15.98,-13.03,10.51,-11.02,8.23,-91.54,262.98,5.85,266.16,-19.81,12.48,-3.43,-2.97,-5.35,22.34,-5.29,-3.26,65.21,-35.17,2.98,,
SP2_sq,,,,14.91,-4.00,-10.98,6.51,-0.46,-3.63,-4.92,1.24,2.90,0.30,0.61,-2.57,0.25,-2.86,3.64,3.08,1.63,-4.32,1.35,0.52,-0.83,-1.35,,
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,35.47,88.18,,,,-55.21,-69.11,-77.77,16.68,-21.94,-63.82,5.49,149.97,28.11,441.21,120.14,-71.72,-47.90,-18.67,25.19,93.34,268.46,48.72,93.62,-34.81,652.76
CAR_sy,,206.13,-15.66,,,,-15.74,3.18,10.55,30.76,34.22,-27.40,-12.45,66.37,17.58,120.23,18.99,-9.54,-22.47,-22.50,-32.10,24.12,3.63,-25.67,20.97,-9.46,39.31
CAR_qq,,,,91.92,16.86,-69.04,-35.49,32.36,-15.90,62.47,-56.84,-38.64,145.19,284.98,-77.88,159.22,-0.27,-50.54,-59.25,304.62,53.52,-23.62,-22.33,63.31,99.87,,
CAR_sq,,,,15.41,16.86,-58.50,50.53,41.32,25.20,-50.91,54.52,-23.57,51.00,-6.71,9.20,43.17,-18.42,-29.08,-6.41,43.10,-28.52,29.65,-21.86,2.64,16.34,,
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,22.26,-25.57,,,,-48.59,-55.44,-53.30,-0.71,-61.51,-39.15,-30.55,79.28,127.80,146.89,99.91,-61.82,-5.36,37.06,44.04,67.83,1.63,-14.92,7.86,70.23,103.54
QR_sy,,82.78,-30.62,,,,-6.85,-26.62,0.68,-3.19,-1.18,28.09,11.07,31.61,-7.82,-19.20,-24.51,-8.81,17.96,42.04,18.06,7.44,-3.83,-5.57,0.74,-6.70,1.62
QR_qq,,,,9.99,-15.34,-30.00,-21.13,-4.66,-11.28,48.84,-69.42,50.70,1.26,284.24,-61.15,63.33,-18.01,-26.61,-3.70,136.53,-13.83,-14.50,-41.68,98.01,9.24,,
QR_sq,,,,20.16,-15.73,-20.98,16.42,-5.35,15.62,-24.01,18.83,22.68,0.27,-9.96,-16.77,7.53,-6.32,8.76,7.67,29.48,-22.14,-1.02,-3.62,27.14,-16.94,,
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,18.24,-18.83,,,,-33.90,-48.50,-43.03,-11.50,-54.83,-52.31,-33.10,94.18,121.29,169.12,127.66,-45.03,-3.24,27.02,23.85,23.62,-7.89,-17.60,-0.36,35.64,73.16
CR_sy,,28.92,-19.02,,,,13.31,-6.55,3.61,-4.03,-16.43,-9.43,-2.48,9.04,3.32,-4.61,-19.55,-3.21,9.84,19.25,8.91,-13.17,-6.21,1.68,-0.48,-16.55,-0.12
CR_qq,,,,41.51,-31.41,-17.74,-17.21,10.25,-24.12,27.78,-57.74,16.39,6.44,270.93,-51.84,41.55,-9.96,-10.44,-15.23,85.83,-12.21,-10.61,-36.84,66.24,6.16,,
CR_sq,,,,23.24,-9.97,-5.33,7.88,1.64,-0.19,-12.32,-6.05,10.15,7.47,-1.96,-10.98,1.70,-9.36,17.95,1.02,10.41,-17.22,-5.97,9.13,19.70,-18.98,,
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,41.88,142.74,,,,-58.97,-69.11,-79.45,-5.40,-36.11,-62.30,11.97,154.13,26.49,419.68,107.56,-59.80,-47.80,-18.66,25.17,33.84,267.75,48.65,93.50,-34.81,652.76
PP_sy,,146.55,-48.89,,,,0.91,-2.95,8.84,100.93,25.92,24.05,-4.71,14.11,5.08,28.92,2.62,-12.79,-20.32,-22.53,-32.09,11.68,-0.31,-8.80,10.26,6.87,1.17
PP_qq,,,,42.06,26.45,-64.71,-35.27,6.96,-15.90,62.47,-56.29,-36.88,149.80,268.73,-78.24,159.32,-0.23,-28.58,-71.75,304.03,53.54,-23.64,-22.37,63.31,99.87,,
PP_sq,,,,21.58,18.94,-58.05,66.32,16.94,33.39,-22.55,4.23,15.20,2.47,-7.26,-4.01,41.33,-18.44,-21.18,-12.30,37.42,-28.50,29.61,-21.72,25.72,-13.56,,
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,20.81,-49.14,,,,-21.78,-43.22,3.91,25.01,-61.36,-25.41,-47.35,78.67,102.07,75.87,102.44,-59.90,9.50,59.48,50.33,77.10,-9.65,-21.40,-23.79,76.76,-17.14
RCLR_sy,,14.06,15.50,,,,-6.71,-4.94,-1.59,-12.34,-6.36,-2.57,39.18,-3.16,-4.60,-5.46,0.81,-5.24,-4.32,8.25,-12.81,-6.74,-2.83,-14.83,-7.42,8.31,-9.05
RCLR_qq,,,,15.00,-47.55,-3.22,33.99,-16.52,-4.02,16.43,-58.59,61.16,-32.25,295.12,-53.16,40.26,-22.02,-21.73,27.89,104.30,-26.49,-7.79,-34.75,77.72,-28.73,,
RCLR_sq,,,,15.04,-38.34,34.55,-2.25,17.22,-36.17,19.85,4.43,21.96,-8.81,-16.61,2.87,20.86,-2.77,-21.61,3.87,36.73,-21.69,-16.15,8.22,19.85,-14.87,,
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-14.18,-16.22,,,,-172.89,-113.08,-247.38,-1446.15,-792.91,-1566.14,-265.79,462.57,91.56,109.92,103.59,-108.04,-5.56,141.69,337.86,450.98,49.39,-48.55,16.15,114.80,4300.00
KP_sy,,142.72,-43.02,,,,45.21,-14.43,-8.84,-22.17,-50.21,-22.82,-7.05,65.98,6.21,-27.34,-66.59,-22.28,39.44,108.69,167.56,4.90,-24.66,-36.11,-22.33,-71.34,-14.18
KP_qq,,,,125.23,-62.27,-96.41,-2488.46,59.58,-325.10,67.20,-1484.29,24.58,6.67,132.51,-136.88,188.68,-66.27,-172.86,-384.31,303.04,-38.88,-41.60,-169.83,306.40,37.98,,
KP_sq,,,,75.84,-28.95,-31.15,68.81,3.62,-24.31,-41.21,7.99,60.62,-8.84,4.97,-30.90,9.89,-58.08,144.15,23.98,64.46,-46.25,-4.28,-10.95,39.47,-34.66,,
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,63.05,-19.90,,,,-150.86,53.48,-286.58,-978.10,-439.23,-6122.05,-31.25,800.22,81.59,126.01,112.03,-109.25,9596.70,-3880.68,-737.16,3936.01,-95.49,97.90,-155.11,-103.59,4497.04
PKKO_sy,,212.74,-68.27,,,,-0.05,10.08,-39.77,-144.65,-96.98,-83.45,-50.63,2049.32,112.70,-63.83,73.08,-35.38,208.21,93.75,-79.14,-69.71,56.66,-189.08,-183.43,-134.62,221.88
PKKO_qq,,,,-107.85,1106.96,-96.18,-1784.76,92.82,-3938.58,82.02,-934.60,17.16,14.81,195.90,-127.20,217.03,-60.58,-173.70,28033.33,-146.59,93.36,543.73,-67.15,-121.64,-708.72,,
PKKO_sq,,,,51.15,-0.25,-89.61,538.23,66.46,-45.42,-107.70,143.15,812.70,62.78,204.06,-95.29,55.22,678.85,13.52,-77.54,-2.42,-16.13,64.79,16.16,-155.49,21.45,,
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,31.39,-18.78,,,,45.39,104.47,-4.00,7.32,27.78,-1.61,-13.55,-40.87,-27.97,-9.56,24.26,93.27,-64.99,-106.87,-124.64,-73.07,-14.02,688.04,284.75,87125.77,-99.62
RN_sy,,-2.14,-1.33,,,,7.97,12.84,10.30,15.47,3.36,-2.91,-4.71,-10.90,-10.30,-0.75,-9.43,-10.27,-11.31,-14.97,-12.99,-3.83,-2.84,-1.08,7.77,12.72,-11.42
RN_qq,,,,-3539.27,104.65,-2.38,-6.84,5.84,-0.27,9.14,10.91,-18.50,-12.37,-25.35,35.11,2.34,20.39,16.10,-75.52,-120.07,-331.94,226.90,-21.86,37.28,35.70,,
RN_sq,,,,-6.30,3.30,1.25,10.17,-2.08,0.97,6.00,-1.38,-8.02,-0.90,-0.88,-0.71,1.78,-9.57,-1.81,-1.87,-2.42,-7.46,8.53,-0.87,-0.65,0.82,,
CRN,216000,164000,202000,-6000,127000,130000,139000,131000,132000,121000,109000,134000,152000,204000,151000,148000,123000,106000,432000,-2151000,-498000,392000,502000,366000,270000,1000,153000
CRN_yy,,-24.07,23.17,,,,-31.19,2283.33,3.94,-6.92,-21.58,2.29,15.15,68.60,38.53,10.45,-19.08,-48.04,186.09,-1553.38,-504.88,269.81,16.20,117.02,154.22,-99.80,15200.00
CRN_sy,,2.00,1.96,,,,-6.73,,-9.26,-13.21,-4.12,4.08,5.10,13.04,12.90,1.96,10.68,10.58,11.43,9.62,3.51,4.35,3.42,7.02,1.69,-10.74,11.11
CRN_qq,,,,-102.97,2216.67,2.36,6.92,-5.76,0.76,-8.33,-9.92,22.94,13.43,34.21,-25.98,-1.99,-16.89,-13.82,307.55,-597.92,76.85,178.71,28.06,-27.09,-26.23,,
CRN_sq,,,,-5.77,10.20,-1.85,-8.49,1.03,,-6.12,1.09,9.68,0.98,0.97,0.96,-0.95,9.62,0.88,1.74,-2.56,3.51,1.69,0.83,0.83,-1.64,,
CPZ,184000,116000,281000,-8000,203000,227000,255000,278000,275000,240000,276000,365000,478000,669000,414000,359000,206000,221000,878000,-3722000,-786000,558000,666000,551000,437000,1000,241000
CPZ_yy,,-36.96,142.24,,,,-9.25,3575.00,35.47,5.73,8.24,31.29,73.82,178.75,50.00,-1.64,-56.90,-66.97,112.08,-1136.77,-481.55,152.49,-24.15,114.80,155.60,-99.85,24000.00
CPZ_sy,,4.00,13.46,,,,-25.42,-9.09,-13.20,-7.32,7.39,-10.00,-9.22,-17.11,2.12,2.53,13.20,13.76,6.22,-13.79,-20.18,-18.60,-7.80,11.43,12.36,-4.76,20.56
CPZ_qq,,,,-102.85,2637.50,11.82,12.33,9.02,-1.08,-12.73,15.00,32.25,30.96,39.96,-38.12,-13.29,-42.62,7.28,297.29,-523.92,78.88,170.99,19.35,-17.27,-20.69,,
CPZ_sq,,,,2.54,3.31,-1.60,-28.46,25.00,-1.36,5.07,-17.11,4.76,-0.51,-4.06,2.12,5.18,9.85,-3.59,-4.65,-14.63,1.71,-1.69,8.00,3.17,2.56,,
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,281.82,-76.63,,,,-66.96,106.28,-17.10,80.33,40.86,150.70,195.29,-45.69,-16.21,-71.09,-73.81,-35.22,-89.56,-106.22,-129.95,-54.74,60.00,757.84,361.72,2160288.67,-81.76
RZ_sy,,36.55,-7.13,,,,-41.39,-7.31,18.70,67.12,-1.61,120.24,68.79,2.15,-19.06,-36.07,-32.52,-16.53,13.74,33.67,49.03,55.13,95.33,66.13,6.12,2.14,51.79
RZ_qq,,,,-619.17,106.52,-7.12,5.16,-1.24,-14.07,102.04,-17.85,75.78,1.22,-62.84,26.74,-39.34,-8.33,-8.08,-79.57,-136.13,-341.27,238.92,-27.77,48.56,75.55,,
RZ_sq,,,,-64.99,-3.92,-6.86,87.05,-44.63,23.05,31.14,10.12,23.94,-5.70,-20.63,-12.74,-2.11,-0.47,-1.83,18.91,15.04,10.97,2.19,49.72,-2.16,-29.11,,
CRZ,16000,4000,18000,-4000,54000,59000,56000,56000,66000,32000,40000,22000,22000,60000,47000,78000,85000,92000,452000,-1250000,-283000,204000,282000,190000,108000,0,0
CRZ_yy,,-75.00,350.00,,,,211.11,1500.00,22.22,-45.76,-28.57,-60.71,-66.67,87.50,17.50,254.55,286.36,53.33,861.70,-1702.56,-432.94,121.74,-37.61,115.20,138.16,-100.00,
CRZ_sy,,-26.09,5.88,,,,83.33,69.70,-12.04,-39.66,-1.52,-53.57,-40.00,-2.86,21.54,59.62,45.61,26.47,-13.92,-57.83,-59.04,-39.53,-47.06,2.86,47.06,,
CRZ_qq,,,,-122.22,1450.00,9.26,-5.08,,17.86,-51.52,25.00,-45.00,,172.73,-21.67,65.96,8.97,8.24,391.30,-376.55,77.36,172.08,38.24,-32.62,-43.16,,
CRZ_sq,,,,83.33,63.64,7.41,-43.10,,-15.18,-26.32,-7.14,-20.00,,19.30,16.18,5.06,,3.61,-20.93,-48.53,-2.86,52.94,-30.77,,38.89,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,34.26,-49.11,,,,16.99,104.19,20.21,47.85,60.53,35.67,-3.62,-39.64,-23.49,-26.67,3.57,50.76,-71.76,-107.09,-126.92,-66.52,3.67,717.78,281.38,75790.82,-99.74
RMO_sy,,6.87,-8.31,,,,10.11,20.36,16.72,14.57,10.73,11.96,9.04,0.49,-11.07,-13.93,-13.14,-13.72,-10.02,-5.71,-5.66,-2.72,2.26,-0.25,2.32,9.72,-22.06
RMO_qq,,,,-3115.96,104.11,-3.52,-2.24,8.05,17.96,18.67,6.14,-8.68,-16.20,-25.69,34.54,-12.47,18.35,8.18,-74.80,-121.97,-349.29,234.54,-21.96,30.95,31.92,,
RMO_sq,,,,-9.53,3.93,6.48,9.98,-1.11,0.78,4.52,6.29,-0.01,-1.85,-3.67,-5.94,-3.22,-0.94,-4.32,-1.89,1.41,-0.89,-1.34,3.13,-1.08,1.67,,
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-44.95,-11.77,,,,-3.40,102.75,-34.87,-1.86,14.59,16.19,15.19,-27.39,-16.71,-27.82,-22.57,-3.66,-80.86,-105.45,-124.81,-64.09,22.77,741.67,286.00,84527.37,-99.59
RMT_sy,,5.09,0.53,,,,11.71,2.45,-22.98,0.64,-0.96,9.15,15.73,3.06,-21.22,-20.08,-22.27,-19.12,-10.88,-7.27,-3.50,-7.56,-6.40,-2.76,0.36,6.01,-7.08
RMT_qq,,,,-3345.54,104.04,-18.94,-9.13,-7.63,-4.27,22.13,6.10,-6.34,-5.09,-23.01,21.71,-18.83,1.82,-4.22,-75.82,-123.10,-363.89,238.62,-17.33,20.71,34.47,,
RMT_sq,,,,-6.18,22.68,-18.94,19.74,-13.96,-7.77,5.92,17.83,-5.18,-2.21,-5.67,-9.93,-3.80,-4.89,-1.85,-0.76,0.09,-1.02,-5.97,0.49,3.98,2.15,,
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-22.47,-26.99,,,,2.29,103.17,-17.32,14.47,29.95,24.01,9.17,-31.40,-18.79,-27.49,-15.76,9.25,-78.77,-105.84,-125.33,-64.70,0.31,617.81,239.74,96370.61,-99.65
RM_sy,,1.81,0.54,,,,9.58,5.89,-2.38,1.61,3.32,11.10,21.63,9.77,-16.04,-16.92,-18.69,-16.50,-13.90,-5.36,-9.59,-10.08,-4.24,-7.05,-0.59,17.46,-20.54
RM_qq,,,,-3248.02,103.97,-12.50,-6.52,-2.57,3.76,21.13,6.12,-7.02,-8.66,-23.88,25.62,-16.99,6.13,-1.28,-75.58,-122.81,-360.73,237.56,-30.62,17.76,24.34,,
RM_sq,,,,-7.05,-1.25,1.25,17.90,-10.17,-8.97,5.39,19.89,-3.41,-0.34,-4.88,-8.31,-4.42,-2.47,-2.31,-5.46,5.07,-6.82,-2.84,0.67,1.99,-0.35,,
COP,232000,168000,220000,-10000,181000,189000,195000,187000,198000,153000,149000,156000,174000,264000,198000,226000,208000,198000,884000,-3401000,-781000,596000,784000,556000,378000,,
COP_yy,,-27.59,30.95,,,,-11.36,1970.00,9.39,-19.05,-23.59,-16.58,-12.12,72.55,32.89,44.87,19.54,-25.00,346.46,-1604.87,-475.48,201.01,-11.31,116.35,148.40,,
COP_sy,,2.72,-10.05,,,,-4.12,16.67,-14.47,-12.61,0.61,-31.43,-27.18,-23.71,3.66,27.78,26.76,26.35,3.53,-23.91,-21.11,-18.72,-10.23,8.57,18.31,,
COP_qq,,,,-104.55,1910.00,4.42,3.17,-4.10,5.88,-22.73,-2.61,4.70,11.54,51.72,-25.00,14.14,-7.96,-4.81,346.46,-484.73,77.04,176.31,31.54,-29.08,-32.01,,
COP_sq,,,,5.88,26.67,-2.63,-26.58,28.83,-7.14,-0.51,-15.46,-12.20,-1.39,4.23,14.86,8.24,-2.17,3.89,-5.88,-20.45,1.43,7.04,3.95,-3.80,10.53,,
CSP,48000,52000,-61000,-2000,-22000,-38000,-60000,-91000,-77000,-87000,-127000,-209000,-304000,-405000,-216000,-133000,2000,-23000,6000,321000,5000,38000,118000,5000,-59000,,
CSP_yy,,8.33,-217.31,,,,1.64,-4450.00,-250.00,-128.95,-111.67,-129.67,-294.81,-365.52,-70.08,36.36,100.66,94.32,102.78,341.35,150.00,265.22,1866.67,-98.44,-1280.00,,
CSP_sy,,-50.00,-20.83,,,,65.52,121.43,36.36,27.78,-140.00,-600.00,57.14,15.38,29.17,20.00,-83.33,-72.73,-41.18,-75.00,-172.73,-36.84,-16.67,9.52,-93.33,,
CSP_qq,,,,96.72,-1000.00,-72.73,-57.89,-51.67,15.38,-12.99,-45.98,-64.57,-45.45,-33.22,46.67,38.43,101.50,-1250.00,126.09,5250.00,-98.44,660.00,210.53,-95.76,-1280.00,,
CSP_sq,,,,3.45,21.43,18.18,44.44,160.00,-333.33,7.14,-84.62,-25.00,80.00,-83.33,-54.55,-41.18,54.17,-72.73,-26.32,-75.00,28.57,13.33,-7.69,-35.71,-52.63,,
