,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PZAT_qq,,,32.64,32.34,7.59,-14.02,1.57,12.13,-25.48,-8.60,92.11,-25.44,-2.96,-53.90,-1.49,-2.45,-27.94,22.73,5.78,58.90,-30.41,23.01,1.47,103.39,-47.20,11.95,94.28,3.79
PZAT_sq,,,-9.42,-12.83,-47.64,54.51,-7.88,-31.20,32.00,-48.40,149.91,-7.71,-0.48,-74.92,106.53,-0.13,-7.81,-52.11,261.86,5.66,-32.02,-53.03,24.28,103.39,-4.65,-38.00,13.37,10.14
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,4.68,,,,-42.44,-28.61,-30.63,0.86,38.18,13.87,17.63,13.38,10.72,56.36,52.10,13.39,2.36,-14.36,-32.70,-10.58,-7.28,-6.40,-7.60,-3.49,2.20,-11.50,11.73
PELDR_sy,,3.73,,,,-22.75,-5.10,-10.94,-2.15,13.39,9.84,6.39,1.15,6.95,6.38,10.93,4.23,-2.87,-3.29,-4.43,-0.11,-2.70,-0.96,2.38,2.02,1.65,4.83,1.35
PELDR_qq,,,-15.07,4.57,-16.63,-22.26,5.35,1.61,21.22,6.50,-13.19,4.96,16.84,4.00,22.60,2.10,-12.89,-6.12,2.58,-19.77,15.74,-2.66,3.55,-20.80,20.89,3.08,-10.33,-0.01
PELDR_sq,,,-12.99,5.35,-0.17,-15.58,6.89,-1.13,9.68,-2.17,3.54,-4.24,4.28,3.44,2.99,-0.14,-2.02,-3.61,2.55,-1.33,2.41,-6.11,4.38,2.01,2.05,-6.45,7.64,-1.37
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,-34.59,-27.58,-19.67,0.24,36.23,8.89,15.06,-0.56,-12.93,29.69,20.41,21.23,18.68,-2.64,-25.34,-13.05,-5.65,-3.14,-6.15,-2.79,3.75,-8.11,11.90
TSF_sy,,,,,,-31.13,-14.74,-26.17,15.04,44.44,11.71,31.20,0.13,1.92,11.95,11.82,6.47,-6.93,-1.68,0.26,-5.69,-4.36,-4.98,-10.01,-11.70,-2.02,-3.51,-2.88
TSF_qq,,,-6.11,-7.35,-2.92,-22.54,3.95,2.77,21.14,5.26,-16.91,8.60,4.69,-7.82,23.75,0.83,5.40,-9.77,1.53,-22.68,22.76,-2.10,4.24,-25.09,27.15,4.49,-7.68,-8.77
TSF_sq,,,-2.59,-3.59,-11.78,-16.87,20.59,-16.51,37.45,4.38,-6.74,-1.95,4.90,6.24,2.44,-2.06,-0.11,-7.13,8.22,-0.12,-6.04,-5.83,7.52,-5.42,-7.80,4.49,5.90,-4.80
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-42.15,,,,88.17,37.97,92.72,11.10,-20.92,-14.24,-3.05,-31.05,-3.81,-36.48,-46.61,3.57,-24.83,8.19,21.49,0.34,2.91,2.30,0.06,-8.01,-10.53,-2.54,-8.46
ZKO_sy,,-19.20,,,,112.53,32.48,19.48,36.57,-4.26,-8.39,14.60,-16.07,-11.05,-3.00,-24.12,-28.90,-25.29,-24.13,-24.09,-25.85,-15.33,-21.34,-4.67,21.19,-13.46,15.45,-23.52
ZKO_qq,,,26.57,-29.45,62.69,29.52,-7.19,-1.45,-6.21,-7.81,0.64,11.41,-33.30,28.61,-33.54,-6.37,29.40,-6.65,-4.35,5.15,6.87,-4.26,-4.92,2.85,-1.75,-6.88,3.57,-3.39
ZKO_sq,,,49.87,-3.89,0.87,46.28,-6.58,-13.32,15.29,2.55,-10.61,8.43,-15.57,8.69,-2.52,-15.18,-20.89,14.21,-1.01,-15.13,-22.72,30.41,-8.03,2.85,-1.75,-6.88,22.69,-31.87
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-6.10,,,,15.46,-3.93,28.04,0.51,11.90,14.96,17.79,-13.07,-10.78,-23.14,-32.03,3.74,-4.95,7.13,-0.32,-5.00,3.02,4.15,3.57,-0.98,-1.00,2.79,4.29
OSF_sy,,-10.71,,,,21.43,6.66,21.92,28.59,20.41,23.15,20.05,-2.83,-8.63,11.42,-0.05,-1.37,-8.09,-15.36,-10.32,-6.33,-7.30,-1.04,-21.26,-8.24,-5.88,-18.00,-10.23
OSF_qq,,,19.91,-19.11,35.05,-11.86,-0.23,7.80,6.02,-1.86,2.50,10.46,-21.76,0.73,-11.70,-2.33,19.41,-7.71,-0.47,-9.13,13.81,0.08,0.62,-9.63,8.80,0.06,4.48,-8.31
OSF_sq,,,11.36,-3.81,4.49,8.48,-2.18,9.96,10.21,1.59,0.04,7.19,-10.80,-4.47,21.99,-3.84,-11.98,-10.98,12.33,1.89,-8.07,-11.90,19.92,-18.92,7.12,-9.63,4.47,-11.24
NetDebt,15693000000,13616000000,14859000000,11909000000,15001000000,14404000000,14028000000,12762938000,10976845000,10772401000,11555095000,11909676000,9593934000,9873248000,8069686000,7200926000,9411454000,9979263000,9935695000,11394685000,11360197000,11264038000,10333337000,12279759000,10683041000,9335577000,9935283000,11921261000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,73.82,,,,-153.67,-140.88,-133.74,-111.23,248.31,294.52,298.37,247.19,142.67,-17.43,-30.69,-15.57,-75.64,-45.93,-25.67,-34.21,4.86,-6.22,14.95,1.09,-15.83,6.87,-7.66
NetDebtEBITDA_sy,,96.41,,,,35.86,-18.27,-15.92,-72.42,-17.56,12.63,30.21,43.63,-9.11,-33.64,-44.20,-37.25,-30.50,-34.67,-33.95,-23.39,21.65,-12.60,14.95,1.09,-26.94,56.22,37.32
NetDebtEBITDA_qq,,,34.95,9.52,266.70,-109.90,-2.79,9.61,-22.11,230.73,34.81,-7.82,-9.40,115.53,-54.13,-22.63,10.38,-37.81,1.80,6.38,-2.31,-0.88,-8.96,30.39,-14.09,-17.48,15.60,12.66
NetDebtEBITDA_sq,,,38.75,-8.98,107.02,-48.04,-16.54,-6.36,-32.10,55.34,14.03,8.26,-25.10,-1.71,-16.74,-8.97,-15.77,8.87,-21.74,-7.96,-2.31,72.89,-43.77,21.04,-14.09,24.95,20.22,6.40
DebtFin,10674000000,9162000000,10338000000,7784000000,11177000000,10483000000,9111000000,8178197000,7181735000,6128882000,6827426000,5748093000,5353308000,4017081000,2151954000,1921069000,4387120000,4036450000,4429366000,3175588000,5140280000,4506963000,4280462000,3234280000,4146189000,2753669000,2852509000,2446222000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,71.96,,,,-158.05,-138.16,-133.07,-109.87,215.95,276.96,249.42,225.53,73.53,-62.73,-61.69,-29.47,-75.78,-9.61,-22.34,-36.13,3.71,-12.85,8.64,-13.29,-37.95,-25.93,-28.06
DebtFinEBITDA_sy,,14.73,,,,71.80,-79.81,-254.38,-73.48,46.67,367.69,335.83,241.85,1.45,-41.43,-58.22,-52.72,-61.73,-54.14,-50.76,-54.90,11.12,-10.22,8.64,49.18,-44.74,9.40,-30.93
DebtFinEBITDA_qq,,,39.53,2.89,318.02,-109.67,8.27,10.83,-24.68,213.68,40.00,-24.71,4.75,57.15,-69.94,-22.60,92.87,-46.03,12.18,-33.50,58.62,-12.36,-5.73,-17.10,26.60,-37.29,12.52,-19.47
DebtFinEBITDA_sq,,,237.22,-77.48,257.30,-36.69,-60.37,-272.20,161.37,250.19,26.38,-13.17,-11.04,3.92,-27.04,-38.06,0.66,-15.88,-12.56,-33.50,-7.80,107.26,-29.35,-19.53,26.60,-23.23,39.89,-49.20
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,62.33,,,,-38.64,-30.37,-33.56,-9.53,41.50,34.06,21.50,26.07,-7.24,21.00,27.30,0.17,26.44,-0.98,-17.96,-5.33,0.11,1.81,3.51,7.64,10.64,5.47,13.92
SP1_sy,,5.35,,,,-56.11,-16.96,-39.73,17.75,40.16,11.41,50.28,11.45,22.47,5.72,7.98,-1.61,-16.86,10.06,7.01,12.95,1.65,-3.43,-1.71,0.40,25.50,2.56,2.76
SP1_qq,,,-5.27,14.65,-16.99,-31.95,7.50,9.39,13.04,6.44,1.85,-0.86,17.29,-21.68,32.87,4.30,-7.71,-1.14,4.05,-13.58,6.50,4.53,5.82,-12.13,10.74,7.45,0.88,-5.09
SP1_sq,,,-17.29,2.86,-24.91,-31.29,56.47,-25.35,46.72,-18.22,24.37,0.70,8.81,-10.13,7.36,2.86,-0.85,-24.06,42.11,0.01,4.65,-31.66,35.01,1.80,6.89,-14.57,10.33,1.99
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,10.60,,,,-42.74,-29.67,-30.82,1.03,39.95,11.52,14.25,10.13,8.85,55.09,51.47,15.12,1.33,-13.90,-33.19,-12.78,-8.19,-6.22,-7.01,-1.75,4.32,-9.01,10.28
SP2_sy,,8.75,,,,-22.55,-5.02,-10.67,-2.15,13.39,9.40,6.39,1.15,6.95,6.11,10.01,2.89,-4.37,-5.77,-3.63,1.19,-1.44,2.32,2.38,2.02,1.92,3.94,1.35
SP2_qq,,,-14.21,4.08,-17.19,-22.56,5.37,2.38,20.93,7.27,-16.03,4.89,16.57,6.02,19.64,2.44,-11.40,-6.68,1.66,-20.51,15.67,-1.77,3.84,-21.18,22.22,4.30,-9.43,-4.48
SP2_sq,,,-12.84,5.11,0.14,-15.58,6.89,-1.13,9.68,-2.17,3.13,-3.86,4.28,3.44,2.31,-0.33,-2.46,-3.86,0.81,1.94,2.41,-6.36,4.66,2.01,2.05,-6.45,6.73,-0.53
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,154.19,,,,-83.64,-78.91,-80.18,7.22,60.08,38.50,70.06,45.77,83.66,449.70,362.23,276.72,77.75,-8.33,-40.06,-44.14,-38.35,-28.02,-24.13,-2.96,26.77,-26.61,-22.89
CAR_sy,,-10.05,,,,-12.78,-28.08,13.20,27.00,25.66,31.69,-23.71,3.76,26.39,64.71,83.97,31.96,36.93,-5.37,-18.15,-25.43,-33.85,-28.02,-26.55,-22.83,23.07,13.72,1.96
CAR_qq,,,-45.73,28.94,-75.54,-4.44,-30.04,21.19,32.34,42.66,-39.47,48.80,13.44,79.74,81.18,25.12,-7.55,-15.19,-6.56,-18.18,-13.85,-6.39,9.08,-13.76,10.20,22.28,-36.84,-9.39
CAR_sq,,,25.04,4.97,-3.85,-30.89,3.11,65.21,7.86,-31.61,8.05,-4.28,46.70,-16.70,40.82,6.91,5.23,-13.56,-2.68,-7.52,-4.14,-23.33,5.90,-5.62,0.70,22.28,-2.15,-15.38
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,87.31,,,,-70.28,-49.75,-56.96,-2.57,62.61,-2.51,-11.49,20.15,-3.18,138.38,185.13,45.92,23.69,-17.03,-45.10,-32.75,-23.38,-19.92,-14.15,0.13,27.69,-7.94,7.03
QR_sy,,24.45,,,,-48.68,-18.77,-26.08,18.70,34.05,45.48,8.36,-6.95,39.53,20.65,45.99,9.98,-32.05,-13.51,-9.41,50.72,-0.04,-10.93,-13.28,-16.95,-13.14,3.42,-13.88
QR_qq,,,-36.27,18.00,-44.42,-28.90,7.75,1.06,25.84,18.67,-35.40,-8.25,70.81,-4.37,59.06,9.75,-12.59,-18.94,6.70,-27.38,7.07,-7.63,11.51,-22.15,24.87,17.79,-19.61,-9.49
QR_sq,,,-36.66,12.16,-9.26,-20.39,0.25,2.08,45.70,-10.09,8.80,-23.97,25.12,34.81,-5.92,-8.00,-5.74,-16.71,19.75,-3.63,56.82,-44.76,6.70,-6.17,50.19,-42.23,27.04,-21.87
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,35.62,,,,-69.11,-46.95,-55.06,-3.96,57.88,4.89,4.83,24.58,12.64,136.53,160.34,53.14,24.39,-13.98,-44.00,-25.95,-15.64,-13.18,-10.73,-4.77,8.00,-20.81,9.84
CR_sy,,24.61,,,,-45.18,-17.55,-25.65,20.36,31.49,41.82,11.39,-4.90,34.80,21.08,47.00,9.01,-23.55,-12.69,-10.28,33.55,8.25,4.92,-13.39,-8.14,-0.62,-1.20,15.82
CR_qq,,,-36.77,16.25,-39.37,-30.69,8.59,-1.52,29.57,13.94,-27.85,-1.58,53.99,3.02,51.50,8.32,-9.42,-16.33,4.77,-29.48,19.79,-4.67,7.82,-27.49,27.79,8.10,-20.94,0.57
CR_sq,,,-31.71,10.78,-10.33,-19.18,2.71,-0.11,45.15,-11.71,10.78,-21.54,23.93,25.15,-0.50,-4.75,-8.09,-12.24,13.64,-2.12,36.80,-28.86,10.14,-19.20,45.10,-23.04,9.50,-5.28
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,221.15,,,,-74.29,-55.53,-65.18,27.07,52.17,12.13,-25.53,31.81,-2.69,172.80,370.90,80.87,80.36,-6.84,-40.43,-43.88,-39.24,-29.10,-24.99,-4.93,26.77,-26.58,-22.87
PP_sy,,21.40,,,,-35.63,-34.04,3.30,56.53,98.45,96.07,-23.47,-2.03,-0.94,10.63,83.41,14.32,11.47,-3.83,-18.15,-26.04,-33.64,-29.10,-26.55,-22.74,21.73,13.65,2.00
PP_qq,,,-49.30,41.99,-62.79,-4.03,-12.30,11.19,35.79,14.93,-35.38,-26.15,140.32,-15.16,81.18,27.47,-7.69,-15.40,-6.41,-18.49,-13.03,-8.40,9.20,-13.77,10.22,22.14,-36.75,-9.41
PP_sq,,,0.62,5.49,-12.26,-30.89,3.11,65.21,32.95,-12.38,1.87,-35.51,70.20,-11.40,13.77,6.91,6.09,-13.61,-1.85,-9.00,-4.14,-22.49,4.87,-5.73,0.82,22.14,-2.10,-15.39
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-37.29,,,,-59.35,-36.70,-41.15,-27.12,57.09,-4.06,34.97,25.63,3.45,114.08,31.65,-16.99,-31.93,-26.93,-53.95,14.53,48.76,-2.67,15.38,-3.20,0.83,-10.08,88.01
RCLR_sy,,-24.69,,,,-4.92,3.15,8.53,18.70,-8.26,-7.61,8.02,8.99,10.28,26.74,8.65,-2.00,-4.48,-10.44,-19.66,-12.12,-6.58,10.30,-10.61,20.57,3.07,-32.82,27.77
RCLR_qq,,,-19.84,-7.09,1.95,-46.46,24.81,-13.62,26.26,15.41,-23.78,21.52,17.52,-4.97,57.74,-25.27,-25.90,-22.07,69.33,-52.91,84.30,1.22,10.79,-44.17,54.61,5.44,-1.20,16.72
RCLR_sq,,,-2.13,-18.11,13.82,4.23,6.17,-13.84,24.48,-19.44,6.93,0.73,25.60,-18.48,22.89,-13.65,13.29,-20.54,15.22,-22.54,23.93,-15.54,36.04,-37.22,67.15,-27.80,-11.34,19.40
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,549.64,,,,-564.12,-395.67,-1178.85,-13.31,55.86,-0.72,10.60,20.24,26.78,107.32,119.22,106.97,58.55,-228.87,-438.07,-884.27,-123.76,-146.00,-30.49,-26.07,26.49,-118.86,24.16
KP_sy,,3481.25,,,,-207.95,-73.58,-309.01,64.58,44.86,91.34,44.35,89.22,197.52,747.13,169.00,513.64,-138.22,-88.63,-101.15,429.67,-122.08,68.75,-6300.00,9.13,70.36,-12.96,294.53
KP_qq,,,-186.20,60.83,-579.33,-102.34,7.94,-1.06,39.81,21.17,-110.06,10.30,46.30,27.64,121.00,135.57,-80.53,-530.34,34.73,-518.00,54.82,-22.78,28.24,-227.80,56.35,28.41,-113.65,-13.60
KP_sq,,,-153.51,42.49,-72.97,-102.78,13.96,-35.52,85.02,-215.69,86.49,-771.26,97.10,2954.55,-10.35,-7.10,-82.60,-363.74,126.67,-109.38,8133.33,-210.58,120.26,-455.56,236.98,-130.04,159.49,694.68
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,579.62,,,,-376.36,-238.96,-829.11,16.41,60.40,17.24,31.43,40.05,42.84,105.52,116.14,108.33,47.56,-277.53,-552.51,-836.84,-107.69,-124.05,-18.57,-13.81,33.72,-106.78,25.19
PKKO_sy,,-82.80,,,,-123.00,-111.48,-239.55,91.50,40.94,90.07,34.50,-314.29,-11.24,443.88,132.84,77.24,-17.48,-166.11,-57.24,-1172.73,-12.85,-124.05,245.16,-13.81,39.01,-7.06,-394.39
PKKO_qq,,,-176.36,62.96,-540.85,-52.45,6.34,-1.54,42.34,27.78,-95.75,15.87,49.59,31.14,118.90,146.07,-73.97,-533.33,36.03,-527.22,57.62,-22.14,30.99,-231.92,59.32,28.87,-115.29,-20.08
PKKO_sq,,,-15.33,40.03,-107.56,-55.34,-9.38,3.71,94.81,-980.00,81.61,-535.25,67.16,-190.00,156.84,-39.33,-122.76,-1396.97,68.02,139.24,-777.42,-32.74,36.50,160.45,-323.36,28.87,-11.47,-66.23
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,22.36,,,,31.57,28.47,35.21,57.66,60.51,65.04,47.19,18.79,3.62,-5.40,-1.60,22.13,31.42,37.42,36.37,3.90,-10.96,-11.90,-18.37,-9.83,1.74,-3.91,-13.94
RN_sy,,5.94,,,,14.99,16.76,9.44,11.60,2.04,22.80,14.58,13.67,34.12,-11.82,-15.99,-20.43,-19.98,-8.63,-1.06,5.06,15.12,2.25,-0.05,-9.93,-14.04,-10.44,-8.23
RN_qq,,,7.41,7.71,2.21,11.27,4.87,13.37,19.17,13.28,7.83,1.11,-3.82,-1.19,-1.55,5.17,19.37,6.33,2.94,4.37,-9.05,-8.88,1.86,-3.29,0.46,2.82,-3.80,-13.39
RN_sq,,,10.96,12.98,1.93,-10.01,12.67,5.89,3.95,-17.72,35.60,-1.20,3.13,-2.92,-10.84,-5.88,-2.33,-2.37,1.80,1.92,3.72,6.97,-9.58,-0.37,-6.54,2.10,-5.79,2.08
CRN,40000,32000,30000,28000,27000,25000,23000,21000,17000,15000,14000,14000,15000,15000,15000,14000,12000,11000,11000,10000,12000,13000,12000,13000,13000,12000,13000,15000
CRN_yy,,-20.00,,,,-21.88,-23.33,-25.00,-37.04,-40.00,-39.13,-33.33,-11.76,,7.14,,-20.00,-26.67,-26.67,-28.57,,18.18,9.09,30.00,8.33,-7.69,8.33,15.38
CRN_sy,,-5.26,,,,-13.89,-13.85,-1.75,-7.14,-3.23,-17.86,-16.07,-11.54,,10.87,,21.74,21.28,9.80,-1.82,,-14.04,-3.57,,11.54,18.37,11.11,11.11
CRN_qq,,,-6.25,-6.67,-3.57,-7.41,-8.00,-8.70,-19.05,-11.76,-6.67,,7.14,,,-6.67,-14.29,-8.33,,-9.09,20.00,8.33,-7.69,8.33,,-7.69,8.33,15.38
CRN_sq,,,-9.72,-12.31,-1.75,10.71,-9.68,,-7.14,15.38,-23.33,,-2.13,,,7.84,1.82,1.79,,-3.57,-3.70,-5.77,10.20,,,,3.45,
CPZ,69000,64000,78000,93000,94000,102000,109000,110000,103000,82000,77000,70000,68000,69000,58000,51000,44000,45000,48000,57000,60000,60000,59000,60000,60000,59000,62000,60000
CPZ_yy,,-7.25,,,,59.38,39.74,18.28,9.57,-19.61,-29.36,-36.36,-33.98,-15.85,-24.68,-27.14,-35.29,-34.78,-17.24,11.76,36.36,33.33,22.92,5.26,,-1.67,5.08,
CPZ_sy,,-18.82,,,,-5.80,-17.42,-17.86,3.97,-1.54,-7.03,-15.94,-10.69,-5.47,-4.20,-6.90,-10.26,-2.48,-8.77,5.56,14.29,11.02,13.46,8.77,,14.50,36.44,
CPZ_qq,,,21.88,19.23,1.08,8.51,6.86,0.92,-6.36,-20.39,-6.10,-9.09,-2.86,1.47,-15.94,-12.07,-13.73,2.27,6.67,18.75,5.26,,-1.67,1.69,,-1.67,5.08,-3.23
CPZ_sq,,,12.32,8.39,-25.00,3.17,-1.54,7.81,-5.07,-2.29,-7.03,-2.52,0.86,3.42,-5.79,-5.26,-2.78,12.38,-11.86,9.62,5.26,,-9.92,5.08,,-3.85,7.33,-6.21
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,6.90,,,,21.81,24.60,30.30,44.71,37.26,39.74,27.53,21.12,-8.54,-17.35,-21.46,-32.11,-21.49,-21.13,-18.37,-11.79,-8.90,-10.35,-14.31,-15.56,-3.07,7.11,20.37
RZ_sy,,-10.73,,,,21.31,22.04,16.14,13.14,4.67,-9.30,-26.40,-26.69,-18.22,-24.37,-11.59,-20.25,-15.97,2.59,9.31,21.39,12.45,4.39,-2.09,-3.82,-8.77,-22.47,-18.44
RZ_qq,,,1.97,4.99,0.50,13.22,4.30,9.78,11.61,7.40,6.19,0.19,6.00,-18.90,-4.03,-4.79,-8.37,-6.22,-3.59,-1.47,-0.99,-3.14,-5.12,-5.82,-2.43,11.19,4.84,5.84
RZ_sq,,,0.81,5.46,4.68,9.01,1.41,0.37,1.96,0.85,-12.13,-18.55,1.57,12.50,-18.73,-4.79,-8.37,18.53,-0.78,1.44,1.75,9.81,-7.89,-4.86,-0.04,4.15,-21.72,0.08
CRZ,8000,8000,7000,7000,7000,6000,6000,5000,5000,4000,4000,4000,4000,5000,5000,5000,6000,6000,6000,7000,7000,7000,7000,8000,8000,7000,7000,6000
CRZ_yy,,,,,,-25.00,-14.29,-28.57,-28.57,-33.33,-33.33,-20.00,-20.00,25.00,25.00,25.00,50.00,20.00,20.00,40.00,16.67,16.67,16.67,14.29,14.29,,,-25.00
CRZ_sy,,,,,,-11.11,-11.11,-11.11,,-12.50,,12.50,25.00,28.57,25.00,11.11,20.00,11.11,,10.00,-8.33,,10.00,,,,,9.09
CRZ_qq,,,-12.50,,,-14.29,,-16.67,,-20.00,,,,25.00,,,20.00,,,16.67,,,,14.29,,-12.50,,-14.29
CRZ_sq,,,,,,,,,,-12.50,,,,-10.00,,,20.00,,,10.00,,,,,,-9.09,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-19.31,,,,17.44,29.63,86.62,81.53,71.94,66.51,40.67,22.75,5.51,-4.03,-20.59,-14.24,-18.12,-15.68,-6.45,-8.55,2.23,8.88,12.49,12.41,9.45,3.80,2.54
RMO_sy,,2.76,,,,20.64,19.74,27.47,17.79,10.04,9.90,5.39,5.99,3.59,10.33,0.74,-11.27,-14.14,-28.60,-25.00,-16.74,-0.52,-3.86,-1.90,-1.56,0.58,-12.92,-22.28
RMO_qq,,,-1.65,-11.28,12.67,19.47,8.55,27.72,9.60,13.15,5.13,7.90,-4.37,-2.74,-4.38,-10.71,3.28,-7.14,-1.52,-0.94,0.95,3.82,4.88,2.35,0.87,1.09,-0.54,1.10
RMO_sq,,,3.10,0.19,11.99,4.28,2.33,6.66,3.49,-2.58,2.20,2.29,4.08,-4.79,8.85,-6.60,-8.33,-7.87,-9.49,-1.89,1.77,10.08,-12.53,0.11,2.12,12.47,-24.27,-10.65
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,3.57,,,,0.76,14.39,17.46,28.58,43.05,45.99,50.71,46.09,28.63,33.68,38.84,24.57,10.45,-11.82,-26.19,-22.80,-14.71,-3.61,5.13,6.14,6.85,3.62,1.72
RMT_sy,,-42.88,,,,27.96,20.03,16.02,20.58,8.80,30.72,34.22,32.79,75.81,10.66,-1.62,-11.01,-13.77,-26.62,-21.20,-14.20,1.60,9.48,13.10,9.46,4.08,-24.89,-28.44
RMT_qq,,,-6.55,0.98,1.42,5.28,6.09,3.69,11.02,17.13,8.27,7.05,7.62,3.13,12.52,11.18,-3.45,-8.56,-10.16,-6.94,0.99,1.01,1.53,1.51,1.97,1.68,-1.53,-0.36
RMT_sq,,,35.75,6.28,2.98,-13.88,27.34,2.73,7.04,-22.29,52.99,5.48,5.89,2.88,-3.70,-6.23,-4.21,-0.31,-18.05,0.69,4.30,18.05,-11.69,4.03,0.93,12.26,-36.27,-0.89
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-2.28,,,,4.57,17.81,30.58,38.72,48.73,50.12,48.70,40.95,19.04,19.37,16.16,9.18,5.90,-9.57,-18.01,-16.09,-10.44,-0.54,6.93,7.69,7.49,3.67,1.92
RM_sy,,-35.69,,,,18.93,18.43,21.84,27.26,13.00,34.64,33.85,28.73,56.98,6.92,-5.30,-12.49,-11.87,-22.30,-16.83,-9.70,3.42,9.61,13.50,8.21,0.56,-29.18,-32.26
RM_qq,,,-5.34,-2.34,4.25,8.51,6.64,8.25,10.75,16.34,7.63,7.22,4.98,-1.74,7.93,4.34,-1.33,-4.70,-7.84,-5.40,0.98,1.71,2.35,1.71,1.70,1.53,-1.29,-0.01
RM_sq,,,22.93,3.21,3.47,-9.41,22.42,6.18,8.07,-19.55,45.86,5.56,3.93,-1.90,-0.65,-6.51,-3.96,-1.20,-12.41,0.06,4.27,13.16,-7.16,3.61,-0.58,5.15,-34.62,-0.90
COP,48000,40000,37000,35000,34000,31000,29000,26000,22000,19000,18000,18000,19000,20000,20000,19000,18000,17000,17000,17000,19000,20000,19000,21000,21000,19000,20000,21000
COP_yy,,-16.67,,,,-22.50,-21.62,-25.71,-35.29,-38.71,-37.93,-30.77,-13.64,5.26,11.11,5.56,-5.26,-15.00,-15.00,-10.53,5.56,17.65,11.76,23.53,10.53,-5.00,5.26,
COP_sy,,,,,,-20.51,-21.62,-18.75,-21.88,-19.35,-17.24,-3.85,,-8.00,2.08,4.00,4.00,13.04,-30.61,-34.62,-26.92,-5.77,11.76,23.53,10.53,10.20,131.58,
COP_qq,,,-7.50,-5.41,-2.86,-8.82,-6.45,-10.34,-15.38,-13.64,-5.26,,5.56,5.26,,-5.00,-5.26,-5.56,,,11.76,5.26,-5.00,10.53,,-9.52,5.26,5.00
COP_sq,,,-5.13,-13.51,,-3.12,-6.45,-10.34,-3.85,,-4.00,,,-8.00,,6.12,,,,,11.76,28.95,-22.45,10.53,,28.57,62.96,-11.36
CSP,-21000,-24000,-41000,-58000,-60000,-71000,-80000,-84000,-81000,-63000,-59000,-52000,-49000,-49000,-38000,-32000,-26000,-28000,-31000,-40000,-41000,-40000,-40000,-39000,-39000,-40000,-42000,-39000
CSP_yy,,-14.29,,,,-195.83,-95.12,-44.83,-35.00,11.27,26.25,38.10,39.51,22.22,35.59,38.46,46.94,42.86,18.42,-25.00,-57.69,-42.86,-29.03,2.50,4.88,,-5.00,
CSP_sy,,41.10,,,,,-9.52,-1.85,-25.64,-9.30,6.52,30.91,22.45,12.77,22.09,25.00,30.26,26.83,-1.49,-29.82,-47.17,-35.00,-17.65,-13.51,-10.26,,-20.00,
CSP_qq,,,-70.83,-41.46,-3.45,-18.33,-12.68,-5.00,3.57,22.22,6.35,11.86,5.77,,22.45,15.79,18.75,-7.69,-10.71,-29.03,-2.50,2.44,,2.50,,-2.56,-5.00,7.14
