,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RM_qq,,,,12.24,13.98,0.28,-2.93,-0.62,-1.41,1.48,2.34,4.28,-6.82,-0.90,-0.19,-3.76,2.24,-3.99,-4.72,-3.00,-1.18,-13.01,-9.45,-12.91,-12.86,13.68,13.00,26.36,12.45,7.95
RM_sq,,,,4.69,-2.74,4.73,0.50,-1.53,-8.14,7.69,-9.81,0.69,-2.62,-0.89,4.14,0.91,6.47,-2.74,2.79,2.64,-2.47,0.62,-1.90,-4.33,2.82,-2.13,2.63,-0.33,0.01,0.74
COP,144000,228000,166000,185000,159000,155000,159000,161000,178000,191000,194000,201000,211000,208000,202000,198000,202000,220000,231000,242000,237000,265000,285000,319000,332000,282000,246000,184000,169000,135000
COP_yy,,58.33,,-18.86,,,-4.22,-12.97,11.95,23.23,22.01,24.84,18.54,8.90,4.12,-1.49,-4.27,5.77,14.36,22.22,17.33,20.45,23.38,31.82,40.08,6.42,-13.68,-42.32,-49.10,-52.13
COP_sy,,2.54,,-8.17,,,-2.29,-4.85,-7.73,-4.31,11.73,8.50,17.88,10.34,1.84,-5.48,-11.37,-11.06,-2.32,0.83,-3.74,-3.24,-2.37,6.30,15.83,13.41,6.49,3.09,-11.27,-8.37
COP_qq,,,,11.45,-14.05,-2.52,2.58,1.26,10.56,7.30,1.57,3.61,4.98,-1.42,-2.88,-1.98,2.02,8.91,5.00,4.76,-2.07,11.81,7.55,11.93,4.08,-15.06,-12.77,-25.20,-8.15,-20.12
COP_sq,,,,6.30,4.58,1.55,-13.45,3.52,1.42,5.31,1.06,0.52,10.18,-1.42,-6.73,-6.70,3.31,-1.07,2.43,-3.69,-1.37,-0.56,3.35,4.86,7.47,-2.64,-2.96,1.52,-7.50,0.54
CSP,19000,-104000,-23000,33000,22000,27000,27000,35000,54000,55000,47000,47000,28000,35000,32000,30000,41000,53000,61000,70000,56000,61000,55000,28000,20000,1000,2000,23000,31000,12000
CSP_yy,,-647.37,,131.73,,,217.39,6.06,145.45,103.70,74.07,34.29,-48.15,-36.36,-31.91,-36.17,46.43,51.43,90.62,133.33,36.59,15.09,-9.84,-60.00,-64.29,-98.36,-96.36,-17.86,55.00,1100.00
CSP_sy,,-20.00,,-4.17,,,-14.41,-36.52,-3.57,-11.48,13.68,73.97,1.85,-1.85,-14.81,-35.43,-27.27,-7.55,17.39,19.51,17.50,6.12,-12.96,-6.12,5.32,-1.92,6.38,,-9.09,-13.73
CSP_qq,,,,243.48,-33.33,22.73,,29.63,54.29,1.85,-14.55,,-40.43,25.00,-8.57,-6.25,36.67,29.27,15.09,14.75,-20.00,8.93,-9.84,-49.09,-28.57,-95.00,100.00,1050.00,34.78,-61.29
CSP_sq,,,,3.60,-2.61,8.93,,-23.16,47.95,,,,-13.39,-3.64,-13.21,-10.87,-2.44,22.50,10.20,-9.26,-4.08,10.64,-9.62,-2.13,7.61,3.03,-1.96,-8.00,-2.17,-2.22
