,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
GPM_sq,,,,12.02,-51.92,-25.31,44.21,-20.48,9.99,-53.85,2.65,-9.75,46.58,-5.08,18.12,79.06,-24.48,31.75,-5.90,-28.58,29.80,-4.43,-8.96,16.15,-10.54,-14.15,-16.73,-13.32,22.05,-9.60,-2.44,-27.02,12.27,-68.01,6.46,136.13,3.92,-23.91,248.92
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,28.42,-3.23,-3.80,-8.77,14.96,6.51,8.08,-0.14,-0.70,27.41,46.84,58.57,36.80,20.28,-5.02,-13.36,-8.52,-20.92,-16.53,-10.53,-18.49,-13.32,-17.07,-19.00,-0.12,-15.20,-4.17,-20.09,-54.60,-49.91,-61.75
RBS_sy,,,,,,,,,8.06,-7.14,-31.71,-35.62,-4.33,-6.10,56.06,39.48,9.52,22.89,14.11,37.52,22.95,13.75,22.23,-8.64,-5.29,-13.33,-16.53,-6.89,-14.15,-12.84,-28.65,-18.13,-4.61,-14.23,-7.48,-20.12,-44.36,-38.95,-53.95
RBS_qq,,,,,,35.70,0.05,9.17,-13.36,2.26,-0.54,3.53,9.18,-5.26,0.93,-4.34,8.56,21.57,16.32,3.30,-6.35,6.89,-8.15,-5.77,-1.12,-7.59,-3.05,0.99,-9.91,-1.74,-7.23,-1.36,11.08,-16.57,4.83,-17.75,-36.89,-7.95,-19.94
RBS_sq,,,,,,19.18,-2.40,0.81,-7.86,2.42,-28.21,-4.97,36.93,0.52,19.31,-15.07,7.51,12.80,10.78,2.36,-3.88,4.35,19.05,-23.49,-0.35,-4.52,14.66,-14.66,-8.12,-3.06,-6.14,-2.08,7.05,-12.83,1.25,-15.46,-25.44,-4.35,-23.62
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,341.03,,,-128.01,,-113.55,-50.92,785.44,1171.00,594.39,195.93,133.24,173.67,202.58,38.20,-74.03,-77.00,-39.90,-23.33,348.93,361.13,31.61,-7.35,-63.36,-70.62,-67.53,-64.47,-71.46,-67.14,-75.30,-70.11,-56.49,-100.00,-141.40,-215.38,-469.40,,-763.64
ROPA_sy,,101.13,,,-25.12,,-36.45,-10.52,-1.10,-43.36,-33.44,62.34,-49.65,-3.93,13.48,-58.48,22.34,-2.26,5.54,-16.90,18.35,2.05,-24.49,-2.49,-12.39,-17.59,-21.23,-36.00,-54.01,-47.36,-43.92,-32.05,-5.16,-37.07,-28.02,-29.75,-34.94,,202.27
ROPA_qq,,,,-16.93,-113.14,36.71,-96.00,401.02,83.56,-1.11,-9.52,80.19,44.67,16.03,0.03,-17.70,-72.81,2.74,161.42,4.99,59.19,5.53,-25.39,-26.09,-37.05,-15.38,-17.52,-19.12,-49.43,-2.60,-38.00,-2.15,-26.37,-100.00,,-172.73,-135.71,-16.36,-15.45
ROPA_sq,,,,-16.93,-27.83,26.80,-16.41,16.97,-20.22,-27.39,-1.77,185.29,-75.26,38.54,16.04,4.39,-27.10,10.69,25.30,-17.80,3.82,-4.56,-7.29,6.14,-6.72,-10.22,-11.38,-13.76,-32.98,2.78,-5.60,4.50,-6.46,-31.80,,1.99,-13.37,-24.12,350.85
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-131.96,,,-1186.60,,157.81,487.65,72.17,6.52,-230.34,-126.68,-2295.17,668.28,304.59,237.16,103.37,-306.42,85.64,61.85,770.20,164.68,110.55,280.59,-83.13,-76.12,-77.39,-81.48,-1.06,13.10,-42.18,-138.64,-104.22,-296.87,-895.50,-568.50,-19291.51,-255.13,63.81
ZNPO_sy,,-49.42,,,-2.07,,180.84,210.64,-9.92,18.20,-151.49,-149.51,-33.75,68.12,196.26,209.06,32.93,-6.72,99.30,30.72,125.50,224.15,-1.26,36.70,-2.03,-43.17,-13.47,-25.12,-59.64,-48.95,-57.68,-87.37,-56.28,-70.61,-120.38,-253.79,-60.36,-412.46,1446.50
ZNPO_qq,,,,17.00,-359.44,83.57,192.27,456.54,-132.99,44.82,-28.65,-13.91,-2861.88,113.09,-53.68,-23.63,-27.30,-902.75,141.65,-33.42,290.87,-40.34,35.60,20.35,-82.68,-15.54,28.43,-1.42,-7.49,-3.45,-34.35,-165.89,89.90,-4406.29,-165.30,44.63,-192.93,17.47,72.96
ZNPO_sq,,,,17.00,155.33,-56.42,303.91,13.60,-54.95,-42.82,-275.96,-9.23,160.28,45.11,0.75,23.76,-26.53,1.83,115.24,-18.83,26.74,46.38,-34.43,12.38,-9.16,-15.08,-0.18,-2.74,-51.04,7.41,-17.25,-70.97,69.42,-27.80,-157.40,-119.05,143.67,-669.11,347.34
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,19.86,,,-30.39,,-26.48,-30.39,-44.80,0.70,-58.75,-12.74,-10.80,-43.44,274.47,1.91,381.86,778.74,-1.72,90.12,-52.06,-72.43,-22.94,-28.76,28.55,-0.94,1.25,12.17,-19.61,1.44,-1.92,-6.47,5.44,-1.69,1.01,-7.36,-6.19,-11.34,-18.91
ZFI_sy,,-26.18,,,11.93,,-13.38,-13.59,-36.94,-18.52,-6.35,-15.11,10.99,36.68,6.72,0.50,125.13,13.04,14.42,30.35,-30.97,-17.28,-13.89,2.40,21.86,19.96,10.94,-4.41,-16.20,-5.91,-9.74,-6.47,2.79,-29.93,-5.31,-5.88,17.48,26.17,-13.50
ZFI_qq,,,,,-30.39,-9.88,17.20,-5.32,-44.80,64.41,-51.99,100.28,-43.58,4.25,217.85,-45.50,166.80,90.12,-64.45,5.44,-32.72,9.34,-0.64,-2.52,21.39,-15.75,1.55,8.00,-13.00,6.32,-1.81,2.98,-1.92,-0.86,0.88,-5.56,-0.68,-6.30,-7.73
ZFI_sq,,,,,-24.44,2.60,11.72,-0.24,-44.85,32.57,28.41,-9.58,-27.90,63.26,0.27,-14.85,61.52,-18.03,1.50,-3.00,-14.47,-1.77,5.67,15.34,1.79,-3.30,-2.28,-0.62,-10.76,8.57,-6.26,2.98,-1.92,-25.99,26.67,2.36,22.42,-20.52,-13.15
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-29.57,,,47.18,,-27.74,-56.22,-62.64,-72.68,-52.22,-16.28,-26.28,-9.05,2.37,86.11,164.94,200.10,131.98,32.40,-43.51,-50.06,22.27,8.62,64.04,75.54,-5.64,0.44,16.87,20.55,9.29,8.50,6.21,8.18,20.25,-5.38,-16.35,-13.78,-14.03
DTAR_sy,,-8.04,,,-29.25,,36.79,-35.07,-35.93,-41.11,-27.29,-43.55,83.19,91.50,94.65,431.77,8.72,9.42,-0.30,5.61,2.50,2.32,7.17,1.78,4.05,3.37,1.62,-0.22,-2.90,-2.01,-4.85,-12.57,-10.94,-12.39,-12.31,-4.92,-6.72,-7.55,-22.44
DTAR_qq,,,,-0.52,40.46,-1.66,-47.41,-39.74,19.88,-28.10,-8.01,5.58,5.56,-11.29,3.54,91.96,50.26,0.48,-19.96,9.56,-35.89,-11.17,95.98,-2.67,-3.18,-4.94,5.35,3.59,12.67,-1.95,-4.50,2.84,10.29,-0.14,6.16,-19.08,-2.50,2.93,5.86
DTAR_sq,,,,-0.52,55.81,3.64,-14.85,-52.78,53.77,-4.75,5.15,-63.34,399.01,-0.43,6.87,0.14,2.02,0.21,-2.63,6.08,-0.98,0.03,1.99,0.75,1.23,-0.63,0.26,-1.07,-1.49,0.29,-2.64,-9.10,0.34,-1.34,-2.55,-1.44,-1.56,-2.22,-18.24
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-41.69,,,82.40,,-35.63,-64.87,-74.53,-82.12,-58.38,-18.34,-29.80,-10.09,2.62,108.68,239.52,291.60,176.34,44.68,-52.80,-59.39,32.10,12.29,90.00,104.26,-7.93,0.63,25.54,30.73,13.00,12.21,8.52,10.75,26.18,-11.48,-25.71,-23.74,-23.05
CG_sy,,-24.20,,,-55.61,,70.00,-41.87,-49.30,-58.20,-37.38,-50.65,174.93,197.39,216.05,1073.05,22.55,24.50,-2.64,15.60,6.13,5.17,19.45,3.49,11.12,9.36,4.54,-0.63,-7.85,-5.44,-12.27,-27.85,-23.28,-25.91,-24.87,-8.31,-12.44,-13.49,-40.01
CG_qq,,,,-0.77,70.65,-2.85,-60.87,-45.85,23.73,-31.79,-8.94,6.26,6.37,-12.65,3.94,116.08,73.06,0.75,-26.65,13.13,-43.54,-13.31,138.58,-3.84,-4.46,-6.81,7.54,5.10,19.18,-2.96,-7.04,4.36,15.27,-0.96,5.90,-26.78,-3.27,1.68,6.86
CG_sq,,,,-0.77,107.01,11.06,-25.48,-66.07,80.53,-8.43,11.64,-73.26,905.69,-0.95,18.64,-0.74,5.07,0.62,-7.22,17.85,-3.54,-0.29,5.38,2.11,3.57,-1.86,0.73,-2.94,-3.96,0.70,-6.54,-20.18,2.11,-2.74,-5.23,-2.58,-2.49,-3.92,-34.28
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-77.58,,,509.65,,637.88,,-80.37,-78.26,-78.75,-66.63,-66.45,-36.16,-0.48,-32.65,366.35,120.41,60.68,-57.07,-68.66,-58.10,105.74,664.71,270.39,189.50,-42.29,164.15,271.23,265.65,313.99,-12.87,-21.24,-14.56,-0.68,45.19,22.24,17.10,14.79
LDER_sy,,-27.75,,,-49.76,,2517.80,,-45.21,-32.30,-36.49,-79.16,257.73,273.35,342.58,3507.65,28.01,23.70,-3.81,-20.87,-25.05,-14.08,-18.58,25.39,23.88,-2.07,54.50,8.38,-30.92,-23.32,-24.96,-34.99,8.82,4.36,-22.35,-10.64,-22.75,-12.00,-23.16
LDER_qq,,,,,,-10.58,-31.02,-9.55,-64.81,-0.97,-32.57,42.03,-64.63,88.46,5.10,-3.88,144.95,-10.93,-23.38,-74.32,78.82,19.08,276.24,-4.55,-13.38,-6.93,-25.00,336.90,21.72,-8.33,-15.08,-8.05,10.03,-0.55,-1.28,34.41,-7.37,-4.72,-3.23
LDER_sq,,,,,,-22.52,2.35,-59.17,69.17,-4.25,-3.98,-86.60,2804.42,-0.07,13.82,9.20,3.05,-3.43,-11.49,-10.16,-2.39,10.71,-16.13,38.36,-3.57,-12.48,32.32,-2.94,-38.54,-2.86,29.50,-15.92,2.89,-6.84,-3.64,-3.24,-11.05,6.13,-15.87
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,222.67,,,-77.91,,-87.44,,156.49,154.72,154.16,73.59,65.74,-8.92,4.18,90.32,-63.56,-36.24,-40.64,95.64,57.66,30.05,-61.42,-89.50,-71.88,-65.49,22.70,-70.75,-77.14,-76.26,-15.09,331.52,405.25,386.09,12.84,-30.55,-24.72,-23.71,-19.20
PZAT_sy,,34.44,,,38.29,,-94.87,,46.12,4.50,13.40,73.59,-63.76,-63.35,-42.02,-82.38,1.41,-6.83,-5.74,38.17,54.11,34.81,51.84,-19.70,-19.84,19.87,-39.04,-18.83,-24.21,-42.95,37.22,47.02,34.52,44.71,7.06,1.96,22.70,12.00,3.93
PZAT_qq,,,,,,6.58,5.26,-16.83,174.89,5.84,5.03,-43.19,162.46,-41.84,20.13,3.78,-49.75,1.77,11.83,242.07,-59.51,-16.04,-66.82,-6.93,8.47,3.05,17.94,-77.82,-15.22,7.05,321.76,12.73,-0.74,2.99,-2.09,-30.62,7.60,4.38,3.69
PZAT_sq,,,,,,52.93,-42.79,103.54,-17.95,9.37,-37.92,211.57,-82.87,10.60,-1.78,-5.32,-1.41,1.61,-0.63,38.79,9.97,-11.12,11.93,-26.60,9.78,32.90,-43.08,-2.25,2.50,0.03,36.91,4.73,-6.21,7.61,1.29,-0.26,12.87,-1.78,-6.00
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,25.37,,,-25.46,,19.43,,69.54,53.69,45.91,40.94,49.18,28.07,-13.29,-18.91,-27.75,-16.97,-22.48,-15.31,18.28,11.55,19.68,20.27,-2.51,-1.83,11.52,22.54,-36.77,-40.76,-46.19,-57.63,-23.03,-22.19,-8.66,7.32,10.00,12.61,9.20
PELDR_sy,,5.01,,,-8.90,,4.76,,32.45,28.30,-6.33,40.94,-6.56,-10.70,-1.61,-52.08,-5.68,3.49,-10.75,-17.18,-23.90,-16.76,-20.44,3.09,13.66,2.57,13.80,-3.10,-2.88,-3.57,-4.05,5.46,0.72,-0.10,0.17,-1.01,2.61,4.84,10.76
PELDR_qq,,,,,,21.77,31.16,12.23,-5.42,10.39,24.51,8.41,0.11,-5.23,-15.70,1.40,-10.80,8.91,-21.30,10.77,24.58,2.72,-15.57,11.32,0.99,3.43,-4.09,22.31,-47.89,-3.10,-12.87,-3.69,-5.35,-2.04,2.28,13.16,-2.98,0.28,-0.82
PELDR_sq,,,,,,-0.56,37.64,27.95,-24.36,-3.68,0.49,92.51,-49.86,-7.95,10.72,-6.25,-1.30,1.01,-4.52,-13.00,-9.30,10.48,-8.74,12.73,-0.01,-0.30,1.26,-4.01,0.22,-1.00,0.75,5.51,-4.29,-1.81,1.02,4.27,-0.78,0.32,6.71
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,11.06,,,-8.92,,21.56,,30.67,37.97,6.81,-3.03,2.91,0.08,-0.28,-11.64,-19.08,-21.59,-15.00,-9.50,15.93,19.93,-4.32,2.15,-10.21,-11.13,-0.27,9.81,6.59,4.42,8.18,-5.10,-5.74,-4.62,-4.76,13.17,16.13,15.80,14.03
TSF_sy,,3.13,,,16.82,,9.69,,17.08,29.67,7.90,0.25,-2.59,-4.52,-4.48,-14.93,-11.19,-14.00,-6.47,-12.42,-2.43,2.34,-6.85,16.29,11.31,10.05,13.40,3.16,1.95,0.57,1.15,-1.05,-2.39,-2.68,-2.08,4.82,6.69,7.50,11.54
TSF_qq,,,,,,-0.24,29.23,10.34,-8.14,5.33,0.04,0.18,-2.52,2.43,-0.32,-11.23,-10.73,-0.73,8.06,-5.49,14.36,2.69,-13.79,0.89,0.52,1.64,-3.25,11.09,-2.43,-0.44,0.24,-2.54,-3.08,0.74,0.09,15.80,-0.54,0.46,-1.44
TSF_sq,,,,,,-7.20,15.78,18.29,-7.88,2.78,-3.65,9.90,-10.49,0.74,-3.61,-2.13,-6.55,-2.45,4.82,-8.35,4.11,2.33,-4.60,14.41,-0.35,1.17,-1.69,4.08,-1.51,-0.20,-1.13,1.82,-2.84,-0.50,-0.52,9.00,-1.11,0.26,3.22
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-43.04,,,147.60,,-22.82,-62.32,-78.59,-76.77,-66.33,-40.38,-48.20,-27.90,18.58,100.05,220.84,209.99,147.95,38.77,-51.45,-52.52,-1.84,-5.76,54.62,63.78,-5.89,0.77,128.49,131.45,182.77,212.84,73.30,106.91,42.04,19.24,9.81,0.51,6.82
ZKO_sy,,9.57,,,38.51,,188.18,-38.23,-45.81,-58.67,-25.19,-63.63,33.01,91.27,52.71,1864.37,75.78,26.95,10.07,-26.80,51.08,46.35,92.99,112.50,14.15,11.75,1.99,-8.79,-16.37,-8.04,-9.13,-19.00,10.97,-9.07,-5.79,-6.37,-23.43,-13.95,-2.92
ZKO_qq,,,,15.72,112.48,-37.84,-49.50,-43.49,20.69,-32.54,-26.81,0.05,4.87,-6.10,20.37,68.79,68.18,-9.28,-3.73,-5.53,-41.17,-11.27,99.05,-9.30,-3.48,-6.01,14.38,-2.88,118.86,-4.80,39.74,7.44,21.24,13.67,-4.07,-9.80,11.65,4.04,1.95
ZKO_sq,,,,15.72,197.63,37.91,-39.33,-75.19,161.08,5.19,9.81,-87.94,854.79,51.26,-12.33,55.14,-14.56,9.24,-23.98,3.18,76.32,5.82,0.24,13.60,-5.28,3.60,-8.51,1.59,-13.15,13.93,-9.59,-9.45,18.99,-6.64,-6.33,-10.01,-2.70,4.92,5.68
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-22.34,,,56.91,,-17.22,-48.29,-58.95,-60.27,-46.82,-13.58,-21.92,-7.65,0.78,62.18,99.26,128.28,96.40,20.27,-30.97,-37.85,13.88,9.56,45.18,55.78,7.98,12.41,26.44,21.38,36.56,35.52,38.84,65.14,29.84,20.86,17.10,10.53,14.29
OSF_sy,,9.54,,,79.53,,-17.22,-48.29,-47.77,-60.79,-46.82,-13.58,-1.17,60.44,193.01,300.17,80.14,28.88,15.67,-28.49,29.39,33.73,57.80,95.32,13.39,8.57,1.56,-5.16,-7.90,-3.90,1.80,-8.15,18.10,10.25,8.29,10.95,1.78,-3.65,21.50
OSF_qq,,,,5.26,46.67,-22.97,-30.39,-34.25,16.43,-25.45,-6.83,6.86,5.20,-11.83,1.68,71.95,29.25,1.01,-12.52,5.30,-25.81,-9.06,60.30,1.30,-1.69,-2.42,11.12,5.45,10.57,-6.32,25.02,4.65,13.28,11.42,-1.70,-2.59,9.76,5.16,1.64
OSF_sq,,,,5.26,71.67,22.02,-62.45,-34.25,73.40,-8.40,-49.08,6.86,98.30,48.70,-7.01,45.94,-10.73,6.39,-16.55,-9.77,61.52,9.96,-1.53,11.68,-6.23,5.29,-7.89,4.29,-8.94,9.87,-2.43,-5.90,17.08,2.57,-4.17,-3.59,7.41,-2.90,20.84
NetDebt,2961000000,2838000000,3142000000,2637000000,4248000000,4317000000,2409000000,-628000000,-21000000,1225000000,-2261000000,1566000000,-2292000000,-4794000000,-2303000000,444000000,5561000000,6414000000,1992570000,2274000000,-2486000000,-3300000000,4940000000,-765000000,-3787000000,-5507000000,-3102000000,-5258000000,27095000000,25924000000,28407400000,30757000000,33429200000,34232000000,34704000000,27262000000,27943300000,28753000000,30627000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,102.19,,,6453.96,,-2528.42,-125.12,-100.00,-99.01,98.28,153.62,-2537.25,-177.93,71.76,-84.12,758.77,471.95,200.75,388.60,-107.13,-108.72,12.13,-122.18,-186.94,-288.52,-232.12,-1282.34,1738.88,1067.39,2793.19,1566.18,119.25,400.44,209.03,224.60,-171.57,-127.48,-121.37
NetDebtEBITDA_sy,,28.40,,,61.60,,42.09,-88.88,-59.08,-90.27,51.18,21.17,136.16,79.82,23.63,1840.78,7.36,3.41,4.90,26.40,7.03,16.04,25.69,-5.84,1.71,4.76,2.52,18.65,15.86,10.45,15.09,-3.73,17.51,35.88,107.56,124.75,-51.75,-59.76,-83.08
NetDebtEBITDA_qq,,,,7.38,13857.80,-79.68,-179.72,98.89,98.13,6110.78,-237.97,134.61,-191.87,-77.62,50.00,119.46,3710.97,0.29,-86.46,-5.61,-155.59,-22.72,274.13,-118.67,-619.05,-66.17,40.78,-95.37,952.49,-1.91,64.86,6.36,27.48,123.88,1.80,11.72,-128.11,14.04,20.81
NetDebtEBITDA_sq,,,,7.38,180.31,418.13,-90.89,-91.60,931.91,23.20,41.56,-93.27,1911.27,-6.19,-2.67,5.69,11.26,-9.64,-1.27,27.35,-5.79,-2.04,6.94,-4.59,1.75,0.90,4.66,10.42,-0.64,-3.80,9.05,-7.63,21.27,11.24,66.57,0.02,-73.96,-7.22,-29.98
DebtFin,310000000,139000000,88000000,-297000000,-165000000,-376000000,-254000000,-1326000000,-2839000000,-712000000,-4911000000,-1243000000,-5914000000,-6585000000,-3594000000,-4296000000,2073000000,-116000000,-147648000,182000000,3033000000,-50000000,2151000000,1630000000,18935000000,1937000000,1661000000,10559000000,26299000000,10550000000,16937400000,18633000000,20972100000,19015000000,21025000000,20067000000,15491800000,17080000000,21095000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,101.02,,,-5296.52,,9042.33,-371.00,88.30,93.36,-135.44,79.84,49.66,-84.15,79.70,-93.50,195.17,95.11,95.23,104.05,-76.67,92.83,760.11,489.56,1075.73,9308.70,62.55,1203.91,218.18,1019.36,2898.01,342.31,41.71,583.06,214.01,294.40,-163.24,-129.38,-124.30
DebtFinEBITDA_sy,,189.39,,,3033.66,,6289.95,-371.00,-69.18,145.64,13.52,79.84,288.31,50.46,-68.89,649.81,-41.21,-32.29,44.01,176.74,188.81,215.12,111.99,3.36,0.97,7.08,13.07,35.32,47.14,2.05,13.84,-13.76,-12.33,18.14,95.29,102.15,-59.89,-63.02,-89.71
DebtFinEBITDA_qq,,,,-531.75,-4714.42,54.42,196.51,-122.24,-19.58,74.15,-415.52,87.35,-198.67,5.45,43.18,-20.60,246.90,-104.86,44.55,202.25,746.70,-101.49,5208.70,-8.68,1588.54,-88.31,-9.82,632.51,312.04,-58.87,141.53,8.07,32.01,98.23,11.03,35.74,-121.17,7.90,8.18
DebtFinEBITDA_sq,,,,-531.75,887.25,-239.76,234.52,-131.82,151.52,106.92,234.59,-105.65,1092.58,-19.82,-30.82,-0.14,6.13,-7.66,47.15,91.90,10.76,0.75,-1.01,-6.43,8.20,6.84,4.54,11.98,17.66,-25.90,16.62,-15.18,19.61,-0.15,92.77,-12.20,-76.27,-7.94,-46.37
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,36.31,,,-36.62,,7.27,37.22,91.76,71.03,57.93,45.00,50.73,28.07,-15.04,-18.97,-37.89,-26.36,-20.78,-13.33,42.24,30.87,16.03,16.27,-6.13,-4.88,14.75,11.53,-44.66,-47.55,-51.71,-56.67,-19.88,-20.18,-8.58,1.37,6.63,9.96,6.98
SP1_sy,,2.28,,,21.98,,-47.65,37.22,46.61,23.81,17.07,45.00,-35.86,-41.88,-32.03,-77.62,-13.86,-2.70,0.79,-6.36,-15.74,-14.93,-17.51,-7.66,2.23,-0.59,0.52,0.44,4.17,2.79,8.76,15.33,11.81,14.13,10.86,6.49,6.89,9.66,29.22
SP1_qq,,,,-9.04,-30.97,23.92,37.87,16.35,-3.53,10.53,27.31,6.82,0.28,-6.09,-15.54,1.87,-23.14,11.36,-9.15,11.46,26.14,2.46,-19.46,11.70,1.84,3.83,-2.84,8.57,-49.47,-1.60,-10.54,-2.60,-6.56,-1.98,2.46,8.01,-1.71,1.09,-0.31
SP1_sq,,,,-9.04,-44.46,17.00,-11.43,138.41,-40.66,-1.20,-16.25,195.29,-73.75,-10.47,-2.05,-2.77,1.03,1.13,1.46,-9.67,-9.10,2.11,-1.61,1.12,0.63,-0.71,-0.51,1.04,4.36,-2.02,5.27,7.15,1.17,0.01,2.26,2.92,1.55,2.61,20.49
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,25.37,,,-28.47,,16.17,49.31,70.74,54.47,46.91,37.17,47.72,26.69,-15.05,-19.73,-35.55,-24.65,-19.81,-14.28,37.73,27.73,19.96,22.78,-2.33,-1.68,11.65,22.70,-36.66,-40.62,-45.98,-57.49,-22.83,-22.05,-8.66,7.32,10.00,12.61,9.20
SP2_sy,,4.03,,,-10.46,,-1.07,49.31,30.42,25.96,-7.70,37.17,-2.96,-8.29,-0.77,-50.84,-5.39,4.88,-5.01,-17.46,-24.47,-17.65,-21.11,2.42,12.58,2.16,13.07,-2.85,-3.01,-3.72,-4.52,4.28,1.89,0.91,1.48,-0.55,1.86,4.02,9.83
SP2_qq,,,,-10.23,-20.07,22.14,32.56,15.38,-8.60,10.50,26.07,7.72,-1.57,-5.23,-15.46,1.79,-20.97,10.80,-10.03,8.81,26.98,2.76,-15.51,11.37,1.00,3.44,-4.05,22.40,-47.86,-3.02,-12.71,-3.69,-5.35,-2.04,2.28,13.16,-2.98,0.28,-0.82
SP2_sq,,,,-10.23,-16.97,-0.18,32.96,35.49,-27.47,-3.59,-2.57,101.35,-48.69,-8.89,5.42,-0.24,-1.27,1.01,-4.52,-13.30,-9.66,10.13,-8.54,12.55,-0.70,-0.06,1.23,-3.30,-0.85,-0.80,0.39,5.61,-3.13,-1.75,0.96,3.50,-0.78,0.33,6.60
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-78.03,,,253.73,,48266.67,1295.36,2439.03,384.12,1448.31,-64.22,40.24,383.56,-42.02,21.55,-88.29,-98.52,-96.99,-99.61,102.43,-67.73,-64.54,1529.17,-99.78,-56.76,-82.73,-75.19,1044.44,-79.17,70.83,-91.75,-38.83,40.00,-60.98,1925.00,152.38,985.71,862.50
CAR_sy,,,,,-45.66,,31400.00,1295.36,2402.26,374.21,-27.62,-64.22,-17.08,14.87,135.67,-50.86,-80.93,-85.28,-68.58,-61.62,-14.30,-41.43,-64.96,-36.62,-70.51,25.09,42.25,-73.68,-34.39,-54.65,-0.99,37.11,43.22,15.71,-26.80,-38.99,-33.07,-42.11,-15.85
CAR_qq,,,,33633.33,-53.16,109.92,45.83,873.19,-14.77,-59.98,366.39,-77.51,234.02,38.01,-44.08,-52.85,-67.81,-82.60,13.95,-93.88,16575.00,-97.23,25.23,181.29,-97.70,433.33,-50.00,304.17,6.19,-90.29,310.00,-80.49,687.50,-77.78,14.29,912.50,-1.85,-4.40,1.32
CAR_sq,,,,33633.33,-67.24,76.62,61.40,1394.29,-41.26,-66.53,-75.36,638.74,36.13,-53.63,-49.46,54.03,-47.18,-64.20,7.88,88.15,17.94,-75.53,-35.45,240.28,-45.12,3.77,-26.60,-37.03,36.79,-28.28,60.26,-12.80,42.89,-42.05,1.39,-27.32,56.77,-49.88,47.37
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,207.57,,,-77.32,,96.87,657.97,814.03,342.74,92.61,-53.58,4.73,-6.60,-27.87,-41.54,-69.66,-73.42,-55.89,-37.82,197.06,142.55,12.01,48.39,-22.63,-21.13,10.63,44.50,-60.54,-60.13,-78.14,-89.68,-73.22,-75.92,-36.63,70.30,65.66,86.56,51.97
QR_sy,,104.83,,,-60.12,,-19.78,449.57,315.16,92.65,1.79,-35.97,-1.06,-27.98,-22.27,-72.93,-50.69,-8.81,2.79,-36.85,-40.41,-41.42,-51.52,-28.25,-4.97,-28.82,23.37,1.62,2.09,-3.47,-16.05,-12.58,-0.58,22.51,-0.82,20.53,-4.41,-2.03,-3.10
