,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,,-13.87,-32.85,,,-27.10,,88.89,85.44,8.92,-3.61,-7.48,3.41,20.39,-1.83,-20.33,-69.67,-58.47,-50.24,-43.05,39.73,-2.22,-2.61,3.89,-7.15,-40.05,-71.63,-80.85,-78.29,-18.92,-15.04,118.26,64.14,-36.80,119.10,4.18,28.40,7.10,-72.58,-123.71
GPM_sy,,,17.14,-51.11,,,-12.46,,131.75,128.37,18.98,-14.93,37.30,18.80,-26.42,11.32,-57.08,-73.60,23.11,-62.87,68.13,279.35,1.48,222.58,39.48,44.82,-21.45,-22.32,-37.18,-61.78,12.12,-3.50,-2.83,33.83,-7.10,-1.25,9.51,29.55,-14.39,9.76,-5.04
GPM_qq,,,,,,5.08,40.47,21.10,5.68,3.16,-17.49,7.17,1.43,15.31,-3.95,-12.62,-17.68,-56.11,31.54,4.69,-5.79,7.70,-7.95,4.28,0.50,-3.75,-40.57,-50.66,-32.15,9.13,121.91,-48.29,74.31,-17.93,-14.56,79.26,-17.12,1.15,-28.73,-54.11,-171.68
GPM_sq,,,,,,7.71,136.73,-5.11,-1.29,-17.53,54.03,-32.15,59.31,-28.65,-4.59,2.64,-38.58,-56.11,344.89,-69.05,178.16,-0.97,19.01,-1.60,20.28,2.83,-35.45,-2.69,-2.73,-37.44,89.34,-16.25,-2.06,-13.83,31.43,-10.97,8.62,1.93,-13.15,14.14,-6.03
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,123.93,2610.48,-80.51,,,-65.70,,45.45,,68.19,11.26,-10.75,,-26.07,1.62,24.37,,-66.47,-49.80,-54.73,20.09,130.06,23.81,73.63,7.83,-21.11,-42.95,-62.46,-50.17,-35.35,-37.64,23.66,-28.48,-50.25,58.56,10.49,12.96,82.18,-42.61,-70.95
ROPA_sy,,267.44,1868.75,-82.61,,,51.72,,747.06,,86.63,331.44,-27.88,,161.32,1.62,24.37,,-30.10,-49.80,-54.73,20.09,24.63,170.63,248.26,152.67,-17.12,135.19,183.64,109.15,33.68,13.78,-31.70,2.46,-31.98,-42.33,3.21,3.42,26.60,52.97,4.39
ROPA_qq,,,,,,,,6.99,-9.91,,,-29.23,-27.73,,,-2.71,-11.55,-47.30,-26.07,45.66,-20.24,39.80,41.64,-21.61,11.86,-13.18,3.63,-43.31,-26.40,15.27,34.44,-45.32,45.95,-33.33,-6.48,74.26,1.70,-31.84,50.82,-45.11,-48.51
ROPA_sq,,,,,,,,-69.39,332.31,,,-29.23,-27.73,,,-72.48,-11.55,-47.30,444.87,-80.24,-20.24,39.80,465.48,-57.08,2.64,1.43,85.49,21.79,23.78,-25.21,18.55,3.66,-25.70,12.21,-21.29,-12.11,32.97,12.43,-3.65,6.20,-9.25
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-390.54,139.40,-52.00,,,42.48,,-25.03,111.98,-69.32,8695.13,-849.77,426.09,870.59,-128.59,132.69,-114.51,-98.00,67.31,-199.73,397.46,-189.09,150.18,1310.45,-242.12,-18274.07,-114.47,-99.94,106.41,100.43,398.49,-1523.21,-844.05,-140.37,-30.73,178.29,139.35,1331.37,-96.98,-2553.85
ZNPO_sy,,-94.13,2669.35,-65.36,,,31.52,,-25.03,60.52,86.49,120.85,242.32,191.37,-2.16,-20.27,-8.35,-115.37,-56.52,-121.54,-177.92,397.46,105.23,508.81,228.62,56.86,-12.04,115.72,-3.04,9.63,42.74,-47.39,-27.67,-15.70,-36.04,11.10,47.47,31.18,4.63,-28.78,-37.89
ZNPO_qq,,,,,,-567.98,143.97,-81.74,99.46,-25.19,12.58,5135.49,-117.00,152.49,107.70,-254.22,119.44,-123.30,128.58,-2625.14,40.68,169.48,-108.56,1522.20,1331.00,-108.16,-1006.62,98.88,105.65,816.07,-26.12,681.27,-126.92,-378.92,95.99,1440.52,-69.58,140.71,25.43,-96.71,-24796.77
ZNPO_sq,,,,,,-872.14,116.52,-13.74,-31.85,-506.67,178.01,2.15,5.64,8.55,-16.47,-16.76,21.42,-118.20,336.32,-141.24,-339.24,169.48,63.04,-17.85,38.20,-15.26,-8.57,101.47,-37.89,-4.18,19.04,-25.74,-14.60,11.67,-9.68,28.98,13.35,-0.66,-27.96,-12.21,-1.14
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,-42.88,299.76,,,29.82,,-78.09,129.90,-72.09,1651.37,-1694.42,,,,,,,,,-1899.32,-126.09,,,,-1237.50,,,,160.75,2844.35,-533.23,-580.80,-202.91,,,118.19,,,
ZFI_sy,,,-20.86,18.17,,,216.98,,276.07,-69.68,-50.60,121.93,-10.75,,,,,,,,,-1175.75,-1.14,,,,-20.26,,,,-237.39,-92.91,79.23,100.23,103.76,,,42.86,,,
ZFI_qq,,,,,,-249.82,190.03,-80.70,-15.82,104.47,-15.97,1110.88,-176.64,,,,,,113.33,-539.49,21.76,-4261.01,99.83,,,,,15.47,182.06,264.07,-75.95,3718.63,-112.95,-304.04,94.85,,,,,,
ZFI_sq,,,,,,809.62,-59.95,-80.70,220.99,22.21,-34.74,-13.31,29.09,,,,,,766.90,-141.81,110.39,-4504.37,151.68,,,,,60.69,-70.52,-3239.82,90.76,108.29,645.49,-96.04,53.25,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,5171.51,-63.63,98.43,,,28.38,,11.83,,-5.02,-2.90,-0.11,,4.95,-2.05,-5.96,,3.86,-0.63,1.45,-1.50,-16.26,-3.62,-7.16,0.95,-0.86,-7.56,-7.69,-21.58,1.29,2.71,1.46,23.21,-0.89,0.81,0.37,-0.10,1.70,3.17,4.21
DTAR_sy,,154.23,-70.12,-22.44,,,94.99,,-60.26,,0.37,-32.80,20.33,,-31.84,83.40,77.23,,1.09,-1.13,-5.39,-4.99,53.99,-32.12,-33.46,-22.12,-12.62,-17.38,2.65,-3.76,13.87,54.86,49.82,43.43,48.21,37.75,36.32,39.85,-23.90,-2.29,-23.03
DTAR_qq,,,,,,,,2.68,2.46,,,4.97,5.40,,,-2.03,1.19,-1.98,6.87,-6.26,3.31,-4.83,-9.15,7.89,-0.49,3.49,-10.77,0.60,-0.64,-12.08,15.25,2.01,-1.84,6.77,-7.30,3.77,-2.27,6.28,-5.63,5.27,-1.29
DTAR_sq,,,,,,,,-0.55,-35.76,,,-33.42,15.04,,,79.16,11.17,-12.04,-42.30,75.22,6.38,-11.67,-6.47,-22.76,4.27,3.39,4.93,-26.97,29.56,-3.06,24.15,-0.68,25.34,-7.19,28.29,-7.69,24.04,-4.79,-30.19,18.52,-2.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,91344.26,-96.88,308.56,,,235.18,,150.09,,-29.73,-21.40,-0.40,,40.86,-13.98,-42.90,,40.64,-4.41,10.69,-9.79,-66.96,-19.27,-38.79,5.56,-3.60,-30.97,-30.71,-63.60,4.77,11.10,6.29,125.10,-2.52,5.16,1.31,-0.78,7.13,16.43,21.30
CG_sy,,513.02,-92.81,-20.99,,,110.31,,-88.72,,-0.09,-34.49,44.62,,-27.91,95.28,123.69,,-15.16,-3.04,-11.02,-8.93,82.57,-40.77,-66.93,-61.41,-35.24,-51.50,-22.95,15.63,0.55,66.96,106.88,14.63,123.14,111.20,237.93,270.86,-60.95,-44.88,-64.03
CG_qq,,,,,,,,26.17,30.82,,,41.13,65.77,,,-13.81,10.03,-12.84,70.15,-41.42,27.41,-28.97,-37.68,43.12,-3.40,22.51,-43.09,2.49,-3.05,-35.63,63.80,8.69,-7.25,36.33,-29.07,17.24,-10.65,33.52,-23.41,27.42,-6.91
CG_sq,,,,,,,,9.89,-51.87,,,-27.95,6.25,,,95.18,21.71,-21.41,-54.56,123.08,11.69,-19.56,-8.90,-27.62,-37.65,-6.12,52.86,-45.79,-0.95,40.89,32.93,-10.00,22.74,-21.94,158.76,-14.81,96.38,-14.33,-72.76,20.26,28.15
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,,,,,,,,,,,,,,,245.83,,-44.09,5.48,-13.25,-10.84,7.04,-7.79,44.44,4.05,32.89,26.76,-10.58,24.68,-33.66,-24.44,-2.15,-29.17,-10.45,497.06,321.98,475.00
LDER_sy,,,,,,,,,,,,,,,,,,,,-13.32,,54.46,377.03,-76.49,-89.67,-95.65,-72.80,-70.35,-12.94,9.78,97.40,110.20,108.11,95.05,-37.73,-55.83,63.31,42.89,244.07,321.98,55.47
LDER_qq,,,,,,,,,,,,,,,,,245.83,53.01,-42.52,13.70,,-14.46,8.45,-6.49,2.78,2.70,-6.58,46.48,-25.96,31.17,-10.89,3.33,3.23,-30.21,1.49,33.82,-25.27,-11.76,576.67,-5.42,1.82
LDER_sq,,,,,,,,,,,,,,,,,16.83,-27.81,-94.59,1800.00,,156.74,-83.29,-6.37,-74.28,8.24,4.35,2.08,-24.49,36.49,87.62,8.71,-25.24,27.92,-40.10,-22.88,176.37,11.93,44.23,-5.42,1.82
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,,,,,,,,,,,,,,-25.36,63.21,121.09,1.08,-1.56,0.39,-21.12,-5.87,-35.31,-16.78,-23.58,-8.91,25.83,-12.04,58.59,16.62,-17.13,8.45,-25.28,-88.49,-83.47,-86.40
PZAT_sy,,,,,,,,,,,,,,,,,,,,-9.42,-5.23,-0.10,-13.69,4.07,-18.30,-42.38,-55.10,3.16,-21.19,-4.31,48.15,-39.14,42.92,32.33,73.22,67.81,2.08,-20.01,-67.29,-74.73,-71.73
PZAT_qq,,,,,,,,,,,,,,,,,-54.17,-14.99,89.54,1.07,0.21,15.16,-13.34,-1.56,2.20,-9.52,3.41,-32.35,31.46,-16.90,23.26,-6.55,-8.11,49.84,-9.37,-33.59,20.26,3.23,-86.04,-4.61,-1.03
PZAT_sq,,,,,,,,,,,,,,,,,-1.06,-1.84,-20.41,17.18,3.52,3.47,-31.23,41.29,-18.73,-27.03,-46.42,224.64,-37.91,-11.40,-17.05,33.36,45.81,-17.97,8.59,29.20,-11.31,-35.72,-55.59,-0.19,-0.80
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,,,,,,,,,,,,,,,-40.48,3.19,-1.50,6.88,31.82,25.50,21.71,12.03,0.82,-17.28,3.98,6.37,-33.49,32.88,-0.89,4.44,5.22,42.94,57.05,5.25,67.40,-33.16
PELDR_sy,,,,,,,,,,,,,,,,,,,,34.23,84.95,82.45,59.37,84.41,52.64,31.96,43.23,-8.94,-50.42,-79.56,-76.97,-77.90,-56.81,-3.57,-8.71,21.62,14.45,12.10,33.07,335.79,341.78
PELDR_qq,,,,,,,,,,,,,,,,,-41.93,13.04,-2.22,-7.28,0.68,7.90,6.11,14.36,-4.15,4.64,-2.33,2.92,-21.36,31.53,-0.08,-35.65,57.13,-1.90,5.29,-35.17,113.47,7.78,-29.44,3.11,-14.77
PELDR_sq,,,,,,,,,,,,,,,,,-26.38,37.17,-8.85,45.81,1.45,35.31,-20.38,68.72,-16.03,16.98,-13.58,7.27,-54.28,-51.78,-2.61,2.94,-10.65,7.65,-7.80,37.14,-15.92,5.45,9.44,349.12,-14.77
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,,,,,,,,,,,,,,,4.56,-8.33,8.60,153.66,19.24,51.56,-4.34,2.76,34.38,33.24,115.97,-3.14,-7.66,-4.37,-45.45,1.47,-4.15,-1.18,0.61,-1.88,-8.80,-11.33
TSF_sy,,,,,,,,,,,,,,,,,,,,-6.01,11.58,0.47,-17.66,20.95,4.99,-0.48,16.74,14.99,7.93,11.58,12.34,-7.06,-27.03,-11.02,-15.51,-39.14,-12.27,-26.14,6.14,47.64,18.77
TSF_qq,,,,,,,,,,,,,,,,,-7.49,12.95,-37.54,60.22,-18.89,33.81,45.88,-24.69,3.09,-15.54,56.70,-1.51,2.21,36.90,-29.72,-6.10,5.86,-21.91,30.73,-11.31,9.14,-20.49,27.49,-17.57,6.12
TSF_sq,,,,,,,,,,,,,,,,,0.76,15.11,3.20,-21.48,19.62,3.65,-15.42,15.34,3.83,-1.75,-0.79,13.61,-2.55,1.57,-0.11,-6.00,-23.49,23.86,-5.15,-32.29,10.28,4.28,36.31,-5.82,-11.28
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,5185.56,-60.40,84.71,,,26.65,,11.23,,-4.20,-2.99,-0.22,,4.56,-1.69,-4.40,,4.21,0.63,1.25,-1.15,-14.30,-3.88,-6.74,0.31,-1.24,-6.83,-6.14,-19.61,1.03,4.18,0.23,20.60,-0.98,0.43,-0.55,-0.98,1.39,1.06,4.87
ZKO_sy,,191.33,-69.95,11.82,,,86.92,,-28.70,,-27.66,-38.64,45.85,,30.50,206.79,22.92,,-37.02,0.63,1.25,-1.15,93.14,-40.16,-41.62,-37.38,-7.99,-15.07,5.26,28.80,22.84,68.14,44.93,10.97,10.49,2.01,-1.35,-3.49,-16.55,8.64,4.15
ZKO_qq,,,,,,,,3.17,2.05,,,4.46,4.96,,,-1.78,2.08,-1.99,6.05,-5.15,2.70,-4.32,-8.06,6.38,-0.35,2.92,-9.48,0.36,0.40,-11.85,13.75,3.50,-3.41,6.06,-6.61,4.97,-4.35,5.60,-4.37,4.63,-0.75
ZKO_sq,,,,,,,,-21.19,7.17,,,-33.15,154.76,,,57.15,2.08,-1.99,-59.94,151.09,2.70,-4.32,-21.73,-22.21,0.21,2.62,15.02,-28.19,24.20,25.56,9.70,-1.71,7.05,-3.86,9.22,-9.26,3.53,-5.95,-5.55,18.13,-0.75
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,10.94,-57.67,270.75,,,27.34,,-19.62,,-35.97,30.25,12.76,,-0.83,-14.21,-48.94,,-38.61,-41.98,0.63,-5.28,-8.62,26.66,17.58,23.60,12.08,-3.68,-22.09,-18.60,5.29,-32.05,31.81,21.48,3.43,4.57,38.40,53.79,6.20,67.33,-29.38
OSF_sy,,-84.46,63.95,-61.80,,,52.94,,-84.72,,17.31,-64.87,10.20,,-9.83,-6.63,-2.65,,-8.49,1.71,33.68,51.64,83.12,80.98,35.21,13.00,-24.77,-35.29,-34.50,-32.18,-3.77,2.94,-0.72,-10.73,28.01,60.36,68.93,100.46,-20.32,-17.21,-32.21
OSF_qq,,,,,,,,-46.60,17.71,,,8.62,1.90,,,-6.04,-39.35,10.31,-2.33,-11.20,5.19,3.84,-5.78,23.07,-2.35,9.16,-14.57,5.77,-21.01,14.05,10.51,-31.75,53.23,5.11,-5.92,-30.99,102.80,16.79,-35.03,8.74,-14.42
OSF_sq,,,,,,,,209.62,-71.27,,,-7.29,-9.88,,,-4.00,-6.04,7.55,-5.68,6.70,23.50,22.00,13.90,5.45,-7.73,1.96,-24.18,-9.29,-6.60,5.58,7.58,-2.97,-9.92,-5.06,54.27,21.55,-5.11,12.66,-38.68,26.30,-22.31
NetDebt,-651000000,229660000000,-14259000000,53532000000,128552000000,,285484000000,354082000000,596267000000,,229410000000,442178000000,689207000000,,441127000000,392489000000,363459000000,329523000000,457027000000,380217000000,522383000000,353076000000,204724000000,322334000000,292524000000,388143000000,183039000000,193406000000,143744000000,94976000000,106975000000,233201000000,206392000000,301188000000,197442000000,228717000000,190292000000,289808000000,197358000000,232184000000,223995000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,276.17,-100.90,952.87,,,470.21,,4.96,,-53.55,-6.92,14.75,,67.72,-6.95,-34.36,,123.64,96.16,135.57,-15.43,-56.71,-26.61,-51.21,-1.93,13.74,25.54,26.75,-27.94,-23.26,51.79,19.81,163.61,192.37,-31.55,-17.90,-13.91,-34.74,37.44,130.01
NetDebtEBITDA_sy,,-68.02,-205.30,537.90,,,-54.58,,-108.57,,-91.87,-105.62,85.23,,-272.54,130.93,557.54,,-9.59,-16.73,-70.98,3146.12,162.15,-336.91,-268.20,-103.39,-332.08,-62.69,245.91,403.76,191.84,199.42,8.32,-8.47,-12.37,-103.66,-160.13,-153.87,-198.15,-1877.39,-120.45
NetDebtEBITDA_qq,,,,,,,,-12.06,31.02,,,76.22,61.52,,,-2.24,13.93,77.00,13.44,-14.25,36.82,-36.45,-41.93,45.36,-9.04,27.74,-32.66,60.44,-8.16,-27.38,-28.28,217.34,-27.51,59.78,-20.45,-25.71,-13.05,67.53,-39.70,56.46,45.51
NetDebtEBITDA_sq,,,,,,,,500.73,-107.06,,,-515.01,81.43,,,174.39,174.75,-49.98,-207.19,156.52,-4.24,5494.76,-97.95,-315.48,32.01,-12.67,-40.61,-51.05,160.97,134.56,-57.49,63.52,-33.57,98.20,-59.30,-106.83,-992.00,-77.56,25.84,-37.52,-21.74
DebtFin,-663000000,139820000000,-18838000000,52766000000,127763000000,,283233000000,354487000000,596452000000,,232957000000,440157000000,689048000000,,439976000000,395468000000,368228000000,339277000000,453719000000,384369000000,524555000000,356553000000,204742000000,323681000000,301465000000,393106000000,-50708000000,-47993000000,-87219000000,-52076000000,-148949000000,-38480000000,-31723000000,-40702000000,-42714000000,-61519000000,-64399000000,-57236000000,-67482000000,-106080000000,-81266000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,124.87,-101.95,736.33,,,473.92,,5.64,,-52.46,-7.45,14.69,,64.74,-5.81,-33.49,,122.60,96.81,133.49,-17.05,-56.39,-27.10,-49.93,-1.64,-131.51,-131.02,-174.63,-139.01,-285.70,-0.93,69.65,35.03,54.57,-11.57,-80.76,-25.81,-3.14,-133.46,-146.58
DebtFinEBITDA_sy,,142.37,-103.07,56.32,,,1329.26,,-83.96,,144.32,-55.49,605.64,,-112.04,-115.51,-107.39,,25.99,-73.15,-70.30,167.95,-58.44,37.92,62.39,-228.78,-36.42,-32.71,-83.96,19.40,31.73,-32.93,-35.31,-79.30,-44.85,-15.77,-31.56,-58.35,-28.40,0.46,-9.76
DebtFinEBITDA_qq,,,,,,,,-11.26,30.91,,,72.74,62.22,,,-1.24,14.56,79.88,9.38,-12.68,35.91,-36.09,-42.50,45.96,-6.65,25.54,-118.42,-43.71,-124.56,34.38,-82.12,62.39,32.47,-40.48,-27.34,7.63,-9.40,2.23,-4.40,-109.06,-15.55
DebtFinEBITDA_sq,,,,,,,,334.47,-87.62,,,-20.84,96.19,,,-1.97,6.57,-26.72,38.70,-138.57,8.10,150.56,-242.94,6.52,44.33,-73.12,-51.42,9.07,22.82,24.16,-28.26,-77.07,21.44,-0.50,-3.62,-41.52,10.73,-20.96,15.98,-9.71,1.56
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-97.90,6.88,100.70,,,0.55,,-27.73,,-33.16,34.27,12.99,,-5.16,-12.74,-46.59,,-41.09,-42.35,-0.62,-4.17,6.64,31.77,26.08,23.21,13.48,3.38,-17.00,1.26,4.22,-34.78,31.51,0.73,4.46,4.14,39.17,55.31,4.75,65.56,-32.66
SP1_sy,,-98.47,69.71,21.28,,,-43.41,,-61.58,,5.71,-60.98,-3.58,,-23.38,-20.19,-18.38,,3.12,36.77,113.20,91.65,80.88,100.51,50.51,34.34,-22.31,-45.14,-57.90,-81.19,-60.94,-65.74,-53.07,-1.21,10.75,123.44,7.68,5.83,5.53,-57.01,-0.41
SP1_qq,,,,,,,,-48.24,15.35,,,3.97,-2.92,,,-4.33,-40.59,12.55,-7.91,-6.38,2.42,8.53,2.47,15.68,-2.00,6.06,-5.62,5.39,-21.32,29.39,-2.86,-34.05,58.65,-0.90,0.74,-34.25,112.02,10.59,-32.05,3.92,-13.77
SP1_sq,,,,,,,,209.46,-71.53,,,14.24,-29.66,,,18.99,-28.06,43.52,-16.06,57.82,12.14,29.01,-20.78,74.95,-15.83,15.15,-54.19,23.54,-35.41,-48.55,-4.86,8.37,-11.54,8.32,6.66,118.63,-57.37,6.46,6.35,-10.94,-1.24
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-97.90,6.88,100.70,,,0.55,,-27.73,,-33.16,34.27,12.99,,-5.16,-12.53,-46.15,,-40.66,-42.01,-0.63,-4.70,6.69,31.63,25.97,23.26,13.40,3.72,-16.97,1.52,4.42,-34.86,31.76,0.39,4.23,4.12,38.77,55.19,8.27,70.37,-30.50
SP2_sy,,-98.46,69.80,21.77,,,-43.71,,-61.47,,6.24,-61.77,5.86,,-4.45,-8.03,-12.11,,1.16,34.23,80.96,69.79,48.68,76.85,50.35,36.59,-9.13,-44.82,-48.79,-79.01,-61.72,-63.45,-58.26,-6.39,2.78,108.47,13.69,11.85,11.00,-44.32,13.27
SP2_qq,,,,,,,,-48.24,15.35,,,3.97,-2.92,,,-4.10,-40.24,13.04,-8.40,-6.29,2.42,8.41,2.54,15.62,-1.98,6.08,-5.66,5.74,-21.53,29.69,-2.97,-34.03,58.70,-1.18,0.74,-34.10,111.53,10.51,-29.72,3.70,-13.71
SP2_sq,,,,,,,,217.32,-72.18,,,14.17,-22.96,,,9.89,-26.38,37.17,-8.85,45.81,-0.74,28.70,-20.18,73.44,-15.62,16.92,-46.90,5.32,-21.68,-52.08,-3.18,0.57,-10.55,7.47,6.31,103.99,-51.22,5.74,5.50,2.33,-0.77
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-99.94,3925.84,-71.25,,,-66.04,,-46.17,,108.08,-22.03,-21.29,,-37.14,6.68,90.11,,94.10,-37.68,-60.40,-15.38,-44.28,39.29,68.90,-31.74,5.26,13.66,183.73,272.68,166.63,-29.71,-65.85,-65.19,-69.99,50.11,93.37,37.70,47.69,51.04,9.74
CAR_sy,,-96.91,49.97,299.04,,,-86.11,,47.64,,-16.50,66.64,150.55,,91.78,4.87,-13.73,,13.35,-73.08,-40.45,101.87,-32.40,402.77,137.51,-11.02,-19.62,-16.95,-21.88,-47.32,32.97,10.47,-34.36,-21.37,-27.08,-50.54,-46.83,-19.50,-25.20,8.33,-29.28
CAR_qq,,,,,,,,67.41,-46.24,,,-37.27,-45.73,,,6.45,-3.29,-19.96,135.54,-65.82,-38.55,71.05,55.09,-14.55,-25.49,-30.87,139.15,-7.73,86.00,-9.20,71.10,-75.68,-9.62,-7.45,47.52,21.66,16.42,-34.10,58.23,24.41,-15.41
CAR_sq,,,,,,,,-21.85,-22.12,,,55.96,17.10,,,-14.72,-3.67,-9.99,53.27,-79.75,113.11,205.16,-48.67,50.62,0.67,14.33,-53.63,55.61,-5.31,-22.90,17.04,29.28,-43.73,-7.65,8.55,-12.32,-39.51,39.82,0.87,26.98,-60.51
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-98.11,152.51,-45.86,,,-21.05,,-10.08,,4.38,3.08,0.21,,-5.68,0.75,4.18,,-3.63,-1.02,-1.69,0.45,14.89,3.72,6.82,-0.04,1.52,7.64,6.20,22.28,-1.39,-4.47,-0.31,-15.98,0.84,-0.60,-0.26,0.73,0.42,0.19,-2.77
QR_sy,,-96.24,290.70,152.42,,,-81.90,,33.11,,6.87,45.72,-17.34,,128.86,-20.87,21.34,,-34.89,-18.87,0.12,-4.01,-15.78,66.00,70.53,58.52,-5.13,35.47,-16.16,-14.99,54.13,-40.35,-41.37,-43.07,-59.48,-52.39,-23.28,-30.26,10.28,-18.99,-9.46
QR_qq,,,,,,,,-3.07,-2.00,,,-4.27,-4.73,,,2.25,-1.49,2.05,-6.25,5.02,-2.16,4.28,7.23,-5.20,0.77,-2.42,8.91,0.52,-0.59,12.36,-12.17,-2.62,3.74,-5.29,5.40,-4.01,4.09,-4.35,5.07,-4.23,1.01
QR_sq,,,,,,,,29.24,-16.39,,,76.21,-52.57,,,-39.08,-27.27,36.60,7.57,-24.08,-10.25,30.96,-5.61,49.63,-7.80,21.74,-43.51,113.66,-42.94,23.43,2.43,-17.31,-43.92,19.85,-27.09,-2.85,-9.63,8.94,15.29,-28.64,1.01
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-98.11,152.51,-45.86,,,-21.05,,-10.10,,4.39,3.08,0.21,,-4.37,1.76,4.73,,-3.97,-0.53,-1.26,1.08,16.88,4.04,7.28,-0.32,1.24,7.51,6.63,24.85,-0.97,-4.07,-0.19,-17.37,0.93,-0.44,0.46,0.97,-0.41,-0.43,-3.92
CR_sy,,-96.21,288.27,152.56,,,-81.82,,32.61,,23.67,24.33,-17.14,,96.78,-20.83,20.90,,-34.91,-18.87,0.10,-4.05,-12.48,65.93,70.63,60.54,-3.45,40.72,-10.01,-9.55,45.71,-38.01,-43.82,-46.40,-58.97,-55.80,-24.54,-30.84,8.93,-17.84,-9.26
CR_qq,,,,,,,,-3.07,-2.00,,,-4.28,-4.73,,,1.85,-1.95,2.12,-5.84,5.51,-2.67,4.54,8.87,-6.08,0.36,-2.86,10.58,-0.26,-0.47,13.74,-12.29,-3.39,3.57,-5.84,7.14,-4.70,4.50,-5.37,5.68,-4.72,0.84
CR_sq,,,,,,,,50.62,-28.53,,,51.42,-52.37,,,-39.08,-27.27,36.62,7.52,-24.06,-10.27,30.96,-1.93,43.96,-7.72,23.22,-41.02,109.83,-40.99,23.85,-4.99,-10.73,-46.52,18.17,-27.28,-3.82,-8.70,8.29,14.55,-27.46,0.84
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
