,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RBS_yy,,-7.77,,,-15.80,,1486.52,-15.54,-14.00,-33.03,-45.24,-21.60,-3.50,48.51,64.90,66.92,14.30,-15.76,-8.32,-18.41,-4.21,-7.92,-29.32,-33.80,-34.34,-21.28,4.74,32.41,63.60,58.67,31.07,-0.44,-44.88,-60.49,-61.83,-68.79,-34.10,43.51,101.17
RBS_sy,,19.89,,,-3.73,,0.69,-5.83,-7.75,-15.54,-40.23,-40.84,-27.98,-26.10,3.58,-8.51,-27.78,-20.42,-28.48,0.46,42.75,40.07,58.45,44.01,0.87,-1.89,-8.60,-9.69,0.80,12.77,1.43,13.19,4.43,-7.91,0.35,-9.69,-6.09,7.19,-15.44
RBS_qq,,,,1314.89,-3.31,3.89,11.63,-24.68,-1.54,-19.11,-8.72,7.84,21.20,24.48,1.35,9.16,-17.01,-8.25,10.30,-2.86,-2.56,-11.81,-15.33,-9.01,-3.36,5.73,12.65,15.03,19.40,2.55,-6.94,-12.63,-33.89,-26.49,-10.09,-28.57,39.59,60.09,26.03
RBS_sq,,,,-1.08,-1.71,-3.87,7.73,-7.48,-3.71,-12.00,-23.76,-8.43,17.22,-9.70,6.85,-19.11,-7.47,-0.49,-3.97,13.62,31.49,-2.37,8.63,3.26,-7.90,-5.03,1.20,2.02,2.80,6.24,-8.97,13.85,-5.15,-6.30,-0.81,2.46,-1.37,6.94,-21.75
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,0.20,,,3.06,,-11.29,,-16.09,-32.61,-40.49,,2.63,27.53,-194.82,,-240.04,-251.78,138.14,130.16,108.34,106.40,-83.84,-88.97,58.10,91.35,588.68,1223.33,90.96,0.50,-100.82,-134.26,-272.87,-480.50,-27433.33,-597.79,-21.72,55.32,88.38
ROPA_sy,,-7.61,,,-3.22,,-29.04,,-32.65,-19.21,-12.61,,-2.28,-34.59,-6.66,,-60.21,-56.04,-55.14,-46.45,39.85,62.99,-15.66,-42.71,25.00,61.17,136.86,322.22,12.73,12.50,-5.67,-14.25,-12.41,-13.33,-22.76,-37.85,-33.14,-55.94,-95.03
ROPA_qq,,,,,,19.25,22.41,,,-4.22,8.10,,,19.02,-180.37,-4.88,-39.58,-28.99,120.20,-17.07,-61.40,-0.95,-49.04,-43.40,453.33,19.88,83.42,8.77,-20.15,-36.91,-101.50,-4433.33,-302.94,-38.87,-8.54,-14.89,29.72,49.03,71.76
ROPA_sq,,,,,,-7.68,-21.36,,,10.74,-14.94,,,-25.88,21.39,-23.89,-41.90,-18.09,23.88,-9.16,51.72,-4.55,-35.90,-38.29,231.02,23.08,-5.80,10.01,-11.62,22.83,-21.01,,-9.72,21.53,-29.60,-19.54,-2.88,-19.92,-92.06
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,128.03,,,47.61,,65.49,-0.52,14.66,42.63,1059.55,673.65,-317.09,-646.72,-141.09,-207.61,-191.84,-2.84,130.31,114.20,117.75,121.34,1855.58,-185.10,-25.05,-52.75,-98.52,150.36,-56.01,-4.31,-89.82,-30.40,72.27,202.90,-41894.60,-753.66,-1959.94,1.07,102.81
ZNPO_sy,,1624.05,,,-20.65,,-0.36,110.92,48.45,-62.76,-27.87,-187.47,58.84,157.41,-16.02,207.91,-75.08,-13.77,14.14,-61.65,25.64,-3.11,-27.85,-53.07,-29.04,20.62,38.27,201.03,124.05,30.67,58.82,-86.31,-78.83,26.12,-29.76,494.01,366.53,-41.64,5.62
ZNPO_qq,,,,38.49,5.87,-2.09,15.28,-16.75,22.02,21.80,837.18,-44.46,-134.24,-206.76,29.56,-45.45,7.14,-8.10,120.76,-31.87,16.09,29.94,1802.95,-102.96,202.24,-18.08,-40.48,1.03,-10.69,78.18,-93.67,590.48,121.06,213.29,-974.02,89.20,-529.01,117.02,-75.70
ZNPO_sq,,,,-39.33,5.78,19.18,30.29,28.41,-25.55,-70.11,152.35,-255.73,235.21,-51.55,-17.67,100.11,-68.77,67.60,8.98,-32.77,2.31,29.25,-18.85,-56.27,54.73,119.69,-6.98,-4.79,15.16,28.14,13.05,-91.79,78.05,663.45,-37.04,-30.59,39.84,-4.50,13.96
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-21.31,,,-74.58,,30.73,81.05,181.35,117.52,0.82,-159.26,-222.40,-317.43,50.28,658.86,173.73,136.02,214.75,,,,,,,,,160.69,120.30,27.43,-181.87,-204.68,-263.78,28.62,-564.11,971.22,-630.11,-17.05,69.17
ZFI_sy,,5.00,,,7.60,,78.36,129.77,49.06,-30.55,-39.13,-33.48,8.23,124.38,28.24,26.58,-9.20,-2.27,15.42,,,,,,,,,24.80,5.65,-43.13,-79.93,-50.95,-40.90,-100.82,26.78,437.01,607.10,3296.05,88.88
ZFI_qq,,,,-33.00,-42.51,31.56,158.00,-7.22,-10.67,1.71,19.59,-154.54,-84.50,-80.69,182.65,102.82,-75.66,-11.73,622.31,,,,,,-186.45,-34.64,123.18,-32.11,-4.20,-581.39,73.85,13.19,-49.89,-109.79,-143.29,213.88,-225.61,66.37,35.91
ZFI_sq,,,,-18.75,8.64,27.82,58.09,4.67,-29.52,-40.44,38.55,14.37,14.67,23.47,-20.81,12.89,-17.75,32.90,-6.47,,,,,,22.08,302.73,-48.26,-50.94,3.34,116.79,-81.74,19.91,24.51,-103.02,2915.79,407.90,63.94,-86.37,66.41
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,0.52,,,-15.77,,-11.59,,-24.81,-22.73,-17.42,,-26.74,-39.04,-0.90,,8.11,24.55,-21.39,-13.95,-9.20,-7.40,0.81,-8.99,-9.99,-10.59,-16.12,-10.21,-6.23,-19.28,-7.47,-12.98,-8.41,8.65,-6.02,2.96,15.70,10.89,3.86
DTAR_sy,,-5.49,,,-2.91,,4.19,,-3.07,-1.93,-4.03,,0.02,12.82,10.45,,1.71,-14.66,-8.02,6.77,-3.77,5.85,14.25,5.12,-4.15,0.69,-8.12,-0.96,7.99,-4.81,1.42,-10.24,1.16,4.84,3.59,6.74,2.34,14.01,5.87
DTAR_qq,,,,,,-12.04,-11.62,,,-9.61,-5.55,,,-24.79,53.54,-3.35,-3.15,-13.35,-3.09,5.80,2.19,-11.63,5.50,-4.48,1.07,-12.22,-1.02,2.25,5.56,-24.44,13.46,-3.83,11.10,-10.37,-1.85,5.35,24.84,-14.10,-8.07
DTAR_sq,,,,,,-11.37,2.77,,,-10.32,0.58,,,1.16,-1.54,-8.05,11.06,-15.12,6.11,6.74,0.09,-6.63,14.53,-1.79,-8.74,-1.91,4.51,5.87,-0.50,-13.53,11.34,-6.30,12.13,-10.39,10.02,-3.45,7.52,-0.17,2.16
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,2.00,,,-41.53,,-19.16,,-44.91,-40.81,-29.98,,-40.74,-52.67,-1.90,,11.68,34.74,-31.40,-20.67,-14.02,-10.68,0.55,-13.52,-15.09,-15.49,-22.50,-14.49,-8.51,-24.30,-9.60,-16.57,-11.31,11.44,-7.55,4.21,22.68,14.96,5.48
CG_sy,,-9.76,,,-7.02,,5.80,,-5.86,1.84,4.70,,3.54,25.37,-2.26,,-16.73,-39.66,-18.34,-1.79,-7.56,24.71,5.14,0.45,-2.65,-13.44,-3.60,-2.07,-6.31,-8.12,-0.64,-5.23,-16.10,-8.97,6.77,25.42,32.40,14.30,4.68
CG_qq,,,,,,-22.38,-23.52,,,-16.61,-9.51,,,-33.40,87.56,-6.09,-4.80,-19.64,-4.51,8.60,3.18,-16.52,7.49,-6.59,1.30,-16.90,-1.44,3.06,8.39,-31.25,17.70,-4.88,15.22,-13.61,-2.36,7.22,35.63,-19.04,-10.42
CG_sq,,,,,,-24.38,5.56,,,-18.19,8.52,,,-0.93,-15.39,-15.85,18.06,-28.20,14.50,1.19,11.13,-3.14,-3.47,-3.32,7.69,-13.88,7.51,-1.78,3.03,-15.54,16.25,-6.32,-8.79,-8.36,36.36,10.05,-3.72,-20.89,24.88
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-11.26,,,-54.34,,-24.94,,-58.70,-62.15,-54.23,,-22.57,-21.97,19.89,,34.63,36.15,-21.61,-18.60,-15.22,-14.43,-5.15,-5.35,-8.48,-42.33,-41.82,-41.62,-44.85,-7.60,-1.09,-3.77,35.14,33.76,-4.49,-4.57,-21.26,-25.39,1.44
LDER_sy,,16.26,,,43.09,,52.06,,1.08,42.62,33.34,,15.26,21.06,2.61,,-19.84,-36.11,-36.73,-17.02,-10.35,12.23,16.70,-7.15,-8.52,-21.09,-21.15,-21.26,-1.99,23.02,6.33,1.00,-14.49,-5.91,-9.31,-0.79,-23.44,-40.83,-14.79
LDER_qq,,,,,,5.23,-10.12,,,-3.55,8.69,,,-2.80,66.99,-2.78,-14.68,-1.70,-3.85,0.95,-11.15,-0.78,6.58,0.74,-14.08,-37.48,7.50,1.09,-18.83,4.75,15.08,-1.65,13.98,3.68,-17.82,-1.73,-5.96,-1.77,11.73
LDER_sq,,,,,,-28.03,21.74,,,1.55,13.83,,,6.66,-3.52,-7.28,-15.99,-14.98,-4.46,21.61,-9.24,6.43,-0.65,-3.24,-10.58,-8.20,-0.73,-3.37,11.30,15.23,-14.20,-8.22,-5.76,26.79,-17.30,0.40,-27.27,-2.01,19.09
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,10.00,,,16.08,,28.41,,10.74,-2.55,-14.43,,26.41,26.05,44.18,,14.04,14.25,15.61,14.39,11.86,12.11,6.83,6.79,12.73,77.54,72.45,69.60,77.12,8.23,2.09,7.24,-12.21,-8.53,25.33,27.13,37.48,39.27,1.49
PZAT_sy,,3.70,,,-33.53,,-37.15,,-12.87,-8.14,0.28,,27.17,16.45,14.75,,-6.85,-3.50,1.44,2.81,0.61,-5.08,-13.66,-13.35,-9.94,-7.47,-3.89,-0.26,14.68,20.76,4.29,-8.00,-14.43,-21.07,-8.23,6.44,26.87,25.73,32.29
PZAT_qq,,,,,,14.61,2.08,,,0.85,-10.36,,,0.56,2.54,0.33,10.24,0.74,3.76,-0.73,7.80,0.96,-1.12,-0.76,13.79,59.00,-3.96,-2.40,18.83,-2.83,-9.41,2.53,-2.72,1.24,24.12,4.00,5.20,2.56,-9.55
PZAT_sq,,,,,,1.74,-4.01,,,7.26,4.80,,,-1.78,3.26,-2.35,-5.95,1.75,8.55,-1.03,-7.96,-4.01,-1.26,-0.67,-4.33,-1.38,2.56,3.08,9.99,3.85,-11.42,-9.07,2.31,-4.21,2.99,5.46,21.94,-5.07,8.36
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-7.98,,,17.96,,-3.72,,12.86,29.25,22.37,,6.31,6.37,1.79,,2.16,0.52,3.18,0.24,4.75,4.09,-2.31,-2.10,-2.92,-0.15,4.84,6.02,3.87,-0.66,-3.03,-5.17,-13.01,-15.48,-14.98,-15.28,-7.90,-5.12,-4.51
PELDR_sy,,19.04,,,3.45,,-7.69,,-10.49,2.92,-10.35,,-15.32,-8.98,-2.90,,-4.28,-0.56,1.12,17.52,9.72,-0.88,-3.53,1.01,9.67,-1.84,12.50,3.82,-3.13,-1.49,-15.59,-10.48,-7.42,-0.70,4.91,-4.40,-3.69,-9.54,-5.20
PELDR_qq,,,,,,-11.11,7.30,,,1.79,1.58,,,1.85,-2.78,2.20,0.95,0.22,-0.21,-0.71,5.50,-0.42,-6.34,-0.49,4.61,2.42,-1.66,0.63,2.48,-2.05,-4.01,-1.59,-5.99,-4.82,-3.44,-1.94,2.20,-1.95,-2.82
PELDR_sq,,,,,,-12.10,1.18,,,1.08,-11.87,,,8.64,-5.98,-9.64,3.71,12.85,-4.39,5.02,-3.18,1.95,-6.94,9.95,5.13,-8.75,6.66,1.46,-1.90,-7.21,-8.61,7.61,1.45,-0.47,-3.44,-1.94,2.20,-6.51,1.19
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-7.54,,,3.49,,-1.07,,10.10,2.91,-2.35,,18.94,24.15,4.54,,1.34,-3.11,9.56,4.46,2.78,1.09,-0.61,4.30,4.67,-0.98,1.05,-2.04,-3.97,5.87,2.24,3.94,6.27,0.32,1.18,-1.66,-7.88,-6.29,-1.37
TSF_sy,,13.77,,,9.50,,4.40,,-1.14,-6.13,-2.86,,-12.90,-0.49,-1.82,,1.37,3.52,-1.21,2.74,10.92,1.13,-4.53,-5.99,-3.30,-5.41,6.56,3.56,11.91,9.65,4.77,4.59,-13.60,-5.91,-5.45,-7.95,-1.93,-6.34,-11.45
TSF_qq,,,,,,15.28,11.57,,,7.75,5.87,,,12.46,-10.85,2.34,-1.24,7.53,0.80,-2.43,-2.82,5.76,-0.89,2.40,-2.47,0.05,1.14,-0.73,-4.40,10.31,-2.34,0.92,-2.25,4.12,-1.49,-1.91,-8.43,5.92,3.68
TSF_sq,,,,,,8.96,-5.75,,,3.46,-2.46,,,18.20,-3.77,-1.07,-9.92,20.71,-8.17,2.88,-2.74,10.06,-13.31,1.31,0.04,7.66,-2.34,-1.54,8.10,5.48,-6.68,-1.72,-10.70,14.87,-6.23,-4.31,-4.85,9.70,-11.35
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,8.86,,,-30.48,,-8.83,,-26.04,-36.58,-33.16,,-20.74,-30.99,1.19,,7.46,20.58,-17.38,-11.00,-10.51,-9.65,2.35,-3.56,-4.40,-11.20,-18.69,-16.02,-11.93,-14.73,-2.31,-5.84,11.28,32.07,13.62,23.46,17.83,11.80,8.85
ZKO_sy,,6.53,,,-7.45,,-1.63,,6.80,9.29,6.38,,-0.29,6.48,6.77,,11.48,-4.85,-4.52,-6.66,-10.60,0.50,2.34,-0.33,6.38,8.67,6.29,7.99,4.24,-0.80,-1.48,-5.60,-2.31,0.32,-0.50,-0.78,2.35,2.25,6.73
ZKO_qq,,,,,,9.47,-7.68,,,-6.12,-2.70,,,-18.26,42.68,-3.26,-4.75,-8.28,-2.23,4.21,-4.23,-7.40,10.76,-1.81,-5.07,-13.98,1.42,1.40,-0.45,-16.71,16.19,-2.26,17.65,-1.16,-0.04,6.21,12.28,-6.22,-2.68
ZKO_sq,,,,,,-1.57,2.84,,,0.72,0.10,,,7.55,0.38,5.27,-1.91,-8.20,0.72,2.92,-6.05,3.19,2.56,0.24,0.27,5.41,0.32,1.85,-3.22,0.32,-0.37,-2.41,0.16,3.03,-1.19,-2.69,3.33,2.93,3.14
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-1.50,,,26.56,,-2.99,,3.53,4.03,-1.13,,-12.41,-23.85,-0.49,,4.84,15.64,-10.83,-7.36,-3.68,-3.55,0.85,-4.79,-6.08,-5.28,-8.77,-5.02,-2.19,-14.74,-5.88,-9.95,-7.55,7.65,-2.29,4.34,9.30,7.19,3.73
OSF_sy,,9.63,,,-3.92,,-2.20,,0.04,-0.71,0.79,,1.44,-1.73,-7.32,,-7.40,-4.64,2.06,-0.25,3.82,1.54,-0.99,0.76,3.39,3.07,8.68,1.77,-6.14,-4.22,-7.23,-2.29,-0.98,2.66,1.90,3.02,3.48,1.23,-1.34
OSF_qq,,,,,,-4.32,2.55,,,-3.85,-2.54,,,-16.42,27.36,-0.56,-0.96,-7.80,-1.79,3.31,2.96,-7.68,2.70,-2.47,1.57,-6.90,-1.08,1.53,4.61,-18.85,9.20,-2.85,7.39,-5.51,-0.89,3.74,12.50,-7.34,-4.08
OSF_sq,,,,,,0.45,-1.57,,,-0.31,-0.08,,,-3.42,-5.77,2.43,-0.67,-0.54,0.85,0.11,3.39,-2.72,-1.66,1.88,6.10,-3.03,3.69,-4.60,-2.15,-1.04,0.43,0.48,-0.84,2.60,-0.32,1.58,-0.39,0.36,-2.85
NetDebt,36195000000,48930000000,24171000000,,39785000000,30998000000,24870000000,,42512000000,30307000000,37695000000,,30827000000,8386000000,10719000000,10785000000,11172000000,-237000000,-811000000,-86000000,3998000000,-3946000000,1979000000,9089000000,2607000000,-5581000000,-9264000000,-1014000000,-6281000000,-8771000000,1496000000,8065000000,8940000000,4467000000,4522000000,8076000000,17294000000,14996000000,15447000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-0.44,,,-35.92,,-0.48,,-36.37,-25.29,22.24,,-22.17,-74.24,-179.07,,-157.86,-96.18,91.75,98.99,444.22,-21632.47,2733.36,160117.61,-55.76,23.64,-172.60,-101.01,-225.73,-65.33,705.12,-2899.91,7.06,84.80,-104.40,85.72,-64.76,-653.92,-2620.61
NetDebtEBITDA_sy,,-11.07,,,-18.19,,40.67,,51.01,6.34,34.26,,-4.59,-2.95,-37.49,,-10.59,-48.52,-25.40,37.82,27.96,210.47,146.72,50.63,10.65,-9.24,-16.81,-14.42,-9.16,-0.31,26.39,-6.70,-9.30,0.02,46.53,65.65,19.57,-12.06,-59.70
NetDebtEBITDA_qq,,,,,,-33.88,-27.03,,,-22.36,19.39,,,-74.31,-466.54,4.42,35.71,101.70,-892.21,88.36,22113.38,-206.08,196.88,607.27,-93.91,-283.09,7.89,90.19,-660.01,-140.76,437.10,-148.63,76.45,60.63,2.37,-57.78,-171.68,-80.16,-252.30
NetDebtEBITDA_sq,,,,,,17.50,10.72,,,-17.25,39.78,,,-15.83,-9.97,0.43,17.48,-51.54,30.49,85.54,9.08,17.57,3.69,13.28,-19.88,-3.57,-4.95,16.53,-14.95,5.83,20.50,-13.98,-17.32,16.71,76.53,-2.76,-40.32,-14.16,-19.11
DebtFin,-3350000000,-6611000000,7934000000,,1708000000,4414000000,5933000000,,-29274000000,-27566000000,-15563000000,,-11918000000,-14875000000,-18485000000,-16287000000,-16836000000,-20198000000,-19562000000,-22493000000,-22156000000,-23487000000,-18860000000,-9941000000,-17984000000,-20836000000,-23117000000,-16719000000,-25884000000,-23206000000,-16375000000,-8490000000,-9269000000,-9449000000,-8663000000,-6374000000,-5489000000,-2835000000,469000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-45.36,,,120.37,,-27.68,,-1120.21,-577.18,-311.57,,56.30,49.78,430.30,,325.54,283.64,-215.49,-274.52,-1365.74,-1602.97,-940.19,-567.58,44.92,52.10,80.99,84.82,24.89,-17.17,-2554.31,291.54,123.38,112.15,100.77,-89.29,-49.56,-32.62,-143.12
DebtFinEBITDA_sy,,17.27,,,83.32,,73.32,,383.81,55.69,702.40,,13.86,446.86,-42.76,,-256.52,-284.58,-417.40,-68.18,-102.25,101.11,34.06,23.87,66.18,-41.00,67.37,103.75,-153.10,1452.54,221.64,492.91,99.06,696.94,286.65,560.55,-9563.75,-100.41,-26.78
DebtFinEBITDA_qq,,,,,,119.25,22.22,,,-2.55,45.81,,,-17.85,456.40,-16.30,-35.84,-4.05,-324.14,-26.48,-365.32,-13.94,-55.12,18.83,61.61,0.91,38.44,35.18,-89.97,-54.57,-1294.64,104.68,-76.81,-19.67,-11.59,-35.00,9.26,7.31,-156.58
DebtFinEBITDA_sq,,,,,,-63.09,60.49,,,-125.46,637.09,,,-22.43,-11.37,-290.81,-19.31,8.52,-52.41,-1.10,-43.48,100.50,-9121.00,-16.73,36.26,100.88,-5089.83,113.42,-4400.76,105.39,290.94,-34.60,-106.83,4662.50,89.67,11.73,-199.95,99.81,33893.33
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-9.51,,,82.04,,6.42,,40.00,64.04,47.91,,10.53,10.35,-1.66,,-2.45,-4.09,7.92,4.10,7.63,6.74,-1.47,-1.28,-1.75,6.66,12.20,13.08,11.05,-0.01,-3.66,-4.36,-16.92,-18.49,-14.00,-15.48,-7.24,-4.12,-4.70
SP1_sy,,9.23,,,-5.92,,-7.50,,-1.67,-5.17,-10.32,,-9.36,-11.67,-5.29,,-8.68,-5.45,-0.86,1.96,6.13,3.06,2.39,7.70,8.54,-2.65,1.05,-11.06,-8.11,4.61,-2.11,5.96,10.67,-2.69,9.14,11.72,-11.55,-5.54,-16.99
SP1_qq,,,,,,-12.60,11.10,,,2.41,0.17,,,2.25,-10.73,2.79,3.98,0.52,0.45,-0.85,7.51,-0.30,-7.28,-0.66,6.99,8.23,-2.47,0.12,5.08,-2.55,-6.03,-0.60,-8.72,-4.40,-0.86,-2.32,0.18,-1.18,-1.45
SP1_sq,,,,,,7.02,-4.93,,,3.21,-10.09,,,0.58,-3.60,-1.91,-3.98,4.13,1.09,0.87,-0.06,1.13,0.43,6.10,0.72,-9.29,4.25,-6.62,4.06,3.26,-2.45,1.08,8.68,-9.20,9.42,3.47,-13.96,-3.03,-3.84
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-15.10,,,30.78,,-3.72,,12.93,29.31,22.46,,6.32,6.38,1.77,,2.13,0.50,3.19,0.25,4.76,4.09,-2.32,-2.16,-3.02,-0.15,4.72,5.53,4.03,-0.73,-3.77,-4.72,-14.49,-16.11,-14.38,-15.86,-9.38,-6.87,-4.57
SP2_sy,,15.46,,,4.62,,-6.90,,-13.46,-1.68,-8.73,,-11.98,-11.81,-10.40,,-4.09,2.54,7.99,18.45,7.02,-7.88,-6.29,1.54,7.18,6.23,8.08,4.01,-4.81,-0.42,-5.04,-0.73,4.24,6.01,1.46,-0.67,-7.86,-13.52,-8.53
SP2_qq,,,,,,-11.10,7.27,,,1.79,1.59,,,1.85,-2.81,2.21,0.95,0.22,-0.21,-0.71,5.50,-0.42,-6.36,-0.54,4.57,2.52,-1.79,0.22,3.09,-2.17,-4.80,-0.77,-7.48,-4.01,-2.84,-2.49,-0.35,-1.35,-0.45
SP2_sq,,,,,,-11.65,-3.87,,,0.38,-10.76,,,0.57,-9.33,-11.10,18.32,7.52,-4.52,-2.49,6.90,-7.45,-2.86,5.65,12.84,-8.26,-1.17,1.67,3.27,-4.03,-5.76,6.29,8.44,-2.40,-9.81,4.06,0.59,-8.39,-4.61
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,27.47,,,146.41,,3.99,,45.97,24.88,-11.70,,1.26,69.04,76.11,,65.75,28.61,45.11,33.69,18.80,7.43,-11.74,-22.97,6.90,-12.62,20.18,14.25,4.23,28.57,-26.33,-32.32,-34.81,-36.77,-15.62,-8.86,-47.88,-63.23,-66.37
CAR_sy,,-5.60,,,-12.65,,-40.71,,21.89,-2.70,-26.95,,-38.86,-32.16,-17.17,,6.45,53.03,70.54,62.13,33.96,15.65,-28.12,-12.58,-3.60,-6.89,61.76,8.14,39.66,44.02,-4.83,-1.96,-23.05,-26.51,-4.02,-6.11,14.63,-25.27,-14.67
CAR_qq,,,,,,37.50,22.99,,,17.63,-13.03,,,96.35,-9.39,0.75,-7.53,52.35,2.23,-7.18,-17.83,37.78,-16.01,-18.99,14.04,12.62,15.51,-22.98,4.04,38.92,-33.82,-29.24,0.21,34.73,-11.67,-23.57,-42.70,-4.95,-19.20
CAR_sq,,,,,,-15.06,-1.97,,,-32.20,-26.40,,,-24.76,-10.14,16.75,34.86,8.17,0.14,10.99,11.43,-6.61,-37.76,34.98,22.88,-9.80,8.12,-9.76,58.70,-6.98,-28.56,-7.04,24.55,-11.16,-6.70,-9.06,52.07,-42.08,6.54
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-25.98,,,49.97,,2.41,,24.75,29.72,19.21,,38.19,86.71,7.93,,-4.32,-22.58,25.83,20.62,15.78,9.59,-6.65,7.52,7.00,-5.83,7.82,-5.90,-10.42,23.11,0.38,7.66,-3.48,-23.18,-15.00,-25.23,-35.51,-31.87,-12.96
QR_sy,,-1.15,,,9.60,,-8.52,,-6.35,-3.49,-1.94,,-2.33,1.33,-2.76,,-3.78,4.53,-0.92,-2.87,2.28,-6.21,2.57,17.11,2.15,-2.94,6.61,-4.06,-4.72,6.42,-9.28,0.56,1.29,-9.89,-4.33,-6.22,-3.78,-10.01,-0.14
QR_qq,,,,,,7.73,20.10,,,12.02,10.38,,,51.34,-36.19,-1.52,0.61,22.46,3.70,-5.59,-3.43,15.91,-11.66,8.73,-3.90,2.02,1.14,-5.10,-8.52,40.20,-17.53,1.78,-17.99,11.59,-8.75,-10.46,-29.27,17.89,16.57
QR_sq,,,,,,-1.81,-6.03,,,1.19,-4.53,,,4.99,-8.39,-5.02,5.32,14.06,-13.17,-6.89,10.91,4.59,-5.04,6.30,-3.26,-0.61,4.30,-4.34,-3.91,11.00,-11.08,6.03,-3.21,-1.24,-5.60,3.94,-0.70,-7.64,4.75
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-16.74,,,26.50,,1.92,,22.07,26.34,13.46,,38.56,87.93,9.96,,1.77,-16.41,32.80,14.31,10.91,7.22,-6.44,10.88,9.16,-8.16,4.66,-5.10,-8.49,28.46,6.89,13.84,6.26,-15.28,-10.47,-22.53,-28.67,-28.44,-9.99
CR_sy,,8.88,,,0.93,,-16.84,,4.07,7.74,10.20,,-7.77,-10.81,-8.87,,-4.87,-1.27,1.45,8.16,2.70,1.37,-2.39,-1.72,-2.95,-6.44,2.19,2.11,1.26,13.07,-4.26,9.76,6.53,-7.12,9.94,-6.02,-5.21,-10.09,-14.05
CR_qq,,,,,,7.84,23.18,,,11.61,10.62,,,51.37,-35.27,5.68,-1.71,24.33,2.83,-9.04,-4.64,20.20,-10.26,7.80,-6.11,1.12,2.27,-2.26,-9.47,41.95,-14.91,4.10,-15.49,13.17,-10.07,-9.93,-22.19,13.54,13.12
CR_sq,,,,,,2.99,-9.37,,,6.62,-7.30,,,3.11,-5.29,-6.72,4.43,7.01,-2.68,-0.54,-0.85,5.63,-6.29,0.14,-2.09,1.83,2.36,0.06,-2.91,13.71,-13.32,14.71,-5.77,-0.86,2.60,-1.94,-4.96,-5.96,-1.92
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
