,2012/Q4,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QR_yy,,-92.25,,,,401.02,91.36,19.99,162.48,55.49,560.20,60.34,73.79,22.34,2.13,-27.79,46.91,-23.44,-24.66,-20.68
QR_sy,,16.28,,,,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,-34.65,869.26,-80.86,313.31,-75.04,507.76,-58.14,144.84,5.98,47.60,-54.63,72.36,-11.52,4.35,-7.68,-10.17,-12.93,9.86
QR_sq,,,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,
CR_yy,,-64.09,,,,17.33,-1.07,19.09,25.19,49.96,151.11,75.61,31.60,44.58,-10.42,-25.33,23.07,-22.19,-22.18,-17.93
CR_sy,,11.32,,,,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,0.84,43.69,-27.38,11.51,-14.98,72.97,-23.66,33.57,42.37,20.97,-42.79,46.74,-11.78,0.84,-5.72,-7.22,-11.77,6.36
CR_sq,,,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,
PP_yy,,-77.68,,,,-33.28,51.83,9.79,49.07,149.38,1318.07,494.05,201.86,72.14,-79.61,-47.54,-44.34,-72.37,-56.39,-80.14
PP_sy,,17.49,,,,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,-72.85,105.49,-35.91,86.57,-38.21,48.59,-12.97,212.11,251.34,-37.75,-55.78,77.98,-58.38,60.14,-53.08,-11.65,-34.31,-27.07
PP_sq,,,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-67.82,,,,64.07,15.89,49.92,53.86,48.83,65.04,54.32,25.28,18.36,28.66,-24.99,24.30,-14.03,-23.64,-13.36
RCLR_sy,,-2.67,,,,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,19.41,36.13,-27.66,39.52,-15.65,76.10,-25.76,34.96,-6.46,64.66,-39.73,27.50,1.68,-4.00,-0.12,-11.82,-9.69,8.92
RCLR_sq,,,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,
KP_yy,,-1087.89,,,,39.48,-2.33,20.76,25.35,38.47,105.29,160.49,50.18,113.16,-223.00,-128.47,65.40,-548.91,-447.15,-345.38
KP_sy,,26.68,,,,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,1.60,52.79,-110.32,38.06,-66.37,63.44,-98.12,48.94,114.31,318.00,-263.16,113.49,-233.70,3.25,-98.32,-75.00,-62.95,21.25
KP_sq,,,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,1135.86,,,,-87.30,-67.81,-68.44,-63.95,-17.81,-106.36,-176.35,-39.50,-110.31,213.73,125.99,-67.51,569.78,452.42,328.98
PKKO_sy,,-133.25,,,,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,-38.61,-63.85,75.42,-67.36,55.53,-64.56,100.42,-25.60,-112.04,-325.40,258.83,-112.68,232.76,-2.78,98.52,83.34,56.11,-24.50
PKKO_sq,,,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,
RN_yy,,171.42,,,,39.16,30.97,2.21,-8.91,-28.77,-38.74,-37.87,-35.64,-17.44,3.09,21.08,35.63,16.85,7.73,2.38
RN_sy,,-7.82,,,,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,7.48,15.31,4.26,7.70,1.15,-10.01,-7.09,-15.79,-13.00,-8.73,-3.74,8.02,8.63,7.20,7.82,-6.94,0.15,1.87
RN_sq,,,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,265000,98000,91000,79000,75000,70000,69000,77000,83000,98000,113000,124000,129000,119000,110000,102000,95000,102000,102000,100000
CRN_yy,,-63.02,,,,-28.57,-24.18,-2.53,10.67,40.00,63.77,61.04,55.42,21.43,-2.65,-17.74,-26.36,-14.29,-7.27,-1.96
CRN_sy,,8.57,,,,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,-7.14,-13.19,-5.06,-6.67,-1.43,11.59,7.79,18.07,15.31,9.73,4.03,-7.75,-7.56,-7.27,-6.86,7.37,,-1.96
CRN_sq,,,0.66,3.27,-7.59,-2.74,-3.52,-2.19,2.24,2.19,,-6.43,-1.53,24.03,2.50,-4.88,1.28,5.06,,-1.23
CPZ,368000,403000,365000,279000,267000,222000,211000,203000,198000,209000,219000,215000,215000,191000,165000,164000,143000,161000,171000,174000
CPZ_yy,,9.51,,,,-44.91,-42.19,-27.24,-25.84,-5.86,3.79,5.91,8.59,-8.61,-24.66,-23.72,-33.49,-15.71,3.64,6.10
CPZ_sy,,-0.54,,,,4.32,-3.17,-3.26,-7.41,-8.81,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,-9.43,-23.56,-4.30,-16.85,-4.95,-3.79,-2.46,5.56,4.78,-1.83,,-11.16,-13.61,-0.61,-12.80,12.59,6.21,1.75
CPZ_sq,,,2.16,-2.65,2.72,2.12,-5.18,-2.73,-1.69,0.57,5.68,-1.08,,13.44,-1.42,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,
RMO_yy,,123.19,,,,81.17,66.39,27.66,14.43,-17.15,-40.56,-44.53,-44.98,-32.65,6.29,27.14,43.06,32.11,10.16,5.94
RMO_sy,,-13.16,,,,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,15.06,25.33,8.20,16.11,5.67,-3.84,-3.02,-15.93,-24.19,-10.26,-3.80,2.92,19.63,7.34,8.24,-4.96,-0.25,3.23
RMO_sq,,,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,
RMT_yy,,118.90,,,,67.59,55.15,34.54,27.65,14.69,1.07,-12.47,-18.35,-17.40,-7.50,4.45,19.62,17.69,13.86,11.04
RMT_sy,,15.70,,,,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,14.32,23.23,8.31,9.84,5.83,6.86,2.76,-1.31,-6.74,-7.46,-4.14,-0.16,4.45,4.50,9.78,-1.77,1.05,1.91
RMT_sq,,,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90,5.54
RM,,,,,,,,,,,,,,,,,,,,
RM_yy,,119.57,,,,69.28,56.58,33.55,25.68,9.30,-7.30,-19.07,-23.82,-20.46,-5.02,8.44,23.79,20.33,13.18,10.10
RM_sy,,-5.44,,,,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,14.41,23.50,8.29,10.63,5.82,5.33,1.91,-3.79,-10.25,-8.04,-4.07,0.47,7.16,5.00,9.50,-2.34,0.79,2.15
RM_sq,,,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,
