,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
OSF_qq,,,,,-51.90,7.01,-19.16,10.25,-10.40,-9.23,-2.83,9.17,-0.98,5.98,7.47,3.46,15.31,-3.30,5.32,-6.81,6.12,1.84,11.89,0.86
OSF_sq,,,,,2.57,1.39,-5.51,1.40,4.21,-2.05,2.28,1.70,-0.60,-0.33,-2.17,-0.15,6.26,-3.48,3.69,-6.13,-0.45,0.03,0.71,0.20
NetDebt,87000000,6596000000,5334000000,-11374000000,2102250000,3220150000,838000000,4366000000,2642000000,2486000000,5479000000,8583000000,10283000000,13428000000,15660000000,16974000000,48911000000,38253000000,66470000000,50460000000,64895000000,54434000000,55614000000,47782000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,,,,1202.60,-73.25,-95.18,109.98,-48.15,-74.48,219.43,24.78,92.72,220.85,155.40,84.28,619.61,316.17,349.27,360.92,71.77,135.17,51.03,6.47
NetDebtEBITDA_sy,,,,,-10.08,-0.69,19.00,-17.87,29.48,-9.44,-7.67,75.79,-24.45,3.26,-19.66,-11.69,-52.78,5.47,6.22,-9.54,83.88,-39.13,-26.65,-43.68
NetDebtEBITDA_qq,,7486.00,-19.13,-274.50,112.17,55.81,-85.45,261.68,-36.78,-23.30,82.16,41.29,-2.37,27.69,45.01,1.94,281.24,-26.15,56.54,4.59,42.08,1.10,0.53,-26.27
NetDebtEBITDA_sq,,22.17,-8.17,-23.94,5.37,34.93,10.04,-47.51,66.13,-5.63,12.18,-0.05,-28.60,28.99,-12.73,9.87,-61.82,188.13,-12.11,-6.43,-22.40,-4.61,5.91,-28.16
DebtFin,-623000000,,,,-399110000,,-1771000000,-2331000000,-4212000000,-5846000000,-1836000000,-1570000000,1678000000,3763000000,5471000000,8064000000,7167000000,13543000000,21496000000,22699000000,25669000000,28739000000,29048000000,27837000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,,65.50,,,,-335.60,,49.36,57.26,119.73,138.24,366.29,578.75,546.14,425.72,315.87,336.43,363.71,250.69,143.92,37.89
DebtFinEBITDA_sy,,,,,36.85,,,,-3.41,,-35.14,58.16,38.28,74.80,53.40,-61.79,-160.47,-156.77,24.50,-1.66,100.18,-23.28,28.03,89.65
DebtFinEBITDA_qq,,,,,,,,8.65,-88.78,-13.11,74.04,22.90,187.12,119.30,80.76,38.62,17.58,78.43,42.99,45.48,24.93,34.94,-0.54,-17.76
DebtFinEBITDA_sq,,,,,,,,-1.33,-66.26,-18.66,32.40,68.63,-145.27,51.54,-24.98,-8.92,-294.87,52.23,63.25,-46.66,100.71,-32406.25,78.55,78.90
SP1,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,,-37.81,,,-74.42,23.15,12.57,-31.66,-1.59,5.64,-4.28,7.80,8.45,-30.80,-16.71,-28.31,-29.72,2.01,-1.87,16.91,24.07
SP1_sy,,,,,-21.82,,,-11.86,9.08,-2.01,-4.41,-9.46,-8.18,-9.98,5.15,-2.20,-1.40,-12.88,-4.51,-0.13,-2.12,3.69,-6.52,-7.19
SP1_qq,,,,,-79.05,16.84,48.09,-29.42,0.84,6.81,-10.09,1.63,8.24,-3.22,1.25,2.24,-30.93,16.49,-12.86,0.23,0.25,12.07,3.82,6.37
SP1_sq,,,,,-17.61,13.76,-13.36,8.55,1.96,2.19,-15.48,2.81,3.39,0.19,-1.27,-4.37,4.23,-11.48,8.21,0.02,2.16,-6.22,-2.44,-0.69
SP2,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,,-16.91,,,-75.84,-10.23,14.19,-30.50,-0.84,7.16,-3.91,11.58,11.68,-28.12,-12.89,-21.02,-21.25,4.11,-0.41,3.86,10.25
SP2_sy,,,,,-21.81,,,-9.67,9.63,2.81,-7.76,-3.46,0.23,-4.29,0.93,-5.87,-10.80,-12.75,3.60,5.55,-2.92,0.49,-10.38,-11.89
SP2_qq,,,,,-73.05,-14.91,48.28,-28.94,0.12,8.24,-9.75,1.39,8.20,-2.94,4.80,1.48,-30.37,17.63,-4.99,1.19,-7.94,12.53,-0.92,7.41
SP2_sq,,,,,-14.70,7.70,-4.57,3.04,3.52,1.00,-14.38,7.83,7.48,-3.55,-9.71,0.56,1.86,-5.66,7.21,2.45,-6.31,-2.34,-4.38,0.72
CAR,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,,-12.37,,,,286.91,,-31.53,20.29,-79.43,-85.51,-87.01,-86.80,-16.20,-45.90,-45.56,-49.72,-95.52,-42.33,-68.28,-13.91
CAR_sy,,,,,9.38,,,,22.51,,9.44,-30.27,-38.07,-31.99,-32.30,7.71,81.57,10.22,39.30,10.19,-5.53,13.71,-6.91,9.80
CAR_qq,,,,,,,,-51.27,71.21,15.22,-28.78,-14.38,-70.73,-18.84,-36.13,-12.99,85.82,-47.61,-35.73,-19.64,-83.46,575.00,-64.65,118.10
CAR_sq,,,,,,,,16.67,9.96,-13.42,-1.47,-25.66,-2.34,-4.93,-1.91,18.26,64.63,-42.29,23.98,-6.45,41.14,-30.53,1.50,10.34
QR,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,,11.73,,,-61.93,-19.96,111.89,-19.19,35.73,19.65,-14.85,-6.11,-1.73,-46.73,-27.04,-37.51,-26.36,3.35,-8.05,-7.78,-20.98
QR_sy,,,,,-17.96,,,-16.38,9.83,-5.92,-10.12,-16.96,-7.07,-10.10,-3.09,-1.04,-14.97,-4.86,5.75,14.00,12.11,2.14,-5.54,-2.95
QR_qq,,,,,-42.50,-51.06,145.33,-44.86,20.90,29.56,-6.44,-7.38,6.57,-7.79,3.16,-3.06,-42.24,26.31,-11.64,14.24,-18.93,12.37,-11.38,-2.12
QR_sq,,,,,-24.34,7.81,-3.26,5.96,-0.62,-7.65,-7.58,-2.10,11.21,-10.65,-0.38,-0.03,-4.44,-0.03,10.74,7.76,-6.03,-8.92,2.41,10.73
CR,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,,,30.10,,,-53.07,-28.69,62.94,-17.15,17.14,15.77,-13.85,-5.45,-0.82,-48.94,-30.13,-40.00,-27.82,3.77,-7.47,-7.87,-14.68
CR_sy,,,,,-20.97,,,-19.29,4.09,-9.23,4.16,-6.21,-6.60,-6.53,-10.64,-6.03,-8.35,-6.71,-1.32,4.98,10.68,-7.53,-1.88,3.88
CR_qq,,,,,-27.11,-46.11,84.05,-35.08,10.75,23.13,-6.42,-8.21,9.45,-8.37,2.72,-3.72,-43.65,25.38,-11.79,15.81,-18.99,11.80,-12.16,7.25
CR_sq,,,,,-26.45,18.37,-15.58,9.82,-5.14,3.21,-3.13,-1.11,-5.53,3.28,-7.39,3.99,-7.87,5.14,-2.03,10.63,-2.87,-12.16,3.95,17.12
PP,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,,21.83,,,-80.68,-41.03,68.25,-7.77,-21.20,-44.54,-60.65,-47.67,-30.29,-41.42,-31.04,-69.57,-72.36,-68.66,-45.06,-10.86,43.86
PP_sy,,,,,-15.87,,,-12.65,22.79,-2.40,28.07,-17.87,-12.50,-34.35,-34.47,-13.09,12.45,2.41,50.90,42.49,8.56,15.08,-27.63,-23.24
PP_qq,,,,,-61.34,-61.02,39.63,-8.16,17.97,11.22,-23.46,-21.54,-16.96,-21.09,1.79,4.52,-30.22,-7.11,-55.08,-5.08,-20.88,62.86,-27.12,53.18
PP_sq,,,,,-32.56,40.58,-31.31,34.14,-5.20,11.74,-9.87,-13.98,1.00,-16.16,-10.04,14.09,30.69,-23.65,32.55,7.73,-0.43,-19.06,-16.65,14.27
RCLR,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,,40.58,,,32.03,-14.43,90.91,-20.84,49.29,44.16,2.95,7.22,3.13,-53.40,-30.21,-41.07,-32.22,12.89,-5.08,-8.61,-28.38
RCLR_sy,,,,,-19.48,,,-9.34,1.46,-8.84,-18.77,-2.59,12.27,3.39,14.94,-6.91,-24.53,-9.37,-20.21,-7.72,5.33,-11.39,2.08,5.38
RCLR_qq,,,,,86.18,-44.28,140.65,-47.11,20.67,24.30,-0.21,-0.26,16.52,-11.23,3.92,-4.06,-47.35,32.95,-12.24,10.34,-12.31,11.79,-15.51,-13.52
RCLR_sq,,,,,-17.36,7.23,3.32,-0.98,-7.51,-3.65,-7.94,18.74,6.60,-11.27,2.34,-3.84,-13.57,6.55,-9.89,11.21,-1.35,-10.36,3.81,14.80
KP,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,,-2.62,170.42,296.76,-55.84,-22.58,38.68,-24.88,9.54,14.42,-8.59,6.09,8.59,-56.49,-27.38,-42.92,-31.96,9.94,-8.04,-24.68,-26.75
KP_sy,,,,,-21.79,-4.25,-22.31,-16.17,1.59,0.54,-3.53,-5.03,1.57,1.76,-15.66,-25.09,-31.02,-38.88,-4.39,11.51,9.94,-4.03,-19.12,-16.10
KP_qq,,-190.54,40.36,396.63,-39.20,-34.52,66.63,-33.42,6.58,17.29,-9.74,-2.91,11.32,-6.30,4.76,-0.63,-55.39,56.38,-17.65,18.44,-27.92,30.80,-32.55,15.18
KP_sq,,-10.04,2.52,4.09,-18.53,10.13,-16.81,12.32,-1.27,8.98,-20.17,10.57,5.59,9.18,-33.84,-1.79,-2.77,-3.25,3.49,14.55,-4.15,-15.54,-12.78,18.83
PKKO,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,,-1625.80,-830.00,-1280.01,-271.97,-205.62,251.79,140.87,181.98,105.05,-88.65,-64.34,-44.92,-60.83,-44.01,-54.40,-56.73,-32.38,-32.24,-36.49,-20.75
PKKO_sy,,,,,-41.90,-27.82,-37.76,-43.21,-20.68,-18.66,-0.86,-3.49,21.43,10.04,10.82,7.01,13.15,-4.90,-21.89,16.83,-5.35,-17.39,-21.31,-44.77
PKKO_qq,,-223.85,22.90,358.37,-718.47,24.51,-14.41,67.80,-999.14,137.49,-69.20,-35.42,-32.34,-15.68,-3.21,-0.26,-51.88,20.54,-21.19,-5.33,-24.81,20.79,-26.13,18.13
PKKO_sq,,-10.22,-13.15,10.72,-32.71,11.54,-25.10,1.01,-6.01,14.39,-8.72,-1.67,18.26,3.67,-8.07,-5.05,25.05,-12.87,-24.50,42.02,1.31,-23.95,-28.09,-0.32
RN,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,,-1.03,-32.82,-33.92,-14.16,-56.85,-54.73,-35.98,-26.32,27.66,47.35,7.92,2.71,-7.55,-2.19,10.79,9.32,13.87,4.30,-2.68,-1.33
RN_sy,,,,,3.33,0.28,6.37,-3.22,0.36,0.78,-0.81,5.51,-2.01,3.24,2.65,-2.44,-4.27,-6.00,-6.86,6.37,6.60,8.36,11.42,2.11
RN_qq,,21.08,-8.41,-29.71,26.97,-17.81,-9.92,-8.69,-36.18,-13.78,27.41,5.09,10.58,-0.48,-6.68,0.02,-0.47,5.29,5.70,-1.30,3.67,-3.55,-1.38,0.06
RN_sq,,0.47,-1.95,1.99,2.85,-2.50,4.01,-7.20,6.65,-2.10,2.38,-1.29,-0.95,3.15,1.79,-6.18,-2.81,1.29,0.86,7.14,-2.60,2.96,3.71,-1.82
CRN,91000,75000,82000,117000,92000,112000,124000,136000,213000,247000,194000,185000,167000,168000,180000,180000,181000,172000,162000,165000,159000,165000,167000,167000
CRN_yy,,,,,1.10,49.33,51.22,16.24,131.52,120.54,56.45,36.03,-21.60,-31.98,-7.22,-2.70,8.38,2.38,-10.00,-8.33,-12.15,-4.07,3.09,1.21
CRN_sy,,,,,-3.12,-0.63,-6.17,2.50,-0.65,-0.63,-2.63,-10.37,2.60,-3.18,1.35,8.84,3.80,6.58,7.33,-6.25,-6.10,-8.02,-10.56,-2.00
CRN_qq,,-17.58,9.33,42.68,-21.37,21.74,10.71,9.68,56.62,15.96,-21.46,-4.64,-9.73,0.60,7.14,,0.56,-4.97,-5.81,1.85,-3.64,3.77,1.21,
CRN_sq,,-0.62,1.89,-1.23,-3.12,1.94,-3.80,7.89,-6.10,1.95,-5.73,-0.68,7.48,-3.80,-1.32,,2.50,-1.22,-0.62,-6.83,2.67,-3.25,-3.36,
CPZ,59000,71000,84000,126000,93000,103000,97000,102000,158000,157000,121000,105000,87000,87000,92000,92000,124000,126000,132000,140000,131000,138000,143000,153000
CPZ_yy,,,,,57.63,45.07,15.48,-19.05,69.89,52.43,24.74,2.94,-44.94,-44.59,-23.97,-12.38,42.53,44.83,43.48,52.17,5.65,9.52,8.33,9.29
CPZ_sy,,,,,-1.85,3.80,3.75,8.33,3.77,3.66,-1.81,-3.55,1.21,4.12,14.11,14.11,14.97,11.86,3.23,3.23,9.38,-2.53,-10.42,-11.98
CPZ_qq,,20.34,18.31,50.00,-26.19,10.75,-5.83,5.15,54.90,-0.63,-22.93,-13.22,-17.14,,5.75,,34.78,1.61,4.76,6.06,-6.43,5.34,3.62,6.99
CPZ_sq,,-2.47,1.27,-2.50,1.92,3.14,1.22,1.81,-2.37,3.03,-4.12,,2.45,,5.08,,3.23,3.12,-3.03,,9.38,-8.10,-10.88,-1.74
RZ,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,884.84,,1294.21,178.24,-29.03,-50.75,-46.60,35.03,114.78,125.42,120.88,33.74,-52.05
RZ_sy,,,,,,,,,,,,11.70,,14.40,-5.05,-7.90,-24.43,-13.88,-3.38,-9.40,-10.79,5.06,16.47,24.79
RZ_qq,,,,,,,,,,,185.90,193.68,60.65,3.36,-42.94,-25.09,11.50,12.06,44.27,19.15,17.02,9.81,-12.65,-57.28
RZ_sq,,,,,,,,,,,5.94,4.48,22.74,-15.80,-12.07,1.35,0.71,-4.05,-1.34,-4.97,-0.84,13.00,9.38,1.81
CRZ,,,,,,,,-49000,,53000,18000,6000,4000,4000,7000,9000,8000,7000,5000,4000,4000,3000,4000,9000
CRZ_yy,,,,,,,,,,,,112.24,,-92.45,-61.11,50.00,100.00,75.00,-28.57,-55.56,-50.00,-57.14,-20.00,125.00
CRZ_sy,,,,,,,,,,,,-10.53,,-10.00,16.67,20.59,29.03,19.44,2.38,9.76,12.50,-6.98,-16.28,-20.00
CRZ_qq,,,,,,,,,,,-66.04,-66.67,-33.33,,75.00,28.57,-11.11,-12.50,-28.57,-20.00,,-25.00,33.33,125.00
CRZ_sq,,,,,,,,,,,-10.00,-5.56,-8.82,,16.67,-2.38,-2.44,7.50,,4.65,,-11.11,-10.00,
RMO,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,,-41.03,-51.33,-44.44,77.74,-9.49,-19.51,-0.41,-14.49,50.46,75.11,29.66,16.85,-3.44,-1.55,8.47,4.83,14.93,5.83,-1.27,-2.17
RMO_sy,,,,,-2.05,5.64,14.64,17.06,18.46,3.74,1.11,-1.96,-5.69,3.71,-0.52,-3.43,-9.75,-8.28,-13.35,-10.52,-0.61,-5.87,6.98,16.06
RMO_qq,,21.08,-8.41,-59.27,30.57,-0.08,4.55,30.30,-33.51,-11.13,29.36,11.87,16.99,3.43,-4.21,0.82,-3.33,5.46,5.53,-2.56,5.99,-2.89,-1.55,-3.45
RMO_sq,,1.32,-4.23,0.89,0.04,9.28,3.94,3.02,1.24,-4.30,1.30,-0.11,-2.62,5.24,-2.82,-3.03,-8.99,6.96,-8.20,0.14,1.09,1.30,4.33,8.63
RMT,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,,-12.64,-42.89,-40.17,-47.17,-65.05,-62.66,-53.21,-30.24,33.76,64.79,38.89,35.06,14.79,19.17,27.84,12.41,16.30,7.55,-2.80,5.70
RMT_sy,,,,,-2.75,-3.75,-3.04,-3.57,-15.67,-4.75,-22.87,-1.76,20.95,-4.79,11.03,-18.55,-17.33,-22.57,-13.80,-20.64,-33.83,-8.96,-3.89,6.25
RMT_qq,,21.08,-8.41,-16.78,-5.34,-20.84,-4.05,-26.51,-37.38,-15.42,20.23,9.56,20.07,4.20,1.34,6.53,2.05,8.16,8.71,-6.32,5.58,0.03,-1.76,1.87
RMT_sq,,-9.19,2.37,-0.97,5.64,-10.13,3.13,-1.51,-7.62,1.51,-16.48,25.44,13.72,-20.08,-2.61,-7.98,15.42,-25.15,8.43,-15.28,-3.75,2.97,14.47,-6.34
RM,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,,-22.63,-35.87,-20.32,30.23,-32.96,-34.42,-22.30,-21.10,43.56,70.86,33.35,23.85,3.35,6.05,15.42,7.63,15.44,6.44,-3.89,-4.24
RM_sy,,,,,-7.96,4.91,0.34,7.22,1.16,-5.70,-5.97,3.16,5.18,15.86,8.83,-10.63,-24.43,-22.26,-23.78,-19.87,-18.07,-20.02,-9.25,-2.08
RM_qq,,7.51,-14.70,-33.17,26.26,-10.89,5.98,9.23,-35.01,-12.83,25.57,10.91,18.26,3.74,-2.00,3.01,-1.32,6.45,6.66,-3.94,5.83,-1.84,-3.69,-4.30
RM_sq,,-11.21,3.91,-6.66,6.89,1.20,-0.62,-0.26,0.84,-5.66,-0.91,9.42,2.82,3.91,-6.92,-10.14,-13.06,6.91,-8.74,-5.53,-11.11,4.37,3.54,1.94
COP,,,,,,,,87000,,300000,212000,191000,171000,172000,187000,189000,189000,179000,167000,169000,163000,168000,171000,176000
COP_yy,,,,,,,,,,,,119.54,,-42.67,-11.79,-1.05,10.53,4.07,-10.70,-10.58,-13.76,-6.15,2.40,4.14
COP_sy,,,,,,,,,,,,3.92,,-8.93,7.55,8.02,20.59,10.78,-7.02,-9.61,-8.94,-1.77,-1.42,-1.93
COP_qq,,,,,,,,,,,-29.33,-9.91,-10.47,0.58,8.72,1.07,,-5.29,-6.70,1.20,-3.55,3.07,1.79,2.92
COP_sq,,,,,,,,,,,-5.36,,-3.77,,11.76,0.44,,-8.13,-6.19,-2.36,8.21,-0.89,-5.86,-2.87
CSP,,,,,,,,-15000,,143000,91000,86000,84000,85000,95000,97000,65000,53000,35000,29000,32000,30000,28000,23000
CSP_yy,,,,,,,,,,,,673.33,,-40.56,4.40,12.79,-22.62,-37.65,-63.16,-70.10,-50.77,-43.40,-20.00,-20.69
CSP_sy,,,,,,,,,,,,,,-37.50,5.00,50.00,31.25,46.67,-52.38,-109.80,-109.52,-111.36,-135.00,-180.00
CSP_qq,,,,,,,,,,,-36.36,-5.49,-2.33,1.19,11.76,2.11,-32.99,-18.46,-33.96,-17.14,10.34,-6.25,-6.67,-17.86
CSP_sq,,,,,,,,,,,-16.67,-15.00,-5.88,-6.25,40.00,21.43,-17.65,4.76,-54.55,-125.00,20.00,-25.00,-40.00,-100.00
