,2009/Q4,2010/Q4,2011/Q4,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PELDR_qq,,,,,,,3.08,-0.31,-0.30,-0.12,-0.11,-7.40,12.48,-1.72,-1.21,-1.95,-1.33,-0.65,-0.25,5.01,0.24,2.55,-0.77,-5.92,6.92,-1.45,4.02,-6.52
PELDR_sq,,,,,,,5.58,1.03,-3.40,-0.66,-1.14,-1.04,-1.56,-0.18,0.92,2.65,-1.33,3.79,1.42,-1.14,-0.13,1.10,1.92,-1.53,1.08,-1.41,3.28,-4.72
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,-9.32,,,7.38,,,,-1.17,-2.33,-10.83,-1.91,0.30,4.24,10.02,-2.28,-3.72,-5.40,-0.46,-1.10,2.68,0.25,-6.89,2.87,-3.06,1.51,1.13
TSF_sy,,,22.57,,,4.53,,,,0.82,-3.28,-8.05,-5.80,-6.00,0.75,8.27,5.40,10.03,3.77,1.27,1.50,0.49,2.53,0.55,1.87,-0.63,0.35,-3.96
TSF_qq,,,,,,,-0.82,0.98,0.72,-2.01,-1.98,-7.82,10.80,0.19,1.87,-2.71,-1.59,-1.29,0.10,2.36,-2.22,2.49,-2.27,-4.93,8.03,-3.43,2.34,-5.29
TSF_sq,,,,,,,3.80,-0.40,0.59,-3.05,-0.42,-5.31,3.05,-3.25,6.72,1.76,0.32,1.00,0.65,-0.69,0.55,-0.01,2.69,-2.61,1.87,-2.46,3.70,-6.80
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,960.05,-31.55,,,-14.93,,,,-16.89,-5.12,-8.36,-12.92,-3.72,5.11,3.77,5.37,-2.29,-7.20,-11.98,-14.88,-14.48,-16.38,-2.91,2.13,2.14,2.14,-1.67
ZKO_sy,,94.90,-24.25,,,-4.63,,,,7.47,101.56,39.00,18.68,14.15,-23.50,2.93,8.49,-13.19,-9.51,-2.15,-8.40,23.55,18.79,7.03,3.82,-3.43,-6.93,0.60
ZKO_qq,,,,,,,-16.28,3.81,1.47,-5.76,-4.42,0.27,-3.59,4.20,4.34,-1.00,-2.11,-3.37,-0.89,-6.11,-5.33,-2.93,-3.09,9.01,-0.41,-2.91,-3.10,4.95
ZKO_sq,,,,,,,-24.78,9.87,22.91,5.80,41.08,-24.24,4.94,1.76,-5.45,1.93,10.61,-18.57,-1.44,10.22,3.54,9.84,-5.24,-0.69,0.43,2.17,-8.68,7.35
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-70.62,-40.75,,,-1.20,,,,-3.88,-2.30,-5.95,-10.73,-3.99,6.99,6.37,8.87,4.27,-1.97,-4.58,-8.05,-6.93,-9.75,-5.36,0.55,-2.90,-2.50,-1.53
OSF_sy,,-1.02,13.60,,,-5.95,,,,7.18,12.47,15.65,16.61,22.86,3.84,5.08,12.72,-10.51,2.87,-0.96,0.21,0.34,5.49,2.48,-3.04,-2.66,-7.48,-9.07
OSF_qq,,,,,,,-5.18,2.52,2.75,-3.77,-3.63,-1.30,-2.47,3.49,7.40,-1.88,-0.18,-0.88,0.98,-4.49,-3.81,0.32,-2.07,0.15,2.20,-3.12,-1.67,1.15
OSF_sq,,,,,,,-8.30,5.93,-2.33,12.98,-3.78,8.93,-1.52,19.04,-18.68,10.22,5.64,-5.49,-6.52,6.13,6.88,-5.37,-1.73,3.10,1.13,-5.00,-6.59,1.33
NetDebt,-10000000,34599000000,281037000000,,,260363000000,284654000000,283700000000,273756000000,279325176000,282846000000,289429496000,297004883000,291911392000,273553893000,280111320000,276933006000,270407000000,263809580000,276167445000,279318785000,265849000000,281034000000,288366000000,283405000000,265300000000,294310000000,294381000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-49770.16,139.32,,,-75.44,,,,-0.53,-2.54,-10.96,-2.67,31.33,5.01,2.10,-14.54,-32.92,-25.68,-30.49,-19.88,-2.78,13.20,35.04,20.14,-3.08,-2.97,-17.36
NetDebtEBITDA_sy,,107.60,-46.33,,,-21.30,,,,19.16,78.47,59.98,1.13,18.99,-24.50,-24.34,-29.83,-25.88,-18.26,-11.74,-10.55,-18.70,-13.38,-12.89,-1.49,5.41,-3.33,20.30
NetDebtEBITDA_qq,,,,,,,9.52,11.65,-2.60,-16.48,7.32,1.99,6.47,12.69,-14.20,-0.83,-10.88,-11.54,-4.94,-7.25,2.73,7.34,10.69,10.64,-8.61,-13.41,10.81,-5.77
NetDebtEBITDA_sq,,,,,,,-3.24,0.03,58.76,-22.45,44.91,-10.34,0.36,-8.75,-8.05,-10.15,-6.92,-3.62,1.42,-2.99,-5.67,-12.40,8.06,-2.44,6.68,-6.26,-0.90,21.40
DebtFin,-23000000,28967000000,213104000000,,,196267000000,205854000000,208544000000,210047000000,202631873000,201576000000,195308252000,199335667000,197138642000,188357626000,179380782000,190287308000,173176000000,177520445000,180206166000,178758913000,162982000000,172021000000,153879000000,186060000000,148068000000,186017000000,180930000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-18178.94,135.61,,,-75.58,,,,-4.28,-3.95,-18.27,-14.87,22.26,1.45,-3.11,-12.50,-36.39,-27.37,-29.17,-25.37,-6.93,2.97,10.44,23.24,-11.77,0.19,-4.82
DebtFinEBITDA_sy,,1330.75,-46.44,,,26.84,,,,41.80,177.64,228.35,38.00,19.19,16.63,40.39,15.70,-30.00,-33.86,-31.20,-21.72,-20.61,-8.56,2.01,2.40,8.56,3.86,9.54
DebtFinEBITDA_qq,,,,,,,5.07,13.49,1.67,-21.04,5.43,-3.43,5.89,13.40,-12.52,-7.77,-4.37,-17.55,-0.12,-10.06,0.76,2.82,10.51,-3.54,12.44,-26.39,25.49,-8.37
DebtFinEBITDA_sq,,,,,,,-41.24,-33.57,159.23,40.12,15.06,-21.43,8.95,21.02,12.59,-5.43,-10.21,-26.78,6.38,-1.62,2.17,-25.75,22.52,9.75,2.56,-21.28,17.21,15.76
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-97.23,-13.45,,,16.14,,,,15.65,2.98,2.62,2.52,-0.29,1.80,2.50,3.33,6.73,5.63,8.42,8.03,8.81,7.94,-2.52,-1.55,-4.93,-4.54,0.13
SP1_sy,,-55.57,35.60,,,16.87,,,,1.49,-26.50,-17.63,-11.25,-7.77,12.16,0.01,-1.56,16.14,7.92,4.45,6.26,-8.18,-3.12,-0.55,2.41,-0.54,-5.23,-11.35
SP1_qq,,,,,,,13.24,-1.23,1.27,2.11,0.83,-1.57,1.16,-0.69,2.94,-0.89,1.98,2.58,1.88,1.73,1.61,3.32,1.06,-8.12,2.61,-0.22,1.47,-3.63
SP1_sq,,,,,,,19.47,0.15,-9.36,-6.42,-13.47,12.22,-2.34,-2.75,5.23,0.06,-3.88,14.74,-2.21,-3.15,-2.21,-0.85,3.18,-0.59,0.70,-3.71,-1.68,-7.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-94.56,0.66,,,10.15,,,,2.32,-0.84,-7.89,3.93,2.26,1.13,7.07,-6.07,-5.05,-4.12,2.68,4.31,7.67,7.12,-4.04,2.36,-1.64,2.85,2.18
SP2_sy,,-36.40,20.97,,,5.66,,,,2.60,-4.36,-6.52,-4.83,-4.06,-1.83,2.74,2.57,6.27,6.26,2.34,3.92,1.20,1.75,1.41,2.35,0.05,0.98,-2.19
SP2_qq,,,,,,,3.08,-0.31,-0.30,-0.12,-0.11,-7.40,12.48,-1.72,-1.21,-1.95,-1.33,-0.65,-0.25,5.01,0.24,2.55,-0.77,-5.92,6.92,-1.45,3.75,-6.54
SP2_sq,,,,,,,5.83,0.53,-2.91,-0.66,-1.35,-1.74,-1.16,0.14,0.94,2.83,-1.33,3.76,0.93,-0.97,0.20,1.04,1.48,-1.30,1.13,-1.23,2.42,-4.40
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-78.32,-73.38,,,73.95,,,,-62.22,-11.76,-18.83,11.18,62.30,11.79,66.46,-10.40,17.08,-33.96,-27.97,47.45,52.94,-16.75,51.50,-30.80,78.05,94.85,30.20
CAR_sy,,-71.23,-0.45,,,57.39,,,,27.30,-41.39,-58.24,-73.41,-45.18,-22.46,-12.52,19.70,100.69,34.03,14.08,50.18,44.77,42.80,48.74,-4.54,-8.58,-18.43,-18.56
CAR_qq,,,,,,,-33.45,-33.50,0.13,-14.74,55.44,-38.83,37.15,24.46,7.07,-8.92,-26.18,62.63,-39.61,-0.65,51.11,68.69,-67.13,80.81,-30.97,334.00,-64.03,20.82
CAR_sq,,,,,,,108.84,-10.80,18.89,-42.52,-3.85,-36.44,-24.30,18.50,36.00,-28.29,3.58,98.68,-9.17,-38.97,36.36,91.53,-10.41,-36.43,-12.49,83.42,-20.07,-36.53
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-67.69,-9.52,,,51.79,,,,0.13,-11.35,-28.96,5.81,-6.29,14.99,33.13,-19.12,-12.24,-22.85,-0.82,8.16,33.85,32.40,-9.54,14.85,-7.19,4.61,5.12
QR_sy,,-61.70,24.62,,,9.30,,,,22.72,-9.72,-28.96,-23.91,-15.17,-10.28,-0.37,-9.95,11.85,-0.56,27.10,47.85,13.84,20.13,-6.09,-5.44,-3.97,4.06,-4.64
QR_qq,,,,,,,7.34,-5.65,3.26,-4.26,-4.96,-24.38,53.79,-15.21,16.62,-12.46,-6.58,-7.99,2.53,12.54,1.88,13.86,1.42,-23.11,29.35,-7.99,14.32,-22.73
QR_sq,,,,,,,37.83,-5.65,3.26,-8.61,1.39,-25.75,10.59,1.89,7.24,-17.54,-0.05,26.56,-4.65,5.39,16.26,-2.56,0.62,-17.62,17.07,-1.04,9.03,-24.50
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-62.24,8.97,,,48.11,,,,5.13,-6.32,-29.75,6.64,7.12,12.00,31.71,-19.06,-18.55,-19.62,6.75,10.02,26.70,19.69,-17.73,11.62,-9.18,9.66,6.26
CR_sy,,-58.46,34.55,,,20.90,,,,-3.68,-23.07,-23.15,-3.65,-0.60,4.44,3.36,-10.42,6.35,3.03,9.72,15.30,12.52,6.48,-4.30,0.64,-16.51,-6.73,-9.27
CR_qq,,,,,,,8.11,1.12,0.65,-4.46,-3.66,-24.17,52.79,-4.03,0.73,-10.83,-6.11,-3.42,-0.59,18.42,-3.23,11.22,-6.09,-18.60,31.28,-9.50,13.39,-21.13
CR_sq,,,,,,,25.98,-4.53,-13.59,-7.31,0.62,-4.63,8.33,-4.38,5.72,-5.62,-6.11,13.52,2.42,0.51,-1.33,10.78,-3.08,-9.67,3.76,-8.09,8.27,-12.13
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-78.32,-73.38,,,73.95,,,,-62.22,-11.76,-18.83,11.18,62.30,11.79,66.77,14.74,17.08,-11.15,-28.10,15.14,52.94,-38.13,51.50,-30.80,78.05,94.85,30.20
PP_sy,,-65.52,-16.96,,,57.44,,,,29.50,-29.74,-56.72,-67.65,-46.13,-34.49,-15.89,-7.63,120.71,58.64,24.53,56.22,31.64,20.10,36.26,-10.35,-8.58,-19.25,-18.58
PP_qq,,,,,,,-33.45,-33.50,0.13,-14.74,55.44,-38.83,37.15,24.46,7.07,-8.75,-5.64,26.99,-18.75,-26.16,51.11,68.69,-67.13,80.81,-30.97,334.00,-64.03,20.82
PP_sq,,,,,,,109.35,-10.56,28.91,-46.35,13.58,-44.90,-3.64,-10.66,38.11,-29.26,5.83,113.45,-0.73,-44.47,32.75,79.87,-9.43,-36.99,-12.66,83.42,-20.00,-36.47
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-32.87,56.65,,,47.18,,,,13.81,-10.88,-29.64,5.04,-11.74,14.50,31.26,-19.75,-16.16,-21.31,3.05,4.95,28.49,36.43,-16.09,16.55,-24.22,-9.52,0.64
RCLR_sy,,-16.64,31.69,,,8.64,,,,14.28,-17.51,-27.64,-9.84,-25.55,-10.26,9.18,1.94,23.88,7.61,-5.26,17.28,-9.68,5.93,4.35,-4.50,-14.26,-6.42,-17.73
RCLR_qq,,,,,,,13.65,-2.72,5.02,-1.98,-11.01,-23.19,56.79,-17.65,15.46,-11.95,-4.15,-13.96,8.36,15.32,-2.38,5.34,15.06,-29.07,35.58,-31.51,37.37,-21.11
RCLR_sq,,,,,,,31.13,-0.78,-15.20,3.59,-5.35,-12.96,5.66,-14.46,14.09,5.89,-1.35,3.95,-0.89,-6.78,22.12,-19.95,16.24,-8.18,11.77,-28.13,26.86,-19.27
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-103.30,38.67,,,697.30,,,,24.74,-9.27,-76.69,31.03,20.31,14.82,270.44,-42.72,-41.31,-38.61,25.27,46.33,95.55,87.63,-36.94,20.68,-13.05,19.96,26.60
KP_sy,,-108.86,399.45,,,76.66,,,,-2.14,-45.93,-40.34,28.03,3.42,-2.95,-20.42,-42.72,19.92,39.32,64.89,86.90,7.36,5.45,0.89,13.48,-7.05,-8.31,-17.27
KP_qq,,,,,,,33.48,-1.58,-1.95,-3.16,-2.90,-74.72,451.23,-11.08,-7.34,-18.44,-14.76,-8.89,-3.08,66.43,-0.42,21.75,-7.01,-44.07,90.57,-12.28,28.30,-40.97
KP_sq,,,,,,,83.50,-9.85,-44.82,7.21,1.39,-0.53,18.41,-13.40,-4.85,-18.44,-14.76,81.28,10.54,-3.46,-3.39,4.13,8.58,-7.64,8.67,-14.71,7.12,-16.67
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,-100.05,,,454.62,,,,24.17,-17.38,-79.62,17.66,12.88,3.70,263.97,-41.03,-39.39,-35.49,28.70,50.00,92.75,72.78,-45.64,-1.36,-25.47,14.57,24.80
PKKO_sy,,,102.82,,,55.12,,,,1.00,-24.34,-79.62,-36.88,-31.52,-48.64,125.10,-29.91,52.60,140.68,117.63,159.58,25.31,8.34,0.45,8.95,-1.80,22.07,-15.43
PKKO_qq,,,,,,,47.27,-2.49,-7.01,-7.01,-2.00,-75.95,436.84,-10.78,-9.97,-15.59,-13.01,-8.31,-4.18,68.41,1.38,17.82,-14.11,-47.01,83.94,-10.98,32.04,-42.28
PKKO_sq,,,,,,,31.26,-2.49,3.14,-23.48,-1.67,-73.74,219.43,-16.98,-26.26,15.11,-0.54,80.74,16.31,4.09,18.64,-12.75,0.56,-3.49,28.67,-21.36,25.00,-33.14
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,,,73.37,,-8.50,-15.74,-14.69,0.73,4.60,0.35,3.49,6.42,4.93,8.92,7.74,3.87,4.24,-1.59,-5.21,-7.03,-6.95,-2.53,5.18,9.97,12.63
RN_sy,,,,,,10.86,,-2.73,-15.74,-13.78,-0.21,-1.03,4.99,26.92,13.69,18.93,23.97,5.46,5.20,6.43,-4.76,-9.46,-13.95,-16.48,-11.64,-6.04,-2.64,-0.08
RN_qq,,,,,12.14,-1.99,-14.83,-2.26,3.27,-0.76,0.56,1.49,-0.92,2.34,3.41,0.07,2.84,1.24,-0.31,0.43,-2.90,-2.49,-2.22,0.51,1.71,5.22,2.24,2.94
RN_sq,,,,,7.83,-3.25,-2.15,-4.71,-6.59,-1.00,13.24,-5.48,-0.91,19.67,1.43,-1.13,3.29,1.81,1.18,0.03,-7.57,-3.22,-3.84,-2.91,-2.21,2.91,-0.37,-0.35
CRN,,,91000,57000,51000,52000,61000,63000,61000,61000,61000,60000,61000,59000,57000,57000,56000,55000,55000,55000,57000,58000,59000,59000,58000,55000,54000,52000
CRN_yy,,,,,,-42.86,,10.53,19.61,17.31,,-4.76,,-3.28,-6.56,-5.00,-8.20,-6.78,-3.51,-3.51,1.79,5.45,7.27,7.27,1.75,-5.17,-8.47,-11.86
CRN_sy,,,,,,-11.67,,3.64,19.61,16.04,,,,-21.95,-12.73,-15.79,-18.97,-4.17,-5.21,-5.21,4.26,10.87,16.48,19.78,13.27,5.88,1.89,-0.92
CRN_qq,,,,,-10.53,1.96,17.31,3.28,-3.17,,,-1.64,1.67,-3.28,-3.39,,-1.75,-1.79,,,3.64,1.75,1.72,,-1.69,-5.17,-1.82,-3.70
CRN_sq,,,,,-7.27,3.92,1.89,5.56,7.02,,,3.64,1.75,-17.24,,,-2.08,-2.13,,,7.69,4.08,3.92,,1.83,-2.70,,
CPZ,,,160000,98000,88000,74000,69000,69000,66000,65000,66000,73000,72000,72000,68000,62000,64000,67000,71000,70000,71000,68000,64000,67000,64000,65000,65000,63000
CPZ_yy,,,,,,-53.75,,-29.59,-25.00,-12.16,-4.35,5.80,9.09,10.77,3.03,-15.07,-11.11,-6.94,4.41,12.90,10.94,1.49,-9.86,-4.29,-9.86,-4.41,1.56,-5.97
CPZ_sy,,,,,,-3.77,,1.72,16.67,-9.15,35.96,47.46,33.33,19.42,5.81,-5.75,-5.95,-15.06,-12.20,-12.20,-3.16,12.77,8.33,6.25,-4.58,-7.55,3.21,11.11
CPZ_qq,,,,,-10.20,-15.91,-6.76,,-4.35,-1.52,1.54,10.61,-1.37,,-5.56,-8.82,3.23,4.69,5.97,-1.41,1.43,-4.23,-5.88,4.69,-4.48,1.56,,-3.08
CPZ_sq,,,,,-6.90,41.67,-25.49,,6.78,10.32,11.51,12.26,-3.45,,-1.20,,-3.66,-10.76,2.13,,6.25,3.92,-1.89,-1.92,-4.58,0.68,,5.59
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,90.98,,-20.72,-26.65,-29.00,-11.97,-1.36,-4.81,-10.91,-3.46,-5.98,-3.80,10.49,2.17,-2.73,-8.39,-10.64,1.26,14.32,25.57,24.19,7.53,1.45
RZ_sy,,,,,,7.79,,1.08,-4.33,-3.83,19.33,2.20,1.91,-2.97,-19.07,-6.64,-8.43,2.26,-5.10,-2.06,-1.64,-3.19,7.15,3.18,4.87,0.58,-11.50,-8.10
RZ_qq,,,,,10.67,0.95,-22.31,-8.66,2.39,-2.28,-3.68,2.35,-1.19,-8.54,4.37,-0.32,1.11,5.04,-3.49,-5.11,-4.77,2.46,9.37,7.13,4.60,1.34,-5.31,1.07
RZ_sq,,,,,3.69,-2.27,-0.60,0.35,-1.86,-1.76,23.34,-14.05,-2.15,-6.46,2.87,-0.84,-4.02,4.46,-4.54,2.33,-3.61,2.81,5.66,-1.46,-2.04,-1.39,-7.03,2.33
CRZ,,,47000,27000,25000,24000,31000,34000,34000,34000,36000,35000,35000,39000,37000,37000,37000,35000,36000,38000,40000,39000,36000,33000,32000,32000,33000,33000
CRZ_yy,,,,,,-48.94,,25.93,36.00,41.67,16.13,2.94,2.94,14.71,2.78,5.71,5.71,-10.26,-2.70,2.70,8.11,11.43,,-13.16,-20.00,-17.95,-8.33,
CRZ_sy,,,,,,-8.70,,,4.88,4.76,-16.28,,2.33,6.82,27.78,8.14,7.95,-6.38,2.17,-3.23,-1.05,4.55,,-2.22,-4.26,,13.95,
CRZ_qq,,,,,-7.41,-4.00,29.17,9.68,,,5.88,-2.78,,11.43,-5.13,,,-5.41,2.86,5.56,5.26,-2.50,-7.69,-8.33,-3.03,,3.12,
CRZ_sq,,,,,-4.65,2.44,2.38,,,,-18.18,19.44,,6.82,-2.13,,,-7.37,6.82,-4.26,4.44,-2.13,-6.52,2.33,2.27,,6.52,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,,,79.04,,-10.43,-16.86,-13.79,1.47,5.97,0.55,-2.78,1.80,0.29,4.04,8.58,3.64,3.20,-3.29,-7.43,-5.11,-3.81,2.97,6.54,1.57,2.21
RMO_sy,,,,,,9.81,,-11.54,-23.12,-13.86,-10.11,-6.05,0.61,16.76,12.74,14.54,16.82,1.69,-8.67,-12.09,-16.80,-14.16,-8.15,-12.46,-11.17,-9.67,-14.25,-8.79
RMO_qq,,,,,12.14,-2.49,-15.69,-2.84,4.09,1.11,-0.76,1.46,-1.23,-2.24,3.91,-0.04,2.46,2.02,-0.82,-0.46,-3.98,-2.35,1.66,0.91,2.79,1.04,-3.07,1.54
RMO_sq,,,,,7.92,-17.76,3.88,-4.04,-6.22,-7.86,8.41,0.29,0.43,6.93,4.68,1.88,2.44,-6.92,-5.99,-1.93,-3.04,-3.97,0.60,-6.53,-1.62,-2.35,-4.51,-0.58
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,,,85.05,,13.58,4.70,5.57,6.51,13.97,14.98,9.47,9.77,2.11,-3.40,-2.26,-2.78,2.36,4.76,6.14,13.72,14.75,16.33,16.69,6.21,5.07
RMT_sy,,,,,,-3.83,,-16.11,-20.95,-17.99,-25.38,-18.96,-13.74,-11.93,2.31,-0.33,0.82,7.38,1.65,2.51,-0.80,-9.35,-1.26,0.46,5.97,7.41,-0.18,-1.14
RMT_qq,,,,,12.14,3.62,-0.14,-2.12,3.37,4.49,0.75,4.74,4.28,-0.52,1.02,-2.57,-1.34,0.65,0.49,2.58,0.98,1.97,7.67,3.51,2.36,2.28,-2.00,2.40
RMT_sq,,,,,-1.49,-3.88,-4.70,-7.04,-7.17,-0.29,-13.28,0.96,-1.20,1.80,0.75,-1.65,-0.05,8.43,-4.63,-0.82,-3.28,-0.92,3.88,0.91,2.03,0.43,-3.46,-0.06
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,,,83.77,,7.68,-0.59,0.70,5.23,11.88,11.08,6.12,7.63,1.64,-1.49,0.49,-1.13,2.57,2.57,2.33,8.21,9.24,12.36,13.66,4.82,4.20
RM_sy,,,,,,-2.66,,-9.91,-12.08,-16.01,-9.22,-10.70,-3.06,-2.28,-0.71,1.74,-4.34,-2.82,-4.75,-3.37,-4.44,-7.35,-1.22,0.19,5.79,8.93,4.13,0.16
RM_qq,,,,,12.14,2.31,-3.96,-2.29,3.54,3.64,0.37,3.88,2.80,-0.99,1.79,-1.90,-0.36,1.00,0.15,1.78,-0.37,0.75,5.91,2.74,2.49,1.91,-2.32,2.14
RM_sq,,,,,-1.98,4.20,-9.64,-2.40,-4.33,-0.47,-2.32,-3.99,3.84,0.34,-0.75,-1.62,-2.36,1.94,-2.72,-0.19,-3.45,-1.17,3.72,1.23,1.95,1.76,-0.85,-2.63
COP,,,138000,84000,76000,76000,92000,97000,95000,95000,97000,95000,96000,98000,94000,94000,93000,90000,91000,93000,97000,97000,95000,92000,90000,87000,87000,85000
COP_yy,,,,,,-44.93,,15.48,25.00,25.00,5.43,-2.06,1.05,3.16,-3.09,-1.05,-3.12,-8.16,-3.19,-1.06,4.30,7.78,4.40,-1.08,-7.22,-10.31,-8.42,-7.61
COP_sy,,,,,,-16.49,,15.48,25.00,19.75,5.43,0.52,2.63,2.06,-1.03,-3.08,-4.62,-9.09,-4.17,-2.65,3.23,7.78,3.26,,-4.17,-4.12,2.11,5.43
COP_qq,,,,,-9.52,,21.05,5.43,-2.06,,2.11,-2.06,1.05,2.08,-4.08,,-1.06,-3.23,1.11,2.20,4.30,,-2.06,-3.16,-2.17,-3.33,,-2.30
COP_sq,,,,,-9.52,,13.58,5.43,-2.06,,,0.52,,1.54,-3.03,,-1.59,-3.23,2.22,,4.35,,-2.06,-3.16,,1.09,,
CSP,,,-22000,-14000,-12000,2000,23000,28000,29000,30000,31000,22000,24000,26000,26000,32000,29000,23000,20000,23000,26000,29000,31000,25000,26000,22000,22000,22000
CSP_yy,,,,,,109.09,,300.00,341.67,1400.00,34.78,-21.43,-17.24,-13.33,-16.13,45.45,20.83,-11.54,-23.08,-28.12,-10.34,26.09,55.00,8.70,,-24.14,-29.03,-12.00
CSP_sy,,,,,,228.57,,38.10,38.10,17.39,-25.93,-34.48,-32.76,-22.22,-2.50,,-5.13,9.52,2.56,21.05,2.70,-26.09,-10.00,-8.70,,29.41,22.22,4.76
CSP_qq,,,,,14.29,116.67,1050.00,21.74,3.57,3.45,3.33,-29.03,9.09,8.33,,23.08,-9.38,-20.69,-13.04,15.00,13.04,11.54,6.90,-19.35,4.00,-15.38,,
CSP_sq,,,,,,9.52,17.39,7.41,,-6.90,-25.93,-5.00,2.63,7.69,,-2.56,-2.63,24.32,-13.04,15.00,-17.39,-10.53,5.88,16.67,23.81,-15.38,,
