,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZNPO_sq,,,,,108.54,-43.29,26.20,-19.61,-42.73,-9.27,36.01,-47.75,51.11,-32.34,44.40,61.52,-5.74,-28.96,1.76,-0.96,-9.21,8.10,-12.29,46.24,19.17,20.17,-14.30,-15.21,25.34,-12.15,0.87,31.88,-9.30,-18.18,-17.00
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-2.71,17.48,,-37.34,,,698.44,105.82,55.66,6.76,-51.22,-53.04,13.26,-33.84,-13.89,38.18,-27.77,39.01,56.60,44.33,35.65,-0.18,-7.55,-40.30,-35.87,-2.62,-8.09,51.22,20.31,7.55,0.57,,,
ZFI_sy,,-20.71,2.13,,8.75,,,-3.92,1.46,13.41,26.27,-1.13,4.95,-4.96,3.06,-3.68,-26.83,-11.55,-14.57,-18.93,18.33,-15.72,3.34,20.69,-25.93,9.00,11.46,7.82,35.01,10.34,-10.36,-4.17,,,
ZFI_qq,,,,,187.14,15.62,32.39,81.66,-25.98,-12.55,-9.20,-17.01,-28.73,110.90,-46.96,8.02,14.36,10.25,2.07,21.68,5.40,3.62,-24.89,12.70,-31.93,11.29,14.06,6.37,12.00,-11.46,1.96,-0.54,,,
ZFI_sq,,,,,-4.26,-2.75,-19.34,27.94,1.10,8.71,-10.20,0.17,7.32,-1.56,-2.61,-6.38,-18.47,18.99,-5.94,-11.15,19.00,-15.26,15.33,3.77,-26.97,24.71,17.94,0.38,-8.56,1.92,-4.18,7.30,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-8.36,-7.75,,-32.10,,,,34.79,46.94,26.52,,-1.49,-8.41,-9.09,,-7.59,-5.28,-5.62,-9.26,-8.73,-11.08,-9.97,-10.67,-7.36,0.50,-21.60,-15.50,22.62,14.97,52.93,37.03,-4.85,-3.52,1.60
DTAR_sy,,24.07,-18.69,,-5.89,,,,9.94,-0.07,9.29,,2.32,-4.43,-4.67,,-1.61,7.47,-1.01,0.25,10.03,5.66,9.63,-0.48,-10.68,-14.13,-10.99,-4.46,1.09,1.83,0.07,-4.39,-6.04,-2.20,1.60
DTAR_qq,,,,,,-5.94,11.25,,,2.54,-4.21,,,-4.67,-4.92,4.60,-2.53,-2.29,-5.25,0.56,-1.96,-4.81,-4.07,-0.22,1.67,3.27,-25.16,7.54,47.53,-3.17,-0.46,-3.64,2.44,-1.81,4.83
DTAR_sq,,,,,,11.87,-6.37,,,1.69,2.39,,,-5.02,2.14,4.83,-3.24,3.75,-5.92,6.15,6.20,-0.38,-2.39,-3.63,-4.69,-4.23,1.18,3.44,0.85,-3.52,-0.57,-1.16,-0.89,0.41,3.30
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-22.36,-18.32,,-52.59,,,,90.50,122.21,69.35,,-3.57,-17.19,-17.79,,-16.42,-11.92,-11.55,-18.33,-16.17,-19.34,-16.91,-17.51,-12.35,0.72,5.31,19.48,48.49,39.97,40.49,8.30,-10.56,-12.39,-2.95
CG_sy,,58.99,-39.17,,-10.86,,,,19.91,-0.65,18.03,,6.36,-8.82,-12.91,,-4.70,11.02,4.22,0.23,18.16,-19.68,-7.93,-8.01,-20.99,1.11,-8.36,-14.01,-0.42,-4.02,3.39,4.89,-8.29,5.30,-13.80
CG_qq,,,,,,-9.41,19.09,,,5.67,-9.24,,,-9.26,-9.89,8.64,-5.92,-4.37,-9.50,0.30,-3.43,-7.98,-6.78,-0.42,2.61,5.73,-2.52,12.98,27.52,-0.33,-2.16,-12.90,5.31,-2.38,8.39
CG_sq,,,,,,30.37,-10.72,,,8.01,6.06,,,-7.41,1.30,9.06,-6.84,7.87,-4.91,4.88,9.83,-26.68,9.01,4.79,-5.68,-6.17,-1.19,-1.67,9.24,-9.57,6.44,-0.24,-4.49,3.84,-12.87
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,58.75,20.97,,-53.62,,,,82.45,77.98,57.80,,-20.89,-20.59,-21.45,,-29.26,-26.97,-28.91,-27.30,-31.72,-33.60,-32.57,-34.66,-33.51,-7.81,-11.26,35.50,110.84,63.36,80.97,34.13,1.52,-5.65,-0.35
LDER_sy,,75.58,-26.94,,-25.67,,,,74.37,5.61,20.47,,-2.50,-3.41,-2.05,,3.49,19.89,21.35,28.90,7.05,-22.81,-8.08,-10.38,-30.45,-17.40,-28.63,-11.41,-4.58,12.57,10.70,-2.31,-1.03,0.40,15.26
LDER_qq,,,,,,-5.32,5.40,,,-7.63,-6.55,,,-7.28,-7.57,-9.33,-8.96,-4.28,-10.03,-7.26,-14.50,-6.91,-8.63,-10.15,-12.99,29.07,-12.05,37.20,35.39,,-2.57,1.69,2.47,-7.06,2.90
LDER_sq,,,,,,59.44,-20.01,,,-3.43,-8.75,,,-4.34,-7.46,0.25,16.63,10.82,-6.34,6.48,-3.14,-20.09,11.54,3.81,-24.83,-5.10,-3.62,28.85,-19.04,,-5.22,13.71,-17.97,13.58,8.80
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-39.67,-1.85,,24.81,,,,-4.69,-4.36,-6.82,,16.04,15.31,16.36,,30.25,24.41,24.14,24.59,32.00,38.49,42.62,46.70,44.27,8.65,-11.38,-36.17,-44.20,-29.96,-21.52,-5.63,-2.52,2.87,2.98
PZAT_sy,,-17.62,10.16,,-15.35,,,,-18.14,-8.58,11.89,,7.31,17.54,17.05,,-10.01,-20.61,-2.33,4.65,24.52,-3.28,-6.85,-11.13,4.46,19.66,22.22,6.71,-10.16,3.59,-4.01,18.20,17.24,3.92,-0.55
PZAT_qq,,,,,,5.49,8.03,,,5.86,5.24,,,5.20,6.20,6.43,9.55,0.48,5.97,6.81,16.06,5.43,9.13,9.87,14.13,-20.60,-10.99,-20.86,-0.24,-0.34,-0.26,-4.84,3.04,5.17,-0.15
PZAT_sq,,,,,,-8.28,-20.09,,,2.42,-2.20,,,12.18,-2.62,-6.85,-11.56,-1.04,19.81,-0.19,5.23,-23.13,15.39,-4.78,23.68,-11.95,17.86,-16.87,4.13,1.53,9.21,2.37,3.28,-10.00,4.51
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,11.53,-3.50,,34.50,,,,-38.33,-36.85,-12.58,,1.84,2.43,2.63,,0.14,2.01,3.14,2.69,3.02,0.93,-0.41,-1.50,-0.79,-0.93,41.71,36.57,6.19,6.02,-23.23,-21.21,1.08,1.47,-3.72
PELDR_sy,,-15.75,18.13,,3.02,,,,-2.00,1.48,1.61,,-11.62,-12.61,-9.10,,13.60,8.87,5.72,-1.50,2.09,0.86,7.09,12.82,0.28,5.18,2.09,-0.06,3.73,-9.13,-8.22,-15.31,-13.13,-4.46,-10.34
PELDR_qq,,,,,,-2.06,-28.38,,,0.31,-0.85,,,0.88,-0.66,1.58,-1.63,2.77,0.44,1.14,-1.31,0.68,-0.89,0.02,-0.60,0.54,41.77,-3.60,-22.71,0.38,2.66,-1.07,-0.85,0.77,-2.60
PELDR_sq,,,,,,1.98,-1.06,,,5.60,-0.93,,,4.41,3.05,3.56,1.95,0.06,0.07,-3.51,5.66,-1.14,6.25,1.65,-6.08,3.69,3.12,-0.48,-2.52,-9.16,4.14,-8.16,-0.01,-0.09,-2.27
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,32.89,20.12,,16.81,,,,-17.84,-24.23,-16.89,,-4.42,4.00,4.03,,2.18,0.41,-0.43,4.63,2.02,3.14,2.17,2.08,0.58,-1.27,-26.62,-26.40,-8.19,-11.26,18.83,32.95,6.70,8.93,4.63
TSF_sy,,-11.33,10.75,,13.72,,,,-8.91,-0.70,-14.70,,-4.43,-7.41,-1.89,,2.54,-0.62,0.95,5.87,-0.05,9.77,8.08,2.73,2.92,-1.23,-6.90,-3.35,-3.40,-0.79,8.49,0.55,-0.01,5.03,-3.51
TSF_qq,,,,,,2.75,-5.63,,,-5.25,3.52,,,3.10,3.55,-5.79,1.60,1.31,2.68,-1.00,-0.93,2.42,1.71,-1.09,-2.38,0.53,-24.41,-0.79,21.77,-2.83,1.23,11.00,-2.27,-0.81,-2.76
TSF_sq,,,,,,-8.68,12.11,,,-0.45,-3.70,,,-3.55,2.04,-0.33,4.53,-6.52,3.65,4.53,-1.31,2.66,2.06,-0.64,-1.13,-1.48,-3.80,3.15,-1.18,1.18,5.20,-4.41,-1.72,6.28,-3.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,4.94,17.45,,-42.76,,,,105.56,90.48,13.32,,-12.78,-5.52,-6.51,,-2.68,-6.88,-11.30,-5.54,-11.00,-8.13,-5.28,-4.38,-4.96,-0.12,-15.57,-0.82,29.32,13.34,30.82,8.76,-15.59,-9.40,-5.83
ZKO_sy,,31.90,-12.30,,-18.46,,,,19.15,5.31,10.91,,11.67,15.40,2.91,,-6.78,5.16,0.49,-1.14,3.71,-2.99,-7.15,-1.62,-9.29,-3.63,0.06,0.27,4.69,4.24,7.11,-1.62,2.91,-0.69,9.06
ZKO_qq,,,,,,-0.89,74.75,,,-8.16,3.96,,,-0.51,2.87,-9.25,4.77,-4.80,-2.00,-3.36,-1.29,-1.73,1.03,-2.44,-1.88,3.27,-14.59,14.61,27.93,-9.49,-1.42,-4.71,-0.71,-2.86,2.47
ZKO_sq,,,,,,5.17,5.25,,,-7.04,10.84,,,-3.93,-1.16,3.12,-4.80,8.37,-5.54,1.45,-0.12,1.36,-9.59,7.49,-7.91,7.69,-6.13,7.71,-3.85,7.23,-3.55,-1.07,0.58,3.47,5.92
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,3.79,7.05,,-5.62,,,,9.19,5.01,-10.96,,-5.10,2.93,1.99,,5.46,1.71,-1.96,3.02,-2.15,-0.89,0.07,-0.11,-0.91,0.01,21.35,30.19,23.48,11.22,-8.00,-18.46,-14.92,-7.05,-9.27
OSF_sy,,-5.26,6.92,,-3.26,,,,3.18,0.86,2.32,,-2.57,0.69,2.71,,0.84,-6.13,-4.17,-0.59,1.35,-1.61,2.83,0.79,2.47,6.02,-1.77,0.75,-3.30,-1.29,-1.10,1.15,-1.05,4.07,3.04
OSF_qq,,,,,,-1.92,23.91,,,-5.67,5.07,,,2.30,4.12,-5.78,5.09,-1.34,0.36,-0.99,-0.19,-0.07,1.33,-1.17,-0.98,0.86,22.95,6.03,-6.09,-9.16,1.70,-6.02,-2.01,-0.75,-0.72
OSF_sq,,,,,,0.86,-1.87,,,-1.40,-0.46,,,1.90,1.54,-2.82,0.28,-5.14,3.65,0.81,2.24,-7.90,8.33,-1.19,3.94,-4.71,0.37,1.34,-0.23,-2.73,0.55,3.65,-2.39,2.30,-0.44
NetDebt,31133000000,49184000000,60235000000,,40539000000,41791000000,76692000000,,145727000000,154383000000,142222000000,,145139000000,133218000000,120451000000,133322000000,122933000000,121488000000,111938000000,112635000000,111347000000,103630000000,95871000000,96951000000,96558000000,103465000000,73782000000,85017000000,108875000000,106821000000,106823000000,97471000000,91999000000,88996000000,90638000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-17.75,-33.72,,-32.58,,,,198.48,165.53,12.84,,-16.13,-10.49,-7.82,,20.29,5.07,-1.11,6.08,-33.61,-15.79,-0.91,-2.23,19.34,25.15,-237.57,-229.55,-177.57,-169.03,703.14,-1943.51,342.02,343.40,-49.19
NetDebtEBITDA_sy,,25.97,-36.32,,-26.84,,,,45.83,36.86,59.82,,34.14,19.52,8.14,,10.82,9.81,4.67,7.18,-19.42,10.32,6.09,-14.01,-7.58,-30.08,-23.74,-33.88,-4.57,0.02,6.11,34.77,15.27,21.74,3.21
NetDebtEBITDA_qq,,,,,,4.10,107.21,,,-7.39,-11.94,,,-1.17,-9.31,4.09,28.93,-13.67,-14.65,11.67,-19.30,9.49,0.44,10.18,-1.50,14.83,-210.40,-3.76,41.02,-2.18,1064.61,-451.53,106.98,2.76,101.38
NetDebtEBITDA_sq,,,,,,4.80,3.69,,,-1.65,21.10,,,-12.37,9.57,-3.78,19.96,-13.18,4.44,-1.47,-9.82,18.87,0.44,-20.14,-3.07,-10.06,9.53,-30.76,39.90,-5.74,16.20,-12.05,19.66,-0.45,-1.49
DebtFin,-411000000,-427000000,27416000000,,10713000000,16324000000,35049000000,,65672000000,68908000000,72560000000,,63465000000,62435000000,58790000000,59590000000,53766000000,50667000000,45978000000,48683000000,39709000000,37029000000,37033000000,31881000000,30161000000,37880000000,41356000000,48190000000,52697000000,50689000000,49354000000,46122000000,34128000000,36749000000,36257000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,45.92,3575.45,,-60.86,,,,409.02,203.43,25.98,,-18.62,-6.02,-11.82,,20.31,-6.50,-16.78,2.58,-45.86,-27.86,-6.81,-25.62,4.52,28.24,-299.62,-323.31,-220.20,-189.47,597.16,-1605.93,285.49,311.81,-56.00
DebtFinEBITDA_sy,,120.04,-47.58,,-41.32,,,,101.28,76.32,50.00,,25.67,9.68,-5.66,,19.36,4.52,-15.70,-16.35,-19.24,-11.82,2.72,-15.63,-28.15,-32.08,-25.00,-30.10,1.38,11.64,23.64,37.14,58.41,34.99,15.92
DebtFinEBITDA_qq,,,,,,53.87,142.44,,,-8.27,0.65,,,5.93,-5.56,-4.68,26.16,-17.68,-15.94,17.50,-33.42,9.70,8.57,-6.21,-6.44,34.59,-269.01,-4.92,49.64,-0.18,1039.20,-460.03,105.48,14.39,95.08
DebtFinEBITDA_sq,,,,,,33.95,37.84,,,17.34,17.26,,,2.41,0.86,7.39,7.61,-10.33,-18.66,6.57,3.89,-2.09,-5.25,-12.47,-11.52,-7.44,4.62,-18.42,28.32,1.93,15.87,-9.51,48.23,-13.14,-0.51
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-1.09,-8.86,,64.87,,,,-46.88,-44.87,-21.44,,8.82,8.94,9.09,,8.35,9.22,10.53,9.06,9.95,7.88,5.64,4.47,4.26,0.13,43.74,31.26,-4.51,-1.87,-29.68,-25.02,0.78,2.60,-3.65
SP1_sy,,-23.32,23.97,,18.94,,,,-9.40,10.03,-9.81,,-18.33,-14.83,-6.16,,11.28,-4.74,-1.33,-1.63,-2.53,2.32,8.13,4.47,10.15,7.63,7.34,10.17,-0.56,-2.17,-1.45,-8.88,-7.91,0.51,-10.05
SP1_qq,,,,,,-1.03,-29.08,,,2.71,1.06,,,2.82,1.20,3.82,0.30,3.65,2.41,2.44,1.11,1.70,0.29,1.31,0.91,-2.33,43.96,-7.49,-26.59,0.37,3.17,-1.36,-1.32,2.18,-3.12
SP1_sq,,,,,,-15.09,9.00,,,3.12,-10.65,,,7.54,-1.55,2.75,2.30,-7.95,1.97,2.44,1.36,-3.36,7.77,-1.03,6.87,-5.58,7.48,1.58,-3.53,-7.11,8.26,-6.07,-2.51,1.39,-3.12
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,11.37,-3.09,,34.50,,,,-38.33,-36.85,-12.58,,1.84,2.43,2.63,,0.14,2.01,3.14,2.69,3.02,0.93,-0.41,-1.50,-0.79,-0.93,41.71,36.57,6.19,6.02,-23.23,-21.21,1.08,1.47,-3.72
SP2_sy,,-16.62,19.05,,3.40,,,,-2.00,0.70,0.90,,-8.22,-12.79,-9.77,,4.77,8.85,7.25,1.15,4.70,1.86,7.04,11.43,-1.70,-0.83,1.61,0.55,7.73,-4.38,-7.75,-14.77,-13.13,-3.70,-10.37
SP2_qq,,,,,,-2.06,-28.38,,,0.31,-0.85,,,0.88,-0.66,1.58,-1.63,2.77,0.44,1.14,-1.31,0.68,-0.89,0.02,-0.60,0.54,41.77,-3.60,-22.71,0.38,2.66,-1.07,-0.85,0.77,-2.60
SP2_sq,,,,,,1.98,-1.06,,,4.80,-0.86,,,-0.42,2.57,2.31,0.26,3.45,1.07,-3.51,3.78,0.65,6.20,0.45,-8.44,1.53,8.82,-0.60,-1.90,-9.88,4.98,-8.16,-0.01,-0.11,-2.28
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-35.91,33.62,,2950.97,,,,-96.64,-87.63,-65.29,,169.18,-0.45,76.15,,27.80,10.00,6.25,-5.19,-19.93,-22.93,21.81,-5.03,86.30,86.06,57.14,-2.30,-46.81,0.86,-27.78,3.07,90.32,35.29,101.95
CAR_sy,,-61.40,89.97,,-26.57,,,,-19.33,-31.99,-31.17,,19.22,18.92,-11.79,,27.80,12.95,9.09,,4.02,19.01,49.88,-30.56,55.36,17.33,-14.15,38.30,8.14,0.86,7.43,4.33,17.57,-7.29,101.60
CAR_qq,,,,,,-24.47,-82.42,,,177.99,-50.68,,,2.80,-12.73,25.52,13.49,-11.52,-15.70,12.01,-4.16,-14.84,33.24,-12.68,88.02,-14.95,12.54,-45.71,2.36,61.29,-19.43,-22.52,89.02,14.65,20.27
CAR_sq,,,,,,22.25,13.24,,,3.06,14.59,,,2.80,-15.00,44.79,1.02,-9.14,-17.91,32.72,5.08,3.95,3.38,-38.51,135.11,-21.49,-24.35,-0.95,83.85,-26.78,-19.43,-3.81,107.19,-42.26,75.19
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,12.04,2.28,,77.01,,,,-57.60,-58.06,-20.89,,6.86,3.99,2.69,,-4.98,0.33,5.29,0.89,2.09,-8.21,-4.76,-6.65,-7.56,1.87,29.87,8.92,-11.62,-2.50,-26.41,-8.81,25.33,9.96,6.33
QR_sy,,-30.11,23.57,,7.37,,,,-7.95,6.30,-26.60,,-13.18,-10.88,-1.86,,13.11,-7.01,-4.57,1.76,7.09,6.33,18.49,18.04,5.80,10.54,0.03,-0.59,-12.90,-4.14,-4.45,-19.81,-3.18,12.37,-4.05
QR_qq,,,,,,1.24,-50.35,,,0.15,-6.35,,,-2.54,-7.53,10.24,-4.35,2.90,-2.96,5.64,-3.22,-7.48,0.69,3.54,-4.16,1.96,28.36,-13.16,-22.23,12.48,-3.12,7.61,6.88,-1.32,-6.31
QR_sq,,,,,,-12.08,30.79,,,1.53,-9.70,,,4.22,-0.55,3.89,5.05,-14.32,2.07,10.77,10.56,-14.93,13.74,10.34,-0.90,-11.12,2.92,9.66,-13.17,-2.18,2.59,-7.96,4.83,13.53,-12.40
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,12.27,2.29,,72.36,,,,-52.55,-53.46,-14.84,,4.20,3.90,4.73,,-3.43,0.04,3.66,1.98,5.86,2.82,-0.59,-1.51,-0.87,-2.02,13.93,3.90,-16.28,-8.22,-18.78,-2.00,23.10,12.81,6.98
CR_sy,,-17.04,20.07,,9.33,,,,-3.24,-6.92,-9.20,,-17.17,-17.50,-10.13,,11.60,-2.79,-0.02,-2.20,10.20,19.42,7.30,26.84,-4.25,5.92,13.53,4.77,6.47,-10.19,-1.50,-15.65,-13.96,-12.08,-28.13
CR_qq,,,,,,3.72,-46.72,,,1.73,-2.49,,,1.43,-1.71,2.63,-5.62,5.08,1.84,0.98,-2.04,2.06,-1.53,0.04,-1.40,0.88,14.50,-8.76,-20.56,10.59,1.32,10.09,-0.21,1.34,-3.91
CR_sq,,,,,,13.07,0.45,,,8.77,-2.02,,,8.33,6.73,-1.88,-1.63,-5.64,9.77,-4.02,10.85,2.26,-1.37,13.45,-16.33,13.12,5.73,4.70,-14.96,-4.58,15.95,-10.34,-13.27,-2.50,-5.22
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-35.91,33.62,,4396.13,,,,-97.72,-92.74,-65.29,,169.18,-0.45,77.98,,27.80,10.00,5.15,-5.19,-19.93,-22.93,21.81,-5.03,86.30,86.06,59.56,-1.84,-46.81,0.86,-28.88,2.58,90.32,35.29,101.95
PP_sy,,-61.61,84.10,,-28.26,,,,-23.67,43.26,-44.57,,52.41,-42.08,-7.82,,38.07,7.69,-2.51,2.50,-21.41,51.98,77.70,-24.19,53.27,-4.63,-18.28,40.79,17.41,25.87,-4.81,52.85,5.17,-22.02,101.95
PP_qq,,,,,,-12.61,-89.69,,,177.99,-50.68,,,2.80,-11.82,24.23,13.49,-11.52,-15.70,12.01,-4.16,-14.84,33.24,-12.68,88.02,-14.95,14.27,-46.28,1.88,61.29,-19.43,-22.52,89.02,14.65,20.27
PP_sq,,,,,,15.10,45.21,,,116.04,-43.81,,,-17.89,-10.58,43.61,30.95,-35.96,-19.05,50.98,0.41,23.85,-5.35,-35.59,103.00,-22.94,-18.89,10.97,69.28,-17.39,-38.66,78.19,16.47,-38.74,58.86
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,13.16,1.12,,9.56,,,,-32.21,-40.76,-17.72,,3.90,5.58,-0.72,,-6.89,-0.39,5.74,1.44,3.90,-7.19,-6.19,-6.68,-13.56,-3.85,27.22,9.17,-6.71,-3.26,-27.80,-11.18,17.73,4.72,-4.50
RCLR_sy,,-14.09,19.38,,-10.86,,,,10.75,3.86,-8.35,,-11.04,-5.40,9.72,,7.33,-0.24,-6.22,2.73,7.81,-1.87,-13.60,10.27,4.10,3.01,16.20,-0.90,-14.68,-2.53,4.81,-6.01,5.48,-5.73,-8.68
RCLR_qq,,,,,,9.55,-29.79,,,-4.27,-2.49,,,-2.72,-8.31,10.27,-5.34,4.07,-2.67,5.79,-3.04,-7.04,-1.62,5.23,-10.19,3.40,30.18,-9.70,-23.26,7.23,-2.84,11.09,1.71,-4.61,-11.40
RCLR_sq,,,,,,5.99,6.01,,,-0.61,-6.46,,,5.70,8.48,-9.63,3.58,-1.75,1.98,-1.01,8.71,-10.58,-10.21,26.33,2.63,-11.52,1.29,7.74,-11.64,1.08,8.91,-3.38,-0.84,-9.67,5.51
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,790.14,-8.54,,325.61,,,,-106.83,-105.08,-170.03,,79.17,113.01,79.60,,-351.43,12.50,292.68,136.73,127.22,516.67,-29.11,-49.14,-72.09,-62.16,642.86,162.71,-5291.67,-735.71,-152.88,-18.71,119.74,164.42,112.27
KP_sy,,-68.93,173.91,,91.08,,,,-9.74,6.87,-3.42,,-55.49,-54.01,-40.59,,36.51,20.49,9.67,-9.05,36.36,52.97,30.14,45.21,-11.48,-9.59,33.91,26.04,41.92,-15.09,-21.84,-46.56,-51.32,-33.96,-64.74
KP_qq,,,,,,-1.67,-88.14,,,26.79,-63.41,,,145.71,-356.25,219.51,-422.45,111.39,338.89,46.84,-62.93,158.14,-49.55,5.36,-79.66,250.00,890.48,-62.74,-501.94,57.14,17.60,157.27,-2.38,39.84,-84.30
KP_sq,,,,,,-8.13,16.44,,,8.78,5.22,,,12.41,35.93,8.92,-17.97,-0.79,23.73,-9.67,22.99,11.29,5.26,0.79,-25.03,13.67,55.92,-5.13,-15.59,-31.99,43.53,-35.14,-23.11,-7.75,-23.36
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,1073.47,3.65,,553.19,,,,-107.27,-105.72,-165.05,,84.45,109.69,81.34,,-352.27,15.79,292.00,133.33,128.14,554.55,-23.96,16.33,-64.29,-50.00,858.90,-5.26,-4190.00,-586.11,-140.43,-6.17,117.24,158.86,111.66
PKKO_sy,,-66.43,118.02,,19.59,,,,-28.26,9.98,6.81,,-22.84,-74.09,-22.91,,-49.65,-56.99,-40.97,-19.46,-16.02,90.86,76.23,24.46,234.33,209.58,-34.26,-22.23,34.72,-75.07,-66.51,-65.87,-9.50,152.55,127.82
PKKO_qq,,,,,,-12.05,-87.97,,,30.74,-36.73,,,143.18,-363.16,226.00,-415.87,111.06,336.36,53.12,-61.90,157.14,-49.31,134.25,-88.30,260.00,872.22,-76.86,-604.94,57.21,19.14,153.71,-7.24,46.10,-83.98
PKKO_sq,,,,,,17.86,-0.79,,,80.68,-3.65,,,-39.34,186.71,1.53,-71.49,-48.19,293.55,38.52,-70.27,17.74,263.38,-2.17,-20.13,9.03,-22.84,15.74,38.36,-79.82,3.65,17.96,266.87,-43.69,-6.50
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-15.17,18.50,,1.92,,,-0.80,8.78,7.29,8.11,7.76,-1.19,2.12,1.71,-7.34,-3.42,-2.26,-1.42,0.20,2.22,1.28,1.92,-45.05,-8.24,-12.27,-15.70,148.94,5.52,14.79,20.68,-25.18,5.03,0.80,2.51
RN_sy,,-2.89,1.98,,6.97,,,1.24,-2.28,-0.39,4.16,-7.03,-0.17,-4.75,0.49,3.01,1.26,13.74,22.75,12.75,2.05,-7.77,-14.64,-14.89,-6.73,-2.21,-1.96,7.03,-3.29,-0.11,2.95,0.65,8.22,3.32,2.30
RN_qq,,,,,-5.37,-2.05,-1.26,8.39,3.77,-3.40,-0.50,8.04,-4.85,-0.16,-0.90,-1.57,-0.83,1.05,-0.05,0.04,1.17,0.12,0.59,-46.07,68.95,-4.28,-3.35,59.27,-28.39,4.13,1.61,-1.26,0.54,-0.07,3.34
RN_sq,,,,,-0.09,-0.32,-11.26,14.55,-3.57,1.61,-7.20,2.25,3.55,-3.05,-2.10,4.81,1.79,8.89,5.66,-3.73,-7.87,-1.59,-2.20,-4.01,0.96,3.18,-1.95,4.80,-8.77,6.56,1.05,2.46,-1.91,1.74,0.05
CRN,95000,112000,95000,88000,93000,95000,96000,89000,85000,88000,89000,82000,86000,87000,87000,89000,90000,89000,89000,89000,88000,88000,87000,161000,95000,100000,103000,65000,90000,87000,86000,87000,86000,86000,83000
CRN_yy,,17.89,-15.18,,-2.11,,,1.14,-8.60,-7.37,-7.29,-7.87,1.18,-1.14,-2.25,8.54,4.65,2.30,2.30,,-2.22,-1.12,-2.25,80.90,7.95,13.64,18.39,-59.63,-5.26,-13.00,-16.50,33.85,-4.44,-1.15,-3.49
CRN_sy,,2.96,-2.16,,-5.88,,,-1.56,1.56,,-4.17,6.35,,4.69,-0.72,-1.49,-0.77,-11.94,-18.25,,-2.33,8.47,17.86,17.24,7.14,3.12,1.52,-6.62,3.70,-0.76,-2.99,-0.79,-7.86,-2.29,-3.08
