,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZNPO_yy,,-6.72,-286.64,,,250.87,,172.87,214.97,-63.68,-3.61,-1.69,30.77,522.93,279.85,71.54,-61.09,-90.03,-50.46,-24.37,560.56,260.53,-39.29,24.16,-68.87,-84.36,-69.65,739.47,-1536.48,-1787.55,-1771.24,-89.31,121.87,123.48,201.64,-1512.83
ZNPO_sy,,-51.01,-32.85,,,137.20,,37.66,45.20,17.19,38.70,-2.89,-38.39,-60.05,-14.83,-30.33,32.56,103.63,6.95,9.48,26.06,-24.31,-11.87,46.71,-29.31,-7.91,1.96,-36.13,-48.28,27.80,6.43,41.59,158.25,-1.31,10.10,13.20
ZNPO_qq,,,,,27.16,428.52,-68.03,-4.76,14.93,3.78,-15.15,-2.86,52.87,394.37,-48.26,-56.13,-65.32,26.67,157.06,-33.02,202.88,-30.86,-56.71,36.97,-24.07,-65.27,-15.97,3688.09,-229.94,59.20,16.78,124.23,165.85,-56.20,260.23,-436.81
ZNPO_sq,,,,,-6.98,57.18,-33.09,40.73,-1.89,26.87,-20.82,-1.47,-37.75,-17.74,68.82,-19.40,18.44,26.36,-11.34,-17.49,36.38,-24.13,3.24,37.35,-34.29,-1.16,14.30,-13.96,-46.79,144.23,-4.81,14.46,-2.95,-6.67,6.20,17.69
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,85.95,-8.68,,,-10.01,,8.71,117.29,1.54,43.73,10.34,-43.99,-24.70,-53.17,-24.92,-19.11,48.21,92.27,41.68,4.72,-20.57,-13.15,-22.91,44.90,-36.54,9.36,-1.01,,,,,,,,
ZFI_sy,,5.11,27.88,,,-40.80,,43.88,1.77,-11.30,28.46,-24.42,-24.68,23.65,-60.92,-29.43,7.45,22.34,123.63,23.37,2.31,-16.53,-42.86,-4.87,-8.36,-2.02,109.76,34.28,,,,,,,,
ZFI_qq,,,,,-7.88,16.64,-9.49,11.78,84.13,-45.49,28.12,-14.19,-6.53,-26.72,-20.32,37.58,0.69,34.28,3.37,1.38,-25.58,1.86,13.02,-10.02,39.89,-55.39,94.75,-18.55,,,,,,,-862.65,-0.59
ZFI_sq,,,,,25.14,-43.01,13.62,77.56,-11.49,-50.33,64.56,4.46,-11.79,-18.45,-47.99,88.61,34.30,-7.15,-4.92,4.06,11.38,-24.25,-34.91,73.23,7.30,-19.01,39.35,10.89,,,,,,,23.13,-0.62
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,12.30,-5.51,,,6.50,,-19.81,,1.82,-8.85,9.05,,-2.30,5.76,-3.11,-10.63,-11.18,-9.81,0.14,3.56,-4.79,-2.16,-15.94,-11.25,-13.71,-8.17,-18.91,-42.82,-8.43,-16.77,4.40,37.25,-6.60,5.63,-0.90
DTAR_sy,,0.23,-11.34,,,13.88,,9.65,,-13.55,-4.81,-16.23,,10.77,17.16,13.97,8.03,-9.64,1.30,11.14,22.69,17.13,12.43,15.49,2.44,6.66,7.60,2.89,-1.21,1.77,-5.13,-2.10,-13.15,-27.64,-25.74,-2.89
DTAR_qq,,,,,,,-15.07,-1.89,,,-23.97,17.37,-7.10,17.86,-17.70,7.53,-14.31,17.12,-16.42,19.38,-11.38,7.67,-14.11,2.56,-6.43,4.68,-8.59,-9.43,-34.02,67.65,-16.92,13.61,-13.26,14.09,-6.04,6.58
DTAR_sq,,,,,,,-21.08,10.57,,,-13.10,-2.70,2.26,28.11,-8.09,-5.35,-3.07,7.16,3.03,3.85,7.00,2.31,-1.10,6.67,-5.08,6.52,-0.24,2.01,-8.87,9.73,-6.99,5.26,-19.15,-8.57,-4.56,37.66
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,35.98,-14.66,,,17.61,,-47.68,,0.99,-18.06,22.54,,-6.66,12.52,-7.40,-21.14,-26.76,-19.07,0.37,7.35,-10.77,-4.13,-31.17,-20.72,-26.27,-14.52,-31.30,-57.94,-15.01,-26.36,7.52,58.09,-11.17,9.14,-1.52
CG_sy,,5.44,-18.00,,,32.77,,17.24,,-22.17,-2.11,-21.29,,11.50,13.79,14.98,10.92,-7.57,9.61,18.48,35.25,21.60,11.74,22.39,2.72,8.84,9.34,-0.33,-3.18,1.27,-3.99,0.54,-20.39,-41.25,-43.01,-32.50
CG_qq,,,,,,,-37.07,-4.19,,,-48.93,43.28,-15.97,51.81,-38.44,17.92,-28.44,41.00,-31.98,46.24,-23.47,17.21,-26.92,5.00,-11.86,9.00,-15.26,-15.62,-46.04,120.28,-26.58,23.20,-20.66,23.77,-9.78,11.17
CG_sq,,,,,,,-32.18,16.34,,,-14.70,-6.45,-0.79,40.84,-12.95,-5.47,-4.29,17.36,3.23,2.18,9.26,5.52,-5.14,11.91,-8.30,11.81,-4.71,2.01,-10.92,16.95,-9.66,6.83,-29.47,-13.69,-12.38,26.54
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,134.47,-34.03,,,423.23,,-33.83,,-21.10,-8.15,-12.26,,-18.48,-23.24,-18.00,-13.81,-16.21,-14.47,-15.61,-17.71,-10.64,-16.89,-7.74,-3.52,6.03,11.50,-48.30,-48.64,-29.30,-27.36,48.83,53.18,4.29,5.07,-3.10
LDER_sy,,-0.48,-39.28,,,72.53,,49.11,,12.43,21.45,-6.75,,-5.09,105.55,23.97,15.79,-28.98,-31.04,-4.35,21.01,36.81,-13.34,56.70,24.37,17.64,56.63,-23.21,-2.82,44.98,-15.17,-19.98,-39.94,-55.51,-6.53,0.06
LDER_qq,,,,,,,-11.51,-1.89,,,3.01,-6.28,-9.01,-7.21,-2.99,0.12,-4.36,-9.80,-0.98,-1.21,-6.74,-2.05,-7.91,9.67,-2.48,7.65,-3.15,-49.15,-3.11,48.18,-0.50,4.19,-0.28,0.89,0.24,-3.91
LDER_sq,,,,,,,-25.79,34.04,,,-19.84,2.92,-0.28,15.36,73.61,-37.93,-6.86,-29.24,68.58,-13.90,17.82,-20.00,6.79,55.67,-6.49,-24.33,42.18,-23.67,18.34,12.89,-16.82,-28.00,-11.18,-16.36,74.75,-22.92
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-57.33,100.26,,,-69.69,,-5.06,,6.51,4.52,11.71,,11.45,12.57,6.62,8.07,5.02,5.01,5.14,2.68,0.66,1.23,-5.28,-7.71,-11.06,-10.88,-6.56,-2.33,2.02,2.61,3.51,3.49,9.77,7.63,8.91
PZAT_sy,,-28.00,6.93,,,-22.09,,45.44,,11.92,-20.84,-27.85,,10.57,-17.77,-9.56,7.21,-11.18,17.71,8.67,0.45,1.08,4.36,-2.92,-7.01,-51.64,-20.52,-30.94,-8.12,-19.40,-17.32,10.70,-22.82,23.31,-29.56,-28.38
PZAT_qq,,,,,,,2.01,0.79,,,0.10,7.72,1.02,2.31,1.12,2.02,2.39,-0.57,1.10,2.14,,-2.52,1.68,-4.43,-2.56,-6.06,1.89,0.19,1.85,-1.88,2.48,1.07,1.82,4.07,0.48,2.28
PZAT_sq,,,,,,,43.60,9.95,,,1.57,0.20,-11.70,23.04,-24.46,10.20,4.67,1.93,0.11,1.75,,2.57,3.37,-5.35,-7.33,-46.66,69.89,-17.77,23.29,-53.20,74.27,10.10,-14.04,-25.24,-0.45,11.95
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-12.45,-33.24,,,7.63,,26.51,,1.39,0.56,-1.57,,5.84,7.59,8.90,4.38,8.68,8.01,7.26,5.69,-0.04,2.00,0.55,2.82,1.53,-1.89,86.70,85.04,27.91,25.75,-48.70,-49.66,-27.09,-26.17,-2.73
PELDR_sy,,-1.92,-2.34,,,7.53,,9.69,,2.56,-9.35,-6.88,,-16.76,-3.98,-5.88,-2.53,7.29,5.22,-1.79,-4.26,1.15,-0.60,-0.49,-2.84,-10.25,-11.78,1.61,1.09,-1.26,-0.58,-16.10,-5.53,-3.43,8.29,11.59
PELDR_qq,,,,,,,0.15,-0.39,,,-0.67,-2.51,5.50,3.60,0.96,-1.31,1.12,7.87,0.34,-2.00,-0.37,2.02,2.39,-3.39,1.88,0.74,-1.06,83.86,0.98,-30.36,-2.74,-25.00,-0.91,0.85,-1.51,-1.17
PELDR_sq,,,,,,,-0.09,-1.67,,,-11.69,1.00,-0.41,-6.29,1.87,-1.00,3.13,3.15,-0.10,-7.59,0.53,8.99,-1.83,-7.49,-1.83,0.68,-3.51,6.55,-2.34,-1.66,-2.84,-10.09,9.97,0.52,8.95,-7.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-8.98,4.63,,,33.74,,29.11,,-7.67,7.88,-15.01,,-1.97,-13.66,-1.69,8.39,15.37,6.74,-4.78,-8.38,3.70,-2.46,19.65,10.98,18.74,10.23,4.12,20.14,-0.26,5.39,3.90,-6.75,6.01,-2.28,
TSF_sy,,1.63,1.62,,,-3.03,,-0.14,,-0.61,2.61,2.46,,-1.53,-10.08,-3.95,-5.93,-0.83,3.20,-4.77,-5.05,-1.25,-3.36,-1.65,2.38,4.84,10.40,10.19,6.52,-1.02,-2.88,-1.45,5.28,7.43,9.62,
TSF_qq,,,,,,,28.72,1.69,,,50.40,-19.89,7.23,-24.12,32.47,-8.78,18.22,-19.24,22.56,-18.62,13.75,-8.59,15.28,-0.18,5.51,-2.20,7.01,-5.71,21.74,-18.80,13.07,-7.04,9.27,-7.70,4.22,-4.87
TSF_sq,,,,,,,4.79,,,,8.18,-0.15,1.59,-10.27,-1.22,6.66,-0.50,-5.40,2.79,-1.58,-0.79,-1.62,0.59,0.16,3.28,0.74,5.93,-0.03,-0.15,-6.39,3.94,1.45,6.66,-4.47,6.05,-9.96
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,13.36,20.16,,,34.94,,-12.74,,-8.95,6.11,-18.81,,-9.04,-33.57,-15.95,-3.36,-6.07,-11.28,-12.43,-17.71,-1.54,-8.15,3.34,-2.04,3.28,7.65,-50.86,-63.19,-30.63,-35.24,105.42,208.51,51.82,66.37,7.55
ZKO_sy,,5.81,-1.53,,,1.09,,2.30,,-8.47,-4.79,-7.52,,10.84,6.01,25.60,26.35,-3.62,15.24,6.90,7.82,16.84,11.89,-0.48,13.18,2.37,8.76,12.22,1.28,1.76,-0.10,-3.54,-7.10,-0.77,-7.77,9.08
ZKO_qq,,,,,,,31.78,-0.08,,,53.57,-23.54,-4.65,-18.76,12.15,-3.25,9.63,-21.03,5.92,-4.50,3.02,-5.51,-1.20,7.45,-2.35,-0.38,2.98,-50.95,-26.84,87.73,-3.86,55.58,9.88,-7.62,5.35,0.58
ZKO_sq,,,,,,,-13.09,2.54,,,-9.60,-0.40,-5.05,29.66,-13.54,18.00,-4.48,-1.09,3.37,9.47,-3.66,7.18,-1.01,-2.64,9.57,-3.05,5.17,0.45,-1.11,-2.60,3.24,-3.00,-4.76,4.04,-4.04,14.71
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-9.57,-15.01,,,-4.57,,29.04,,1.67,11.60,-16.31,,2.95,-22.27,-2.85,4.82,7.04,-0.01,-1.44,-8.10,1.53,-1.94,6.03,2.27,4.12,4.10,5.95,-21.94,-3.54,-12.32,-1.80,43.16,9.22,21.48,3.95
OSF_sy,,8.28,-7.39,,,-1.36,,-6.30,,-3.45,-7.12,-0.38,,-1.98,11.30,-0.40,-0.35,1.24,-2.20,5.86,6.17,1.28,3.06,-1.42,-3.21,3.47,0.20,6.20,-0.16,-6.47,-3.07,-5.86,0.48,11.20,2.55,-5.35
OSF_qq,,,,,,,37.70,1.57,,,51.15,-23.83,3.79,-13.84,14.12,-4.80,11.98,-12.02,6.61,-6.16,4.42,-2.80,2.96,1.46,0.72,-1.05,2.94,3.27,-25.80,22.28,-6.43,15.65,8.18,-6.71,4.08,-1.04
OSF_sq,,,,,,,-7.18,-1.54,,,-10.71,5.59,1.35,2.57,1.39,-5.51,1.40,4.21,-2.05,2.28,1.70,-0.60,-0.33,-2.17,-0.15,6.26,-3.48,3.69,-6.13,-0.45,0.03,0.71,0.20,10.17,-7.75,-7.04
NetDebt,9344000000,15896000000,20021000000,25214000000,,33981000000,22799000000,22274000000,,40080000000,20223000000,28643000000,25903000000,41207000000,25291000000,29435452000,20986761000,32840001000,22356364000,32280316000,25307411000,30884959000,23488797000,23466702000,21324180000,21296521000,20194324000,-3215385000,-6782642000,12013088000,9830969000,20686986000,16328757000,19289492000,16847886000,18364658000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,89.99,20.76,,,43.82,,-39.69,,-5.73,-22.14,42.04,,-10.19,-9.30,-35.33,-15.47,-24.94,-6.34,17.04,-15.40,-15.11,-6.27,-32.50,5.18,-15.60,24.55,-120.06,-152.69,-189.41,-157.30,-409.05,-28.22,-364.50,-518.25,991.13
NetDebtEBITDA_sy,,81.69,-26.73,,,32.51,,-6.98,,-47.16,2.30,-18.00,,-10.08,-0.69,19.00,-17.87,29.48,-9.44,-7.67,75.79,-24.45,3.26,-19.66,-11.69,-52.78,5.47,6.22,-9.54,83.88,-39.13,-26.65,-43.68,-7.91,-39.07,-8.59
NetDebtEBITDA_qq,,,,,,,-34.31,-13.43,,,-45.75,57.94,-30.43,50.69,-45.22,12.62,-9.07,33.79,-31.64,40.74,-34.27,34.25,-24.52,1.36,2.40,7.73,11.38,-116.33,-168.93,-82.80,28.63,-45.07,32.26,-562.25,5.00,309.11
NetDebtEBITDA_sq,,,,,,,-36.90,14.57,,,22.17,-8.17,-23.94,5.37,34.93,10.04,-47.51,66.13,-5.63,12.18,-0.05,-28.60,28.99,-12.73,9.87,-61.82,188.13,-12.11,-6.43,-22.40,-4.61,5.91,-28.16,26.90,-36.89,58.89
DebtFin,-663000000,723000000,2275000000,8143000000,,4107000000,3276000000,4398000000,,4397000000,4029000000,6817000000,5949000000,7069000000,5572000000,5801742000,3656096000,2638458000,5588747000,4288697000,3730087000,4419264000,3711574000,4327243000,5111128000,-284782000,3915751000,4928724000,853542000,-330885000,-7797336000,2076659000,3201855000,2617705000,2034438000,2257675000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,221.76,201.68,,,52.96,,-63.13,,-14.43,7.94,71.21,,40.45,0.30,-46.44,-35.87,-64.85,6.28,-21.10,-28.43,51.17,-40.75,-6.32,71.05,-107.88,52.82,66.79,-72.34,284.34,134.38,-133.34,-299.83,-2387.36,-194.12,1191.19
DebtFinEBITDA_sy,,134.15,-299.56,,,-53.61,,109.46,,-50.95,-0.12,-1070.52,,36.85,7.96,40.68,23.66,-3.41,-9.44,-35.14,58.16,38.28,74.80,53.40,-61.79,-160.47,-156.77,24.50,-1.66,100.18,-23.28,28.03,89.65,3050.00,7.70,412.26
DebtFinEBITDA_qq,,,,,,,-21.90,18.96,,,-1.49,88.69,-32.87,12.56,-29.65,0.77,-19.63,-38.30,112.69,-25.20,-27.09,30.33,-16.64,18.27,33.11,-106.01,1715.66,29.08,-77.92,-59.97,1954.25,-118.36,-32.31,-358.27,15.47,312.89
DebtFinEBITDA_sq,,,,,,,-15.98,108.76,,,23.07,15.05,21.27,-22.73,-12.12,45.25,-1.33,-66.26,-18.66,32.40,68.63,-145.27,51.54,-24.98,-8.92,-294.87,52.23,63.25,-46.66,100.71,-32406.25,78.55,78.90,315.38,-1046.63,172.58
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-20.22,-29.27,,,-29.27,,47.89,,11.65,5.17,3.07,,13.19,17.00,15.58,8.48,13.95,12.71,12.56,11.67,3.11,6.77,2.60,4.41,0.82,-3.30,115.60,112.04,39.06,35.38,-52.20,-53.60,-28.07,-26.99,-3.34
SP1_sy,,-1.35,-11.38,,,8.72,,-5.04,,15.99,-3.34,10.54,,-21.82,2.51,-14.48,-11.86,9.08,-2.01,-4.41,-9.46,-8.18,-9.98,5.15,-2.20,-1.40,-12.88,-4.51,-0.13,-2.12,3.69,-6.52,-7.19,-4.44,0.99,-2.71
SP1_qq,,,,,,,4.49,1.64,,,-1.57,-0.38,8.84,6.06,1.75,-1.60,2.16,11.41,0.64,-1.73,1.35,2.87,4.22,-5.57,3.13,-0.67,-0.03,110.53,1.43,-34.86,-2.68,-25.67,-1.53,0.98,-1.21,-1.59
SP1_sq,,,,,,,4.12,-9.20,,,-13.24,3.85,5.32,-17.61,13.76,-13.36,8.55,1.96,2.19,-15.48,2.81,3.39,0.19,-1.27,-4.37,4.23,-11.48,8.21,0.02,2.16,-6.22,-2.44,-0.69,5.18,-0.89,-6.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-12.09,-33.15,,,4.46,,24.57,,2.25,2.00,-1.54,,5.99,7.48,8.59,3.75,8.42,7.93,7.40,6.05,0.22,2.05,0.54,3.51,2.29,-0.76,90.17,87.32,28.73,26.22,-48.86,-50.16,-27.46,-26.28,-3.95
SP2_sy,,-1.41,-10.95,,,11.33,,4.69,,10.78,-1.44,1.92,,-21.81,-3.20,-9.12,-9.67,9.63,2.81,-7.76,-3.46,0.23,-4.29,0.93,-5.87,-10.80,-12.75,3.60,5.55,-2.92,0.49,-10.38,-11.89,-4.75,7.60,-2.72
SP2_qq,,,,,,,-0.31,0.93,,,-0.55,-2.57,5.54,3.65,0.84,-1.56,0.85,8.31,0.39,-2.05,-0.42,2.35,2.22,-3.50,2.52,1.15,-0.83,84.94,0.98,-30.49,-2.76,-25.07,-1.58,1.16,-1.17,-2.37
SP2_sq,,,,,,,-2.22,-1.70,,,-13.00,1.64,3.66,-14.70,7.70,-4.57,3.04,3.52,1.00,-14.38,7.83,7.48,-3.55,-9.71,0.56,1.86,-5.66,7.21,2.45,-6.31,-2.34,-4.38,0.72,1.28,10.32,-13.55
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-47.06,-47.12,,,-42.75,,2.77,,-42.99,-66.29,-69.71,,32.54,105.49,61.64,119.81,-3.59,-13.35,-57.63,6.01,86.96,-25.83,217.00,-55.87,496.01,-68.37,-19.24,161.01,-52.62,7927.27,242.19,0.70,-64.12,-94.16,-14.84
CAR_sy,,2.73,-2.34,,,-32.86,,-38.81,,45.75,-16.11,3.60,,9.38,16.66,12.45,-8.89,22.51,-0.30,9.44,-30.27,-38.07,-31.99,-32.30,7.71,81.57,10.22,39.30,10.19,-5.53,13.71,-6.91,9.80,-12.39,50.51,23.16
CAR_qq,,,,,,,218.10,-31.44,,,88.10,-38.40,45.21,-21.23,191.62,-51.54,97.46,-65.45,162.11,-76.30,394.00,-39.07,3.99,1.28,-31.23,722.94,-94.48,158.59,122.27,49.38,834.94,-88.98,-34.59,-46.77,52.13,60.78
CAR_sq,,,,,,,73.30,-24.59,,,-0.25,-6.88,43.99,-18.22,6.38,-10.24,16.67,9.96,-13.42,-1.47,-25.66,-2.34,-4.93,-1.91,18.26,64.63,-42.29,23.98,-6.45,41.14,-30.53,1.50,10.34,12.61,19.35,-16.95
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-5.00,-18.05,,,-1.95,,24.96,,-5.11,21.77,2.02,,9.04,30.72,17.19,-1.10,5.08,18.32,15.02,15.17,7.55,4.68,-6.91,24.78,10.93,-9.82,131.41,248.53,42.26,91.38,-57.16,-75.24,-42.04,-42.76,4.06
QR_sy,,-13.43,-3.60,,,2.69,,-12.72,,15.30,-1.50,5.59,,-17.96,-15.30,-8.17,-16.38,9.83,-5.92,-10.12,-16.96,-7.07,-10.10,-3.09,-1.04,-14.97,-4.86,5.75,14.00,12.11,2.14,-5.54,-2.95,7.32,21.83,0.29
QR_qq,,,,,,,-41.82,31.27,,,-25.34,9.98,9.22,21.59,-10.49,-1.41,-7.83,29.19,0.78,-4.16,-7.71,20.65,-1.91,-14.77,23.71,7.25,-20.26,118.72,86.33,-56.22,7.27,-51.04,7.69,2.48,5.95,-11.01
QR_sq,,,,,,,22.25,-16.77,,,4.43,-10.77,16.37,-24.34,7.81,-3.26,5.96,-0.62,-7.65,-7.58,-2.10,11.21,-10.65,-0.38,-0.03,-4.44,-0.03,10.74,7.76,-6.03,-8.92,2.41,10.73,3.92,3.40,-15.70
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-7.86,-18.72,,,2.31,,36.22,,-0.82,5.22,-1.94,,5.32,12.09,12.36,9.38,11.09,16.35,6.89,5.05,1.61,0.85,9.36,13.02,14.16,8.79,80.60,213.30,31.19,52.91,-43.95,-68.42,-28.60,-41.47,-7.82
CR_sy,,-6.91,-0.60,,,-4.52,,-6.56,,23.15,-2.62,9.27,,-20.97,-4.76,-23.27,-19.29,4.09,-9.23,4.16,-6.21,-6.60,-6.53,-10.64,-6.03,-8.35,-6.71,-1.32,4.98,10.68,-7.53,-1.88,3.88,1.21,28.68,6.63
CR_qq,,,,,,,-5.22,2.19,,,0.55,-4.76,9.55,0.40,7.02,-4.54,6.65,1.97,12.08,-12.30,4.82,-1.38,11.25,-4.91,8.32,-0.38,6.01,57.87,87.91,-58.28,23.56,-42.13,5.86,-5.68,1.29,-8.86
CR_sq,,,,,,,24.21,-6.63,,,-1.78,4.78,4.41,-26.45,18.37,-15.58,9.82,-5.14,3.21,-3.13,-1.11,-5.53,3.28,-7.39,3.99,-7.87,5.14,-2.03,10.63,-2.87,-12.16,3.95,17.12,-5.36,11.68,-13.86
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-47.10,-46.44,,,-43.48,,44.84,,-42.99,-66.29,-78.78,,32.54,105.49,61.64,119.81,-3.59,-13.35,-57.63,6.01,86.96,-25.83,217.00,-55.87,496.01,-68.37,4549.53,11622.02,338.91,8250.51,-93.09,-97.34,-96.13,-94.39,-26.79
PP_sy,,-8.81,5.63,,,-15.30,,-12.11,,49.59,22.35,-2.91,,-15.87,-1.35,-10.42,-12.65,22.79,-2.40,28.07,-17.87,-12.50,-34.35,-34.47,-13.09,12.45,2.41,50.90,42.49,8.56,15.08,-27.63,-23.24,-16.17,17.41,19.51
PP_qq,,,,,,,218.10,-2.13,,,88.10,-38.40,45.21,-21.23,191.62,-51.54,97.46,-65.45,162.11,-76.30,394.00,-39.07,3.99,1.28,-31.23,722.94,-94.48,14787.88,73.38,-69.19,4.99,-87.67,-33.17,-55.21,52.13,60.78
PP_sq,,,,,,,46.57,-4.67,,,19.88,-24.36,37.56,-32.56,40.58,-31.31,34.14,-5.20,11.74,-9.87,-13.98,1.00,-16.16,-10.04,14.09,30.69,-23.65,32.55,7.73,-0.43,-19.06,-16.65,14.27,8.75,13.36,-15.16
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,0.19,-16.33,,,6.48,,43.61,,-5.75,26.34,6.36,,8.02,23.38,17.00,-1.06,6.23,20.69,16.24,12.27,6.18,5.60,-7.60,28.22,-2.99,-9.58,-36.18,14.27,-13.08,2.87,38.24,-27.10,8.51,2.16,3.17
RCLR_sy,,-1.32,-3.05,,,-6.44,,-0.76,,23.21,10.55,-1.47,,-19.48,-11.25,-0.44,-9.34,1.46,-8.84,-18.77,-2.59,12.27,3.39,14.94,-6.91,-24.53,-9.37,-20.21,-7.72,5.33,-11.39,2.08,5.38,13.10,24.30,0.28
RCLR_qq,,,,,,,-43.46,27.37,,,-24.20,7.22,10.35,20.45,-13.43,1.68,-6.68,29.32,-1.64,-2.07,-9.87,22.30,-2.17,-14.31,25.07,-7.46,-8.83,-39.52,123.94,-29.62,7.91,-18.72,18.09,4.76,1.59,-17.92
RCLR_sq,,,,,,,8.43,3.33,,,-2.71,-7.91,8.74,-17.36,7.23,3.32,-0.98,-7.51,-3.65,-7.94,18.74,6.60,-11.27,2.34,-3.84,-13.57,6.55,-9.89,11.21,-1.35,-10.36,3.81,14.80,5.88,-1.49,-16.25
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-26.55,-101.65,,,486.36,,96.86,,-36.47,139.22,-240.54,,507.41,1112.50,382.54,124.53,140.85,104.33,98.03,63.45,5.06,9.28,24.26,38.30,34.94,5.82,336.30,336.06,116.34,126.35,-79.91,-84.59,-69.29,-73.28,-35.16
KP_sy,,10.13,-26.90,,,12.05,,9.85,,22.25,-3.22,-0.35,,-21.79,-4.25,-22.31,-16.17,1.59,0.54,-3.53,-5.03,1.57,1.76,-15.66,-25.09,-31.02,-38.88,-4.39,11.51,9.94,-4.03,-19.12,-16.10,-1.06,30.66,6.74
KP_qq,,,,,,,-220.00,63.73,,,-25.93,-415.00,268.25,54.72,47.87,-26.60,33.71,65.97,25.44,-28.86,10.35,6.68,30.48,-19.11,22.83,4.09,2.32,233.51,22.76,-48.36,7.06,-70.39,-5.86,2.90,-6.85,-28.14
KP_sq,,,,,,,13.63,-0.42,,,-10.04,2.52,4.09,-18.53,10.13,-16.81,12.32,-1.27,8.98,-20.17,10.57,5.59,9.18,-33.84,-1.79,-2.77,-3.25,3.49,14.55,-4.15,-15.54,-12.78,18.83,13.04,11.53,-28.75
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,30.98,102.42,,,-620.81,,-97.89,,101.79,-99.09,-109.63,,437.74,1252.17,406.85,112.88,112.98,99.36,120.09,69.40,-3.46,8.71,22.11,53.15,49.32,31.31,705.15,587.65,154.51,133.33,-85.33,-87.47,-72.83,-74.96,-46.13
PKKO_sy,,-13.19,16.91,,,-26.84,,-8.57,,22.65,-11.28,-18.90,,-41.90,-27.82,-37.76,-43.21,-20.68,-18.66,-0.86,-3.49,21.43,10.04,10.82,7.01,13.15,-4.90,-21.89,16.83,-5.35,-17.39,-21.31,-44.77,-35.98,-19.45,66.79
PKKO_qq,,,,,,,185.81,-70.09,,,-56.60,-417.39,280.82,115.91,9.12,-27.97,25.45,116.01,2.14,-20.48,-3.45,23.11,15.02,-10.68,21.10,20.03,1.14,447.68,3.42,-55.58,-7.27,-65.57,-11.67,-3.66,-14.55,-25.92
PKKO_sq,,,,,,,24.13,-5.00,,,-10.22,-13.15,10.72,-32.71,11.54,-25.10,1.01,-6.01,14.39,-8.72,-1.67,18.26,3.67,-8.07,-5.05,25.05,-12.87,-24.50,42.02,1.31,-23.95,-28.09,-0.32,17.43,-4.30,48.89
