,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
CRN,33000,7000,12000,14000,14000,14000,10000,10000,8000,8000,10000,10000,9000,9000,7000,6000,5000,5000,4000,4000,5000,5000,6000,5000,4000,3000,3000,3000,3000,3000,4000,4000,3000,3000,2000,2000,3000,3000,3000,3000,3000,5000,7000,9000,12000,12000,12000,11000,9000,10000
CRN_yy,32.00,-78.79,71.43,,,,-16.67,-28.57,-42.86,-42.86,,,12.50,12.50,-30.00,-40.00,-44.44,-44.44,-42.86,-33.33,,,50.00,25.00,-20.00,-40.00,-50.00,-40.00,-25.00,,33.33,33.33,,,-50.00,-50.00,,,50.00,50.00,,66.67,133.33,200.00,300.00,140.00,71.43,22.22,-25.00,-16.67
CRN_sy,-23.97,-20.65,20.55,,,,-2.27,-24.56,-19.64,-4.08,,,-15.56,-21.28,-21.28,-35.00,-44.74,-37.84,17.57,11.54,,,-21.84,20.69,11.29,4.76,-8.82,-14.29,-15.94,,6.45,-6.67,,,6.06,23.21,,,-20.00,-21.74,,-17.19,-5.36,-11.11,-5.45,-13.21,-1.89,-8.33,-1.92,3428.26
CRN_qq,,,,16.67,,,-28.57,,-20.00,,25.00,,-10.00,,-22.22,-14.29,-16.67,,-20.00,,25.00,,20.00,-16.67,-20.00,-25.00,,,,,33.33,,-25.00,,-33.33,,50.00,,,,,66.67,40.00,28.57,33.33,,,-8.33,-18.18,11.11
CRN_sq,,,,29.55,,,-12.24,,4.65,,,,-5.00,,,-29.73,-19.23,,89.13,,6.90,,7.94,2.94,-1.43,-4.35,,,,,17.86,,12.50,,4.48,,-1.45,,,,,-3.64,,-9.43,8.33,,,-15.38,15.91,3082.35
CPZ,234000,92000,91000,97000,94000,107000,104000,108000,111000,117000,129000,128000,131000,133000,140000,137000,143000,141000,131000,149000,144000,144000,156000,148000,146000,149000,145000,149000,149000,144000,138000,134000,135000,143000,155000,166000,165000,156000,150000,143000,148000,153000,160000,161000,163000,168000,162000,169000,171000,168000
CPZ_yy,17.00,-60.68,-1.09,,,,14.29,11.34,18.09,9.35,24.04,18.52,18.02,13.68,8.53,7.03,9.16,6.02,-6.43,8.76,0.70,2.13,19.08,-0.67,1.39,3.47,-7.05,0.68,2.05,-3.36,-4.83,-10.07,-9.40,-0.69,12.32,23.88,22.22,9.09,-3.23,-13.86,-10.30,-1.92,6.67,12.59,10.14,9.80,1.25,4.97,4.91,
CPZ_sy,-36.86,-13.20,1.75,,,,-12.64,9.30,11.25,16.22,22.37,10.64,23.03,29.07,2.15,-2.88,-9.59,-20.72,-17.89,-27.23,-28.28,-21.02,-3.85,14.97,34.51,27.34,14.67,-10.06,-21.47,-5.08,-9.30,3.95,8.67,-2.38,3.85,11.39,7.98,9.76,6.17,1.14,0.57,-3.33,1.16,-4.49,-5.08,-6.90,-6.32,-5.88,-2.98,
CPZ_qq,,,,6.59,-3.09,13.83,-2.80,3.85,2.78,5.41,10.26,-0.78,2.34,1.53,5.26,-2.14,4.38,-1.40,-7.09,13.74,-3.36,,8.33,-5.13,-1.35,2.05,-2.68,2.76,,-3.36,-4.17,-2.90,0.75,5.93,8.39,7.10,-0.60,-5.45,-3.85,-4.67,3.50,3.38,4.58,0.62,1.24,3.07,-3.57,4.32,1.18,-1.75
CPZ_sq,,,,-1.15,-6.98,-7.50,2.70,23.68,-5.32,-3.37,8.14,11.83,5.29,1.37,-14.41,6.32,-1.98,-11.11,-11.36,-5.77,-3.40,,7.91,12.67,13.02,-7.33,-2.82,-11.63,,12.00,-7.14,1.28,3.16,0.61,-1.22,8.64,,2.27,-4.44,3.49,-0.56,-1.69,,-2.30,-1.18,-3.57,0.62,-1.84,1.88,8757.06
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,-21.11,134.57,-31.31,,,,-6.27,6.74,8.97,10.56,-1.87,1.47,3.52,9.52,12.94,14.75,10.20,9.87,23.83,0.20,1.89,-3.32,-17.32,-1.92,1.17,6.29,9.85,6.15,3.81,-0.55,3.71,4.35,2.80,1.37,-8.58,-15.12,-16.27,-10.77,0.14,12.84,17.85,18.03,20.93,20.98,21.32,14.43,6.07,-2.89,-9.70,-9.17
RZ_sy,-16.54,-1.23,-7.20,,,,11.98,-7.24,-7.26,-33.74,-30.35,-22.70,-10.08,-10.32,3.84,10.56,10.81,12.31,8.15,0.20,-0.59,-4.19,-7.07,-6.83,-3.78,5.10,10.65,18.00,10.42,13.10,-6.32,-1.18,2.47,-10.86,-2.83,-15.12,-15.74,-11.97,0.14,9.50,0.72,-1.28,-10.46,-12.24,-0.98,5.53,-3.41,8.68,-8.90,19.37
RZ_qq,,,,-10.02,-0.93,-3.28,8.72,2.46,1.14,-1.87,-3.50,5.95,3.18,3.82,-0.49,7.64,-0.91,3.51,12.16,-12.90,0.77,-1.78,-4.09,3.32,3.94,3.19,-0.88,-0.15,1.65,-1.14,3.36,0.46,0.14,-2.51,-6.79,-6.72,-1.22,3.89,4.61,5.11,3.17,4.05,7.17,5.15,3.46,-1.85,-0.66,-3.73,-3.80,-1.27
RZ_sq,,,,4.40,-13.59,43.90,-13.74,-13.52,-13.61,2.81,-9.33,-4.01,0.49,2.55,4.98,2.19,0.72,3.93,1.10,-5.32,-0.07,0.16,-1.94,-5.08,3.21,9.41,3.24,1.23,-3.43,12.06,-14.48,6.78,0.14,-2.51,-6.79,-6.72,-0.59,1.85,6.03,2.00,-8.56,-0.17,-3.83,-0.02,3.16,6.39,-11.98,12.49,-13.52,39.41
CRZ,293000,125000,182000,202000,204000,211000,194000,189000,187000,191000,198000,187000,181000,174000,175000,163000,164000,159000,141000,162000,161000,164000,171000,166000,159000,154000,156000,156000,153000,155000,150000,149000,149000,153000,164000,176000,178000,172000,164000,156000,151000,145000,136000,129000,125000,127000,128000,133000,138000,140000
CRZ_yy,26.84,-57.34,45.60,,,,6.59,-6.44,-8.33,-9.48,2.06,-1.06,-3.21,-8.90,-11.62,-12.83,-9.39,-8.62,-19.43,-0.61,-1.83,3.14,21.28,2.47,-1.24,-6.10,-8.77,-6.02,-3.77,0.65,-3.85,-4.49,-2.61,-1.29,9.33,18.12,19.46,12.42,,-11.36,-15.17,-15.70,-17.07,-17.31,-17.22,-12.41,-5.88,3.10,10.40,10.24
CRZ_sy,19.42,1.63,8.00,,,,-11.11,7.75,17.52,50.96,44.17,29.86,11.18,11.15,-3.76,-9.70,-9.50,-11.17,-7.51,-0.61,-17.90,4.52,7.47,2.47,27.07,-4.94,-9.37,-10.84,-9.76,-10.06,6.67,0.68,-2.30,10.47,2.50,18.12,18.79,13.73,,-8.52,-0.56,1.15,11.59,13.66,1.14,-5.11,3.83,-7.65,10.67,-16.17
CRZ_qq,,,,10.99,0.99,3.43,-8.06,-2.58,-1.06,2.14,3.66,-5.56,-3.21,-3.87,0.57,-6.86,0.61,-3.05,-11.32,14.89,-0.62,1.86,4.27,-2.92,-4.22,-3.14,1.30,,-1.92,1.31,-3.23,-0.67,,2.68,7.19,7.32,1.14,-3.37,-4.65,-4.88,-3.21,-3.97,-6.21,-5.15,-3.10,1.60,0.79,3.91,3.76,1.45
CRZ_sq,,,,-4.44,6.20,-24.09,15.38,15.83,15.83,-2.48,10.19,4.34,-0.83,-2.51,-4.58,-2.10,-0.61,-4.32,-0.65,5.19,-17.90,21.80,2.16,0.30,1.81,-8.88,-2.60,,3.04,-9.18,15.52,-6.88,,2.68,7.19,7.32,0.57,-1.69,-5.75,-1.83,9.32,,3.98,,-2.73,-6.18,13.77,-11.05,16.57,-28.93
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,-17.14,145.62,-36.59,,,,11.13,25.75,17.01,18.18,2.76,3.90,4.01,8.34,12.39,14.91,10.73,11.30,24.78,5.07,7.71,-0.11,-19.79,-8.13,-5.19,0.82,18.85,15.21,8.39,4.22,-1.40,-2.25,-0.08,-0.93,-6.07,-9.89,-12.46,-7.34,0.13,9.33,13.87,11.90,11.41,10.31,6.99,1.96,-0.78,-6.79,-6.99,-6.80
RMO_sy,9.56,18.84,-10.42,,,,0.86,16.11,9.54,7.83,-5.98,-6.33,-5.60,-0.10,3.79,12.70,15.74,12.39,-13.92,10.66,0.22,-12.51,6.18,-14.85,-11.07,-2.62,3.01,-3.01,1.85,5.20,7.86,10.53,2.77,2.47,14.97,-5.10,-16.11,-8.31,-10.89,-8.68,23.96,13.74,16.45,21.36,-3.82,-5.65,-12.74,-2.45,4.19,-34.59
RMO_qq,,,,-8.40,10.72,-1.26,10.97,3.65,3.02,-0.27,-3.51,4.80,3.13,3.89,0.10,7.14,-0.62,4.43,12.22,-9.78,1.88,-3.16,-9.89,3.34,5.13,2.98,6.23,0.17,-1.09,-0.98,0.50,-0.69,1.11,-1.83,-4.72,-4.73,-1.77,3.91,2.96,4.02,2.31,2.12,2.51,2.99,-0.76,-2.68,-0.25,-3.24,-0.98,-2.48
RMO_sq,,,,-15.67,7.02,2.81,8.71,-2.92,0.97,1.20,-5.21,-3.29,1.76,7.10,-1.52,5.01,4.50,4.00,-24.58,35.00,-5.36,-9.20,-8.47,8.27,-1.16,-0.58,-3.17,1.93,3.80,2.68,-0.73,4.46,-3.48,2.38,11.38,-13.77,-14.68,11.90,8.25,-11.63,15.81,2.67,10.83,-7.91,-8.22,0.73,2.49,2.95,-1.97,-36.76
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,-21.90,34.18,-46.85,,,,-32.10,-23.60,-22.16,-26.46,-37.03,-38.31,-38.02,-33.42,-22.37,-11.67,-6.46,1.75,8.51,-5.77,-1.79,-4.56,-15.09,-1.85,4.02,8.62,20.92,14.13,2.44,0.30,-0.97,1.48,7.20,6.74,1.36,-0.42,-1.42,0.62,4.79,6.87,5.88,3.24,2.78,-0.74,-4.73,-8.00,-5.17,-1.80,4.82,9.78
RMT_sy,-6.59,-18.09,-17.26,,,,-1.87,-5.20,0.77,-2.99,-17.34,-22.11,-25.72,-20.58,0.69,-0.96,-13.93,-8.38,-3.64,2.69,31.32,18.03,-4.22,5.32,-5.84,4.38,7.60,13.20,16.44,-3.61,-1.33,-1.38,5.80,17.39,9.20,12.28,-14.11,-23.79,-14.45,-6.32,26.67,23.31,-3.42,-17.59,-20.71,-0.39,9.61,-6.41,-12.43,-64.69
RMT_qq,,,,-16.77,-9.87,-7.68,-1.96,-6.35,-8.17,-12.78,-16.06,-8.25,-7.74,-6.30,-2.12,4.40,-2.30,1.92,4.39,-9.34,1.83,-0.96,-7.14,4.80,7.92,3.42,3.38,-1.09,-3.13,1.26,2.07,1.35,2.33,0.82,-3.06,-0.43,1.30,2.91,0.95,1.55,0.37,0.34,0.50,-1.93,-3.66,-3.11,3.60,1.55,2.82,1.48
RMT_sq,,,,-3.61,-3.35,1.24,4.05,-6.88,2.74,-2.55,-11.34,-12.25,-2.02,4.20,12.39,-13.69,-14.85,10.92,18.22,-8.03,8.89,-0.31,-4.06,1.13,-2.65,10.51,-1.10,6.39,0.14,-8.52,1.23,6.34,7.44,1.50,-5.82,9.33,-17.81,-9.94,5.72,19.73,11.12,-12.33,-17.20,2.16,6.91,10.14,-8.89,-12.77,0.04,-55.60
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,-17.77,121.22,-39.16,,,,-4.15,7.14,1.17,-1.34,-16.01,-17.41,-18.38,-14.97,-7.21,-0.25,0.85,5.76,15.05,-1.40,2.05,-2.74,-17.05,-4.49,0.10,5.29,20.05,14.58,4.89,1.94,-1.15,-0.10,4.07,3.39,-1.90,-4.69,-6.48,-3.01,2.69,7.96,9.40,7.02,6.51,3.89,0.09,-3.91,-3.33,-3.95,-0.39,2.30
RM_sy,13.19,5.57,-5.47,,,,-2.38,1.11,-4.67,-8.77,-16.49,-15.29,-13.04,-16.68,-8.74,-0.25,4.10,11.51,14.52,7.37,8.26,9.54,-1.24,0.52,-2.33,-2.20,4.77,1.94,2.62,-3.41,3.70,10.97,14.73,12.24,4.65,-8.53,-16.46,-12.76,-10.63,-2.45,6.32,5.93,6.47,5.77,1.38,3.72,-3.69,-3.35,-1.08,-52.04
RM_qq,,,,-10.65,4.31,-3.35,6.40,-0.12,-1.51,-5.74,-9.42,-1.79,-2.66,-1.80,-1.15,5.58,-1.59,2.97,7.54,-9.52,1.85,-1.86,-8.28,4.18,6.74,3.23,4.58,-0.57,-2.29,0.33,1.40,0.49,1.80,-0.33,-3.79,-2.36,-0.11,3.37,1.86,2.65,1.23,1.11,1.37,0.13,-2.47,-2.93,1.98,-0.52,1.15,-0.31
RM_sq,,,,-7.70,-0.75,6.34,0.20,-4.40,-6.42,1.76,-8.28,-3.01,-3.93,-2.50,0.46,6.01,0.25,4.43,3.17,-0.60,1.09,5.67,-6.98,1.17,-1.79,5.82,-0.36,-1.56,-1.13,-0.41,6.98,5.35,2.22,-2.57,-0.26,-7.92,-6.64,1.74,2.18,0.51,1.75,1.38,2.69,-0.15,-2.47,3.71,-4.64,0.21,-0.18,-49.72
COP,326000,132000,194000,216000,218000,225000,204000,199000,195000,199000,208000,197000,190000,183000,182000,169000,169000,164000,145000,166000,166000,169000,177000,171000,163000,157000,159000,159000,156000,158000,154000,153000,152000,156000,166000,178000,181000,175000,167000,159000,154000,150000,143000,138000,137000,139000,140000,144000,147000,150000
COP_yy,27.34,-59.51,46.97,,,,5.15,-7.87,-10.55,-11.56,1.96,-1.01,-2.56,-8.04,-12.50,-14.21,-11.05,-10.38,-20.33,-1.78,-1.78,3.05,22.07,3.01,-1.81,-7.10,-10.17,-7.02,-4.29,0.64,-3.14,-3.77,-2.56,-1.27,7.79,16.34,19.08,12.18,0.60,-10.67,-14.92,-14.29,-14.37,-13.21,-11.04,-7.33,-2.10,4.35,7.30,7.91
COP_sy,-1.18,-17.26,34.53,,,,6.95,-0.98,-4.39,22.84,8.00,1.72,3.32,-5.53,-14.35,-7.99,-10.12,-7.98,-5.41,-10.00,-4.40,4.62,6.86,14.62,12.93,3.31,-3.48,-14.54,-11.70,-16.31,-3.05,0.90,3.17,24.60,9.71,14.20,8.66,-5.90,1.56,3.11,2.57,7.63,5.13,7.54,3.76,-2.28,3.90,-6.54,12.08,-22.28
COP_qq,,,,11.34,0.93,3.21,-9.33,-2.45,-2.01,2.05,4.52,-5.29,-3.55,-3.68,-0.55,-7.14,,-2.96,-11.59,14.48,,1.81,4.73,-3.39,-4.68,-3.68,1.27,,-1.89,1.28,-2.53,-0.65,-0.65,2.63,6.41,7.23,1.69,-3.31,-4.57,-4.79,-3.14,-2.60,-4.67,-3.50,-0.72,1.46,0.72,2.86,2.08,2.04
COP_sq,,,,9.63,,-20.98,23.46,1.50,-3.45,1.53,8.54,-4.40,-1.94,-7.16,-1.60,2.70,,-4.95,1.16,-2.29,,4.02,3.31,4.81,0.26,-4.83,-3.48,,3.58,-9.80,11.82,-3.43,5.92,8.94,-1.54,0.52,0.78,-5.66,6.27,2.05,0.25,-1.00,3.80,4.39,-3.27,-6.76,10.36,-6.10,16.00,-35.34
CSP,92000,40000,103000,119000,124000,118000,100000,91000,84000,82000,79000,69000,59000,50000,42000,32000,26000,23000,14000,17000,22000,25000,21000,23000,17000,8000,14000,10000,7000,14000,16000,19000,17000,13000,11000,12000,16000,19000,17000,16000,6000,-3000,-17000,-23000,-26000,-29000,-22000,-25000,-24000,-18000
CSP_yy,64.29,-56.52,157.50,,,,-2.91,-23.53,-32.26,-30.51,-21.00,-24.18,-29.76,-39.02,-46.84,-53.62,-55.93,-54.00,-66.67,-46.88,-15.38,8.70,50.00,35.29,-22.73,-68.00,-33.33,-56.52,-58.82,75.00,14.29,90.00,142.86,-7.14,-31.25,-36.84,-5.88,46.15,54.55,33.33,-62.50,-115.79,-200.00,-243.75,-533.33,-866.67,-29.41,-8.70,7.69,37.93
CSP_sy,316.67,8.00,172.22,,,,36.05,12.77,-3.36,8.65,13.00,-29.25,-63.04,-66.81,-61.06,-57.33,-38.82,-38.67,7.95,-25.00,117.31,243.48,129.47,333.33,101.77,31.65,-16.51,-9.62,-9.65,-20.19,16.48,11.70,16.50,38.55,10.38,13.33,-34.58,-34.35,-77.78,-18.49,52.23,56.29,234.62,-14.43,-32.22,11.02,63.22,77.11,59.26,-113.74
CSP_qq,,,,15.53,4.20,-4.84,-15.25,-9.00,-7.69,-2.38,-3.66,-12.66,-14.49,-15.25,-16.00,-23.81,-18.75,-11.54,-39.13,21.43,29.41,13.64,-16.00,9.52,-26.09,-52.94,75.00,-28.57,-30.00,100.00,14.29,18.75,-10.53,-23.53,-15.38,9.09,33.33,18.75,-10.53,-5.88,-62.50,-150.00,-466.67,-35.29,-13.04,-11.54,24.14,-13.64,4.00,25.00
CSP_sq,,,,27.89,26.60,-12.61,-3.85,6.00,8.49,-1.74,,-33.63,-43.33,-11.76,17.33,-27.27,-18.75,-11.54,106.52,-49.47,135.42,39.82,37.97,-4.59,9.62,-8.77,-12.50,3.30,9.57,-19.42,27.71,-0.94,14.29,-4.17,1.74,1.71,-34.03,-3.82,-65.56,273.08,23.20,-1.26,-26.27,-4.60,-2.41,61.73,8.40,3.52,-12.24,-113.95
