,2010/Q4,2011/Q4,2012/Q4,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
SP1_yy,,30.50,21.76,136.47,,,,-33.77,-35.87,-28.30,-16.32,6.09,16.64,13.21,51.27,37.42,22.15,5.63,-36.70,-43.91,-42.85,-37.08
SP1_sy,,35.60,16.87,1.49,,,,-7.77,12.16,0.01,-1.56,16.14,7.92,4.45,6.26,-8.18,-3.12,-0.55,2.41,-0.54,-5.23,-11.35
SP1_qq,,,,,-2.90,-8.21,-8.53,-18.75,-5.99,2.63,6.75,3.01,3.35,-0.39,42.64,-6.43,-8.13,-13.86,-14.52,-17.09,-6.39,-5.16
SP1_sq,,,,,-13.47,12.22,-2.34,-2.75,5.23,0.06,-3.88,14.74,-2.21,-3.15,-2.21,-0.85,3.18,-0.59,0.70,-3.71,-1.68,-7.02
SP2,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,7.23,16.46,58.13,,,,-15.38,-15.11,-6.87,3.42,8.43,13.98,6.79,31.75,7.21,4.51,-3.17,-29.59,-22.93,-23.86,-13.80
SP2_sy,,20.97,5.66,2.60,,,,-4.06,-1.83,2.74,2.57,6.27,6.26,2.34,3.92,1.20,1.75,1.41,2.35,0.05,0.98,-2.19
SP2_qq,,,,,-3.70,-5.88,-5.01,-1.72,-3.40,3.26,5.49,3.04,1.55,-3.25,30.14,-16.15,-1.01,-10.35,-5.37,-8.22,-2.21,1.49
SP2_sq,,,,,-1.35,-1.74,-1.16,0.14,0.94,2.83,-1.33,3.76,0.93,-0.97,0.20,1.04,1.48,-1.30,1.13,-1.23,2.42,-4.40
CAR,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-25.00,202.64,277.43,,,,-59.26,-66.67,-37.96,-39.38,16.45,12.48,18.30,57.59,93.48,160.49,28.64,-22.09,-37.68,-4.91,-35.37
CAR_sy,,-0.45,57.39,27.30,,,,-45.18,-22.46,-12.52,19.70,100.69,34.03,14.08,50.18,44.77,42.80,48.74,-4.54,-8.58,-18.43,-18.56
CAR_qq,,,,,-9.68,-46.74,-8.65,-7.30,-26.10,-0.86,-10.75,78.09,-28.62,4.27,18.90,118.65,-3.90,-48.51,-27.99,74.91,46.62,-65.00
CAR_sq,,,,,-3.85,-36.44,-24.30,18.50,36.00,-28.29,3.58,98.68,-9.17,-38.97,36.36,91.53,-10.41,-36.43,-12.49,83.42,-20.07,-36.53
QR,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-12.24,22.15,59.74,,,,-28.80,-33.57,-10.54,2.06,27.00,19.91,19.28,82.28,12.77,19.07,-2.34,-47.48,-34.67,-22.60,-23.00
QR_sy,,24.62,9.30,22.72,,,,-15.17,-10.28,-0.37,-9.95,11.85,-0.56,27.10,47.85,13.84,20.13,-6.09,-5.44,-3.97,4.06,-4.64
QR_qq,,,,,7.19,-19.20,-7.56,-11.06,0.01,8.81,5.45,10.68,-5.57,8.24,61.14,-31.53,-0.29,-11.23,-13.34,-14.83,18.13,-11.68
QR_sq,,,,,1.39,-25.75,10.59,1.89,7.24,-17.54,-0.05,26.56,-4.65,5.39,16.26,-2.56,0.62,-17.62,17.07,-1.04,9.03,-24.50
CR,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,2.58,13.70,50.01,,,,-10.33,-13.22,-9.97,-2.58,8.71,8.56,6.39,44.63,6.71,8.31,-3.87,-31.22,-23.25,-24.83,-10.26
CR_sy,,34.55,20.90,-3.68,,,,-0.60,4.44,3.36,-10.42,6.35,3.03,9.72,15.30,12.52,6.48,-4.30,0.64,-16.51,-6.73,-9.27
CR_qq,,,,,1.63,-3.64,-7.51,-0.99,-1.65,-0.03,0.08,10.48,-1.78,-2.03,36.05,-18.48,-0.31,-13.05,-2.66,-9.03,-2.37,3.81
CR_sq,,,,,0.62,-4.63,8.33,-4.38,5.72,-5.62,-6.11,13.52,2.42,0.51,-1.33,10.78,-3.08,-9.67,3.76,-8.09,8.27,-12.13
PP,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-25.00,202.64,277.43,,,,-59.26,-66.67,-37.96,-39.38,16.45,12.48,18.30,57.59,93.48,160.49,28.64,-22.09,-37.68,-4.91,-35.37
PP_sy,,-16.96,57.44,29.50,,,,-46.13,-34.49,-15.89,-7.63,120.71,58.64,24.53,56.22,31.64,20.10,36.26,-10.35,-8.58,-19.25,-18.58
PP_qq,,,,,-9.68,-46.74,-8.65,-7.30,-26.10,-0.86,-10.75,78.09,-28.62,4.27,18.90,118.65,-3.90,-48.51,-27.99,74.91,46.62,-65.00
PP_sq,,,,,13.58,-44.90,-3.64,-10.66,38.11,-29.26,5.83,113.45,-0.73,-44.47,32.75,79.87,-9.43,-36.99,-12.66,83.42,-20.00,-36.47
RCLR,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-10.53,8.85,21.48,,,,-6.39,-15.49,-3.85,12.19,23.64,14.73,18.56,82.80,-7.82,-5.37,-8.56,-50.05,-31.80,-30.04,-19.20
RCLR_sy,,31.69,8.64,14.28,,,,-25.55,-10.26,9.18,1.94,23.88,7.61,-5.26,17.28,-9.68,5.93,4.35,-4.50,-14.26,-6.42,-17.73
RCLR_qq,,,,,17.28,-6.94,-6.95,-7.83,5.88,5.89,8.57,1.58,-1.76,9.42,67.40,-48.77,0.85,5.73,-8.55,-30.06,3.45,22.11
RCLR_sq,,,,,-5.35,-12.96,5.66,-14.46,14.09,5.89,-1.35,3.95,-0.89,-6.78,22.12,-19.95,16.24,-8.18,11.77,-28.13,26.86,-19.27
KP,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,109.16,5650.00,286.52,,,,-30.33,-34.29,-23.29,-4.88,21.42,31.94,17.74,75.41,15.43,13.45,-7.28,-48.73,-49.08,-52.97,-33.70
KP_sy,,399.45,76.66,-2.14,,,,3.42,-2.95,-20.42,-42.72,19.92,39.32,64.89,86.90,7.36,5.45,0.89,13.48,-7.05,-8.31,-17.27
KP_qq,,,,,-1.91,-9.25,-12.85,-10.20,-7.48,5.93,8.07,14.63,0.53,-5.47,61.01,-24.57,-1.19,-22.74,-10.97,-25.08,-8.75,8.93
KP_sq,,,,,1.39,-0.53,18.41,-13.40,-4.85,-18.44,-14.76,81.28,10.54,-3.46,-3.39,4.13,8.58,-7.64,8.67,-14.71,7.12,-16.67
PKKO,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-110.68,-4366.05,-402.81,,,,27.83,34.17,35.02,35.18,27.37,11.54,4.74,-78.16,-27.29,-28.16,-3.51,45.59,39.36,44.78,28.42
PKKO_sy,,102.82,55.12,1.00,,,,-31.52,-48.64,125.10,-29.91,52.60,140.68,117.63,159.58,25.31,8.34,0.45,8.95,-1.80,22.07,-15.43
PKKO_qq,,,,,9.67,8.54,3.12,9.82,17.61,9.72,3.36,-1.04,-0.35,2.78,-80.75,27.82,-1.04,21.48,5.00,19.55,8.00,-1.79
PKKO_sq,,,,,-1.67,-73.74,219.43,-16.98,-26.26,15.11,-0.54,80.74,16.31,4.09,18.64,-12.75,0.56,-3.49,28.67,-21.36,25.00,-33.14
RN,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,8.43,28.31,-13.62,,,,5.50,8.83,0.62,-3.36,-3.95,-6.35,-4.04,-16.35,-18.02,-15.69,-18.09,7.84,12.57,13.85,19.48
RN_sy,,-13.37,10.86,-13.78,,,,26.92,13.69,18.93,23.97,5.46,5.20,6.43,-4.76,-9.46,-13.95,-16.48,-11.64,-6.04,-2.64,-0.08
RN_qq,,,,,-1.81,4.99,1.73,0.60,1.29,-2.93,-2.29,-0.02,-1.24,-0.53,-14.83,-2.02,1.56,-3.36,12.13,2.28,2.72,1.42
RN_sq,,,,,13.24,-5.48,-0.91,19.67,1.43,-1.13,3.29,1.81,1.18,0.03,-7.57,-3.22,-3.84,-2.91,-2.21,2.91,-0.37,-0.35
CRN,75000,69000,54000,62000,63000,60000,59000,59000,58000,60000,61000,61000,62000,62000,73000,75000,74000,76000,68000,66000,65000,64000
CRN_yy,,-8.00,-21.74,14.81,,,,-4.84,-7.94,,3.39,3.39,6.90,3.33,19.67,22.95,19.35,22.58,-6.85,-12.00,-12.16,-15.79
CRN_sy,,16.50,-11.67,16.04,,,,-21.95,-12.73,,-18.97,-4.17,-5.21,-5.21,4.26,10.87,16.48,19.78,13.27,5.88,1.89,-0.92
CRN_qq,,,,,1.61,-4.76,-1.67,,-1.69,3.45,1.67,,1.64,,17.74,2.74,-1.33,2.70,-10.53,-2.94,-1.52,-1.54
CRN_sq,,,,,-10.57,3.64,1.75,,,,-2.08,,-1.09,,7.69,4.08,3.92,2.83,1.83,-2.70,,
CPZ,140000,145000,104000,96000,92000,90000,88000,90000,92000,95000,94000,90000,88000,85000,82000,87000,87000,93000,100000,108000,115000,119000
CPZ_yy,,3.57,-28.28,-7.69,,,,-6.25,,5.56,6.82,,-4.35,-10.53,-12.77,-3.33,-1.14,9.41,21.95,24.14,32.18,27.96
CPZ_sy,,-22.06,-3.77,-9.15,,,,19.42,,-5.75,-5.95,,-12.20,-12.20,-3.16,12.77,8.33,6.25,-4.58,-7.55,3.21,11.11
CPZ_qq,,,,,-4.17,-2.17,-2.22,2.27,2.22,3.26,-1.05,-4.26,-2.22,-3.41,-3.53,6.10,,6.90,7.53,8.00,6.48,3.48
CPZ_sq,,,,,11.51,12.26,-3.45,-1.19,-1.20,,-3.66,-10.76,2.13,,6.25,3.92,,-1.92,-4.58,0.68,9.52,5.59
RZ,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-5.44,22.85,-13.00,,,,-6.21,-0.63,-0.30,3.11,4.43,3.41,6.89,-2.71,-11.10,-12.93,-18.55,-10.49,-5.36,-2.58,0.86
RMO_sy,,3.70,9.81,-13.86,,,,16.76,12.74,14.54,16.82,1.69,-8.67,-12.09,-16.80,-14.16,-8.15,-12.46,-11.17,-9.67,-14.25,-8.79
RMO_qq,,,,,-4.86,-1.34,-1.45,1.39,0.80,-1.01,1.92,2.69,-0.19,2.32,-7.23,-6.17,-2.23,-4.29,1.95,-0.79,0.64,-0.91
RMO_sq,,,,,8.41,0.29,0.43,6.93,4.68,1.88,2.44,-6.92,-5.99,-1.93,-3.04,-3.97,0.60,-6.53,-1.62,-2.35,-4.51,-0.58
RMT,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,17.62,3.34,2.68,,,,-16.16,-25.42,-26.83,-20.52,-6.32,11.27,22.98,18.34,7.99,-1.23,-11.26,-18.53,-24.71,-30.53,-33.06
RMT_sy,,19.53,-3.83,-17.99,,,,-11.93,2.31,-0.33,0.82,7.38,1.65,2.51,-0.80,-9.35,-1.26,0.46,5.97,7.41,-0.18,-1.14
RMT_qq,,,,,1.55,-2.98,-5.13,-10.30,-9.67,-4.81,3.05,5.73,7.29,5.20,-0.84,-3.52,-1.87,-5.48,-8.96,-10.84,-9.46,-8.92
RMT_sq,,,,,-13.28,0.96,-1.20,1.80,0.75,-1.65,-0.05,8.43,-4.63,-0.82,-3.28,-0.92,3.88,0.91,2.03,0.43,-3.46,-0.06
RM,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,3.64,14.34,-6.79,,,,-10.42,-11.77,-12.49,-7.67,-0.40,6.80,13.72,5.89,-3.43,-8.23,-15.60,-13.96,-14.21,-16.11,-16.28
RM_sy,,15.90,-2.66,-16.01,,,,-2.28,-0.71,1.74,-4.34,-2.82,-4.75,-3.37,-4.44,-7.35,-1.22,0.19,5.79,8.93,4.13,0.16
RM_qq,,,,,-2.43,-1.97,-2.90,-3.55,-3.91,-2.76,2.44,4.05,3.04,3.55,-4.62,-5.11,-2.08,-4.77,-2.76,-5.38,-4.25,-4.96
RM_sq,,,,,-2.32,-3.99,3.84,0.34,-0.75,-1.62,-2.36,1.94,-2.72,-0.19,-3.45,-1.17,3.72,1.23,1.95,1.76,-0.85,-2.63
COP,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,
